"OMIM_ID"	"UMLS_CUI"	"UMLS_NAME"
"133239"	"C2751126"	"AERODIGESTIVE TRACT CANCER, SUSCEPTIBILITY TO"
"133239"	"C3149254"	"ESCC, SUSCEPTIBILITY TO"
"133239"	"C3149255"	"GASTRIC CARDIA ADENOCARCINOMA, SUSCEPTIBILITY TO"
"602134"	"C1865810"	"TREMOR, HEREDITARY ESSENTIAL, 2"
"611456"	"C1969617"	"Tremor, Hereditary Essential, 3"
"614782"	"C3539195"	"TREMOR, HEREDITARY ESSENTIAL, 4"
"616736"	"C4225223"	"TREMOR, HEREDITARY ESSENTIAL, 5"
"615363"	"C3809250"	"ESTROGEN RESISTANCE"
"602473"	"C1865349"	"Ethylmalonic encephalopathy"
"616854"	"C4225180"	"EVEN-PLUS SYNDROME"
"612219"	"C0553580"	"Ewings sarcoma"
"612219"	"C0877849"	"Askin's tumor"
"612219"	"C3489398"	"Neuroepithelioma, Peripheral"
"612714"	"C2675184"	"Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, and Calvarial Hyperostosis"
"133700"	"C0015306"	"Hereditary Multiple Exostoses"
"133701"	"C1851413"	"EXOSTOSES, MULTIPLE, TYPE II"
"600209"	"C1838420"	"EXOSTOSES, MULTIPLE, TYPE III (disorder)"
"618148"	"C4748387"	"EXTRAORAL HALITOSIS DUE TO METHANETHIOL OXIDASE DEFICIENCY"
"133780"	"C0035344"	"Retinopathy of Prematurity"
"133780"	"C1851402"	"Exudative vitreoretinopathy 1"
"305390"	"C1844579"	"Exudative Vitreoretinopathy, Familial, X-Linked Recessive"
"605750"	"C1854002"	"EXUDATIVE VITREORETINOPATHY 3"
"601813"	"C1866176"	"EXUDATIVE VITREORETINOPATHY 4 (disorder)"
"613310"	"C2750079"	"Exudative Vitreoretinopathy 5"
"617572"	"C4539767"	"EXUDATIVE VITREORETINOPATHY 7"
"300406"	"C1845567"	"FG SYNDROME 3"
"300422"	"C1845546"	"FG SYNDROME 4 (disorder)"
"300422"	"C3275356"	"MENTAL RETARDATION, X-LINKED, WITH OR WITHOUT NYSTAGMUS"
"300581"	"C1845119"	"FG SYNDROME 5 (disorder)"
"615139"	"C3554576"	"FACIAL DYSMORPHISM, IMMUNODEFICIENCY, LIVEDO, AND SHORT STATURE"
"618278"	"C4748939"	"FIBROSIS, NEURODEGENERATION, AND CEREBRAL ANGIOMATOSIS"
"301500"	"C0002986"	"Fabry Disease"
"301500"	"C1970820"	"Fabry Disease, Cardiac Variant"
"301500"	"C0002986"	"Fabry Disease"
"301500"	"C1970820"	"Fabry Disease, Cardiac Variant"
"601471"	"C1832284"	"FACIAL PARESIS, HEREDITARY, CONGENITAL HCFP1"
"601471"	"C4551949"	"Facial Palsy, Congenital, Unilateral Or Bilateral"
"604185"	"C1858717"	"Facial paresis, hereditary, congenital"
"614744"	"C3553625"	"FACIAL PARESIS, HEREDITARY CONGENITAL, 3"
"158900"	"C0238288"	"Muscular Dystrophy, Facioscapulohumeral"
"158900"	"C1834673"	"Facioscapulohumeral muscular dystrophy 1a"
"613625"	"C3150889"	"FACTOR V AND FACTOR VIII, COMBINED DEFICIENCY OF, 2"
"227400"	"C0015499"	"Hereditary Factor V Deficiency"
"227500"	"C0015503"	"Factor VII Deficiency"
"227600"	"C0015519"	"Factor X Deficiency"
"612416"	"C0015523"	"Hereditary Factor XI Deficiency"
"612416"	"C0015523"	"Hereditary Factor XI Deficiency"
"234000"	"C0015526"	"Factor XII Deficiency"
"613225"	"C2750514"	"Factor Xiii, A Subunit, Deficiency Of"
"613235"	"C2750481"	"Factor XIII, B Subunit, Deficiency Of"
"125350"	"C1852222"	"Failure of Tooth Eruption, Primary"
"134610"	"C1851347"	"Familial Mediterranean Fever, Autosomal Dominant"
"249100"	"C0031069"	"Familial Mediterranean Fever"
"616415"	"C4225157"	"FAMILIAL ADENOMATOUS POLYPOSIS 3"
"617100"	"C4310719"	"FAMILIAL ADENOMATOUS POLYPOSIS 4"
"611762"	"C2673198"	"Familial Cold Autoinflammatory Syndrome 2"
"614468"	"C3280914"	"FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3"
"614468"	"C4722480"	"PLCG2-associated antibody deficiency and immune dysregulation"
"120100"	"C0343068"	"Familial cold urticaria"
"120100"	"C4551895"	"Familial Cold Autoinflammatory Syndrome 1"
"227650"	"C1856796"	"Estren-Dameshek Variant of Fanconi Anemia"
"227650"	"C1856797"	"Estren-Dameshek Variant of Fanconi Pancytopenia"
"227650"	"C3469521"	"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)"
"300514"	"C1845292"	"FANCONI ANEMIA, COMPLEMENTATION GROUP B"
"227645"	"C3468041"	"FANCONI ANEMIA, COMPLEMENTATION GROUP C"
"605724"	"C1838457"	"FANCONI ANEMIA, COMPLEMENTATION GROUP D1"
"227646"	"C3160738"	"FANCONI ANEMIA, COMPLEMENTATION GROUP D2"
"600901"	"C3160739"	"FANCONI ANEMIA, COMPLEMENTATION GROUP E"
"603467"	"C3469526"	"FANCONI ANEMIA, COMPLEMENTATION GROUP F"
"614082"	"C3469527"	"fanconi anemia complementation group g"
"609053"	"C1836861"	"FANCONI ANEMIA, COMPLEMENTATION GROUP I"
"609054"	"C1836860"	"FANCONI ANEMIA, COMPLEMENTATION GROUP J"
"614083"	"C3469528"	"FANCONI ANEMIA, COMPLEMENTATION GROUP L"
"610832"	"C1835817"	"FANCONI ANEMIA, COMPLEMENTATION GROUP N"
"613390"	"C3150653"	"FANCONI ANEMIA, COMPLEMENTATION GROUP O"
"613951"	"C3469542"	"FANCONI ANEMIA, COMPLEMENTATION GROUP P"
"615272"	"C3808988"	"FANCONI ANEMIA, COMPLEMENTATION GROUP Q"
"617883"	"C4554406"	"FANCONI ANEMIA, COMPLEMENTATION GROUP S"
"616435"	"C4084840"	"FANCONI ANEMIA, COMPLEMENTATION GROUP T"
"134600"	"C0341703"	"Adult Fanconi syndrome"
"134600"	"C4551503"	"FANCONI RENOTUBULAR SYNDROME 1"
"616026"	"C4014962"	"FANCONI RENOTUBULAR SYNDROME 4 WITH MATURITY-ONSET DIABETES OF THE YOUNG"
"227810"	"C3495427"	"Fanconi-Bickel Syndrome"
"228000"	"C0268255"	"Farber Lipogranulomatosis"
"158901"	"C1834671"	"FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1B"
"609016"	"C3711645"	"Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency"
"121210"	"C1852577"	"FEBRILE CONVULSIONS, FAMILIAL, 1 (disorder)"
"612637"	"C2675251"	"Febrile Convulsions, Familial, 10"
"614418"	"C3280734"	"FEBRILE SEIZURES, FAMILIAL, 11"
"602477"	"C1865342"	"FEBRILE CONVULSIONS, FAMILIAL, 2 (disorder)"
"604403"	"C1858673"	"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2"
"604403"	"C2751756"	"Febrile Convulsions, Familial, 3a"
"613863"	"C2751778"	"Generalized Epilepsy With Febrile Seizures Plus, 7"
"613863"	"C3151229"	"FEBRILE SEIZURES, FAMILIAL, 3B"
"609255"	"C1836507"	"FEBRILE CONVULSIONS, FAMILIAL, 5"
"609253"	"C1836518"	"FEBRILE CONVULSIONS, FAMILIAL, 6"
"611515"	"C1969087"	"FEBRILE CONVULSIONS, FAMILIAL, 7 (disorder)"
"607681"	"C1843244"	"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2"
"611634"	"C1968846"	"Febrile Convulsions, Familial, 9"
"164280"	"C0796068"	"Oculodigitoesophagoduodenal syndrome"
"164280"	"C4551774"	"FEINGOLD SYNDROME 1"
"614326"	"C3280489"	"FEINGOLD SYNDROME 2"
"208150"	"C1276035"	"Pena-Shokeir syndrome type I"
"141749"	"C0271985"	"Delta-Beta Thalassemia"
"141749"	"C1841621"	"FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 1"
"141749"	"C0271985"	"Delta-Beta Thalassemia"
"141749"	"C1841621"	"FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 1"
"142470"	"C1840598"	"FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 2"
"305435"	"C1844568"	"FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 3"
"606789"	"C1969842"	"FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 4"
"228520"	"C3278138"	"FIBROCHONDROGENESIS 1"
"614524"	"C3281128"	"FIBROCHONDROGENESIS 2"
"135100"	"C0016037"	"Fibrodysplasia Ossificans Progressiva"
"605544"	"C1854181"	"FIBROMATOSIS, GINGIVAL, 2"
"609955"	"C1864960"	"Fibromatosis, gingival, 3"
"611010"	"C1970245"	"FIBROMATOSIS, GINGIVAL, HEREDITARY, 4 (disorder)"
"617626"	"C4539942"	"FIBROMATOSIS, GINGIVAL, 5"
"135700"	"C1851102"	"Fibrosis Of Extraocular Muscles, Congenital, 1"
"135700"	"C2751105"	"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3B (disorder)"
"602078"	"C1865915"	"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2"
"600638"	"C2748801"	"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3A, WITH OR WITHOUT EXTRAOCULAR INVOLVEMENT"
"135700"	"C1851102"	"Fibrosis Of Extraocular Muscles, Congenital, 1"
"135700"	"C2751105"	"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3B (disorder)"
"609384"	"C2750404"	"Fibrosis of Extraocular Muscles, Congenital, 3C"
"616219"	"C4015552"	"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 5"
"272440"	"C0795940"	"Filippi syndrome"
"272440"	"C1839311"	"Scott Bryant Graham syndrome"
"136120"	"C0342895"	"Fish-Eye Disease"
"612423"	"C0272339"	"Prekallikrein deficiency"
"136140"	"C0729582"	"Floating-harbor syndrome"
"607341"	"C1846385"	"FOCAL CORTICAL DYSPLASIA OF TAYLOR"
"607341"	"C1846388"	"CORTICAL DYSPLASIA OF TAYLOR, DYSPLASIA ONLY"
"607341"	"C1846389"	"Focal Cortical Dysplasia of Taylor, Type IIb"
"607341"	"C4478700"	"Focal cortical dysplasia type IIa"
"607341"	"C4478701"	"Focal cortical dysplasia type IIb"
"607341"	"C4479708"	"FCD IIA"
"607341"	"C4479709"	"FCD IIB"
"607341"	"C1846385"	"FOCAL CORTICAL DYSPLASIA OF TAYLOR"
"607341"	"C1846388"	"CORTICAL DYSPLASIA OF TAYLOR, DYSPLASIA ONLY"
"607341"	"C1846389"	"Focal Cortical Dysplasia of Taylor, Type IIb"
"607341"	"C4478700"	"Focal cortical dysplasia type IIa"
"607341"	"C4478701"	"Focal cortical dysplasia type IIb"
"607341"	"C4479708"	"FCD IIA"
"607341"	"C4479709"	"FCD IIB"
"305600"	"C0016395"	"Focal Dermal Hypoplasia"
"227260"	"C1744559"	"Congenital ectodermal dysplasia of face"
"614974"	"C3554246"	"FOCAL FACIAL DERMAL DYSPLASIA 4"
"616032"	"C4014993"	"FOCAL SEGMENTAL GLOMERULOSCLEROSIS 8"
"616220"	"C4015555"	"FOCAL SEGMENTAL GLOMERULOSCLEROSIS 9"
"229050"	"C0342705"	"Folate Malabsorption, Hereditary"
"612289"	"C0345382"	"Gorlin Chaudhry Moss syndrome"
"612289"	"C2676780"	"Progeroid Syndrome, Congenital, Petty Type"
"187395"	"C1420667"	"TDGF1 gene"
"187395"	"C1861235"	"Forebrain Defects"
"613606"	"C3150859"	"FORSYTHE-WAKELING SYNDROME"
"136520"	"C3805604"	"FOVEAL HYPOPLASIA 1"
"609218"	"C3807873"	"FOVEAL HYPOPLASIA 2"
"300624"	"C0016667"	"Fragile X Syndrome"
"300623"	"C1839780"	"FRAGILE X TREMOR/ATAXIA SYNDROME"
"249420"	"C1855305"	"Ter Haar syndrome"
"249420"	"C1859406"	"Borrone Di Rocco Crovato syndrome"
"219000"	"C0265233"	"Cryptophthalmos syndrome"
"219000"	"C4551480"	"FRASER SYNDROME 1"
"617666"	"C4540036"	"FRASER SYNDROME 2"
"617667"	"C4540040"	"FRASER SYNDROME 3"
"136680"	"C0950122"	"Frasier Syndrome"
"609640"	"C1864825"	"Frias syndrome"
"601992"	"C1865981"	"FRIEDREICH ATAXIA 2"
"229300"	"C1847416"	"FRIEDREICH ATAXIA WITH RETAINED REFLEXES"
"229300"	"C1856689"	"FRIEDREICH ATAXIA 1"
"229300"	"C1847416"	"FRIEDREICH ATAXIA WITH RETAINED REFLEXES"
"229300"	"C1856689"	"FRIEDREICH ATAXIA 1"
"305620"	"C4281559"	"FRONTOMETAPHYSEAL DYSPLASIA 1"
"617137"	"C4310697"	"FRONTOMETAPHYSEAL DYSPLASIA 2"
"136760"	"C1876203"	"Frontonasal dysplasia"
"613451"	"C3150703"	"FRONTONASAL DYSPLASIA 2"
"105550"	"C3888102"	"Frontotemporal Dementia With Motor Neuron Disease"
"615911"	"C4014648"	"FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 2"
"616437"	"C4225326"	"FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 3"
"616439"	"C4225325"	"FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 4"
"607485"	"C0282513"	"Primary Progressive Aphasia (disorder)"
"607485"	"C1843792"	"FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED"
"612069"	"C2677565"	"AMYOTROPHIC LATERAL SCLEROSIS 10 (disorder)"
"612069"	"C3148872"	"FRONTOTEMPORAL DEMENTIA WITH TDP43 INCLUSIONS, TARDBP-RELATED"
"612069"	"C3150169"	"FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, TARDBP-RELATED"
"612069"	"C3150171"	"FTLD-TDP, TARDBP-RELATED"
"229600"	"C0016751"	"Hereditary fructose intolerance syndrome"
"229700"	"C0016756"	"Fructose-1,6-Diphosphatase Deficiency"
"230000"	"C0016788"	"Fucosidase Deficiency Disease"
"613852"	"C3151219"	"FUCOSYLTRANSFERASE 6 DEFICIENCY"
"228930"	"C1856728"	"Fuhrmann syndrome"
"606812"	"C0342770"	"Fumarase deficiency"
"606812"	"C2936826"	"Fumaric aciduria"
"136880"	"C0311338"	"Fundus Albipunctatus"
"136880"	"C1405854"	"Retinitis punctata albescens (disorder)"
"136880"	"C0311338"	"Fundus Albipunctatus"
"136880"	"C1405854"	"Retinitis punctata albescens (disorder)"
"248200"	"C0271093"	"Stargardt's disease"
"248200"	"C1855465"	"STARGARDT DISEASE 1 (disorder)"
"248200"	"C1858080"	"Retinal Dystrophy, Early Onset Severe"
"248200"	"C4282180"	"Juvenile macular degeneration"
"613163"	"C0342708"	"Gamma aminobutyric acid transaminase deficiency"
"230740"	"C0406723"	"Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy"
"618272"	"C4748924"	"GLOBAL DEVELOPMENTAL DELAY, LUNG CYSTS, OVERGROWTH, AND WILMS TUMOR"
"606777"	"C1847501"	"Glut1 Deficiency Syndrome"
"606777"	"C3149117"	"GLUT1 DEFICIENCY SYNDROME 1, AUTOSOMAL RECESSIVE"
"606777"	"C4551966"	"GLUT1 DEFICIENCY SYNDROME 1"
"612126"	"C1842534"	"DYSTONIA 18 (disorder)"
"230500"	"C0085131"	"Gangliosidosis GM1"
"230500"	"C0268271"	"Gangliosidosis, Generalized GM1, Type 1 (disorder)"
"230500"	"C1968748"	"Gangliosidosis, Generalized GM1, Type I, with Cardiac Involvement"
"230600"	"C0268272"	"Gangliosidosis, Generalized GM1, Type 2"
"230600"	"C1968746"	"Gangliosidosis, Generalized GM1, Late-Infantile Type"
"230650"	"C0268273"	"Gangliosidosis, Generalized GM1, Type 3"
"272750"	"C0268275"	"Tay-Sachs Disease, AB Variant"
"272800"	"C0039373"	"Tay-Sachs Disease"
"272800"	"C1848913"	"Tay-Sachs Disease, Juvenile"
"272800"	"C1848914"	"Hexosaminidase A Deficiency, Adult Type"
"272800"	"C1848915"	"Gm2-Gangliosidosis, Adult Chronic Type"
"272800"	"C1848916"	"Tay-Sachs Disease, Variant B1"
"272800"	"C1848917"	"Tay-Sachs Disease, Pseudo-AB Variant"
"272800"	"C2749283"	"Gm2-Gangliosidosis, Variant B1"
"603358"	"C1864002"	"GRACILE SYNDROME (disorder)"
"617557"	"C4479652"	"GABRIELE-DE VRIES SYNDROME"
"230200"	"C0268155"	"Deficiency of galactokinase"
"230350"	"C0751161"	"UDPglucose 4-epimerase deficiency disease"
"230400"	"C0268151"	"Classical galactosemia"
"230400"	"C3278146"	"GALACTOSEMIA, DUARTE VARIANT"
"256540"	"C0268233"	"GALACTOSIALIDOSIS"
"600803"	"C2609268"	"Low phospholipid-associated cholelithiasis"
"609918"	"C1835925"	"GALLBLADDER DISEASE 2"
"609919"	"C1835924"	"GALLBLADDER DISEASE 3"
"251300"	"C0795949"	"Galloway Mowat syndrome"
"251300"	"C4551772"	"GALLOWAY-MOWAT SYNDROME 1"
"301006"	"C4538784"	"GALLOWAY-MOWAT SYNDROME 2, X-LINKED"
"617729"	"C4540266"	"GALLOWAY-MOWAT SYNDROME 3"
"617730"	"C4540270"	"GALLOWAY-MOWAT SYNDROME 4"
"617731"	"C4540274"	"GALLOWAY-MOWAT SYNDROME 5"
"175100"	"C0017097"	"Gardner Syndrome"
"175100"	"C0032580"	"Adenomatous Polyposis Coli"
"175100"	"C2673218"	"BRAIN TUMOR-POLYPOSIS SYNDROME 2 (disorder)"
"175100"	"C2674616"	"FAMILIAL ADENOMATOUS POLYPOSIS, ATTENUATED (disorder)"
"175100"	"C2713442"	"Polyposis, Adenomatous Intestinal"
"137215"	"C1708349"	"Hereditary Diffuse Gastric Cancer"
"137215"	"C3149287"	"GASTRIC CANCER, FAMILIAL DIFFUSE, AND CLEFT LIP WITH OR WITHOUT CLEFT PALATE"
"137215"	"C3549742"	"Breast cancer, lobular"
"137215"	"C1708349"	"Hereditary Diffuse Gastric Cancer"
"137215"	"C3149287"	"GASTRIC CANCER, FAMILIAL DIFFUSE, AND CLEFT LIP WITH OR WITHOUT CLEFT PALATE"
"137215"	"C3549742"	"Breast cancer, lobular"
"613659"	"C0699791"	"Stomach Carcinoma"
"613659"	"C3150911"	"GASTRIC CANCER, INTESTINAL"
"613659"	"C0699791"	"Stomach Carcinoma"
"613659"	"C3150911"	"GASTRIC CANCER, INTESTINAL"
"613659"	"C0699791"	"Stomach Carcinoma"
"613659"	"C3150911"	"GASTRIC CANCER, INTESTINAL"
"613659"	"C0699791"	"Stomach Carcinoma"
"613659"	"C3150911"	"GASTRIC CANCER, INTESTINAL"
"613659"	"C0699791"	"Stomach Carcinoma"
"613659"	"C3150911"	"GASTRIC CANCER, INTESTINAL"
"613659"	"C0699791"	"Stomach Carcinoma"
"613659"	"C3150911"	"GASTRIC CANCER, INTESTINAL"
"613659"	"C0699791"	"Stomach Carcinoma"
"613659"	"C3150911"	"GASTRIC CANCER, INTESTINAL"
"613659"	"C0699791"	"Stomach Carcinoma"
"613659"	"C3150911"	"GASTRIC CANCER, INTESTINAL"
"109350"	"C0017168"	"Gastroesophageal reflux disease"
"109350"	"C3813607"	"Infantile Gastroesophageal Reflux"
"243150"	"C0220744"	"Multiple gastrointestinal atresias (disorder)"
"606764"	"C0238198"	"Gastrointestinal Stromal Tumors"
"606764"	"C0238198"	"Gastrointestinal Stromal Tumors"
"606764"	"C0238198"	"Gastrointestinal Stromal Tumors"
"175510"	"C1868000"	"Polyps, Multiple And Recurrent Inflammatory Fibroid, Gastrointestinal"
"610539"	"C1864651"	"GAUCHER DISEASE, ATYPICAL, DUE TO SAPOSIN C DEFICIENCY"
"608013"	"C1842704"	"GAUCHER DISEASE, PERINATAL LETHAL"
"230800"	"C1961835"	"Gaucher Disease, Type 1"
"230900"	"C0268250"	"Gaucher Disease, Type 2 (disorder)"
"231000"	"C0268251"	"Gaucher Disease, Type 3 (disorder)"
"231000"	"C1856491"	"Gaucher Disease, Type IIIa"
"231000"	"C1856492"	"Gaucher Disease, Type IIIb"
"231000"	"C1856493"	"Gaucher Disease, Norrbottnian Type"
"231005"	"C1856476"	"Gaucher Disease, Type Iiic"
"607313"	"C4551964"	"GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS, 1"
"617542"	"C4479640"	"GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS, 2"
"231050"	"C3278147"	"GELEOPHYSIC DYSPLASIA 1"
"614185"	"C3280054"	"GELEOPHYSIC DYSPLASIA 2"
"617809"	"C4540511"	"GELEOPHYSIC DYSPLASIA 3"
"616172"	"C4015395"	"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9"
"190100"	"C1860972"	"GENIOSPASM 1"
"606170"	"C1853566"	"Genitopatellar Syndrome"
"273300"	"C0014145"	"Yolk Sac Tumor"
"273300"	"C0036631"	"Seminoma"
"273300"	"C0238451"	"Teratoma of testis"
"273300"	"C0334517"	"Spermatocytic seminoma"
"273300"	"C1266158"	"Nongerminomatous Germ Cell Tumor"
"273300"	"C1336708"	"Testicular Germ Cell Tumor"
"273300"	"C3463918"	"EMBRYONAL CELL CARCINOMA"
"231070"	"C0432255"	"Geroderma osteodysplastica"
"137440"	"C0017495"	"Gerstmann-Straussler-Scheinker Disease"
"137440"	"C2931022"	"Amyloidosis, Cerebral, with Spongiform Encephalopathy"
"137440"	"C3805618"	"CEREBRAL AMYLOID ANGIOPATHY, PRNP-RELATED"
"231095"	"C1856465"	"Ghosal Hematodiaphyseal Dysplasia"
"256850"	"C1850386"	"GIANT AXONAL NEUROPATHY 1"
"231200"	"C0005129"	"Bernard-Soulier Syndrome"
"231200"	"C1856447"	"Bernard-Soulier Syndrome, Type B"
"231200"	"C1856448"	"Bernard-Soulier Syndrome, Type C"
"231200"	"C2713537"	"Deficiency of Platelet Glycoprotein 1b"
"231200"	"C3278148"	"BERNARD-SOULIER SYNDROME, TYPE A1"
"139190"	"C1333674"	"GHRH gene"
"206700"	"C0431401"	"Gillespie syndrome"
"263210"	"C1849762"	"Polycystic Kidney Disease, Potter Type I, with Microbrachycephaly, Hypertelorism, and Brachymelia"
"263800"	"C0268450"	"Gitelman Syndrome"
"273800"	"C0040015"	"Thrombasthenia"
"273800"	"C0040015"	"Thrombasthenia"
"612313"	"C2676739"	"Chromosome 2q32-Q33 Deletion Syndrome"
"613100"	"C2751294"	"GLAUCOMA 1, OPEN ANGLE, O"
"137760"	"C0339573"	"Glaucoma, Primary Open Angle"
"137760"	"C1842026"	"GLAUCOMA 1, OPEN ANGLE, E"
"137760"	"C3278152"	"GLAUCOMA, PRIMARY OPEN ANGLE, ADULT-ONSET (disorder)"
"603383"	"C1863926"	"GLAUCOMA 1, OPEN ANGLE, F (disorder)"
"609887"	"C1835933"	"Glaucoma 1, Open Angle, G"
"611276"	"C1969811"	"GLAUCOMA 1, OPEN ANGLE, H (disorder)"
"609745"	"C1857852"	"GLAUCOMA 1, OPEN ANGLE, I"
"610535"	"C1864653"	"GLAUCOMA 1, OPEN ANGLE, M (disorder)"
"611274"	"C1969812"	"GLAUCOMA 1, OPEN ANGLE, N (disorder)"
"177700"	"C3888338"	"GLAUCOMA 1, OPEN ANGLE, P"
"137750"	"C1825363"	"GLC1L gene"
"137750"	"C1842028"	"GLAUCOMA 1, OPEN ANGLE, A"
"606689"	"C3887942"	"GLAUCOMA 1, OPEN ANGLE, B"
"601682"	"C1866483"	"GLAUCOMA 1, OPEN ANGLE, C"
"602429"	"C1865427"	"GLAUCOMA 1, OPEN ANGLE, D (disorder)"
"608696"	"C1837527"	"GLAUCOMA 1, OPEN ANGLE, K"
"613085"	"C3888011"	"GLAUCOMA 3, PRIMARY CONGENITAL, C"
"613086"	"C2751316"	"Glaucoma 3, Primary Congenital, D"
"617272"	"C4310639"	"GLAUCOMA 3, PRIMARY CONGENITAL, E"
"600975"	"C1832977"	"GLAUCOMA 3, PRIMARY INFANTILE, B"
"231300"	"C0020302"	"Hydrophthalmos"
"231300"	"C1856439"	"GLAUCOMA 3, PRIMARY CONGENITAL, A"
"231300"	"C3278152"	"GLAUCOMA, PRIMARY OPEN ANGLE, ADULT-ONSET (disorder)"
"231300"	"C3278153"	"GLAUCOMA, PRIMARY OPEN ANGLE, JUVENILE-ONSET"
"231300"	"C4551507"	"Buphthalmos"
"608695"	"C1837528"	"GLAUCOMA 1, OPEN ANGLE, J"
"137800"	"C0004114"	"Astrocytoma"
"137800"	"C0014474"	"Ependymoma"
"137800"	"C0206725"	"Subependymal Glioma"
"137800"	"C0751396"	"Well Differentiated Oligodendroglioma"
"137800"	"C1621958"	"Glioblastoma Multiforme"
"137800"	"C1842010"	"Glioma of Brain, Familial"
"137800"	"C2750850"	"GLIOMA SUSCEPTIBILITY 1"
"617260"	"C4310644"	"GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, AND DYSMORPHIC FACIES"
"609886"	"C1835934"	"Glomerulocystic Kidney Disease with Hyperuricemia and Isosthenuria"
"137950"	"C0403557"	"Glomerulopathy with Giant Fibrillar Deposits"
"601894"	"C1866075"	"GLOMERULOPATHY WITH FIBRONECTIN DEPOSITS 2 (disorder)"
"601894"	"C3888104"	"Glomerulopathy with fibronectin deposits"
"603278"	"C4551527"	"Focal segmental glomerulosclerosis 1"
"603965"	"C1858915"	"FOCAL SEGMENTAL GLOMERULOSCLEROSIS 2"
"607832"	"C1842982"	"FOCAL SEGMENTAL GLOMERULOSCLEROSIS 3, SUSCEPTIBILITY TO"
"613237"	"C2750475"	"Focal Segmental Glomerulosclerosis 5"
"614131"	"C3279905"	"FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6"
"616002"	"C4014925"	"FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7"
"138000"	"C1841984"	"GLOMUVENOUS MALFORMATIONS"
"607398"	"C4049714"	"Familial Glucocorticoid Deficiency Type 2"
"609197"	"C1836621"	"GLUCOCORTICOID DEFICIENCY 3 (disorder)"
"614736"	"C3553587"	"GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY"
"202200"	"C4049650"	"Familial Glucocorticoid Deficiency Type 1"
"615962"	"C1841972"	"Glucocorticoid Receptor Deficiency"
"606824"	"C0268186"	"Congenital glucose-galactose malabsorption"
"229100"	"C0268609"	"Glutamate formiminotransferase deficiency"
"610015"	"C1864910"	"Glutamine deficiency, congenital"
"231680"	"C0268596"	"Multiple Acyl Coenzyme A Dehydrogenase Deficiency"
"231680"	"C1856401"	"Glutaric Aciduria IIA"
"231680"	"C1856403"	"Glutaric Aciduria IIB"
"231680"	"C1856405"	"Glutaric Aciduria IIC"
"231680"	"C3278154"	"GLUTARIC ACIDEMIA IIA"
"231680"	"C3278155"	"GLUTARIC ACIDEMIA IIB"
"231680"	"C3278156"	"GLUTARIC ACIDEMIA IIC"
"231680"	"C0268596"	"Multiple Acyl Coenzyme A Dehydrogenase Deficiency"
"231680"	"C1856401"	"Glutaric Aciduria IIA"
"231680"	"C1856403"	"Glutaric Aciduria IIB"
"231680"	"C1856405"	"Glutaric Aciduria IIC"
"231680"	"C3278154"	"GLUTARIC ACIDEMIA IIA"
"231680"	"C3278155"	"GLUTARIC ACIDEMIA IIB"
"231680"	"C3278156"	"GLUTARIC ACIDEMIA IIC"
"231680"	"C0268596"	"Multiple Acyl Coenzyme A Dehydrogenase Deficiency"
"231680"	"C1856401"	"Glutaric Aciduria IIA"
"231680"	"C1856403"	"Glutaric Aciduria IIB"
