ORPHANET_ID	ORPHANET_NAME	OMIM_ID
141145	Hemifacial hyperplasia	133900
141148	Hemifacial myohyperplasia	606773
156728	Spondyloepimetaphyseal dysplasia, matrilin-3 type	608728
1375	Cataract-hypertrichosis-intellectual disability syndrome	211770
163	Hereditary hyperferritinemia-cataract syndrome	600886
1373	Cataract-aberrant oral frenula-growth delay syndrome	115645
1368	Cataract-ataxia-deafness syndrome	212710
1366	Autosomal recessive palmoplantar keratoderma and congenital alopecia	212360
1361	Carnosinase deficiency	212200
1393	Cerebrocostomandibular syndrome	117650
157808	Congenital pseudoarthrosis of the limbs	609143
157820	Cold-induced sweating syndrome	272430
157820	Cold-induced sweating syndrome	610313
157820	Cold-induced sweating syndrome	617055
1389	Cortical blindness-intellectual disability-polydactyly syndrome	218010
157798	Hyperplastic polyposis syndrome	617108
157798	Hyperplastic polyposis syndrome	175020
1388	Catel-Manzke syndrome	302380
1388	Catel-Manzke syndrome	616145
157801	Mesoaxial synostotic syndactyly with phalangeal reduction	609432
1387	Cataract-intellectual disability-hypogonadism syndrome	212720
157794	Hereditary mixed polyposis syndrome	601228
157794	Hereditary mixed polyposis syndrome	610069
157788	Hypospadias-hypertelorism-coloboma and deafness syndrome	603463
157716	Late infantile CACH syndrome	603896
157719	Juvenile or adult CACH syndrome	603896
1380	Cataract-nephropathy-encephalopathy syndrome	218900
157713	Congenital or early infantile CACH syndrome	603896
156731	Dyssegmental dysplasia, Rolland-Desbuquois type	224400
1377	Cataract-microcornea syndrome	115700
1377	Cataract-microcornea syndrome	116200
1377	Cataract-microcornea syndrome	601547
1377	Cataract-microcornea syndrome	604219
157215	Hereditary hypophosphatemic rickets with hypercalciuria	241530
1326	Camptodactyly syndrome, Guadalajara type 2	211920
1327	Camptodactyly syndrome, Guadalajara type 1	211910
1328	Camurati-Engelmann disease	131300
1321	Camptodactyly-fibrous tissue hyperplasia-skeletal dysplasia syndrome	211930
1323	Camptodactyly-joint contractures-facial skeletal defects syndrome	602612
1317	CAMFAK syndrome	212540
1318	Campomelia, Cumming type	211890
1319	Camptobrachydactyly	114150
1305	Feingold syndrome	164280
1305	Feingold syndrome	614326
1307	Distal limb deficiencies-micrognathia syndrome	246560
1313	Infantile choroidocerebral calcification syndrome	215480
1355	Congenital heart defect-round face-developmental delay syndrome	270460
1352	Atrioventricular defect-blepharophimosis-radial and anal defect syndrome	600123
1342	Heart-hand syndrome type 3	140450
1338	Heart defect-tongue hamartoma-polysyndactyly syndrome	217085
1340	Cardiofaciocutaneous syndrome	115150
1340	Cardiofaciocutaneous syndrome	615278
1340	Cardiofaciocutaneous syndrome	615279
1340	Cardiofaciocutaneous syndrome	615280
2856	Persistent Müllerian duct syndrome	261550
1336	Hyperkeratosis-hyperpigmentation syndrome	144190
1335	Pentalogy of Cantrell	313850
1683	Distichiasis-congenital heart defects-peripheral vascular anomalies syndrome	126320
1682	Arterial dissection-lentiginosis syndrome	600459
1678	Dincsoy-Salih-Patel syndrome	601016
1756	Caudal duplication	607864
1767	Familial progressive vestibulocochlear dysfunction	193005
1765	Dyschondrosteosis-nephritis syndrome	127350
1766	Dysequilibrium syndrome	224050
1766	Dysequilibrium syndrome	610185
1766	Dysequilibrium syndrome	613227
1766	Dysequilibrium syndrome	615268
1777	Temtamy syndrome	218340
1780	Thakker-Donnai syndrome	227255
1784	Acrofrontofacionasal dysostosis	201180
1782	Dysosteosclerosis	224300
1790	Hypomandibular faciocranial dysostosis	241310
1786	Acrofacial dysostosis, Catania type	101805
1788	Acrofacial dysostosis, Rodríguez type	201170
859	Transcobalamin deficiency	275350
139441	Hypomyelination with atrophy of basal ganglia and cerebellum	617899
139441	Hypomyelination with atrophy of basal ganglia and cerebellum	612438
1573	Hypotrichosis with juvenile macular degeneration	601553
726	Alpers-Huttenlocher syndrome	203700
139450	Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome	611863
139455	Autosomal recessive bestrophinopathy	611809
1574	Retinal degeneration-nanophthalmos-glaucoma syndrome	267760
139466	SERKAL syndrome	611812
1596	Distal monosomy 15q	612626
139471	Microphthalmia with brain and digit anomalies	607932
139474	17q11.2 microduplication syndrome	613675
139477	Al-Gazali-Dattani syndrome	612379
1606	1p36 deletion syndrome	616975
1606	1p36 deletion syndrome	607872
139480	Autosomal recessive spastic paraplegia type 39	612020
1647	Oculocerebrocutaneous syndrome	164180
139485	Autosomal recessive ataxia due to ubiquinone deficiency	612016
139491	Hemochromatosis type 4	606069
1653	Dentin dysplasia	125400
1653	Dentin dysplasia	125420
139507	African iron overload	601195
139515	Charcot-Marie-Tooth disease type 4J	611228
1657	Dermatoosteolysis, Kirghizian type	221810
139525	Distal hereditary motor neuropathy type 2	158590
139525	Distal hereditary motor neuropathy type 2	608634
139525	Distal hereditary motor neuropathy type 2	613376
139525	Distal hereditary motor neuropathy type 2	615575
1658	Absence of fingerprints-congenital milia syndrome	129200
139518	Distal hereditary motor neuropathy type 1	182960
1659	Dermatoleukodystrophy	221790
139547	Distal spinal muscular atrophy type 3	607088
139536	Distal hereditary motor neuropathy type 5	600794
139536	Distal hereditary motor neuropathy type 5	614751
1660	Dermoodontodysplasia	125640
139557	X-linked distal spinal muscular atrophy type 3	300489
1661	X-linked corneal dermoid	304730
1662	Restrictive dermopathy	275210
139552	Distal hereditary motor neuropathy, Jerash type	605726
139564	Hereditary sensory and autonomic neuropathy type 1B	608088
139583	X-linked hereditary sensory and autonomic neuropathy with deafness	300614
1667	Wolcott-Rallison syndrome	226980
139578	Mutilating hereditary sensory neuropathy with spastic paraplegia	256840
139589	Distal hereditary motor neuropathy type 7	158580
139589	Distal hereditary motor neuropathy type 7	607641
1671	Diastematomyelia	222500
1674	Digitorenocerebral syndrome	222760
140917	Stapes ankylosis with broad thumbs and toes	184460
1547	Cryptomicrotia-brachydactyly-excess fingertip arch syndrome	123560
140922	Autosomal recessive limb-girdle muscular dystrophy type 2J	608807
1545	Crisponi syndrome	601378
140905	Hyperlipidemia due to hepatic triacylglycerol lipase deficiency	614025
1540	Jackson-Weiss syndrome	123150
140908	Brachydactyly type B2	611377
1533	Craniosynostosis-fibular aplasia syndrome	218550
1532	Gómez-López-Hernández syndrome	601853
140952	Syndactyly-telecanthus-anogenital and renal malformations syndrome	300707
140957	Autosomal dominant macrothrombocytopenia	187800
140957	Autosomal dominant macrothrombocytopenia	613112
140957	Autosomal dominant macrothrombocytopenia	615193
140944	CLOVES syndrome	612918
1555	Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome	123790
140936	Lelis syndrome	608290
140941	Short stature due to primary acid-labile subunit deficiency	615961
1553	Curry-Jones syndrome	601707
140927	Benign familial neonatal-infantile seizures	607745
1566	Dandy-Walker malformation-postaxial polydactyly syndrome	220220
140976	RHYNS syndrome	602152
1563	Dahlberg-Borer-Newcomer syndrome	247410
140969	Saldino-Mainzer syndrome	266920
140969	Saldino-Mainzer syndrome	615630
140966	Palmoplantar keratoderma, Nagashima type	615598
1562	Dacryocystitis-osteopoikilosis syndrome	166705
140963	Bilateral microtia-deafness-cleft palate syndrome	612290
1557	Cutis verticis gyrata-intellectual disability syndrome	219300
382	Guanidinoacetate methyltransferase deficiency	612736
742	Prolidase deficiency	170100
141022	Second branchial cleft anomaly	113600
1979	Lipodystrophy due to peptidic growth factors deficiency	233805
1571	Knobloch syndrome	267750
141007	Orofaciodigital syndrome type 9	258865
1551	Familial benign copper deficiency	121270
1568	X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome	304340
141000	Orofaciodigital syndrome type 11	612913
1569	De Sanctis-Cacchione syndrome	278800
1497	X-linked complicated corpus callosum dysgenesis	304100
140436	Primary intraosseous venous malformation	606893
1493	Vici syndrome	242840
1509	Coxopodopatellar syndrome	147891
1512	Crane-Heise syndrome	218090
1508	Coxoauricular syndrome	122780
1507	Autosomal recessive Robinow syndrome	268310
1517	Hypertrichotic osteochondrodysplasia, Cantu type	239850
1519	Hypertelorism, Teebi type	145420
1520	Craniofrontonasal dysplasia	304110
1513	Craniodiaphyseal dysplasia	122860
1513	Craniodiaphyseal dysplasia	218300
1514	Craniodigital-intellectual disability syndrome	312860
140481	Autosomal dominant slowed nerve conduction velocity	608236
1515	Cranioectodermal dysplasia	617102
1515	Cranioectodermal dysplasia	218330
1515	Cranioectodermal dysplasia	613610
1515	Cranioectodermal dysplasia	614099
1515	Cranioectodermal dysplasia	614378
1516	Craniofacial dyssynostosis	218350
1527	Craniosynostosis, Philadelphia type	185900
1528	Craniotelencephalic dysplasia	218670
1529	Craniofacial-deafness-hand syndrome	122880
1522	Craniometaphyseal dysplasia	123000
1522	Craniometaphyseal dysplasia	218400
1525	Cranio-osteoarthropathy	259100
1968	Flat face-microstomia-ear anomaly syndrome	182150
1970	Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome	220219
1973	Faciocardiorenal syndrome	227280
1972	Lethal faciocardiomelic dysplasia	227270
1974	Autosomal recessive faciodigitogenital syndrome	227330
1962	Exostoses-anetodermia-brachydactyly type E syndrome	133690
1964	Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome	133750
1822	Dysplasia epiphysealis hemimelica	127800
1824	Lowry-Wood syndrome	226960
1952	Pacman dysplasia	167220
1954	Congenital lethal erythroderma	227090
1955	Spinocerebellar ataxia type 34	133190
1926	Diabetic embryopathy	601759
2209	Maternal phenylketonuria	261600
1927	Emery-Nelson syndrome	139750
1937	Eng-Strom syndrome	135950
1910	Fetal iodine syndrome	228355
1896	EEC syndrome	129900
1896	EEC syndrome	604292
1897	EEM syndrome	225280
1906	Fetal valproate syndrome	609442
1888	Ectrodactyly-ectodermal dysplasia without clefting syndrome	129810
1889	Ectrodactyly-cleft palate syndrome	129830
1895	Edinburgh malformation syndrome	129850
1891	Intellectual disability-spasticity-ectrodactyly syndrome	246555
1892	Ectrodactyly-polydactyly syndrome	225290
1816	Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome	246500
1807	Focal facial dermal dysplasia type III	227260
1818	Ectodermal dysplasia, trichoodontoonychial type	129510
1883	Ectodermal dysplasia-sensorineural deafness syndrome	224800
1882	Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome	225050
1875	Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	254000
1873	Jalili syndrome	217080
1867	Hereditary bullous dystrophy, macular type	302000
1872	Cone rod dystrophy	303700
1872	Cone rod dystrophy	120970
1872	Cone rod dystrophy	300476
1872	Cone rod dystrophy	300834
1872	Cone rod dystrophy	304020
1872	Cone rod dystrophy	600624
1872	Cone rod dystrophy	600977
1872	Cone rod dystrophy	601777
1872	Cone rod dystrophy	602093
1872	Cone rod dystrophy	603649
1872	Cone rod dystrophy	604116
1872	Cone rod dystrophy	604393
1872	Cone rod dystrophy	605549
1872	Cone rod dystrophy	608194
1872	Cone rod dystrophy	610283
1872	Cone rod dystrophy	610381
1872	Cone rod dystrophy	610478
1872	Cone rod dystrophy	612657
1872	Cone rod dystrophy	612775
1872	Cone rod dystrophy	613660
1872	Cone rod dystrophy	614500
1872	Cone rod dystrophy	615163
1872	Cone rod dystrophy	615374
1872	Cone rod dystrophy	615860
1872	Cone rod dystrophy	615973
1872	Cone rod dystrophy	616502
1871	Progressive cone dystrophy	180020
1871	Progressive cone dystrophy	300085
1871	Progressive cone dystrophy	304030
1871	Progressive cone dystrophy	602093
1871	Progressive cone dystrophy	613093
1860	Thanatophoric dysplasia type 1	187600
1861	Thoracic dysplasia-hydrocephalus syndrome	273730
1865	Dyssegmental dysplasia, Silverman-Handmaker type	224410
1858	Skeletal dysplasia-epilepsy-short stature syndrome	601187
1852	X-linked retinal dysplasia	312550
1842	Bone dysplasia, lethal Holmgren type	211120
1839	Hereditary mucoepithelial dysplasia	158310
1838	Metaphyseal dysplasia without hypotrichosis	250460
1837	Ulna metaphyseal dysplasia syndrome	191420
1836	Mesomelic dysplasia, Kantaputra type	156232
1836	Mesomelic dysplasia, Kantaputra type	613681
1831	De Hauwere syndrome	109120
1830	Schimke immuno-osseous dysplasia	242900
1811	Odontomicronychial dysplasia	601319
1812	Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome	225040
1808	Hidrotic ectodermal dysplasia, Christianson-Fourie type	601375
1804	Dyssegmental dysplasia-glaucoma syndrome	601561
1806	Ectodermal dysplasia-blindness syndrome	268320
1802	Ghosal hematodiaphyseal dysplasia	231095
1803	Thoracomelic dysplasia	273740
1801	Kyphomelic dysplasia	211350
1798	Dysostosis, Stanescu type	122900
1799	Familial developmental dysphasia	600117
2128	Isolated hemihyperplasia	235000
2136	Hennekam syndrome	235510
2136	Hennekam syndrome	616006
2136	Hennekam syndrome	618154
2138	46,XX ovotesticular disorder of sex development	400045
2141	Diaphragmatic defect-limb deficiency-skull defect syndrome	601163
2143	Donnai-Barrow syndrome	222448
2149	Nodular neuronal heterotopia	300049
2149	Nodular neuronal heterotopia	608097
2149	Nodular neuronal heterotopia	608098
2149	Nodular neuronal heterotopia	612881
2149	Nodular neuronal heterotopia	615544
2149	Nodular neuronal heterotopia	617201
2148	Lissencephaly type 1 due to doublecortin gene mutation	300067
2108	Hallermann-Streiff syndrome	234100
2107	Hall-Riggs syndrome	234250
2110	Hallux varus-preaxial polysyndactyly syndrome	234280
2115	Harrod syndrome	601095
2114	Hip dysplasia, Beukes type	142669
2994	Short stature-craniofacial anomalies-genital hypoplasia syndrome	177980
2117	Hartsfield syndrome	615465
2119	HEC syndrome	600559
2124	Cavernous hemangiomas of face-supraumbilical midline raphe syndrome	140850
2090	GMS syndrome	138770
2091	Multinodular goiter-cystic kidney-polydactyly syndrome	138790
376	Gordon syndrome	114300
2092	Focal dermal hypoplasia	305600
2098	Acromesomelic dysplasia, Grebe type	200700
158025	Hereditary progressive mucinous histiocytosis	142630
380	Greig cephalopolysyndactyly syndrome	175700
2095	Gorlin-Chaudhry-Moss syndrome	612289
2097	Grant syndrome	138930
2101	Grubben-de Cock-Borghgraef syndrome	233810
158029	Sea-blue histiocytosis	269600
2069	Gastrocutaneous syndrome	137270
157846	Neuroferritinopathy	606159
157832	Craniorhiny	123050
2067	GAPO syndrome	230740
2065	Galloway-Mowat syndrome	617729
2065	Galloway-Mowat syndrome	617730
2065	Galloway-Mowat syndrome	301006
2065	Galloway-Mowat syndrome	617731
2065	Galloway-Mowat syndrome	251300
2065	Galloway-Mowat syndrome	618347
2065	Galloway-Mowat syndrome	618349
2065	Galloway-Mowat syndrome	618348
2075	Genitopalatocardiac syndrome	231060
157941	Huntington disease-like 1	603218
157850	Pantothenate kinase-associated neurodegeneration	234200
2072	Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome	231005
157855	HARP syndrome	607236
157954	ANE syndrome	612079
157962	Oculoauricular syndrome, Schorderet type	612109
157946	Huntington disease-like 3	604802
2078	Geroderma osteodysplastica	231070
157949	Combined immunodeficiency with granulomatosis	233650
2077	German syndrome	231080
157973	Congenital muscular dystrophy due to LMNA mutation	613205
2085	Glaucoma-sleep apnea syndrome	137763
2084	Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome	608328
157965	SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome	612350
2083	Prominent glabella-microcephaly-hypogenitalism syndrome	247990
2051	Fraser-like syndrome	229230
2055	Growth deficiency-brachydactyly-dysmorphism syndrome	609640
1791	Frontofacionasal dysplasia	229400
1826	Frontometaphyseal dysplasia	305620
1826	Frontometaphyseal dysplasia	617137
2047	Flynn-Aird syndrome	136300
2050	Cole-Carpenter syndrome	112240
2050	Cole-Carpenter syndrome	616294
2063	Splenogonadal fusion-limb defects-micrognathia syndrome	183300
2064	Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome	192800
2057	Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome	210745
2059	Fryns syndrome	229850
2026	Gingival fibromatosis-hypertrichosis syndrome	135400
2025	Gingival fibromatosis-facial dysmorphism syndrome	228560
2028	Juvenile hyaline fibromatosis	228600
2027	Gingival fibromatosis-progressive deafness syndrome	135550
2021	Fibrochondrogenesis	228520
2021	Fibrochondrogenesis	614524
2019	Femur-fibula-ulna complex	228200
2024	Hereditary gingival fibromatosis	135300
2024	Hereditary gingival fibromatosis	605544
2024	Hereditary gingival fibromatosis	609955
2024	Hereditary gingival fibromatosis	611010
2024	Hereditary gingival fibromatosis	617626
2022	Endocardial fibroelastosis	226000
2824	Paraplegia-intellectual disability-hyperkeratosis syndrome	309560
2044	Floating-Harbor syndrome	136140
2031	Hepatic fibrosis-renal cysts-intellectual disability syndrome	213010
2036	Scalp-ear-nipple syndrome	181270
2007	Alar cartilages hypoplasia-coloboma-telecanthus syndrome	203000
158687	Lethal acantholytic epidermolysis bullosa	609638
158684	Epidermolysis bullosa simplex with pyloric atresia	612138
2004	Laryngotracheoesophageal cleft	215800
2001	Cleft lip/palate-intestinal malrotation-cardiopathy syndrome	601165
158681	Epidermolysis bullosa simplex with circinate migratory erythema	609352
158668	Epidermolysis bullosa simplex due to plakophilin deficiency	604536
2016	Cleft palate-lateral synechia syndrome	119550
2013	Cleft palate-large ears-small head syndrome	181180
2010	Cleft palate-stapes fixation-oligodontia syndrome	216300
2008	Acrocardiofacial syndrome	600460
1986	Gollop-Wolfgang complex	228250
1984	Fechtner syndrome	153640
1980	Bilateral striopallidodentate calcinosis	213600
1980	Bilateral striopallidodentate calcinosis	606656
1980	Bilateral striopallidodentate calcinosis	615007
1980	Bilateral striopallidodentate calcinosis	615483
1980	Bilateral striopallidodentate calcinosis	616413
1997	Blepharo-cheilo-odontic syndrome	119580
1993	Pai syndrome	155145
1988	Femoral-facial syndrome	134780
2348	Familial partial lipodystrophy, Dunnigan type	151660
247775	Mayer-Rokitansky-Küster-Hauser syndrome type 1	277000
247768	Müllerian aplasia and hyperandrogenism	158330
2353	Schilbach-Rott syndrome	164220
247790	FTH1-related iron overload	615517
247798	MUTYH-related attenuated familial adenomatous polyposis	608456
2355	Kumar-Levick syndrome	106990
247794	Juvenile cataract-microcornea-renal glucosuria syndrome	612018
247806	APC-related attenuated familial adenomatous polyposis	175100
2363	Lacrimoauriculodentodigital syndrome	149730
247691	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	192315
2340	Keratosis follicularis spinulosa decalvans	308800
2340	Keratosis follicularis spinulosa decalvans	612843
2340	Keratosis follicularis spinulosa decalvans	604093
247685	Odontohypophosphatasia	146300
2342	Haim-Munk syndrome	245010
247709	Multiple endocrine neoplasia type 2B	162300
247698	Multiple endocrine neoplasia type 2A	171400
485	Kniest dysplasia	156550
2347	Lethal Kniest-like dysplasia	245190
247585	Citrullinemia type II	603471
2333	Kenny-Caffey syndrome	244460
2333	Kenny-Caffey syndrome	127000
247598	Neonatal intrahepatic cholestasis due to citrin deficiency	605814
2332	KBG syndrome	148050
247604	Juvenile primary lateral sclerosis	606353
247623	Perinatal lethal hypophosphatasia	241500
2337	Non-epidermolytic palmoplantar keratoderma	600231
247651	Infantile hypophosphatasia	241500
247667	Childhood-onset hypophosphatasia	241510
2339	Keratosis follicularis-dwarfism-cerebral atrophy syndrome	308830
247676	Adult hypophosphatasia	146300
494	Keratoderma hereditarium mutilans	124500
2322	Kabuki syndrome	147920
2322	Kabuki syndrome	300867
2321	Jung syndrome	601427
2324	Osteopenia-intellectual disability-sparse hair syndrome	259690
247511	Autosomal dominant secondary polycythemia	609820
247511	Autosomal dominant secondary polycythemia	611783
2323	Sanjad-Sakati syndrome	241410
247522	Primary ciliary dyskinesia-retinitis pigmentosa syndrome	300455
247525	Citrullinemia type I	215700
2329	Karsch-Neugebauer syndrome	183800
2328	Kapur-Toriello syndrome	244300
2409	Lowry-MacLean syndrome	600252
2405	Thickened earlobes-conductive deafness syndrome	128980
2407	LOC syndrome	245660
2412	Dislocation of the hip-dysmorphism syndrome	601450
2575	Cystic fibrosis-gastritis-megaloblastic anemia syndrome	219721
248408	Familial hypodysfibrinogenemia	616004
2410	Hypergonadotropic hypogonadism-cataract syndrome	240950
2399	Nasopalpebral lipoma-coloboma syndrome	167730
2400	Peripheral motor neuropathy-dysautonomia syndrome	252320
2396	Encephalocraniocutaneous lipomatosis	613001
2388	Choreoacanthocytosis	200150
248111	Juvenile Huntington disease	143100
2387	Leukonychia totalis	151600
2379	Early-onset parkinsonism-intellectual disability syndrome	311510
2391	Congenitally short costocoracoid ligament	122580
2390	Lichtenstein syndrome	246550
247834	Occult macular dystrophy	613587
2371	Lethal Larsen-like syndrome	245650
247820	Ectodermal dysplasia-syndactyly syndrome	613573
247827	Ectodermal dysplasia-cutaneous syndactyly syndrome	613576
2378	Laurin-Sandrow syndrome	135750
247868	NLRP12-associated hereditary periodic fever syndrome	611762
2375	Laryngeal abductor paralysis-intellectual disability syndrome	308850
2456	Familial supernumerary nipples	163700
2457	Mandibuloacral dysplasia	608612
2457	Mandibuloacral dysplasia	248370
2451	Mucocutaneous venous malformations	600195
2453	Malpuech syndrome	248340
2439	Patterson-Stevenson-Fontaine syndrome	183700
244305	Dominant hypophosphatemia with nephrolithiasis or osteoporosis	612286
244305	Dominant hypophosphatemia with nephrolithiasis or osteoporosis	612287
2440	Isolated split hand-split foot malformation	183600
2440	Isolated split hand-split foot malformation	225300
2440	Isolated split hand-split foot malformation	246560
2440	Isolated split hand-split foot malformation	313350
2440	Isolated split hand-split foot malformation	605289
2440	Isolated split hand-split foot malformation	606708
244310	RFT1-CDG	612015
296	Ollier disease	166000
2437	Czeizel-Losonci syndrome	183802
2438	Hand-foot-genital syndrome	140000
243343	Dimethylglycine dehydrogenase deficiency	605850
1019	Epstein syndrome	153650
2429	Macrocephaly-spastic paraplegia-dysmorphism syndrome	600302
2432	Macrosomia-microphthalmia-cleft palate syndrome	248110
2489	Upper limb defect-eye and ear abnormalities syndrome	274205
247353	Generalized pustular psoriasis	614204
247353	Generalized pustular psoriasis	616106
247262	Hyperphosphatasia-intellectual disability syndrome	239300
247262	Hyperphosphatasia-intellectual disability syndrome	614207
247262	Hyperphosphatasia-intellectual disability syndrome	614749
247262	Hyperphosphatasia-intellectual disability syndrome	615716
247262	Hyperphosphatasia-intellectual disability syndrome	616025
247262	Hyperphosphatasia-intellectual disability syndrome	616809
2485	Melorheostosis	155950
2483	Melkersson-Rosenthal syndrome	155900
2484	Melnick-Needles syndrome	309350
247198	Progressive cerebello-cerebral atrophy	615851
2481	Neurocutaneous melanocytosis	249400
2477	Megalencephaly	155350
2477	Megalencephaly	248000
2479	Megalocornea-intellectual disability syndrome	249310
2475	White forelock with malformations	277740
2473	McKusick-Kaufman syndrome	236700
2471	McDonough syndrome	248950
2470	Matthew-Wood syndrome	601186
2470	Matthew-Wood syndrome	615524
561	Marshall-Smith syndrome	602535
2464	Marfanoid syndrome, De Silva type	223330
559	Marinesco-Sjögren syndrome	248800
2463	Marfanoid habitus-autosomal recessive intellectual disability syndrome	248770
2462	Shprintzen-Goldberg syndrome	182212
2461	Marden-Walker syndrome	248700
251630	Anaplastic oligodendroglioma	137800
251630	Anaplastic oligodendroglioma	616568
2172	Microcephaly-glomerulonephritis-marfanoid habitus syndrome	248760
2176	Infantile systemic hyalinosis	228600
2181	Hydrocephaly-tall stature-joint laxity syndrome	236660
2180	Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome	600991
2189	Hydrolethalus	236680
2189	Hydrolethalus	614120
2190	Congenital hydronephrosis	143400
312	Autosomal dominant epidermolytic ichthyosis	113800
312	Autosomal dominant epidermolytic ichthyosis	607602
2196	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement	248190
2150	Hirschsprung disease-type D brachydactyly syndrome	306980
2152	Mowat-Wilson syndrome	235730
2153	Hirschsprung disease-nail hypoplasia-dysmorphism syndrome	235760
2155	Hirschsprung disease-deafness-polydactyly syndrome	235740
2158	Histidinuria-renal tubular defect syndrome	235830
2163	Holoprosencephaly-craniosynostosis syndrome	601370
2166	Holoprosencephaly-postaxial polydactyly syndrome	264480
251627	Oligodendroglioma	137800
251627	Oligodendroglioma	616568
2167	Holzgreve syndrome	236110
2169	Methylcobalamin deficiency type cblE	236270
2222	Hypertrichosis lanuginosa congenita	145700
2222	Hypertrichosis lanuginosa congenita	145701
2222	Hypertrichosis lanuginosa congenita	307150
2220	Hypertrichosis cubiti	139600
1051	Ramos-Arroyo syndrome	122430
2228	Hypodontia-dysplasia of nails syndrome	189500
2224	Hypertryptophanemia	600627
2232	Primary hypergonadotropic hypogonadism-partial alopecia syndrome	241090
2229	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	212112
2238	Familial isolated hypoparathyroidism	615361
2238	Familial isolated hypoparathyroidism	146200
2238	Familial isolated hypoparathyroidism	307700
2238	Familial isolated hypoparathyroidism	601198
2237	Hypoparathyroidism-sensorineural deafness-renal disease syndrome	146255
2234	Male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome	307500
251867	Classic medulloblastoma	155255
2199	Epidermolytic palmoplantar keratoderma	144200
251863	Desmoplastic/nodular medulloblastoma	155255
2200	Focal palmoplantar and gingival keratoderma	148730
2198	Palmoplantar keratoderma-esophageal carcinoma syndrome	148500
251858	Medulloblastoma with extensive nodularity	155255
495	Transgrediens et progrediens palmoplantar keratoderma	133200
2206	Ankylosing vertebral hyperostosis with tylosis	106400
2201	Palmoplantar keratoderma-spastic paralysis syndrome	148360
2202	Palmoplantar keratoderma-deafness syndrome	148350
251899	Choroid plexus carcinoma	260500
2213	Hypertelorism-microtia-facial clefting syndrome	239800
2211	Hypertelorism-hypospadias-polysyndactyly syndrome	239710
2218	Cervical hypertrichosis-peripheral neuropathy syndrome	239840
2215	Multiple pterygium-malignant hyperthermia syndrome	217150
251019	2q32q33 microdeletion syndrome	612313
2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	242510
251038	3q29 microduplication syndrome	611936
250999	1q41q42 microdeletion syndrome	612530
2261	Hypospadias-intellectual disability, Goldblatt type syndrome	241760
672	Pallister-Hall syndrome	146510
455	Superficial epidermolytic ichthyosis	146800
2272	Ichthyosis-oral and digital anomalies syndrome	258840
2274	Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome	242520
2273	Ichthyosis follicularis-alopecia-photophobia syndrome	308205
139	CHILD syndrome	308050
457	Harlequin ichthyosis	242500
251056	6q25 microdeletion syndrome	612863
2246	Cerebellar hypoplasia-tapetoretinal degeneration syndrome	213000
2249	Ulna hypoplasia-intellectual disability syndrome	276821
2239	Familial isolated hypoparathyroidism due to agenesis of parathyroid gland	307700
2239	Familial isolated hypoparathyroidism due to agenesis of parathyroid gland	146200
2241	Megacystis-microcolon-intestinal hypoperistalsis syndrome	249210
250984	Autosomal recessive Stickler syndrome	614134
250984	Autosomal recessive Stickler syndrome	614284
2256	Fibulo-ulnar hypoplasia-renal anomalies syndrome	228940
2257	Primary pulmonary hypoplasia	265430
250977	AICA-ribosiduria	608688
250994	1q21.1 microduplication syndrome	612475
250989	1q21.1 microdeletion syndrome	612474
2250	Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome	603457
250923	Isolated aniridia	106210
250923	Isolated aniridia	617142
250923	Isolated aniridia	617141
2251	Thumb deformity-alopecia-pigmentation anomaly syndrome	188150
2252	Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome	179250
250972	Polymicrogyria with optic nerve hypoplasia	613180
2255	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	600001
251380	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	613566
251380	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	141749
251380	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	142335
