"MESH_ID"	"UMLS_CUI"	"UMLS_NAME"
"C564300"	"C1842674"	"AMYOTROPHIC LATERAL SCLEROSIS 7 (disorder)"
"C535748"	"C2931004"	"Congenital disorder of glycosylation type 1J"
"C564292"	"C1842563"	"Heterotopia, Periventricular, Autosomal Recessive"
"C564291"	"C1842562"	"Heterotopia, Periventricular, associated with Chromosome 5p Anomalies"
"C535746"	"C2931002"	"Congenital disorder of glycosylation type 1H"
"C564284"	"C1842475"	"Retinitis Pigmentosa 7"
"C564282"	"C1842462"	"CAMPOMELIC DYSPLASIA WITH AUTOSOMAL SEX REVERSAL"
"C537089"	"C1832702"	"BRACHYDACTYLY, TYPE A2"
"C535909"	"C1833136"	"Marden Walker like syndrome"
"C536729"	"C1848392"	"Zunich neuroectodermal syndrome"
"C535882"	"C0796002"	"Johnson neuroectodermal syndrome"
"C565883"	"C1859331"	"Cardiac Septal Defects with Coarctation of the Aorta"
"C563326"	"C1832392"	"DIABETES MELLITUS, INSULIN-DEPENDENT, 12"
"C563327"	"C1832394"	"Deafness, Autosomal Recessive 12"
"C563352"	"C1832474"	"DIABETES MELLITUS, INSULIN-DEPENDENT, 13"
"C563354"	"C1832476"	"Deafness, Autosomal Dominant 10"
"C563353"	"C1832475"	"Deafness, Autosomal Dominant 11"
"C563359"	"C1832544"	"DIABETES MELLITUS, NONINSULIN-DEPENDENT, 1 (disorder)"
"C567457"	"C3501785"	"Immunodeficiency, Gonadal Dysgenesis, And Pulmonary Fibrosis"
"C566883"	"C1968603"	"Osteopetrosis, Autosomal Recessive 5"
"C567354"	"C2676766"	"Osteopetrosis, Autosomal Recessive 7"
"C563371"	"C1832605"	"DIABETES MELLITUS, INSULIN-DEPENDENT, 11"
"C563362"	"C1832567"	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C"
"C563417"	"C1832978"	"Deafness, Autosomal Recessive 7"
"C563392"	"C1832814"	"Rolandic Epilepsy, Mental Retardation, And Speech Dyspraxia, Autosomal Dominant"
"C563854"	"C1837342"	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J"
"C563421"	"C1833021"	"DEAFNESS, AUTOSOMAL DOMINANT 6"
"C563456"	"C1833477"	"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5"
"C563534"	"C1834372"	"Narcolepsy 1"
"C536391"	"C1834673"	"Facioscapulohumeral muscular dystrophy 1a"
"C563557"	"C1834671"	"FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1B"
"C563581"	"C1834918"	"Microphthalmia, Isolated, With Corectopia"
"C563562"	"C1834703"	"Neuropathy, Distal Hereditary Motor, Type VIIA"
"C563669"	"C1835854"	"DEAFNESS, AUTOSOMAL RECESSIVE 68"
"C563720"	"C1836199"	"DEAFNESS, AUTOSOMAL RECESSIVE 48"
"C563671"	"C1835865"	"Cone-Rod Dystrophy 11"
"C563705"	"C1836027"	"Deafness, Autosomal Recessive 23"
"C563728"	"C1836272"	"Cataract, Congenital Nuclear, Autosomal Recessive 1"
"C563757"	"C1836485"	"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A2 (disorder)"
"C563794"	"C1836765"	"LIMB-GIRDLE MUSCULAR DYSTROPHY, TYPE 1G (disorder)"
"C563797"	"C1836797"	"Combined Oxidative Phosphorylation Deficiency 1"
"C563815"	"C3496242"	"Deafness, Autosomal Recessive 36"
"C562639"	"C0268374"	"Adult junctional epidermolysis bullosa (disorder)"
"C562639"	"C2608084"	"EPIDERMOLYSIS BULLOSA, JUNCTIONAL, LOCALISATA VARIANT (disorder)"
"C536870"	"C1866851"	"Spastic paraplegia neuropathy poikiloderma"
"C537842"	"C1863925"	"Nonmedullary thyroid carcinoma, with or without cell oxyphilia"
"C536401"	"C1850553"	"Nephropathy deafness hyperparathyroidism"
"C537481"	"C1849139"	"Spastic diplegia infantile type"
"C536601"	"C1859844"	"LEBER CONGENITAL AMAUROSIS, TYPE II (disorder)"
"C565935"	"C1859648"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"C562484"	"C0263482"	"Hairy Ears"
"C564243"	"C1842073"	"Prolonged Electroretinal Response Suppression"
"C565500"	"C1855928"	"Hyperlexia"
"C566900"	"C1968845"	"Primary Lateral Sclerosis, Adult, 1"
"C567042"	"C2931093"	"Osteogenesis imperfecta, type 5"
"C567174"	"C2674766"	"Myokymia 1"
"C567524"	"C2697447"	"Nevus Flammeus of Nape of Neck"
"C567857"	"C2752007"	"Congenital Disorder of Glycosylation, Type Io"
"C562591"	"C0268138"	"Xeroderma Pigmentosum, Complementation Group D"
"C562592"	"C0268140"	"Xeroderma pigmentosum, group F"
"C562719"	"C0272137"	"Tn Syndrome"
"C563168"	"C0877849"	"Askin's tumor"
"C562941"	"C0423113"	"Telecanthus"
"C535285"	"C0796133"	"Ramon Syndrome"
"C566223"	"C1862275"	"Blepharochalasis, Superior"
"C566230"	"C1862322"	"Ovalocytosis, Malaysian-Melanesian-Filipino Type"
"C567858"	"C2752008"	"Spastic Paraplegia-50, Autosomal Recessive"
"C567849"	"C2751870"	"Microcephaly, Growth Retardation, Cataract, Hearing Loss, And Unusual Appearance"
"C564120"	"C1839982"	"Immunodeficiency, X-Linked, with Deficiency of 115,000 Dalton Surface Glycoprotein"
"C564251"	"C1842143"	"Orofacial Cleft 4"
"C565069"	"C1851878"	"OROFACIAL CLEFT 8"
"C535828"	"C1849694"	"Fundus dystrophy, pseudoinflammatory recessive form"
"C535828"	"C2931032"	"Pseudoinflammatory fundus dystrophy, Finnish type"
"C535828"	"C2931033"	"Pseudoinflammatory fundus dystrophy, Lavia type"
"C535828"	"C2931034"	"Pseudoinflammatory fundus dystrophy"
"C567633"	"C2750034"	"Emery-Dreifuss Muscular Dystrophy, Atypical, Autosomal Recessive"
"C567633"	"C2750035"	"Emery-Dreifuss Muscular Dystrophy 3"
"C565186"	"C1853104"	"ALOPECIA AREATA 2"
"C565630"	"C1857285"	"Diaminopentanuria"
"C567831"	"C2751807"	"Emery-Dreifuss Muscular Dystrophy 4"
"C565968"	"C1859965"	"Alaninuria with Microcephaly, Dwarfism, Enamel Hypoplasia, and Diabetes Mellitus"
"C543758"	"C2931935"	"Juvenile linear scleroderma"
"C543759"	"C0409994"	"Juvenile-onset scleroderma"
"C567830"	"C3489792"	"Emery-Dreifuss Muscular Dystrophy 5"
"C566110"	"C1861454"	"Stomatocytosis II"
"C566523"	"C1865185"	"Spondyloepimetaphyseal Dysplasia, Shohat Type"
"C566419"	"C1864323"	"OROFACIAL CLEFT 2"
"C566303"	"C1863094"	"ALOPECIA AREATA 1"
"C535886"	"C1851112"	"Jones syndrome"
"C537688"	"C1857780"	"JOUBERT SYNDROME 5"
"C537021"	"C1855648"	"KENNY-CAFFEY SYNDROME, TYPE 1"
"C563624"	"C1835402"	"Lichen Planus, Familial"
"C563625"	"C1835403"	"Levator-Medial Rectus Synkinesis"
"C563632"	"C1835489"	"Leg Ulcers, Familial, of Juvenile Onset"
"C563633"	"C1835491"	"Lattice Degeneration of Retina Leading to Retinal Detachment"
"C564252"	"C1842149"	"Spondyloepiphyseal Dysplasia, Kimberley Type"
"C564249"	"C1842127"	"Retinitis Pigmentosa 26"
"C564247"	"C1842109"	"Microcephaly, Primary Autosomal Recessive, 6"
"C564239"	"C1842051"	"Geographic Tongue and Fissured Tongue"
"C563964"	"C1838299"	"Peroxisome Biogenesis Disorder, Complementation Group 14"
"C563969"	"C1838329"	"APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS"
"C563974"	"C1838416"	"CLEIDOCRANIAL DYSPLASIA, FORME FRUSTE, DENTAL ANOMALIES ONLY"
"C563992"	"C1838603"	"Retinitis Pigmentosa 14"
"C564010"	"C1838779"	"Eiken Skeletal Dysplasia"
"C564014"	"C3501777"	"Renal Tubulopathy, Diabetes Mellitus, and Cerebellar Ataxia due to Duplication of Mitochondrial DNA"
"C567832"	"C2751811"	"Spermatogenic Failure 7"
"C563564"	"C1834711"	"CEREBELLOPARENCHYMAL DISORDER VI"
"C563580"	"C3501816"	"Tauopathy and Respiratory Failure"
"C563587"	"C1835007"	"Metachromatic Leukodystrophy, Adult-Onset, with Normal Arylsulfatase A"
"C563599"	"C1835088"	"Maxillofacial Dysostosis"
"C537836"	"C1835172"	"Macules hereditary congenital hypopigmented and hyperpigmented"
"C535535"	"C1866560"	"IRIDOGONIODYSGENESIS, TYPE 1 (disorder)"
"C563607"	"C1835173"	"Macular Dystrophy, Fenestrated Sheen Type"
"C563610"	"C1835244"	"Sebaceous Tumors, Somatic"
"C537560"	"C1859690"	"CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME"
"C563612"	"C1835272"	"Lymphedema and Cerebral Arteriovenous Anomaly"
"C537568"	"C1839564"	"Jensen syndrome"
"C563620"	"C1835373"	"Lipoma of the Conjunctiva"
"C567730"	"C2751067"	"Parkinsonism-Dystonia, Infantile"
"C563775"	"C3714934"	"MYOPATHY, MYOFIBRILLAR, 3"
"C563858"	"C1837422"	"OTOSCLEROSIS 5"
"C564261"	"C1842307"	"Lelis Syndrome"
"C564268"	"C1842353"	"OTOSCLEROSIS 3"
"C564428"	"C1844579"	"Exudative Vitreoretinopathy, Familial, X-Linked Recessive"
"C564487"	"C1845167"	"Dent Disease 2"
"C564714"	"C1848097"	"Spondyloepimetaphyseal Dysplasia, X-Linked"
"C537962"	"C2931677"	"Calloso-genital dysplasia"
"C536701"	"C2931292"	"Curatolo Cilio Pessagno syndrome"
"C537076"	"C2931417"	"Faye-Petersen Ward Carey syndrome"
"C538335"	"C2931821"	"Nakamura Osame syndrome"
"C567817"	"C2751696"	"Biliary Cirrhosis, Primary, 2"
"C536111"	"C0431368"	"Partial agenesis of corpus callosum"
"C567816"	"C2751695"	"Biliary Cirrhosis, Primary, 3"
"C565001"	"C1850985"	"Fragile Site 16p12"
"C565114"	"C1852222"	"Failure of Tooth Eruption, Primary"
"C565453"	"C1855626"	"Ketoadipicaciduria"
"C536247"	"C2931140"	"Nonkeratan-sulfate-excreting Morquio syndrome"
"C565733"	"C1858028"	"WOLFRAM SYNDROME 2"
"C566051"	"C1861129"	"Takao VCF Syndrome"
"C566233"	"C1862358"	"Azotemia, Familial"
"C566445"	"C1864706"	"Myopathy, Distal 3"
"C562816"	"C0342859"	"Harderoporphyria"
"C563172"	"C0878683"	"Pituitary Dwarfism Type 3"
"C564553"	"C1846128"	"Ptosis, Hereditary Congenital 2"
"C564816"	"C1849157"	"Resistance to Insulin-Like Growth Factor I"
"C564990"	"C1850930"	"Gastric Sneezing"
"C565058"	"C1851741"	"ELLIPTOCYTOSIS 2 (disorder)"
"C565141"	"C1852456"	"Cryoglobulinemia, Familial Mixed"
"C565429"	"C1855472"	"Acute lymphoblastic leukemia with lymphomatous features"
"C565460"	"C1855705"	"Jejunal Atresia with Microcephaly and Ocular Anomalies"
"C565502"	"C1855986"	"Hydroxylysinuria"
"C567164"	"C2674322"	"Protein C Deficiency, Acquired"
"C566754"	"C1867499"	"Pruritus, Hereditary Localized"
"C566757"	"C1867726"	"Pronation-Supination Of The Forearm, Impairment Of"
"C567360"	"C2676780"	"Progeroid Syndrome, Congenital, Petty Type"
"C566774"	"C1868000"	"Polyps, Multiple And Recurrent Inflammatory Fibroid, Gastrointestinal"
"C566776"	"C1868005"	"Polyposis, Intestinal, With Multiple Exostoses"
"C566775"	"C1868001"	"Polyposis Of Gastric Fundus Without Polyposis Coli"
"C567201"	"C2675191"	"Polymicrogyria, Bilateral Occipital"
"C566796"	"C1868199"	"Platelet Signal Processing Defect"
"C566798"	"C1868256"	"Platelet Factor 3 Deficiency"
"C566799"	"C1868258"	"Platelet Disorder, Undefined"
"C566759"	"C1867770"	"Primary Release Disorder Of Platelets"
"C566621"	"C1866183"	"Premature Aging Syndrome, Okamoto Type"
"C537932"	"C1836050"	"Filaminopathy, autosomal dominant"
"C564961"	"C1850597"	"Leigh Syndrome Due To Mitochondrial Complex II Deficiency"
"C536072"	"C1832408"	"Hunter-McAlpine craniosynostosis syndrome"
"C536077"	"C1863533"	"Hydroa vacciniforme, familial"
"C536083"	"C2931106"	"Hypercholesterolemia due to arg3500 mutation of Apo B-100"
"C537014"	"C2936917"	"Infantile polyarteritis"
"C537017"	"C2931395"	"Bulbospinal neuronopathy, X-linked recessive"
"C564299"	"C1842642"	"Diabetes Mellitus, Noninsulin-Dependent, Type 4"
"C564296"	"C1842586"	"Neuropathy, Hereditary Sensory And Autonomic, Type I, With Cough And Gastroesophageal Reflux"
"C564313"	"C1842852"	"EPILEPSY, MYOCLONIC, BENIGN ADULT FAMILIAL, TYPE 2"
"C564345"	"C1843211"	"PARKINSON DISEASE 11, AUTOSOMAL DOMINANT"
"C564322"	"C1842939"	"Deafness, Autosomal Dominant 48"
"C564331"	"C1843028"	"Deafness, Autosomal Recessive 37"
"C564333"	"C1843075"	"Charcot-Marie-Tooth Disease, Dominant Intermediate D"
"C564348"	"C1843232"	"DEAFNESS, AUTOSOMAL DOMINANT 52"
"C564361"	"C1843306"	"CANDIDIASIS, FAMILIAL CHRONIC NAIL, WITH ICAM1 DEFICIENCY"
"C564399"	"C1843895"	"Deafness, Autosomal Dominant 44"
"C566991"	"C1970095"	"Cleft Palate, Isolated, And Mental Retardation"
"C567046"	"C1970456"	"Surfactant Metabolism Dysfunction, Pulmonary, 3"
"C567165"	"C2674504"	"Palmoplantar Hyperkeratosis And True Hermaphroditism"
"C562805"	"C0342749"	"GLYCOGEN STORAGE DISEASE Ic"
"C567050"	"C1970476"	"Supranuclear Palsy, Progressive, 3"
"C562824"	"C0343094"	"Poikiloderma, Hereditary Sclerosing"
"C567172"	"C2674706"	"Osteopenic Nonfracture Syndrome"
"C567260"	"C2675526"	"Neutropenia, Severe Congenital, Autosomal Recessive 4"
"C562838"	"C0345424"	"Comedones, Familial Dyskeratotic"
"C566814"	"C1868545"	"Pechet Factor Deficiency"
"C564393"	"C1843832"	"VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2"
"C564438"	"C1844776"	"CONE-ROD DYSTROPHY, X-LINKED, 1"
"C564486"	"C1845165"	"PARKINSON DISEASE 12"
"C564507"	"C1845407"	"CONE-ROD DYSTROPHY, X-LINKED, 3"
"C564597"	"C1846529"	"CONE-ROD DYSTROPHY 10"
"C564602"	"C1846576"	"DEAFNESS, AUTOSOMAL RECESSIVE 33"
"C564607"	"C3501832"	"Epilepsy, Intractable Childhood, With Generalized Tonic-Clonic Seizures"
"C564624"	"C1846784"	"Deafness, Autosomal Recessive 30"
"C564612"	"C1846672"	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I"
"C564625"	"C1846816"	"Congenital Disorder Of Glycosylation, Type IIID"
"C564629"	"C1846839"	"DEAFNESS, AUTOSOMAL RECESSIVE 31"
"C564457"	"C1844948"	"MICROPHTHALMIA, SYNDROMIC 4 (disorder)"
"C567698"	"C2750720"	"Cone-Rod Dystrophy 13"
"C567713"	"C2750790"	"CILIARY DYSKINESIA, PRIMARY, 13"
"C567704"	"C2750747"	"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1C"
"C567725"	"C2750995"	"Cardiomyopathy, Dilated, 1DD"
"C567726"	"C2751012"	"PARKINSON DISEASE 16 (disorder)"
"C567733"	"C2751084"	"Cardiomyopathy, Dilated, 1CC"
"C567771"	"C2751322"	"Metaphyseal Anadysplasia 2"
"C567779"	"C2751429"	"CANDIDIASIS, FAMILIAL, 1"
"C567780"	"C2751430"	"Camptodactyly 1"
"C567818"	"C2751697"	"Diabetes Mellitus, Insulin-Dependent, 24"
"C567855"	"C2751987"	"Cutis Laxa, Autosomal Recessive, Type IIB"
"C567877"	"C2752072"	"Cardiomyopathy, Dilated, 1BB"
"C564012"	"C1838782"	"Wolfram Syndrome, Mitochondrial Form"
"C566579"	"C1865869"	"CONE DYSTROPHY 3 (disorder)"
"C566580"	"C1865870"	"Deafness, Autosomal Recessive 18"
"C566602"	"C1866040"	"DIABETES MELLITUS, INSULIN-DEPENDENT, 10"
"C566587"	"C1865915"	"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2"
"C566589"	"C3148763"	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1E"
"C566912"	"C1969040"	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2M"
"C566611"	"C1866094"	"DEAFNESS, AUTOSOMAL RECESSIVE 15"
"C566612"	"C1866095"	"Deafness, Autosomal Dominant 13"
"C566644"	"C1866507"	"Spondyloepimetaphyseal Dysplasia With Abnormal Dentition"
"C566613"	"C1866119"	"Autoimmune Lymphoproliferative Syndrome, Type IA"
"C566614"	"C1866120"	"Autoimmune Lymphoproliferative Syndrome, Type IB"
"C566645"	"C1866519"	"DIABETES MELLITUS, INSULIN-DEPENDENT, 15"
"C566674"	"C1866783"	"Spinal Muscular Atrophy, Facioscapulohumeral Type"
"C566875"	"C1968550"	"Mental Retardation, X-Linked, Syndromic 13"
"C566599"	"C1866008"	"Muscular Dystrophy, Limb-Girdle, Type 2G"
"C566923"	"C1969062"	"Cataract, Congenital Nuclear, Autosomal Recessive 3"
"C566935"	"C1969108"	"Macular Degeneration, Age-Related, 10"
"C566951"	"C1969621"	"DEAFNESS, AUTOSOMAL RECESSIVE 63"
"C566968"	"C1969785"	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2L (disorder)"
"C567027"	"C1970239"	"DEAFNESS, AUTOSOMAL RECESSIVE, 24"
"C566987"	"C1970021"	"Congenital Disorder Of Glycosylation, Type IIH"
"C567028"	"C1970245"	"FIBROMATOSIS, GINGIVAL, HEREDITARY, 4 (disorder)"
"C567040"	"C1970344"	"Congenital Disorder Of Glycosylation, Type IIF"
"C564202"	"C1841658"	"Progressive Familial Heart Block, Type II"
"C567037"	"C1970298"	"Progressive Familial Heart Block, Type Ib"
"C567045"	"C1970440"	"CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2 (disorder)"
"C567063"	"C1970822"	"Mental Retardation, X-Linked, Syndromic 14"
"C567068"	"C1970859"	"Atypical Mycobacteriosis, Familial, X-Linked 2"
"C567070"	"C1970879"	"ATYPICAL MYCOBACTERIOSIS, FAMILIAL, X-LINKED 1 (disorder)"
"C567126"	"C2673642"	"Combined Oxidative Phosphorylation Deficiency 5"
"C567185"	"C2674987"	"Dandy-Walker Malformation With Occipital Cephalocele, Autosomal Dominant"
"C567162"	"C2674259"	"NEUROMUSCULAR DISEASE, CONGENITAL, WITH UNIFORM TYPE 1 FIBER (disorder)"
"C537058"	"C2745996"	"Fitzsimmons-McLachlan-Gilbert syndrome"
"C537068"	"C2936827"	"Focal facial dermal dysplasia"
"C537122"	"C0432219"	"Opsismodysplasia"
"C537124"	"C1852267"	"OPTIC ATROPHY 1 AND DEAFNESS"
"C537127"	"C1850281"	"OPTIC ATROPHY 6 (disorder)"
"C537137"	"C1857587"	"Orstavik Lindemann Solberg syndrome"
"C537263"	"C0432304"	"Lamellar ichthyosis, autosomal dominant form"
"C564732"	"C1848411"	"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP E"
"C537115"	"C0432269"	"Lenz Majewski hyperostotic dwarfism"
"C536748"	"C0432273"	"Worth disease"
"C564731"	"C3501864"	"Xeroderma Pigmentosum IX"
"C565144"	"C1852501"	"Craniorhiny"
"C562974"	"C0432263"	"Craniofacial Dysostosis with Diaphyseal Hyperplasia"
"C565299"	"C1854013"	"Anisomastia"
"C565706"	"C1857776"	"3-@METHYLGLUTACONIC ACIDURIA, TYPE V"
"C565759"	"C1858266"	"Bare Lymphocyte Syndrome, Type I"
"C566096"	"C1861380"	"Syndactyly, Type I"
"C567001"	"C1970149"	"PAROXYSMAL NONKINESIGENIC DYSKINESIA 2 (disorder)"
"C537353"	"C0432225"	"Metaphyseal chondrodysplasia Spahr type"
"C567026"	"C1970238"	"Episodic Kinesigenic Dyskinesia 2"
"C567430"	"C2677567"	"DYSTONIA 16 (disorder)"
"C537998"	"C1857100"	"Dyssegmental dysplasia"
"C567886"	"C2752147"	"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C"
"C562951"	"C0432122"	"Interfrontal craniofaciosynostosis"
"C564288"	"C1842534"	"DYSTONIA 18 (disorder)"
"C562710"	"C0342278"	"Diabetes Mellitus, Insulin-Resistant, with Acanthosis Nigricans"
"C563124"	"C0796172"	"Spondylometaphyseal Dysplasia, X-Linked"
"C563127"	"C0796184"	"Corpus Callosum, Agenesis of, with Facial Anomalies and Robin Sequence"
"C563136"	"C0796208"	"MENTAL RETARDATION, X-LINKED 3"
"C563137"	"C0796215"	"Mental Retardation, X-Linked 9"
"C563142"	"C0796226"	"MENTAL RETARDATION, X-LINKED 20"
"C563144"	"C0796229"	"MENTAL RETARDATION, X-LINKED 23"
"C563146"	"C0796237"	"Mental Retardation, X-Linked 30"
"C563151"	"C0796249"	"Mental Retardation, X-Linked 47"
"C563154"	"C0796272"	"Brooks-Wisniewski-Brown Syndrome"
"C563164"	"C0860251"	"Hernia, Double Inguinal"
"C537140"	"C1832774"	"Osler-rendu-weber syndrome 3"
"C567053"	"C1970483"	"Vesicoureteral Reflux 2"
"C565876"	"C1859311"	"Microphthalmia, Isolated, with Cataract 2"
"C565865"	"C1859298"	"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2"
"C566447"	"C1864721"	"Microphthalmia, Isolated, with Coloboma 3"
"C566337"	"C1863551"	"HYPERCHOLESTEROLEMIA, AUTOSOMAL DOMINANT, 3"
"C566176"	"C1861898"	"Car Factor Deficiency"
"C567505"	"C2678474"	"CARDIOMYOPATHY, DILATED, 2A (disorder)"
"C565881"	"C1859328"	"Cardiomyopathy Associated With Myopathy And Sudden Death"
"C567506"	"C2678475"	"Cardiomyopathy, Dilated, 1z"
"C567507"	"C2678476"	"Cardiomyopathy, Dilated, 1y"
"C537608"	"C1838612"	"Rhizomelic chondrodysplasia punctata, type 3"
"C548086"	"C2751864"	"Stargardt Macular Degeneration Absent or Hypoplastic Corpus Callosum Mental Retardation and Dysmorphic Features"
"C536942"	"C1839463"	"TARP syndrome"
"C537472"	"C1839735"	"MILES-CARPENTER X-LINKED MENTAL RETARDATION SYNDROME"
"C562704"	"C0271567"	"Isolated Growth Hormone Deficiency, Type II"
"C562718"	"C0272066"	"Glycogen Storage Disease XII"
"C562851"	"C0393807"	"Hereditary motor and sensory neuropathy with optic atrophy (disorder)"
"C566890"	"C1968740"	"Glycogen Storage Disease IIIB"
"C567809"	"C2751643"	"Glycogen Storage Disease IXC"
"C566891"	"C1968741"	"Glycogen Storage Disease IIIC"
"C566892"	"C1968742"	"Glycogen Storage Disease IIID"
"C566898"	"C1968838"	"Peripapillary Atrophy, Beta Type"
"C567527"	"C2700425"	"EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE"
"C567861"	"C2752027"	"Glycogen Storage Disease XIII"
"C537152"	"C1835171"	"Hypomagnesemia 2, renal"
"C537160"	"C1854310"	"Hypotrichosis simplex"
"C537172"	"C1868616"	"Parastremmatic dwarfism"
"C537174"	"C1838256"	"PARC syndrome"
"C537194"	"C1854664"	"LETHAL CONGENITAL CONTRACTURE SYNDROME 1"
"C564905"	"C1850079"	"Parana Hard Skin Syndrome"
"C565057"	"C1851718"	"Emphysema, Hereditary Pulmonary"
"C565063"	"C1851847"	"Edema, Familial Idiopathic, Prepubertal"
"C538015"	"C1851850"	"Ectodermal dysplasia adrenal cyst"
"C562897"	"C0403554"	"Renal Tubular Acidosis, Distal, with Progressive Nerve Deafness"
"C562900"	"C0403557"	"Glomerulopathy with Giant Fibrillar Deposits"
"C563399"	"C1832841"	"EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1"
"C562894"	"C0403551"	"Prune Belly Syndrome with Pulmonic Stenosis, Mental Retardation, and Deafness"
"C562886"	"C0400974"	"Ichthyosis Congenita With Biliary Atresia"
"C562476"	"C0241908"	"Hematuria, Benign Familial"
"C562476"	"C0403440"	"Thin basement membrane disease"
"C562885"	"C0400964"	"Hyperbilirubinemia, Conjugated, Type III"
"C562879"	"C0399368"	"Amelogenesis Imperfecta, Type IB"
"C562869"	"C0398709"	"Secretory Component Deficiency"
"C562958"	"C0432213"	"Spondyloepimetaphyseal Dysplasia, Irapa Type"
"C563566"	"C1834724"	"Multiple Exostoses with Spastic Tetraparesis"
"C563559"	"C1834689"	"Muscular Atrophy, Malignant Neurogenic"
"C563552"	"C1834635"	"Myasthenia, Limb-Girdle, Autoimmune"
"C563550"	"C1834581"	"Myoclonic Epilepsy, Hartung Type"
"C563549"	"C1834579"	"Myoclonus, Cerebellar Ataxia, and Deafness"
"C563530"	"C1834340"	"Necrotizing Encephalomyelopathy, Subacute, of Leigh, Adult"
"C563529"	"C1834339"	"Myopathy, Actin, Congenital, with Excess of Thin Myofilaments"
"C563527"	"C1834330"	"Retinal Degeneration, Autosomal Recessive, Clumped Pigment Type"
"C563526"	"C1834329"	"RETINITIS PIGMENTOSA 27"
"C563478"	"C1833688"	"Osteochondrodysplasia, Rhizomelic, with Callosal Agenesis, Thrombocytopenia, Hydrocephalus, and Hypertension"
"C563484"	"C1833699"	"Osteopoikilosis, Isolated"
"C563496"	"C1833830"	"Optic Atrophy with Demyelinating Disease of CNS"
"C562968"	"C0432243"	"Spondyloepimetaphyseal Dysplasia With Joint Laxity"
"C563654"	"C1835813"	"Pseudoxanthoma Elasticum-Like Disorder with Multiple Coagulation Factor Deficiency"
"C563657"	"C1835817"	"FANCONI ANEMIA, COMPLEMENTATION GROUP N"
"C563658"	"C1835818"	"Polyosteolysis-Hyperostosis Syndrome"
"C563672"	"C1835887"	"DIABETES MELLITUS, TRANSIENT NEONATAL, 2 (disorder)"
"C563678"	"C1835897"	"Retinal Cone Dystrophy 3B"
"C563685"	"C1835923"	"Retinitis Pigmentosa 31"
"C563686"	"C1835924"	"GALLBLADDER DISEASE 3"
"C563687"	"C1835925"	"GALLBLADDER DISEASE 2"
"C563688"	"C1835926"	"CARDIOMYOPATHY, DILATED, 1Q (disorder)"
"C563689"	"C1835927"	"RETINITIS PIGMENTOSA 32 (disorder)"
"C563690"	"C1835928"	"CARDIOMYOPATHY, DILATED, 1P"
"C563692"	"C1835933"	"Glaucoma 1, Open Angle, G"
"C563693"	"C1835934"	"Glomerulocystic Kidney Disease with Hyperuricemia and Isosthenuria"
"C563698"	"C3501891"	"Mitochondrial DNA Depletion Syndrome, Myopathic Form"
"C563699"	"C1836005"	"Prostate Cancer, Hereditary, 6"
"C563704"	"C1836026"	"PROGUANIL, POOR METABOLISM OF"
"C563150"	"C0796244"	"MENTAL RETARDATION, X-LINKED, WITH OR WITHOUT SEIZURES, ARX-RELATED (disorder)"
"C563295"	"C1832187"	"Deafness, Autosomal Dominant 12"
"C564992"	"C1850938"	"FUNDUS DYSTROPHY, PSEUDOINFLAMMATORY, OF SORSBY"
"C537833"	"C1828210"	"Macular dystrophy, concentric annular"
"C538136"	"C1835614"	"Hereditary Hyperexplexia"
"C566489"	"C1864940"	"MYOPIA 12 (disorder)"
"C567193"	"C2675180"	"MYOPIA 15 (disorder)"
"C567259"	"C2675523"	"MYOPIA 16 (disorder)"
"C536346"	"C2931176"	"Vestibulocochlear Dysfunction, Progressive"
"C566007"	"C1860518"	"Vasculopathy, Retinal, With Cerebral Leukodystrophy"
"C566008"	"C1860519"	"Vasculitis, Lymphocytic, Nodular"
"C566864"	"C1876173"	"Heterotaxy, Visceroatrial, Autosomal Recessive"
"C537197"	"C1843884"	"SPINOCEREBELLAR ATAXIA 18"
"C537198"	"C1846367"	"Spinocerebellar ataxia 19"
