"MESH_ID"	"UMLS_CUI"	"UMLS_NAME"
"D065634"	"C0023182"	"Cerebrospinal fluid leak"
"D065634"	"C3850066"	"Cerebrospinal Fluid Leak, Post-Traumatic"
"D065634"	"C3850067"	"Cerebrospinal Fluid Leak, Spontaneous"
"D065635"	"C0155502"	"Benign Paroxysmal Positional Vertigo"
"D065666"	"C0267412"	"Mesenteric Venous Thrombosis"
"D065666"	"C1412000"	"Mesenteric vascular insufficiency"
"D065666"	"C3852984"	"Acute Mesenteric Arterial Embolus"
"D065666"	"C3852985"	"Occlusive Mesenteric Arterial Ischemia"
"D065666"	"C3852986"	"Nonocclusive Mesenteric Ischemia"
"D065666"	"C3852987"	"Acute Mesenteric Arterial Thrombosis"
"D053682"	"C0158329"	"Tendon Entrapment"
"D053684"	"C0149870"	"De Quervain Disease"
"D063173"	"C0035353"	"Congenital retrognathism"
"D063173"	"C3494422"	"Retrognathia"
"D063173"	"C3494423"	"Maxillary Retroposition"
"D063173"	"C3494424"	"Maxillary Retrusion"
"D063173"	"C3494425"	"Mandibular Retroposition"
"D063173"	"C3494426"	"Mandibular Retrusion"
"D063192"	"C0269291"	"Pregnancy, Heterotopic"
"D014190"	"C0040774"	"Transvestism"
"D014188"	"C0040761"	"Transposition of Great Vessels"
"D002189"	"C0006868"	"Cannabis Abuse"
"D002189"	"C0006870"	"Cannabis Dependence"
"D002189"	"C0018614"	"Hashish Abuse"
"D002189"	"C0024809"	"Marijuana Abuse"
"D002189"	"C0236735"	"Cannabis-Related Disorder"
"D002194"	"C0006895"	"Capgras Syndrome"
"D014178"	"C0040715"	"Chromosomal translocation"
"D002169"	"C0006818"	"Campylobacter infection"
"D002178"	"C0006845"	"Candidiasis, Chronic Mucocutaneous"
"D002179"	"C0006846"	"Cutaneous Candidiasis"
"D002177"	"C0006840"	"Candidiasis"
"D002181"	"C0006852"	"Candidiasis of vagina"
"D002181"	"C0343863"	"Candida infection of genital region"
"D002181"	"C0700345"	"Candidiasis, Vulvovaginal"
"D002181"	"C0860029"	"Vaginal Yeast Infections"
"D002181"	"C4704876"	"Genital Vulvovaginal Candidiasis"
"D002180"	"C0006849"	"Oral candidiasis"
"D002145"	"C0010046"	"Corn of toe"
"D002145"	"C0376154"	"Skin callus"
"D014123"	"C0040558"	"Toxoplasmosis"
"D014120"	"C0040553"	"Toxocariasis"
"D014126"	"C0040561"	"Ocular Toxoplasmosis"
"D014125"	"C0040560"	"Toxoplasmosis, Congenital"
"D014125"	"C0751562"	"Toxoplasmosis, Fetal"
"D014124"	"C0040559"	"Toxoplasmosis, Animal"
"D014141"	"C0040592"	"Trachoma"
"D014134"	"C0040582"	"Tracheal Neoplasms"
"D014133"	"C0040580"	"Tracheal Diseases"
"D014138"	"C0040588"	"Tracheoesophageal Fistula"
"D014137"	"C0040587"	"Tracheobronchomegaly"
"D014137"	"C2713583"	"Congenital Tracheobronchomegaly"
"D014136"	"C0040584"	"Tracheitis"
"D014135"	"C0040583"	"Tracheal Stenosis"
"D016770"	"C0085308"	"Ciliophora Infections"
"D002128"	"C0006705"	"Calcium Metabolism Disorders"
"D016769"	"C0085307"	"Embolism and Thrombosis"
"D016766"	"C0085306"	"Feline infectious peritonitis"
"D016767"	"C0162510"	"Caroli Disease"
"D014103"	"C0040485"	"Torticollis"
"D014103"	"C0152116"	"Spasmodic torticollis"
"D014103"	"C0349785"	"Torticollis, Psychogenic"
"D014103"	"C0426785"	"Torticollis, Intermittent"
"D014103"	"C0949445"	"Cervical Dystonia"
"D014102"	"C1956418"	"Torsion Abnormality"
"D016780"	"C0024537"	"Malaria, Vivax"
"D016781"	"C0085315"	"Toxoplasmosis, Cerebral"
"D016781"	"C0751629"	"Toxoplasmosis, Central Nervous System"
"D016781"	"C0751630"	"Intracranial Toxoplasmosis"
"D016781"	"C0751631"	"Neurotoxoplasmosis"
"D002137"	"C0006736"	"Calculi"
"D016779"	"C0024534"	"Malaria, Cerebral"
"D016779"	"C0751628"	"Malaria Meningitis"
"D016776"	"C0085313"	"Blastocystis Infections"
"D016776"	"C4316918"	"Blastocystis hominis Infections"
"D016778"	"C0024535"	"Malaria, Falciparum"
"D014115"	"C0040524"	"Septic Toxemia"
"D016773"	"C0023283"	"Leishmaniasis, Cutaneous"
"D016773"	"C0086540"	"Leishmaniasis, New World"
"D016773"	"C0086541"	"Urban cutaneous leishmaniasis"
"D016774"	"C0085311"	"Diffuse cutaneous leishmaniasis"
"D004889"	"C0014736"	"Erysipelothrix infection"
"D004884"	"C0014724"	"Eructation"
"D004887"	"C1276801"	"Infection due to Erysipelothrix rhusiopathiae (disorder)"
"D004886"	"C0014733"	"Erysipelas"
"D004881"	"C0014714"	"Ergotism"
"D004890"	"C0041834"	"Erythema"
"D014205"	"C0040830"	"Trench Fever"
"D016868"	"C0085394"	"Serratia Infections"
"D016869"	"C0085395"	"Ureaplasma Infections"
"D016863"	"C0085389"	"Bacillaceae Infections"
"D016864"	"C0085390"	"Li-Fraumeni Syndrome"
"D016866"	"C0085392"	"Bacteroidaceae Infections"
"D014202"	"C0040822"	"Tremor"
"D014202"	"C0040827"	"Saturnine Tremor"
"D014202"	"C0149840"	"Senile Tremor"
"D014202"	"C0234370"	"Persistent Tremor"
"D014202"	"C0234371"	"Continuous Tremor"
"D014202"	"C0234372"	"Intermittent Tremor"
"D014202"	"C0234373"	"Fine Tremor"
"D014202"	"C0234374"	"Coarse Tremor"
"D014202"	"C0234375"	"Massive Tremor"
"D014202"	"C0234376"	"Action Tremor"
"D014202"	"C0234377"	"Passive Tremor"
"D014202"	"C0234378"	"Static Tremor"
"D014202"	"C0234379"	"Resting Tremor"
"D014202"	"C0234381"	"Darkness Tremor"
"D014202"	"C0235078"	"Tremor, Perioral"
"D014202"	"C0235081"	"Tremor, Limb"
"D014202"	"C0235082"	"Tremor, Muscle"
"D014202"	"C0235083"	"Nerve Tremors"
"D014202"	"C0235843"	"Tremor, Neonatal"
"D014202"	"C0751564"	"Pill Rolling Tremor"
"D014202"	"C0751565"	"Tremor, Semirhythmic"
"D014202"	"C1527384"	"Involuntary Quiver"
"D014201"	"C0015656"	"Fasciolopsiasis"
"D014201"	"C0025530"	"Metagonimiasis"
"D014201"	"C0040820"	"Trematode Infections"
"D016862"	"C0085388"	"Intracranial Tuberculoma"
"D016862"	"C0887801"	"Abscess, Tubercular, Intracranial"
"D053706"	"C0267537"	"Typhlitis"
"D053706"	"C0267539"	"Neutropenic Typhlitis"
"D004899"	"C0014761"	"Erythroblastosis, Fetal"
"D002239"	"C0007001"	"Carbohydrate Metabolism, Inborn Errors"
"D004892"	"C0014742"	"Erythema Multiforme"
"D004891"	"C0014741"	"Erythema Induratum"
"D004894"	"C0014752"	"Erythrasma"
"D004893"	"C0014743"	"Erythema Nodosum"
"D016878"	"C0085404"	"POEMS Syndrome"
"D014211"	"C0004945"	"Bejel"
"D014211"	"C0040843"	"Treponemal Infections"
"D016870"	"C0085396"	"Neisseriaceae Infections"
"D016871"	"C0085397"	"Pasteurellaceae Infections"
"D016873"	"C0085399"	"Ehrlichiosis"
"D016873"	"C0343771"	"Human Ehrlichiosis"
"D016873"	"C0860037"	"Ehrlichia chaffeensis Infection"
"D016873"	"C2711397"	"Ehrlichia ewingii Infection"
"D053717"	"C1701940"	"Pneumonia, Ventilator-Associated"
"D053716"	"C1721053"	"Female Athlete Triad Syndrome"
"D053714"	"C1704202"	"Aspermia"
"D002205"	"C0006915"	"Caplan Syndrome"
"D053718"	"C0263390"	"Scleromyxedema"
"D004863"	"C0014670"	"Equinus Deformity"
"D004863"	"C0265642"	"Talipes Equinovalgus"
"D065703"	"C3850040"	"Malformations of Cortical Development, Group I"
"D016849"	"C0019357"	"Keratitis, Herpetic"
"D065706"	"C0266464"	"Polymicrogyria"
"D065707"	"C0266484"	"Schizencephaly"
"D065704"	"C3850039"	"Malformations of Cortical Development, Group III"
"D065705"	"C0431391"	"Hemimegalencephaly"
"D065708"	"C0302892"	"Congenital porencephaly"
"D065708"	"C1867983"	"PORENCEPHALY, FAMILIAL"
"D065708"	"C3698507"	"Post-traumatic Porencephaly"
"D065708"	"C4082173"	"Porencephaly"
"D065708"	"C4082301"	"Developmental Porencephaly"
"D065708"	"C4551998"	"Porencephaly, Type 1, Autosomal Dominant"
"D053713"	"C0004509"	"Azoospermia"
"D016857"	"C0085383"	"Hypocapnia"
"D004844"	"C0014591"	"Epistaxis"
"D004842"	"C0014588"	"Epispadias"
"D004859"	"C0014661"	"Equine Infectious Anemia"
"D065710"	"C0267048"	"Glossoptosis"
"D041761"	"C0947622"	"Cholecystolithiasis"
"D004827"	"C0014544"	"Epilepsy"
"D004827"	"C0086237"	"Epilepsy, Cryptogenic"
"D004827"	"C0236018"	"Aura"
"D004827"	"C0751111"	"Awakening Epilepsy"
"D004826"	"C0014541"	"Epiglottitis"
"D004829"	"C0014548"	"Epilepsy, Generalized"
"D004829"	"C0017332"	"Generalized Nonconvulsive Seizure Disorder"
"D004829"	"C0086236"	"Epilepsy, Atonic"
"D004829"	"C0086241"	"Epilepsy, Tonic"
"D004829"	"C0270854"	"Symptomatic Generalized Epilepsy"
"D004829"	"C0311334"	"Generalized convulsive epilepsy"
"D004829"	"C0347869"	"Epilepsy, Akinetic"
"D004828"	"C0014547"	"Epilepsies, Partial"
"D004828"	"C0086240"	"Epilepsy, Simple Partial"
"D004828"	"C0234974"	"Simple Partial Seizures"
"D004828"	"C0270820"	"Gelastic Epilepsy"
"D004828"	"C0270847"	"Benign Focal Epilepsy, Childhood"
"D004828"	"C0393675"	"Childhood Benign Occipital Epilepsy"
"D004828"	"C0393676"	"Panayiotopoulos Syndrome"
"D004828"	"C0393679"	"Amygdalo-Hippocampal Epilepsy"
"D004828"	"C0393681"	"Rhinencephalic Epilepsy"
"D004828"	"C0393691"	"Occipital Lobe Epilepsy"
"D004828"	"C0751112"	"Subclinical Seizure"
"D004828"	"C0751113"	"Uncinate Seizures"
"D004828"	"C0751115"	"Digestive Epilepsy"
"D004828"	"C1851549"	"Benign Occipital Epilepsy"
"D004823"	"C0014534"	"Epididymitis"
"D004820"	"C0014527"	"Epidermolysis Bullosa"
"D004839"	"C0014571"	"Epiphyses, Slipped"
"D041781"	"C0022354"	"Jaundice, Obstructive"
"D004834"	"C0014557"	"Epilepsy, Post-Traumatic"
"D004834"	"C0751125"	"Early Post-Traumatic Seizures"
"D004834"	"C0751126"	"Late Post-Traumatic Seizures"
"D004834"	"C0751127"	"Concussive Convulsion"
"D004834"	"C0751128"	"Impact Seizure"
"D004833"	"C0014556"	"Epilepsy, Temporal Lobe"
"D004833"	"C0014558"	"Uncinate Epilepsy"
"D004833"	"C0393672"	"Epilepsy, Benign Psychomotor, Childhood"
"D004833"	"C0393682"	"Epilepsy, Lateral Temporal"
"D004830"	"C0014549"	"Tonic-Clonic Epilepsy"
"D004830"	"C0751117"	"Cryptogenic Tonic-Clonic Epilepsy"
"D004830"	"C0751118"	"Epilepsy, Tonic-Clonic, Familial"
"D004830"	"C0751119"	"Epilepsy, Tonic-Clonic, Symptomatic"
"D004832"	"C0001890"	"Akinetic Petit Mal"
"D004832"	"C0014553"	"Absence Epilepsy"
"D004832"	"C0751124"	"Epilepsy, Absence, Atypical"
"D004832"	"C4281785"	"Childhood Absence Epilepsy"
"D004832"	"C4317339"	"Juvenile Absence Epilepsy"
"D004832"	"C4552765"	"Epilepsy, Minor"
"D004832"	"C4553705"	"Absence Seizure Disorder"
"D004831"	"C0014550"	"Myoclonic Epilepsy"
"D004831"	"C0338478"	"Idiopathic Myoclonic Epilepsy"
"D004831"	"C0338479"	"Symptomatic Myoclonic Epilepsy"
"D004831"	"C0393695"	"Early Childhood Epilepsy, Myoclonic"
"D004831"	"C0393702"	"Myoclonic Astatic Epilepsy"
"D004831"	"C0393703"	"Myoclonic Absence Epilepsy"
"D004831"	"C0438414"	"Myoclonic Encephalopathy"
"D004831"	"C0751120"	"Benign Infantile Myoclonic Epilepsy"
"D004831"	"C0751122"	"Infantile Severe Myoclonic Epilepsy"
"D004831"	"C0917800"	"Epilepsy, Myoclonic, Infantile"
"D004806"	"C0014474"	"Ependymoma"
"D004806"	"C0205769"	"Myxopapillary ependymoma"
"D004806"	"C0280788"	"Anaplastic Ependymoma"
"D004806"	"C0334578"	"Papillary ependymoma"
"D004806"	"C1384403"	"Cellular Ependymoma"
"D004803"	"C0014461"	"Eosinophilic Granuloma"
"D004802"	"C0014457"	"Eosinophilia"
"D004802"	"C0014458"	"Eosinophilia, Tropical"
"D065768"	"C0238111"	"Lennox-Gastaut syndrome"
"D065766"	"C2931788"	"Atypical Hemolytic Uremic Syndrome"
"D004818"	"C0014521"	"Epidermitis, Exudative, of Swine"
"D004814"	"C0014511"	"Epithelial cyst"
"D004814"	"C0086809"	"Pilar cyst"
"D004810"	"C0014481"	"Ephemeral Fever"
"D004819"	"C0014522"	"Epidermodysplasia Verruciformis"
"D063129"	"C0524342"	"Parental Death"
"D063129"	"C3494404"	"Paternal Death"
"D063130"	"C3494405"	"Maternal Death"
"D063169"	"C3494419"	"Dentofacial Deformities"
"D063169"	"C3494420"	"Dentofacial Abnormalities"
"D063169"	"C3494421"	"Dentofacial Dyplasia"
"D008446"	"C0024961"	"Maxillofacial Injuries"
"D008444"	"C0024958"	"Maxillary Sinus Neoplasms"
"D008444"	"C2350638"	"Cancer of Maxillary Sinus"
"D008457"	"C0025007"	"Measles"
"D008439"	"C0024950"	"Maxillary Diseases"
"D008441"	"C0024954"	"Maxillary Neoplasms"
"D008440"	"C0024953"	"Maxillary Fractures"
"D008417"	"C0024904"	"Mastoiditis"
"D008415"	"C0024899"	"Mastocytosis"
"D008414"	"C0024895"	"Mastitis, Bovine"
"D008413"	"C0024894"	"Mastitis"
"D045463"	"C1258034"	"Avulavirus Infections"
"D045464"	"C1258039"	"Henipavirus Infections"
"D045464"	"C1535917"	"Nipah Virus Infection"
"D045464"	"C4303115"	"Nipah Virus Encephalitis"
"D045464"	"C4505487"	"Hendra Virus Infections"
"D033461"	"C0740394"	"Hyperuricemia"
"D008467"	"C0025037"	"Meckel Diverticulum"
"D021441"	"C0887833"	"Carcinoma, Pancreatic Ductal"
"D008476"	"C0025060"	"Mediastinal Cyst"
"D008476"	"C0031038"	"Pericardial Cyst"
"D008476"	"C0039977"	"Thoracic Cyst"
"D008476"	"C0040072"	"Thymic Cyst"
"D008476"	"C0040579"	"Tracheal Cyst"
"D008471"	"C0025048"	"Meconium Aspiration Syndrome"
"D008479"	"C0025063"	"Mediastinal Neoplasms"
"D008479"	"C0153504"	"Malignant tumor of mediastinum"
"D008478"	"C0025062"	"Mediastinal Emphysema"
"D008477"	"C0025061"	"Mediastinal Diseases"
"D008480"	"C0025064"	"Mediastinitis"
"D008569"	"C0025261"	"Memory Disorders"
"D008569"	"C0233794"	"Memory impairment"
"D008569"	"C0751292"	"Age-Related Memory Disorders"
"D008569"	"C0751293"	"Memory Disorder, Semantic"
"D008569"	"C0751294"	"Memory Disorder, Spatial"
"D008569"	"C0751295"	"Memory Loss"
"D008575"	"C0025281"	"Meniere Disease"
"D008575"	"C1527320"	"Vertigo, Aural"
"D008575"	"C3537146"	"Ménière's Vertigo"
"D008579"	"C0025286"	"Meningioma"
"D008579"	"C0205834"	"Meningiomas, Multiple"
"D008579"	"C0259785"	"Malignant Meningioma"
"D008579"	"C0281784"	"Benign Meningioma"
"D008579"	"C0334605"	"Meningothelial meningioma"
"D008579"	"C0334606"	"Fibrous Meningioma"
"D008579"	"C0334607"	"Psammomatous Meningioma"
"D008579"	"C0334608"	"Angiomatous Meningioma"
"D008579"	"C0334609"	"Hemangioblastic Meningioma"
"D008579"	"C0334610"	"Hemangiopericytic Meningioma"
"D008579"	"C0334611"	"Transitional Meningioma"
"D008579"	"C0347515"	"Spinal Meningioma"
"D008579"	"C0349604"	"Intracranial Meningioma"
"D008579"	"C0431121"	"Clear Cell Meningioma"
"D008579"	"C0457190"	"Xanthomatous Meningioma"
"D008579"	"C0751303"	"Cerebral Convexity Meningioma"
"D008579"	"C0751304"	"Parasagittal Meningioma"
"D008579"	"C1334261"	"Intraorbital Meningioma"
"D008579"	"C1334271"	"Intraventricular Meningioma"
"D008579"	"C1335107"	"Olfactory Groove Meningioma"
"D008579"	"C1384406"	"Secretory meningioma"
"D008579"	"C1384408"	"Microcystic meningioma"
"D008579"	"C1527197"	"Angioblastic Meningioma"
"D008579"	"C1565950"	"Posterior Fossa Meningioma"
"D008579"	"C1565951"	"Sphenoid Wing Meningioma"
"D008579"	"C3163622"	"Papillary Meningioma"
"D008577"	"C0025284"	"Meningeal Neoplasms"
"D008577"	"C0348375"	"Malignant neoplasm of meninges"
"D008577"	"C0348426"	"Benign neoplasm of meninges"
"D008577"	"C0751297"	"Leptomeningeal Neoplasms"
"D008577"	"C0751300"	"Intracranial Meningeal Neoplasms"
"D008577"	"C0751301"	"Spinal Meningeal Neoplasms"
"D008586"	"C0025295"	"Meningitis, Pneumococcal"
"D008586"	"C0751312"	"Experimental Pneumococcal Meningitis"
"D008586"	"C0751313"	"Meningitis, Pneumococcal, Penicillin-Resistant"
"D008586"	"C1720785"	"Meningitis, Pneumococcal, Recurrent"
"D008585"	"C0025294"	"Meningococcal meningitis"
"D008585"	"C1135745"	"Meningitis, Meningococcal, Serogroup A"
"D008585"	"C1135746"	"Meningitis, Meningococcal, Serogroup B"
"D008585"	"C1135747"	"Meningitis, Meningococcal, Serogroup C"
"D008585"	"C1136209"	"Meningitis, Meningococcal, Serogroup Y"
"D008585"	"C1136210"	"Meningitis, Meningococcal, Serogroup W-135"
"D008584"	"C0025293"	"Meningitis, Listeria"
"D008584"	"C0275683"	"Meningoencephalitis, Listeria"
"D008584"	"C0343442"	"Listeria Cerebritis"
"D008583"	"C0025292"	"Meningitis, Haemophilus"
"D008583"	"C0751307"	"Meningitis, Haemophilus parainfluenzae"
"D008583"	"C0751308"	"Meningitis, Haemophilus influenzae Type F"
"D008583"	"C0917807"	"Haemophilus influenzae Meningitis Type B"
"D008582"	"C0025290"	"Aseptic Meningitis"
"D008581"	"C0025289"	"Meningitis"
"D008581"	"C0030167"	"Pachymeningitis"
"D008580"	"C0025287"	"Meningism"
"D008548"	"C0016689"	"Freckles"
"D008548"	"C0025209"	"Melanosis"
"D008548"	"C0025218"	"Chloasma"
"D008546"	"C0004565"	"Melanoma, B16"
"D008546"	"C0009075"	"Melanoma, Cloudman S91"
"D008546"	"C0018598"	"Melanoma, Harding-Passey"
"D008546"	"C0025205"	"Melanoma, Experimental"
"D008545"	"C0025202"	"melanoma"
"D008551"	"C0025222"	"Melena"
"D008557"	"C0025239"	"Melorheostosis"
"D008556"	"C0025235"	"Melkersson-Rosenthal Syndrome"
"D008556"	"C0600268"	"Granulomatous Cheilitis"
"D008554"	"C0025229"	"Melioidosis"
"D021501"	"C0016199"	"Flank Pain"
"D021501"	"C0423640"	"Right Flank Pain"
"D021501"	"C0423641"	"Left Flank Pain"
"D008527"	"C0025149"	"Medulloblastoma"
"D008527"	"C0205833"	"Medullomyoblastoma"
"D008527"	"C0278510"	"Childhood Medulloblastoma"
"D008527"	"C0278876"	"Adult Medulloblastoma"
"D008527"	"C0751291"	"Desmoplastic Medulloblastoma"
"D008527"	"C1275668"	"Melanotic medulloblastoma"
"D008531"	"C0025160"	"Megacolon"
"D008539"	"C0025184"	"Meigs Syndrome"
"D008538"	"C0025183"	"Meige Syndrome"
"D008532"	"C0025162"	"Megacolon, Toxic"
"D000071064"	"C4277642"	"Alert Fatigue, Health Personnel"
"D000071067"	"C0264515"	"Pneumonia, Necrotizing"
"D000071069"	"C3266262"	"Multiple Chronic Conditions"
"D000071070"	"C1275273"	"Familial Multiple Lipomatosis"
"D000071070"	"C4277640"	"Dercum's Disease Type III"
"D000071070"	"C4280050"	"Lipoma Dolorosa"
"D000071072"	"C4277639"	"Acute Febrile Encephalopathy"
"D000071072"	"C4280049"	"Encephalopathy, Febrile"
"D000071071"	"C0154834"	"Retinal Microaneurysm"
"D000071071"	"C0333097"	"Charcot-Bouchard Aneurysm"
"D000071071"	"C0333101"	"Microaneurysm"
"D000071074"	"C0456103"	"Sepsis of the newborn"
"D000071074"	"C1096452"	"Neonatal Early-Onset Sepsis"
"D000071074"	"C1096721"	"Neonatal Late-Onset Sepsis"
"D000071075"	"C3276706"	"Small Fiber Neuropathy"
"D000071078"	"C0340756"	"Stenosis, Pulmonary Vein"
"D000071079"	"C0238397"	"Pulmonary artery stenosis"
"D000073605"	"C0035597"	"Rickettsialpox"
"D000073605"	"C0038041"	"Spotted Fever Group Rickettsiosis"
"D000073605"	"C0549160"	"North Asian Tick Typhus"
"D000073605"	"C1320317"	"African Tick-Bite Fever"
"D000073605"	"C2108396"	"Japanese Spotted Fever"
"D000073605"	"C2979888"	"Queensland Tick Typhus"
"D000073605"	"C3532354"	"Far Eastern Spotted Fever"
"D000073605"	"C4505101"	"Tick-Borne Lymphadenopathy"
"D000073605"	"C4505102"	"Flinders Island Spotted Fever"
"D000073605"	"C4505103"	"Rickettsia aeschlimannii Infection"
"D000073617"	"C0948343"	"Transfusion-Related Acute Lung Injury"
"D000073618"	"C0343560"	"Congenital Varicella Syndrome"
"D000073618"	"C0586989"	"Varicella Zoster Virus Infection"
"D000071056"	"C0156183"	"Anorectal stricture"
"D000071056"	"C0266215"	"Anorectal atresia"
"D000071056"	"C3495676"	"Anorectal Malformations"
"D000071057"	"C0686347"	"Tardive Dyskinesia"
"D000071017"	"C0234166"	"Hyperexplexia"
"D008589"	"C0025303"	"Meningococcal Infections"
"D008588"	"C0349789"	"Acquired Meningocele"
"D008588"	"C0475876"	"Meningocele, Traumatic"
"D008588"	"C0751315"	"Rudimentary Meningocele"
"D008588"	"C1261470"	"Congenital meningocele"
"D008587"	"C0025297"	"Viral meningitis"
"D008595"	"C0025323"	"Menorrhagia"
"D008594"	"C0025322"	"Premature Menopause"
"D008591"	"C0025312"	"Meningomyelocele"
"D008591"	"C0086664"	"Myelocele"
"D008591"	"C0751316"	"Acquired Meningomyelocele"
"D008590"	"C0025309"	"Meningoencephalitis"
"D008599"	"C0020624"	"Hypomenorrhea"
"D008599"	"C0025345"	"Menstruation Disturbances"
"D008599"	"C0025349"	"Menstruation, Retrograde"
"D008599"	"C0032519"	"Polymenorrhea"
"D008599"	"C0156404"	"Irregular Menstruation"
"D006029"	"C0017979"	"Glycosuria"
"D006030"	"C0017980"	"Glycosuria, Renal"
"D006044"	"C0018023"	"Nodular Goiter"
"D006045"	"C0018024"	"Substernal goiter"
"D006045"	"C0021897"	"Intrathoracic Goiters"
"D006042"	"C0018021"	"Goiter"
"D006043"	"C0018022"	"Endemic goiter"
"D006008"	"C0017919"	"Glycogen Storage Disease"
"D006009"	"C0017921"	"Glycogen storage disease type II"
"D006009"	"C0342751"	"Generalized glycogen storage disease of infants"
"D006009"	"C0751172"	"Adult Glycogen Storage Disease Type II"
"D006009"	"C0751173"	"Glycogen Storage Disease Type II, Infantile"
"D006009"	"C0751174"	"Glycogen Storage Disease Type II, Juvenile"
"D008664"	"C0025534"	"Metal Metabolism, Inborn Errors"
"D006011"	"C0017923"	"Glycogen Storage Disease Type IV"
"D006012"	"C0017924"	"Glycogen Storage Disease Type V"
"D006010"	"C0017922"	"Glycogen Storage Disease Type III"
"D008679"	"C0025568"	"Metaplasia"
"D006015"	"C0017927"	"Glycogen Storage Disease Type VIII"
"D006013"	"C0017925"	"Glycogen Storage Disease Type VI"
"D006014"	"C0017926"	"Glycogen Storage Disease Type VII"
"D008649"	"C0025490"	"Mesonephroma"
"D008644"	"C0025476"	"Mesial Movement of Teeth"
"D008659"	"C0025517"	"Metabolic Diseases"
"D008654"	"C0025500"	"Mesothelioma"
"D008661"	"C0025521"	"Inborn Errors of Metabolism"
"D000073397"	"C0814090"	"Occupational Stress"
"D055008"	"C0003165"	"Anthracosis"
"D055009"	"C0038019"	"Spondylosis"
"D055009"	"C0038020"	"Spondylosis Deformans"
"D055009"	"C1261380"	"Thoracic spondylosis"
"D055009"	"C1384641"	"Cervical spondylosis"
"D055009"	"C2350238"	"Lumbarsacral Spondylosis"
"D057667"	"C1827016"	"TASER Injuries"
"D057667"	"C2936209"	"Conducted Energy Weapon Injuries"
"D008630"	"C0025427"	"Mercury Poisoning"
"D055013"	"C1442869"	"Lumbar Osteoarthritis"
"D055013"	"C2350242"	"Osteoarthritis, Spine"
"D055010"	"C0376378"	"Posterior Cervical Sympathetic Syndrome"
"D008639"	"C0025467"	"Mesenteric Cyst"
"D008637"	"C0025464"	"Mesenchymoma"
"D000073376"	"C0391958"	"Familial Epilepsies"
"D000073376"	"C4505072"	"Epileptic Syndromes"
"D008641"	"C0025472"	"Mesenteric Vascular Occlusion"
"D008640"	"C0025469"	"Mesenteric Lymphadenitis"
"D008607"	"C0020796"	"Profound Mental Retardation"
"D008607"	"C0025363"	"Mental Retardation, Psychosocial"
"D008607"	"C0917816"	"Mental deficiency"
"D008607"	"C3714756"	"Intellectual Disability"
"D055034"	"C0022765"	"Kohler disease"
"D055034"	"C0029376"	"Juvenile osteochondrosis of tibial tubercle"
"D055034"	"C0029429"	"Osteochondrosis"
"D055035"	"C0477611"	"[X]Spinal osteochondrosis, unspecified"
"D055036"	"C1861922"	"CAMPOMELIC DYSPLASIA"
"D055036"	"C1861923"	"Acampomelic Campomelic Dysplasia"
"D055031"	"C0948031"	"Primary Graft Dysfunction"
"D055091"	"C0264353"	"Bronchomalacia"
"D055092"	"C0264303"	"Laryngomalacia"
"D055093"	"C2350270"	"Periodontal Atrophy"
"D055093"	"C2350271"	"Gingivo-Osseous Atrophy"
"D055090"	"C0948187"	"Tracheomalacia"
"D055089"	"C0340231"	"Tracheobronchomalacia"
"D000075902"	"C4505323"	"Clinical Deterioration"
"D006099"	"C0018188"	"Granuloma"
"D018088"	"C0206525"	"Tuberculosis, Drug-Resistant"
"D018088"	"C0206526"	"Tuberculosis, Multidrug-Resistant"
"D006069"	"C0018081"	"Gonorrhea"
"D006073"	"C0018099"	"Gout"
"D045602"	"C0038238"	"Steatorrhea"
"D006086"	"C0018133"	"Graft-vs-Host Disease"
"D006083"	"C0018128"	"Graft Occlusion, Vascular"
"D018058"	"C0206504"	"Tympanic Membrane Perforation"
"D006053"	"C0220681"	"Goldenhar Syndrome with Ipsilateral Radial Defect"
"D006053"	"C0265240"	"Goldenhar Syndrome"
"D006053"	"C3495417"	"Hemifacial microsomia"
"D006059"	"C0018051"	"Gonadal Dysgenesis"
"D006059"	"C0949331"	"Gonadal Agenesis"
"D006058"	"C0018050"	"Gonadal Disorders"
"D006060"	"C0018055"	"Gonadal Dysgenesis, Mixed"
"D006061"	"C0018054"	"Gonadal Dysgenesis, 46,XY"
"D006061"	"C2936694"	"Swyer Syndrome"
"D021782"	"C1567426"	"Unilateral Multicystic Dysplastic Kidney"
"D021782"	"C1567427"	"Bilateral Multicystic Dysplastic Kidneys"
"D021782"	"C3714581"	"Multicystic Dysplastic Kidney"
"D018126"	"C0028878"	"Odontogenesis Imperfecta"
"D018126"	"C0206554"	"Odontodysplasia"
"D006130"	"C0018273"	"Growth Disorders"
"D008796"	"C0025874"	"Metrorrhagia"
"D057765"	"C0341106"	"Eosinophilic esophagitis"
"D057768"	"C2936229"	"Infantile Apparent Life-Threatening Event"
"D057767"	"C2745963"	"Kashin-Beck Disease"
"D006105"	"C0018203"	"Chronic granulomatous disease"
"D006105"	"C1844376"	"Granulomatous Disease, Chronic, X-Linked"
"D006105"	"C3661525"	"Autosomal Recessive Chronic Granulomatous Disease"
"D006106"	"C0018206"	"granulosa cell tumor"
"D006106"	"C1567257"	"Granulosa Cell Cancer"
"D006103"	"C0018197"	"Granuloma, Lethal Midline"
