OMIM_ID	OMIM_NAME
305100	Ectodermal dysplasia 1, hypohidrotic, X-linked
129490	Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant
224900	Ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive
614940	Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant
614941	Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive
617392	Ectodermal dysplasia 13, hair/tooth type
618180	Ectodermal dysplasia 14, hair/tooth type with or without hypohidrosis
129500	Ectodermal dysplasia 2, Clouston type
189500	Ectodermal dysplasia 3, Witkop type
602032	Ectodermal dysplasia 4, hair/nail type
614927	Ectodermal dysplasia 5, hair/nail type
614928	Ectodermal dysplasia 6, hair/nail type
602401	Ectodermal dysplasia 8, hair/tooth/nail type
614931	Ectodermal dysplasia 9, hair/nail type
300291	Ectodermal dysplasia and immunodeficiency 1
612132	Ectodermal dysplasia and immunodeficiency 2
225280	Ectodermal dysplasia, ectrodactyly, and macular dystrophy
613573	Ectodermal dysplasia-syndactyly syndrome 1
613576	Ectodermal dysplasia-syndactyly syndrome 2
616029	Ectodermal dysplasia/short stature syndrome
604536	Ectodermal dysplasia/skin fragility syndrome
300301	Ectodermal, dysplasia, anhidrotic, lymphedema and immunodeficiency
225200	Ectopia lentis et pupillae
129600	Ectopia lentis, familial
225100	Ectopia lentis, isolated, autosomal recessive
604292	Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3
614546	Efavirenz, poor metabolism of
130060	Ehlers-Danlos syndrome, arthrochalasia type, 1
617821	Ehlers-Danlos syndrome, arthrochalasia type, 2
225320	Ehlers-Danlos syndrome, cardiac valvular type
130000	Ehlers-Danlos syndrome, classic type, 1
130010	Ehlers-Danlos syndrome, classic type, 2
600985	Ehlers-Danlos syndrome, classic-like, 1 606408
618000	Ehlers-Danlos syndrome, classic-like, 2
225410	Ehlers-Danlos syndrome, dermatosparaxis type
225400	Ehlers-Danlos syndrome, kyphoscoliotic type, 1
614557	Ehlers-Danlos syndrome, kyphoscoliotic type, 2
601776	Ehlers-Danlos syndrome, musculocontractural type 1
615539	Ehlers-Danlos syndrome, musculocontractural type 2
130080	Ehlers-Danlos syndrome, periodontal type, 1
617174	Ehlers-Danlos syndrome, periodontal type, 2
130070	Ehlers-Danlos syndrome, spondylodysplastic type, 1
615349	Ehlers-Danlos syndrome, spondylodysplastic type, 2
612350	Ehlers-Danlos syndrome, spondylodysplastic type, 3
130050	Ehlers-Danlos syndrome, vascular type
600002	Eiken syndrome
611804	Elliptocytosis-1
130600	Elliptocytosis-2
617948	Elliptocytosis-3
225500	Ellis-van Creveld syndrome
225500	Ellis-van Creveld syndrome
211380	Elsahy-Waters syndrome
609029	Emanuel syndrome
614038	Emberger syndrome
310300	Emery-Dreifuss muscular dystrophy 1, X-linked
181350	Emery-Dreifuss muscular dystrophy 2, autosomal dominant
616516	Emery-Dreifuss muscular dystrophy 3, autosomal recessive
612998	Emery-Dreifuss muscular dystrophy 4, autosomal dominant
612999	Emery-Dreifuss muscular dystrophy 5, autosomal dominant
300696	Emery-Dreifuss muscular dystrophy 6, X-linked
614302	Emery-Dreifuss muscular dystrophy 7, AD
613490	Emphysema due to AAT deficiency
613490	Emphysema-cirrhosis, due to AAT deficiency
618113	Encephalitis/encephalopathy, mild, with reversible myelin vacuolization
613001	Encephalocraniocutaneous lipomatosis, somatic mosaic
617086	Encephalopathy due to defective mitochondrial and peroxisomal fission 2
604218	Encephalopathy, familial, with neuroserpin inclusion bodies
614388	Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1
300673	Encephalopathy, neonatal severe
617668	Encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities
617669	Encephalopathy, progressive, early-onset, with brain atrophy and spasticity
617193	Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum
618321	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 2
617186	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy
618331	Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis
617207	Encephalopathy, progressive, with amyotrophy and optic atrophy
615924	Encephalopathy, progressive, with or without lipodystrophy
612651	Endocrine-cerebroosteodysplasia
608089	Endometrial carcinoma, somatic
608089	Endometrial carcinoma, somatic
268100	Enhanced S-cone syndrome
600791	Enlarged vestibular aqueduct
600791	Enlarged vestibular aqueduct, digenic
172430	Enolase deficiency
226200	Enterokinase deficiency
600631	Enuresis, nocturnal, 1
600808	Enuresis, nocturnal, 2
131400	Eosinophilia, familial
162900	Epidermal nevus, somatic
618231	Epidermodysplasia verruciformis 2
618267	Epidermodysplasia verruciformis 3
226400	Epidermodysplasia verruciformis
131750	Epidermolysis bullosa dystrophica, AD
226600	Epidermolysis bullosa dystrophica, AR
131800	Epidermolysis bullosa of hands and feet
604129	Epidermolysis bullosa pruriginosa
226670	Epidermolysis bullosa simplex with muscular dystrophy
612138	Epidermolysis bullosa simplex with pyloric atresia
131760	Epidermolysis bullosa simplex, Dowling-Meara type
131760	Epidermolysis bullosa simplex, Dowling-Meara type
131900	Epidermolysis bullosa simplex, Koebner type
131900	Epidermolysis bullosa simplex, Koebner type
131950	Epidermolysis bullosa simplex, Ogna type
131800	Epidermolysis bullosa simplex, Weber-Cockayne type
131800	Epidermolysis bullosa simplex, Weber-Cockayne type
615425	Epidermolysis bullosa simplex, autosomal recessive 2
617294	Epidermolysis bullosa simplex, generalized, with scarring and hair loss
601001	Epidermolysis bullosa simplex, recessive 1
601001	Epidermolysis bullosa simplex, recessive 1
609352	Epidermolysis bullosa simplex-MCR
131960	Epidermolysis bullosa simplex-MP
226650	Epidermolysis bullosa, generalized atrophic benign
226700	Epidermolysis bullosa, junctional, Herlitz type
226700	Epidermolysis bullosa, junctional, Herlitz type
226700	Epidermolysis bullosa, junctional, Herlitz type
226650	Epidermolysis bullosa, junctional, localisata variant
226650	Epidermolysis bullosa, junctional, non-Herlitz type
226650	Epidermolysis bullosa, junctional, non-Herlitz type
226650	Epidermolysis bullosa, junctional, non-Herlitz type
226650	Epidermolysis bullosa, junctional, non-Herlitz type
226730	Epidermolysis bullosa, junctional, with pyloric atresia
226730	Epidermolysis bullosa, junctional, with pyloric stenosis
609638	Epidermolysis bullosa, lethal acantholytic
615028	Epidermolysis bullosa, nonspecific, autosomal recessive
131850	Epidermolysis bullosa, pretibial
113800	Epidermolytic hyperkeratosis
113800	Epidermolytic hyperkeratosis
300491	Epilepsy, X-linked, with variable learning disabilities and behavior disorders
600131	Epilepsy, childhood absence, 1
617290	Epilepsy, early-onset, vitamin B6-dependent
601068	Epilepsy, familial adult myoclonic, 1
604364	Epilepsy, familial focal, with variable foci 1
617116	Epilepsy, familial focal, with variable foci 2
617118	Epilepsy, familial focal, with variable foci 3
617935	Epilepsy, familial focal, with variable foci 4
600512	Epilepsy, familial temporal lobe, 1
608096	Epilepsy, familial temporal lobe, 2
611630	Epilepsy, familial temporal lobe, 3
611631	Epilepsy, familial temporal lobe, 4
614417	Epilepsy, familial temporal lobe, 5
615697	Epilepsy, familial temporal lobe, 6
245570	Epilepsy, focal, with speech disorder and with or without mental retardation
604233	Epilepsy, generalized, with febrile seizures plus, type 1
604403	Epilepsy, generalized, with febrile seizures plus, type 2
607681	Epilepsy, generalized, with febrile seizures plus, type 3
609800	Epilepsy, generalized, with febrile seizures plus, type 4
612279	Epilepsy, generalized, with febrile seizures plus, type 6
613863	Epilepsy, generalized, with febrile seizures plus, type 7
613828	Epilepsy, generalized, with febrile seizures plus, type 8
616577	Epilepsy, hearing loss, and mental retardation syndrome
613339	Epilepsy, hot water, 1
613340	Epilepsy, hot water, 2
604827	Epilepsy, juvenile myoclonic
608816	Epilepsy, juvenile myoclonic 3
607876	Epilepsy, myoclonic, familial adult, 2
613608	Epilepsy, myoclonic, familial adult, 3
615127	Epilepsy, myoclonic, familial adult, 4
600513	Epilepsy, nocturnal frontal lobe, 1
605375	Epilepsy, nocturnal frontal lobe, 3
615005	Epilepsy, nocturnal frontal lobe, 5
603204	Epilepsy, nocturnal frontal lobe, type 2
610353	Epilepsy, nocturnal frontal lobe, type 4
607221	Epilepsy, partial, with pericentral spikes
254800	Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)
612437	Epilepsy, progressive myoclonic 1B
254780	Epilepsy, progressive myoclonic 2A (Lafora)
254780	Epilepsy, progressive myoclonic 2B (Lafora)
611726	Epilepsy, progressive myoclonic 3, with or without intracellular inclusions
254900	Epilepsy, progressive myoclonic 4, with or without renal failure
614018	Epilepsy, progressive myoclonic 6
616187	Epilepsy, progressive myoclonic 7
266100	Epilepsy, pyridoxine-dependent
608105	Epilepsy, rolandic, with proxysmal exercise-induce dystonia and writer's cramp
615369	Epileptic encephalopathy, childhood-onset
308350	Epileptic encephalopathy, early infantile, 1
613721	Epileptic encephalopathy, early infantile, 11
613722	Epileptic encephalopathy, early infantile, 12
614558	Epileptic encephalopathy, early infantile, 13
614959	Epileptic encephalopathy, early infantile, 14
615338	Epileptic encephalopathy, early infantile, 16
615473	Epileptic encephalopathy, early infantile, 17
615476	Epileptic encephalopathy, early infantile, 18
615744	Epileptic encephalopathy, early infantile, 19
300672	Epileptic encephalopathy, early infantile, 2
615859	Epileptic encephalopathy, early infantile, 23
615871	Epileptic encephalopathy, early infantile, 24
615905	Epileptic encephalopathy, early infantile, 25
616056	Epileptic encephalopathy, early infantile, 26
616139	Epileptic encephalopathy, early infantile, 27
616211	Epileptic encephalopathy, early infantile, 28
616339	Epileptic encephalopathy, early infantile, 29
609304	Epileptic encephalopathy, early infantile, 3
616341	Epileptic encephalopathy, early infantile, 30
616346	Epileptic encephalopathy, early infantile, 31
616366	Epileptic encephalopathy, early infantile, 32
616409	Epileptic encephalopathy, early infantile, 33
616645	Epileptic encephalopathy, early infantile, 34
616647	Epileptic encephalopathy, early infantile, 35
300884	Epileptic encephalopathy, early infantile, 36
616981	Epileptic encephalopathy, early infantile, 37
617020	Epileptic encephalopathy, early infantile, 38
612949	Epileptic encephalopathy, early infantile, 39
612164	Epileptic encephalopathy, early infantile, 4
617105	Epileptic encephalopathy, early infantile, 41
617106	Epileptic encephalopathy, early infantile, 42
617113	Epileptic encephalopathy, early infantile, 43
617132	Epileptic encephalopathy, early infantile, 44
617153	Epileptic encephalopathy, early infantile, 45
617162	Epileptic encephalopathy, early infantile, 46
617166	Epileptic encephalopathy, early infantile, 47
617276	Epileptic encephalopathy, early infantile, 48
617281	Epileptic encephalopathy, early infantile, 49
613477	Epileptic encephalopathy, early infantile, 5
616457	Epileptic encephalopathy, early infantile, 50
617339	Epileptic encephalopathy, early infantile, 51
617350	Epileptic encephalopathy, early infantile, 52
617389	Epileptic encephalopathy, early infantile, 53
617391	Epileptic encephalopathy, early infantile, 54
617665	Epileptic encephalopathy, early infantile, 56
617830	Epileptic encephalopathy, early infantile, 58
617904	Epileptic encephalopathy, early infantile, 59
607208	Epileptic encephalopathy, early infantile, 6 (Dravet syndrome)
617929	Epileptic encephalopathy, early infantile, 60
617938	Epileptic encephalopathy, early infantile, 62
617976	Epileptic encephalopathy, early infantile, 63
618004	Epileptic encephalopathy, early infantile, 64
618008	Epileptic encephalopathy, early infantile, 65
618067	Epileptic encephalopathy, early infantile, 66
618141	Epileptic encephalopathy, early infantile, 67
618201	Epileptic encephalopathy, early infantile, 68
618285	Epileptic encephalopathy, early infantile, 69
613720	Epileptic encephalopathy, early infantile, 7
618298	Epileptic encephalopathy, early infantile, 70
618328	Epileptic encephalopathy, early infantile, 71
618374	Epileptic encephalopathy, early infantile, 72
618379	Epileptic encephalopathy, early infantile, 73
618396	Epileptic encephalopathy, early infantile, 74
618437	Epileptic encephalopathy, early infantile, 75
618468	Epileptic encephalopathy, early infantile, 76
300607	Epileptic encephalopathy, early infantile, 8
300088	Epileptic encephalopathy, early infantile, 9
617711	Epileptic encephalopathy, infantile or early childhood, 1
617829	Epileptic encephalopathy, infantile or early childhood, 2
618012	Epileptic encephalopathy, infantile or early childhood, 3
615923	Epiphyseal chondrodysplasia, Miura type
132400	Epiphyseal dysplasia, multiple, 1
600204	Epiphyseal dysplasia, multiple, 2
600969	Epiphyseal dysplasia, multiple, 3, with or without myopathy
226900	Epiphyseal dysplasia, multiple, 4
607078	Epiphyseal dysplasia, multiple, 5
617719	Epiphyseal dysplasia, multiple, 7
132450	Epiphyseal dysplasia, multiple, with myopia and deafness
108500	Episodic ataxia, type 2
606554	Episodic ataxia, type 3
613855	Episodic ataxia, type 5
612656	Episodic ataxia, type 6
611907	Episodic ataxia, type 7
616055	Episodic ataxia, type 8
160120	Episodic ataxia/myokymia syndrome
128200	Episodic kinesigenic dyskinesia 1
611031	Episodic kinesigenic dyskinesia 2
300211	Episodic muscle weakness, X-linked
615551	Episodic pain syndrome, familial, 2
615552	Episodic pain syndrome, familial, 3
122400	Epithelial recurrent erosion dystrophy
133020	Erythermalgia, primary
245340	Erythrocyte lactate transporter defect
617980	Erythrocytosis 6
617981	Erythrocytosis 7
617981	Erythrocytosis, 7
263400	Erythrocytosis, familial, 2
609820	Erythrocytosis, familial, 3
611783	Erythrocytosis, familial, 4
617907	Erythrocytosis, familial, 5
222800	Erythrocytosis, familial, 8
133100	Erythrocytosis, somatic
133100	Erythrocytosis, somatic
615508	Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE
133200	Erythrokeratodermia variabilis et progressiva 1
617524	Erythrokeratodermia variabilis et progressiva 2
617525	Erythrokeratodermia variabilis et progressiva 3
617526	Erythrokeratodermia variabilis et progressiva 4
617756	Erythrokeratodermia variabilis et progressiva 5
618531	Erythrokeratodermia veriabilis et progressiva 6
265000	Escobar syndrome
133239	Esophageal cancer, somatic
133239	Esophageal carcinoma, somatic
133239	Esophageal carcinoma, somatic
133239	Esophageal squamous cell carcinoma, somatic
133239	Esophageal squamous cell carcinoma, somatic
602134	Essential tremor, hereditary, 2
611456	Essential tremor, hereditary, 3
614782	Essential tremor, hereditary, 4
616736	Essential tremor, hereditary, 5
615363	Estrogen resistance
602473	Ethylmalonic encephalopathy
616854	Even-plus syndrome
612219	Ewing sarcoma
612714	Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis
133700	Exostoses, multiple, type 1
133701	Exostoses, multiple, type 2
600209	Exostoses, multiple, type 3
618148	Extraoral halitosis due to MTO deficiency
133780	Exudative vitreoretinopathy 1
305390	Exudative vitreoretinopathy 2, X-linked
605750	Exudative vitreoretinopathy 3
601813	Exudative vitreoretinopathy 4
613310	Exudative vitreoretinopathy 5
617572	Exudative vitreoretinopathy 7
300406	FG syndrome 3
300422	FG syndrome 4
300581	FG syndrome 5
615139	FILS syndrome
618278	FINCA syndrome
301500	Fabry disease
301500	Fabry disease, cardiac variant
618381	Facial dysmorphism, hypertrichosis, epilepsy, intellectual/developmental delay, and gingival overgrowth syndrome
601471	Facial paresis, hereditary congenital, 1
604185	Facial paresis, hereditary congenital, 2
614744	Facial paresis, hereditary congenital, 3
158900	Facioscapulohumeral muscular dystrophy 1
613625	Factor V and factor VIII, combined deficiency of
227400	Factor V deficiency
227500	Factor VII deficiency
227600	Factor X deficiency
612416	Factor XI deficiency, autosomal dominant
612416	Factor XI deficiency, autosomal recessive
234000	Factor XII deficiency
613225	Factor XIIIA deficiency
613235	Factor XIIIB deficiency
125350	Failure of tooth eruption, primary
134610	Familial Mediterranean fever, AD
249100	Familial Mediterranean fever, AR
616415	Familial adenomatous polyposis 3
617100	Familial adenomatous polyposis 4
611762	Familial cold autoinflammatory syndrome 2
614468	Familial cold autoinflammatory syndrome 3
120100	Familial cold inflammatory syndrome 1
227650	Fanconi anemia, complementation group A
300514	Fanconi anemia, complementation group B
227645	Fanconi anemia, complementation group C
605724	Fanconi anemia, complementation group D1
227646	Fanconi anemia, complementation group D2
600901	Fanconi anemia, complementation group E
603467	Fanconi anemia, complementation group F
614082	Fanconi anemia, complementation group G
609053	Fanconi anemia, complementation group I
609054	Fanconi anemia, complementation group J
614083	Fanconi anemia, complementation group L
610832	Fanconi anemia, complementation group N
613390	Fanconi anemia, complementation group O
613951	Fanconi anemia, complementation group P
615272	Fanconi anemia, complementation group Q
617883	Fanconi anemia, complementation group S
616435	Fanconi anemia, complementation group T
134600	Fanconi renotubular syndrome 1
616026	Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young
227810	Fanconi-Bickel syndrome
228000	Farber lipogranulomatosis
158901	Fascioscapulohumeral muscular dystrophy 2, digenic
609016	Fatty liver, acute, of pregnancy
121210	Febrile seizures, familial, 1
612637	Febrile seizures, familial, 10
614418	Febrile seizures, familial, 11
602477	Febrile seizures, familial, 2
604403	Febrile seizures, familial, 3A
613863	Febrile seizures, familial, 3B
609255	Febrile seizures, familial, 5
609253	Febrile seizures, familial, 6
611515	Febrile seizures, familial, 7
607681	Febrile seizures, familial, 8
611634	Febrile seizures, familial, 9
164280	Feingold syndrome 1
614326	Feingold syndrome 2
208150	Fetal akinesia deformation sequence 1
618388	Fetal akinesia deformation sequence 2
618393	Fetal akinesia deformation sequence 4
141749	Fetal hemoglobin quantitative trait locus 1
141749	Fetal hemoglobin quantitative trait locus 1
142470	Fetal hemoglobin quantitative trait locus 2
305435	Fetal hemoglobin quantitative trait locus 3
606789	Fetal hemoglobin quantitative trait locus 4
228520	Fibrochondrogenesis 1
614524	Fibrochondrogenesis 2
135100	Fibrodysplasia ossificans progressiva
605544	Fibromatosis, gingival, 2
609955	Fibromatosis, gingival, 3
611010	Fibromatosis, gingival, 4
617626	Fibromatosis, gingival, 5
135700	Fibrosis of extraocular muscles, congenital, 1
602078	Fibrosis of extraocular muscles, congenital, 2
600638	Fibrosis of extraocular muscles, congenital, 3A
135700	Fibrosis of extraocular muscles, congenital, 3B
609384	Fibrosis of extraocular muscles, congenital, 3C
616219	Fibrosis of extraocular muscles, congenital, 5
272440	Filippi syndrome
136120	Fish-eye disease
612423	Fletcher factor (prekallikrein) deficiency
136140	Floating-Harbor syndrome
607341	Focal cortical dysplasia, type II, somatic
607341	Focal cortical dysplasia, type II, somatic
305600	Focal dermal hypoplasia
227260	Focal facial dermal dysplasia 3, Setleis type
614974	Focal facial dermal dysplasia 4
616032	Focal segmental glomerulosclerosis 8
616220	Focal segmental glomerulosclerosis 9
229050	Folate malabsorption, hereditary
612289	Fontaine progeroid syndrome
187395	Forebrain defects
613606	Forsythe-Wakeling syndrome
136520	Foveal hypoplasia 1
609218	Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis
300624	Fragile X syndrome
300623	Fragile X tremor/ataxia syndrome
249420	Frank-ter Haar syndrome
219000	Fraser syndrome 1
617666	Fraser syndrome 2
617667	Fraser syndrome 3
136680	Frasier syndrome
609640	Frias syndrome
601992	Friedreich ataxia 2
229300	Friedreich ataxia with retained reflexes
229300	Friedreich ataxia
305620	Frontometaphyseal dysplasia 1
617137	Frontometaphyseal dysplasia 2
136760	Frontonasal dysplasia 1
613451	Frontonasal dysplasia 2
105550	Frontotemporal dementia and/or amyotrophic lateral sclerosis 1
615911	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2
616437	Frontotemporal dementia and/or amyotrophic lateral sclerosis 3
616439	Frontotemporal dementia and/or amyotrophic lateral sclerosis 4
607485	Frontotemporal lobar degeneration with ubiquitin-positive inclusions
612069	Frontotemporal lobar degeneration, TARDBP-related
229600	Fructose intolerance, hereditary
229700	Fructose-1,6-bisphosphatase deficiency
230000	Fucosidosis
613852	Fucosyltransferase 6 deficiency
228930	Fuhrmann syndrome
606812	Fumarase deficiency
136880	Fundus albipunctatus
136880	Fundus albipunctatus
248200	Fundus flavimaculatus
613163	GABA-transaminase deficiency
230740	GAPO syndrome
618272	GLOW syndrome, somatic mosaic
606777	GLUT1 deficiency syndrome 1, infantile onset, severe
612126	GLUT1 deficiency syndrome 2, childhood onset
230500	GM1-gangliosidosis, type I
230600	GM1-gangliosidosis, type II
230650	GM1-gangliosidosis, type III
272750	GM2-gangliosidosis, AB variant
272800	GM2-gangliosidosis, several forms
603358	GRACILE syndrome
617557	Gabriele-de Vries syndrome
230200	Galactokinase deficiency with cataracts
230350	Galactose epimerase deficiency
230400	Galactosemia
256540	Galactosialidosis
600803	Gallbladder disease 1
609918	Gallbladder disease 2
609919	Gallbladder disease 3
251300	Galloway-Mowat syndrome 1
301006	Galloway-Mowat syndrome 2, X-linked
617729	Galloway-Mowat syndrome 3
617730	Galloway-Mowat syndrome 4
617731	Galloway-Mowat syndrome 5
618347	Galloway-Mowat syndrome 6
618348	Galloway-Mowat syndrome 7
175100	Gardner syndrome
137215	Gastric cancer, hereditary diffuse, with or without cleft lip and/or palate
137215	Gastric cancer, somatic
613659	Gastric cancer, somatic
613659	Gastric cancer, somatic
613659	Gastric cancer, somatic
613659	Gastric cancer, somatic
613659	Gastric cancer, somatic
613659	Gastric cancer, somatic
613659	Gastric cancer, somatic
613659	Gastric cancer, somatic
109350	Gastroesophageal reflux
243150	Gastrointestinal defects and immunodeficiency syndrome
606764	Gastrointestinal stromal tumor
606764	Gastrointestinal stromal tumor
606764	Gastrointestinal stromal tumor, familial
175510	Gastrointestinal stromal tumor/GIST-plus syndrome, somatic or familial
618372	Gastrointestinal ulceration, recurrent, with dysfunctional platelets
610539	Gaucher disease, atypical
608013	Gaucher disease, perinatal lethal
230800	Gaucher disease, type I
230900	Gaucher disease, type II
231000	Gaucher disease, type III
231005	Gaucher disease, type IIIC
607313	Gaze palsy, familial horizontal, with progressive scoliosis, 1
617542	Gaze palsy, familial horizontal, with progressive scoliosis, 2
231050	Geleophysic dysplasia 1
614185	Geleophysic dysplasia 2
617809	Geleophysic dysplasia 3
618482	Generalized epilepsy with febrile seizures plus, type 10
616172	Generalized epilepsy with febrile seizures plus, type 9
190100	Geniospasm
606170	Genitopatellar syndrome
273300	Germ cell tumors, somatic
231070	Geroderma osteodysplasticum
137440	Gerstmann-Straussler disease
231095	Ghosal hematodiaphyseal syndrome
256850	Giant axonal neuropathy-1
231200	Giant platelet disorder, isolated
139190	Gigantism due to GHRF hypersecretion
206700	Gillespie syndrome
263210	Gillessen-Kaesbach-Nishimura syndrome
263800	Gitelman syndrome
273800	Glanzmann thrombasthenia
273800	Glanzmann thrombasthenia
612313	Glass syndrome
613100	Glaucoma 1, open angle, 1O
137760	Glaucoma 1, open angle, E
603383	Glaucoma 1, open angle, F
609887	Glaucoma 1, open angle, G
611276	Glaucoma 1, open angle, H
609745	Glaucoma 1, open angle, I
610535	Glaucoma 1, open angle, M
611274	Glaucoma 1, open angle, N
177700	Glaucoma 1, open angle, P
137750	Glaucoma 1A, primary open angle
606689	Glaucoma 1B, primary open angle, adult onset
601682	Glaucoma 1C, primary open angle
602429	Glaucoma 1D, primary open angle
608696	Glaucoma 1K, primary open angle, juvenile-onset
613085	Glaucoma 3, primary congenital, C
613086	Glaucoma 3, primary congenital, D
617272	Glaucoma 3, primary congenital, E
600975	Glaucoma 3, primary infantile, B
231300	Glaucoma 3A, primary open angle, congenital, juvenile, or adult onset
608695	Glaucoma, primary open angle, juvenile-onset, 2
137800	Glioblastoma, somatic
618330	Global developmental delay with or without impaired intellectual development
617260	Global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies
618412	Global developmental delay, progressive ataxia, and elevated glutamine
609886	Glomerulocystic kidney disease with hyperuricemia and isosthenuria
137950	Glomerulopathy with fibronectin deposits 1
601894	Glomerulopathy with fibronectin deposits 2
603278	Glomerulosclerosis, focal segmental, 1
603965	Glomerulosclerosis, focal segmental, 2
607832	Glomerulosclerosis, focal segmental, 3
613237	Glomerulosclerosis, focal segmental, 5
614131	Glomerulosclerosis, focal segmental, 6
616002	Glomerulosclerosis, focal segmental, 7
138000	Glomuvenous malformations
607398	Glucocorticoid deficiency 2
609197	Glucocorticoid deficiency 3
614736	Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency
202200	Glucocorticoid deficiency, due to ACTH unresponsiveness
615962	Glucocorticoid resistance
606824	Glucose/galactose malabsorption
229100	Glutamate formiminotransferase deficiency
610015	Glutamine deficiency, congenital
231680	Glutaric acidemia IIA
231680	Glutaric acidemia IIB
231680	Glutaric acidemia IIC
231690	Glutaric aciduria III
231670	Glutaricaciduria, type I
266130	Glutathione synthetase deficiency
307030	Glycerol kinase deficiency
606664	Glycine N-methyltransferase deficiency
617301	Glycine encephalopathy with normal serum glycine
605899	Glycine encephalopathy
605899	Glycine encephalopathy
240600	Glycogen storage disease 0, liver
611556	Glycogen storage disease 0, muscle
232300	Glycogen storage disease II
232400	Glycogen storage disease IIIa
232400	Glycogen storage disease IIIb
232500	Glycogen storage disease IV
613027	Glycogen storage disease IXc
232200	Glycogen storage disease Ia
232220	Glycogen storage disease Ib
232240	Glycogen storage disease Ic
232700	Glycogen storage disease VI
232800	Glycogen storage disease VII
261670	Glycogen storage disease X
612933	Glycogen storage disease XI
611881	Glycogen storage disease XII
261740	Glycogen storage disease of heart, lethal congenital
306000	Glycogen storage disease, type IXa1
306000	Glycogen storage disease, type IXa2
616025	Glycosylphosphatidylinositol biosynthesis defect 11
617810	Glycosylphosphatidylinositol biosynthesis defect 15
617816	Glycosylphosphatidylinositol biosynthesis defect 16
618010	Glycosylphosphatidylinositol biosynthesis defect 17
618143	Glycosylphosphatidylinositol biosynthesis defect 18
610293	Glycosylphosphatidylinositol deficiency
166260	Gnathodiaphyseal dysplasia
314300	Goeminne TKCR syndrome
138800	Goiter, multinodular 1, with or without Sertoli-Leydig cell tumors
300273	Goiter, multinodular, 2
606082	Goiter, multinodular, 3
609460	Goldberg-Shprintzen megacolon syndrome
618419	Gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy
300661	Gout, PRPS-related
602361	Gracile bone dysplasia
602531	Grange syndrome
608710	Granulomatosis with polyangiitis
139090	Gray platelet syndrome
215140	Greenberg skeletal dysplasia
175700	Greig cephalopolysyndactyly syndrome
214450	Griscelli syndrome, type 1
607624	Griscelli syndrome, type 2
609227	Griscelli syndrome, type 3
182230	Growth hormone deficiency with pituitary anomalies
615925	Growth hormone deficiency, isolated partial
262400	Growth hormone deficiency, isolated, type IA
612781	Growth hormone deficiency, isolated, type IB
173100	Growth hormone deficiency, isolated, type II
618157	Growth hormone deficiency, isolated, type IV
245590	Growth hormone insensitivity with immunodeficiency
604271	Growth hormone insensitivity, partial
608747	Growth retardation with deafness and mental retardation due to IGF1 deficiency
612938	Growth retardation, developmental delay, facial dysmorphism
617093	Growth retardation, impaired intellectual development, hypotonia, and hepatopathy
309555	Gustavson syndrome
258870	Gyrate atrophy of choroid and retina with or without ornithinemia
607236	HARP syndrome
604091	HDL deficiency, type 2
617671	HELIX syndrome
609016	HELLP syndrome, maternal, of pregnancy
246450	HMG-CoA lyase deficiency
605911	HMG-CoA synthase-2 deficiency
300323	HPRT-related gout
243000	HSAN2D, autosomal recessive
300438	HSD10 mitochondrial disease
209880	Haddad syndrome
169600	Hailey-Hailey disease
245010	Haim-Munk syndrome
139450	Hair, curly
102500	Hajdu-Cheney syndrome
611174	Hamamy syndrome
140000	Hand-foot-uterus syndrome
121300	Harderoporphyria
617183	Harel-Yoon syndrome
234500	Hartnup disorder
615465	Hartsfield syndrome
140300	Hashimoto thyroiditis
140350	Hawkinsinuria
106260	Hay-Wells syndrome
616920	Heart and brain malformation syndrome
113900	Heart block, nonprogressive
113900	Heart block, progressive, type IA
610140	Heart-hand syndrome, Slovenian type
234580	Heimler syndrome 1
616617	Heimler syndrome 2
140700	Heinz body anemia
140700	Heinz body anemia
140700	Heinz body anemias, alpha-
615873	Helsmoortel-van der Aa syndrome
608537	Hemangioblastoma, cerebellar, somatic
602089	Hemangioma, capillary infantile, somatic
