MESH_SCR_ID	MESH_SCR_NAME	MESH_ID
C564092	Bornholm Eye Disease	D040181
C564159	Glucagon, Large Molecular Weight Species Of	D002239
C536268	Congenital radio-ulnar synostosis	D000015
C536268	Congenital radio-ulnar synostosis	D005532
C536268	Congenital radio-ulnar synostosis	D006228
C536268	Congenital radio-ulnar synostosis	D013576
C535820	Spondyloepiphyseal dysplasia pseudoachondroplastic 2	D000130
C538393	Hypertryptophanemia	D000592
C538399	NF-kappa B essential modulator (NEMO) mutation with immunodeficiency	D004476
C538399	NF-kappa B essential modulator (NEMO) mutation with immunodeficiency	D007153
C538399	NF-kappa B essential modulator (NEMO) mutation with immunodeficiency	D040181
C535270	Premature aging, Okamoto type	D000015
C535270	Premature aging, Okamoto type	D002386
C535270	Premature aging, Okamoto type	D003920
C535270	Premature aging, Okamoto type	D006130
C535270	Premature aging, Okamoto type	D010024
C535270	Premature aging, Okamoto type	D012516
C536872	Spastic paraplegia type 5B, recessive	D015419
C536871	Autosomal recessive spastic paraplegia	D015419
C564354	Dystonia 13, Torsion	D004421
C564354	Dystonia 13, Torsion	D014102
C564433	Deafness, X-Linked 2, Sensorineural Congenital	D006319
C564433	Deafness, X-Linked 2, Sensorineural Congenital	D040181
C536424	Sensorineural deafness, profound, with or without a conductive component	D006314
C536424	Sensorineural deafness, profound, with or without a conductive component	D006319
C536424	Sensorineural deafness, profound, with or without a conductive component	D040181
C564727	Deafness, X-Linked 4, Congenital Sensorineural	D006319
C564727	Deafness, X-Linked 4, Congenital Sensorineural	D040181
C564723	Deafness, X-Linked 6, Progressive	D006319
C564723	Deafness, X-Linked 6, Progressive	D040181
C564777	Male Germ Cell Tumor	D009373
C564777	Male Germ Cell Tumor	D013736
C565836	Ovarioleukodystrophy	D010049
C565836	Ovarioleukodystrophy	D056784
C564934	Oculotrichodysplasia	D006201
C564934	Oculotrichodysplasia	D009264
C564934	Oculotrichodysplasia	D012174
C564934	Oculotrichodysplasia	D012873
C564934	Oculotrichodysplasia	D014071
C565103	Dermoodontodysplasia	D006201
C565103	Dermoodontodysplasia	D009264
C565103	Dermoodontodysplasia	D012868
C565103	Dermoodontodysplasia	D014071
C565228	Alzheimer Disease, Familial, 11	D000544
C565322	Cone-Rod Dystrophy 8	D012174
C566350	Cone-Rod Dystrophy 7	D012174
C565827	Cone-Rod Dystrophy 3	D012174
C565346	Tuberous Sclerosis 1	D014402
C536719	Yunis-Varon Syndrome	D002973
C536719	Yunis-Varon Syndrome	D004476
C536719	Yunis-Varon Syndrome	D008844
C536719	Yunis-Varon Syndrome	D017880
C565927	Athrombia, Essential	D025861
C565956	ALS-Dementia Complex	D000690
C565956	ALS-Dementia Complex	D003704
C566475	CSNBAD3	D009755
C566475	CSNBAD3	D015785
C566474	CSNBAD1	D009755
C566474	CSNBAD1	D015785
C566480	MCOPCT4	D002386
C566480	MCOPCT4	D008850
C538489	Hyperlipoproteinemia, type 1	D008072
C537261	Lynch syndrome I (site-specific colonic cancer)	D003123
C535621	Hidrotic ectodermal dysplasia Halal type	D004476
C566018	Superfetation Twinning	D011248
C566018	Superfetation Twinning	D059285
C566023	Down Syndrome Critical Region	D004314
C566024	Transient Myeloproliferative Disorder of Down Syndrome	D004314
C566024	Transient Myeloproliferative Disorder of Down Syndrome	D009196
C566025	Leukemia, Megakaryoblastic, of Down Syndrome	D004314
C566025	Leukemia, Megakaryoblastic, of Down Syndrome	D007947
C566535	HYPLIP1	D006950
C566869	CSNBAD2	D009755
C566869	CSNBAD2	D015785
C566899	MCOPCB5	D003103
C566899	MCOPCB5	D008850
C566985	Microphthalmia and Brain Atrophy	D008850
C566985	Microphthalmia and Brain Atrophy	D020271
C567084	HMN IIB	D009134
C548479	Vulvar dysesthesia localized in the vestibule	D054515
C535481	Fraser Jequier Chen syndrome	D000015
C535481	Fraser Jequier Chen syndrome	D010009
C535481	Fraser Jequier Chen syndrome	D012857
C535372	Chromosome 20 duplication	D002890
C535372	Chromosome 20 duplication	D009030
C535372	Chromosome 20 duplication	D014314
C536728	Familial short stature, developmental delay, pectus abnormalities, distinctive facies, and dysplastic nails	D005660
C536728	Familial short stature, developmental delay, pectus abnormalities, distinctive facies, and dysplastic nails	D009264
C536728	Familial short stature, developmental delay, pectus abnormalities, distinctive facies, and dysplastic nails	D058627
C537453	Fryns Dereymaeker Haegeman syndrome	D004392
C537453	Fryns Dereymaeker Haegeman syndrome	D008607
C537453	Fryns Dereymaeker Haegeman syndrome	D058627
C537796	Macrocephaly short limbs deafness	D002658
C537796	Macrocephaly short limbs deafness	D006312
C537796	Macrocephaly short limbs deafness	D006972
C537796	Macrocephaly short limbs deafness	D017880
C537796	Macrocephaly short limbs deafness	D058627
C535631	COD (cerebroocular dysgenesis)	D058494
C531667	5 alpha Fluorouracil toxicity	D054067
C536013	Bearded female with diabetes	D010051
C536013	Bearded female with diabetes	D014770
C536013	Bearded female with diabetes	D048909
C538180	Acrodysplasia scoliosis	D010009
C538180	Acrodysplasia scoliosis	D012600
C565202	MYP14	D009216
C536553	Sebaceous trichofolliculoma	D005497
C536553	Sebaceous trichofolliculoma	D012878
C536553	Sebaceous trichofolliculoma	D018295
C536088	Curth-Macklin type ichthyosis hystrix	D007057
C536088	Curth-Macklin type ichthyosis hystrix	D012628
C537146	Hypercalcemia, familial benign type 2	D006934
C566021	Tuberous Sclerosis 2	D014402
C537803	Ghose Sachdev Kumar syndrome	D005901
C537803	Ghose Sachdev Kumar syndrome	D008850
C537803	Ghose Sachdev Kumar syndrome	D058499
C536156	Retinol Deficiency	D014802
C548420	Vascular Compression of the Duodenum	D013478
C531782	Endemic treponematosis caused by Treponema carateum	D010874
C562938	Metachondromatosis	D001859
C562938	Metachondromatosis	D005097
C562938	Metachondromatosis	D018210
C548841	Parasitic infection caused by Dracunculus medinensis	D004320
C563498	Ophthalmoplegia, Progressive, with Scrotal Tongue and Mental Deficiency	D008607
C563498	Ophthalmoplegia, Progressive, with Scrotal Tongue and Mental Deficiency	D009886
C563498	Ophthalmoplegia, Progressive, with Scrotal Tongue and Mental Deficiency	D014063
C567340	SCDEDS	D004535
C567340	SCDEDS	D010009
C563201	Lysine Intolerance	D020167
C536208	Baraitser Syndrome	D006130
C536208	Baraitser Syndrome	D006849
C536208	Baraitser Syndrome	D009765
C536208	Baraitser Syndrome	D019066
C536208	Baraitser Syndrome	D038901
C536422	Mulvihill-Smith Syndrome	D006130
C536422	Mulvihill-Smith Syndrome	D009508
C536422	Mulvihill-Smith Syndrome	D011371
C563215	Genochondromatosis	D001859
C563215	Genochondromatosis	D009386
C563215	Genochondromatosis	D018210
C563218	Brachyolmia, Maroteaux Type	D010009
C563241	Chronic Motor Tics	D005879
C563963	Macrocephaly with Spastic Paraplegia and Distinctive Craniofacial Appearance	D010264
C563963	Macrocephaly with Spastic Paraplegia and Distinctive Craniofacial Appearance	D019066
C563963	Macrocephaly with Spastic Paraplegia and Distinctive Craniofacial Appearance	D058627
C566916	Joubert Syndrome 7	D001259
C566916	Joubert Syndrome 7	D002526
C566916	Joubert Syndrome 7	D008607
C566916	Joubert Syndrome 7	D015835
C566916	Joubert Syndrome 7	D052177
C567358	Joubert Syndrome 8	D002526
C567358	Joubert Syndrome 8	D015785
C567364	Joubert Syndrome 9	D002526
C567364	Joubert Syndrome 9	D005124
C567364	Joubert Syndrome 9	D007674
C567364	Joubert Syndrome 9	D008607
C563497	Optic Atrophy, Hearing Loss, and Peripheral Neuropathy, Autosomal Dominant	D009896
C563497	Optic Atrophy, Hearing Loss, and Peripheral Neuropathy, Autosomal Dominant	D010523
C563497	Optic Atrophy, Hearing Loss, and Peripheral Neuropathy, Autosomal Dominant	D034381
C563500	External Ophthalmoplegia, Congenital Hereditary Nonprogressive	D009886
C567363	NPHLOP1	D010024
C567363	NPHLOP1	D015499
C567363	NPHLOP1	D017674
C567363	NPHLOP1	D053040
C567362	NPHLOP2	D010024
C567362	NPHLOP2	D015499
C567362	NPHLOP2	D017674
C567362	NPHLOP2	D053040
C531699	Hb C disease	D006445
C554497	Non-AIDS-related Kaposi sarcoma	D012514
C538640	Limb-girdle muscular dystrophy autosomal recessive	D049288
C535402	Galactorrhoea-Hyperprolactinaemia	D005687
C535402	Galactorrhoea-Hyperprolactinaemia	D006966
C535390	Aspergillus niger infection, pulmonary	D001228
C535390	Aspergillus niger infection, pulmonary	D008172
C537848	Lissencephaly syndrome, Norman-Roberts type	D054082
C536823	Glassy cell adenocarcinoma of the uterine cervix	D002583
C563935	Hemolytic Anemia, Lethal Congenital Nonspherocytic, with Genital and Other Abnormalities	D000015
C563935	Hemolytic Anemia, Lethal Congenital Nonspherocytic, with Genital and Other Abnormalities	D000745
C563935	Hemolytic Anemia, Lethal Congenital Nonspherocytic, with Genital and Other Abnormalities	D014564
C563957	IDDM7	D003922
C563954	Motor Neuron Disease with Dementia and Ophthalmoplegia	D003704
C563954	Motor Neuron Disease with Dementia and Ophthalmoplegia	D009886
C563954	Motor Neuron Disease with Dementia and Ophthalmoplegia	D016472
C563958	Insulin-Dependent Diabetes Mellitus 5	D003922
C563960	IDDM3	D003922
C564310	Retinitis Pigmentosa 30	D012174
C564309	Exfoliative Ichthyosis, Autosomal Recessive, IBS-Like	D012873
C567024	Microphthalmia, Posterior, With Retinitis Pigmentosa, Foveoschisis, And Optic Disc Drusen	D008850
C567024	Microphthalmia, Posterior, With Retinitis Pigmentosa, Foveoschisis, And Optic Disc Drusen	D012174
C567024	Microphthalmia, Posterior, With Retinitis Pigmentosa, Foveoschisis, And Optic Disc Drusen	D015594
C567025	Microphthalmia, Isolated 3	D008850
C566615	Autoimmune Lymphoproliferative Syndrome, Type I, Autosomal Recessive	D056735
C566963	Atrial Septal Defect 4	D006344
C566069	Tendo Calcaneus, Short	D001176
C566982	Asphyxiating Thoracic Dystrophy 2	D004613
C566997	Aplasia Cutis Congenita, Congenital Heart Defect, And Frontonasal Cysts	D003560
C566997	Aplasia Cutis Congenita, Congenital Heart Defect, And Frontonasal Cysts	D004476
C566997	Aplasia Cutis Congenita, Congenital Heart Defect, And Frontonasal Cysts	D006330
C567154	Inflammatory Bowel Disease 11	D015212
C567531	Major Affective Disorder 9	D001714
C567530	Major Affective Disorder 8	D001714
C567529	Major Affective Disorder 7	D001714
C567075	Major Affective Disorder 6	D001714
C567074	Major Affective Disorder 5	D001714
C567073	Major Affective Disorder 4	D001714
C566501	Bipolar Affective Disorder, Early-Onset	D001714
C564108	Manic-Depressive Illness	D001714
C564108	Manic-Depressive Illness	D040181
C567263	Retinitis Pigmentosa 7, Digenic	D012174
C567264	Retinitis Pigmentosa 7 With Bull'S-Eye Maculopathy	D012174
C567005	Retinitis Pigmentosa 37	D012174
C567422	Retinal Degeneration, Autosomal Recessive, Prominin-Related	D012174
C567249	Retinitis Pigmentosa, Autosomal Recessive, Idh3b-Related	D012174
C566718	Retinitis Pigmentosa 20	D012174
C566637	Retinitis Pigmentosa 19	D012174
C563919	Unipolar Depression 1	D003865
C563875	Unipolar Depression 2	D003865
C538217	Der Kaloustian Mcintosh Silver syndrome	D002658
C538217	Der Kaloustian Mcintosh Silver syndrome	D009123
C538217	Der Kaloustian Mcintosh Silver syndrome	D013580
C538217	Der Kaloustian Mcintosh Silver syndrome	D019066
C535590	Carrington's pulmonary eosinophilia	D011657
C566911	Renal Tubular Acidosis, Distal, With Normal Red Cell Morphology	D000141
C566910	RTA, Distal, Autosomal Recessive, With Hemolytic Anemia	D000141
C566910	RTA, Distal, Autosomal Recessive, With Hemolytic Anemia	D000743
C567339	Porokeratosis, Disseminated Superficial Actinic, 4	D017499
C567356	Porokeratosis, Disseminated Superficial Actinic, 3	D017499
C567435	Pyloric Stenosis, Infantile Hypertrophic, 3	D046248
C567283	Pyloric Stenosis, Infantile Hypertrophic, 5	D046248
C566736	Ptosis, Strabismus, And Ectopic Pupils	D001763
C566736	Ptosis, Strabismus, And Ectopic Pupils	D011681
C566736	Ptosis, Strabismus, And Ectopic Pupils	D013285
C566737	Ptosis, Hereditary Congenital 1	D001763
C566636	Pten Hamartoma Tumor Syndrome With Granular Cell Tumor	D006223
C566729	Pyruvate Dehydrogenase E1-Beta Deficiency	D015325
C566744	Pseudoxanthoma Elasticum, Heterozygous	D011561
C566596	Thrombocytosis, Benign Familial Microcytic	D013922
C567326	Inflammatory Bowel Disease 23	D015212
C567327	Inflammatory Bowel Disease 22	D015212
C567338	Inflammatory Bowel Disease 21	D015212
C567361	Inflammatory Bowel Disease 20	D015212
C567372	Inflammatory Bowel Disease 19	D015212
C567377	Inflammatory Bowel Disease 18	D015212
C567378	Inflammatory Bowel Disease 17	D015212
C567380	Inflammatory Bowel Disease 16	D015212
C567381	Inflammatory Bowel Disease 15	D015212
C567383	Ibd14	D015212
C567384	Inflammatory Bowel Disease 13	D015212
C567388	Inflammatory Bowel Disease 12	D015212
C538557	Renal cell carcinoma 1	D002292
C535469	Hereditary coproporphyria porphyria	D046349
C536851	Familial renal carcinoma	D002292
C559045	Recurrent spontaneous hypothermia with hypoplasia of the corpus callosum	D007035
C559045	Recurrent spontaneous hypothermia with hypoplasia of the corpus callosum	D061085
C536889	Weber Klippel Trenaunay	D007715
C567069	Mental Retardation, X-Linked, With Short Stature, Small Testes, Muscle Wasting, And Tremor	D038901
C566958	Macular Degeneration, Age-Related, 9	D008268
C566950	Hypotrichosis, Localized, Autosomal Recessive, 3	D007039
C567131	Dystonia with Cerebellar Atrophy	D002526
C567131	Dystonia with Cerebellar Atrophy	D004421
C567198	Microcephaly, Primary Autosomal Recessive, 7	D008831
C567195	Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, and Calvarial Hyperostosis	D000742
C567195	Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, and Calvarial Hyperostosis	D010188
C567195	Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, and Calvarial Hyperostosis	D015576
C567195	Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, and Calvarial Hyperostosis	D019465
C567221	Microcephaly, Primary Autosomal Recessive, 5, with Simplified Gyral Pattern	D008831
C567191	Hypospadias 3, Autosomal	D007021
C567190	Keratosis, Familial Actinic	D055623
C567187	Best Vitelliform Macular Dystrophy, Multifocal	D057826
C567173	NF1 Microduplication Syndrome	D008607
C567173	NF1 Microduplication Syndrome	D017253
C567173	NF1 Microduplication Syndrome	D019066
C567173	NF1 Microduplication Syndrome	D025063
C567173	NF1 Microduplication Syndrome	D058674
C567168	Leydig Cell Adenoma, Somatic, with Male-Limited Precocious Puberty	D000236
C567168	Leydig Cell Adenoma, Somatic, with Male-Limited Precocious Puberty	D007984
C567168	Leydig Cell Adenoma, Somatic, with Male-Limited Precocious Puberty	D011629
C531795	Idiopathic intracranial hypertension with papilledema	D011559
C537301	Griscelli syndrome, cutaneous and neurologic type	D006319
C537301	Griscelli syndrome, cutaneous and neurologic type	D010859
C537301	Griscelli syndrome, cutaneous and neurologic type	D016116
C535844	Haspeslagh syndrome	D008607
C535844	Haspeslagh syndrome	D011625
C535844	Haspeslagh syndrome	D019066
C535844	Haspeslagh syndrome	D019465
C537252	Hemophagocytic lymphohistiocytosis, familial, 4	D051359
C536290	Gamma-a-globulin, selective deficiency of	D017098
C538382	PCBD Deficiency	D010661
C537157	Hypoparathyroidism with short stature, mental retardation, and seizures	D000015
C537157	Hypoparathyroidism with short stature, mental retardation, and seizures	D006130
C537157	Hypoparathyroidism with short stature, mental retardation, and seizures	D007011
C537157	Hypoparathyroidism with short stature, mental retardation, and seizures	D008607
C537157	Hypoparathyroidism with short stature, mental retardation, and seizures	D010009
C537157	Hypoparathyroidism with short stature, mental retardation, and seizures	D012640
C538603	Nonbullous congenital ichthyosiform erythroderma 1	D017490
C563679	Epilepsy, Familial, with Nocturnal Wandering and Ictal Fear	D013009
C563679	Epilepsy, Familial, with Nocturnal Wandering and Ictal Fear	D017034
C563664	Epiphyseal Dysplasia, Baumann Type	D010009
C567718	Hypotrichosis, Marie Unna Type, 1	D007039
C567717	Chromosome 5p13 Duplication Syndrome	D000015
C567717	Chromosome 5p13 Duplication Syndrome	D019066
C567717	Chromosome 5p13 Duplication Syndrome	D025063
C567717	Chromosome 5p13 Duplication Syndrome	D058674
C567716	Urban-Rifkin-Davis Syndrome	D002357
C567716	Urban-Rifkin-Davis Syndrome	D003483
C567716	Urban-Rifkin-Davis Syndrome	D005767
C567716	Urban-Rifkin-Davis Syndrome	D012140
C567716	Urban-Rifkin-Davis Syndrome	D014570
C564275	Neutrophil Immunodeficiency Syndrome	D007153
C567714	Mrt13	D008607
C567712	Retinitis Pigmentosa 50	D012174
C564274	Convulsions, Benign Familial Neonatal, 3	D020936
C564271	Craniofacial Abnormalities, Cataracts, Congenital Heart Disease, Sacral Neural Tube Defects, and Growth and Developmental Retardation	D002386
C564271	Craniofacial Abnormalities, Cataracts, Congenital Heart Disease, Sacral Neural Tube Defects, and Growth and Developmental Retardation	D002658
C564271	Craniofacial Abnormalities, Cataracts, Congenital Heart Disease, Sacral Neural Tube Defects, and Growth and Developmental Retardation	D006130
C564271	Craniofacial Abnormalities, Cataracts, Congenital Heart Disease, Sacral Neural Tube Defects, and Growth and Developmental Retardation	D006330
C564271	Craniofacial Abnormalities, Cataracts, Congenital Heart Disease, Sacral Neural Tube Defects, and Growth and Developmental Retardation	D009436
C564271	Craniofacial Abnormalities, Cataracts, Congenital Heart Disease, Sacral Neural Tube Defects, and Growth and Developmental Retardation	D019465
C564269	Slowed Nerve Conduction Velocity, Autosomal Dominant	D015417
C564267	Mandibulofacial Dysostosis with Ptosis, Autosomal Dominant	D001763
C564267	Mandibulofacial Dysostosis with Ptosis, Autosomal Dominant	D008342
C535800	Prion Dementia	D003704
C535800	Prion Dementia	D017096
C566981	Creutzfeldt-Jakob Disease, Heidenhain Variant	D007562
C566981	Creutzfeldt-Jakob Disease, Heidenhain Variant	D014786
C536786	Athabaskan severe combined immunodeficiency	D016511
C566921	Pof5	D016649
C567351	Premature Ovarian Failure 6	D016649
C564151	Hypocalciuric Hypercalcemia, Acquired	D006934
C564152	Hypertrophia Musculorum Vera	D006984
C564152	Hypertrophia Musculorum Vera	D009135
C564300	Amyotrophic Lateral Sclerosis 7	D000690
C535748	Congenital Disorder of Glycosylation, Type IJ	D018981
C564292	Periventricular Heterotopia with Microcephaly, Autosomal Recessive	D054091
C564291	Periventricular Nodular Heterotopia 3	D054091
C535746	Congenital Disorder of Glycosylation, Type IH	D018981
C564284	Retinitis Pigmentosa 7	D012174
C564282	Campomelic Dysplasia with Autosomal Sex Reversal	D012734
C564282	Campomelic Dysplasia with Autosomal Sex Reversal	D055036
C537089	Mohr-Wriedt type brachydactyly	D059327
C535909	Van den Ende Gupta syndrome	D000015
C535909	Van den Ende Gupta syndrome	D003286
C535909	Van den Ende Gupta syndrome	D016569
C535909	Van den Ende Gupta syndrome	D054119
C536729	CHIME syndrome	D003103
C536729	CHIME syndrome	D006314
C536729	CHIME syndrome	D006330
C536729	CHIME syndrome	D007057
C536729	CHIME syndrome	D008607
C536729	CHIME syndrome	D020752
C535882	Alopecia anosmia deafness hypogonadism syndrome	D000505
C535882	Alopecia anosmia deafness hypogonadism syndrome	D000857
C535882	Alopecia anosmia deafness hypogonadism syndrome	D003638
C535882	Alopecia anosmia deafness hypogonadism syndrome	D007006
C535882	Alopecia anosmia deafness hypogonadism syndrome	D020752
C565883	Cardiac Septal Defects with Coarctation of the Aorta	D001017
C565883	Cardiac Septal Defects with Coarctation of the Aorta	D006343
C563326	IDDM12	D003922
C563327	DFNB12	D006319
C563352	IDDM13	D003922
C563354	DFNA10	D006319
C563353	DFNA11	D006319
C563359	NIDDM1	D003924
C567457	Immunodeficiency, Gonadal Dysgenesis, And Pulmonary Fibrosis	D006059
C567457	Immunodeficiency, Gonadal Dysgenesis, And Pulmonary Fibrosis	D007153
C567457	Immunodeficiency, Gonadal Dysgenesis, And Pulmonary Fibrosis	D011658
C566883	Osteopetrosis, Infantile Malignant 3	D010022
C567354	Osteopetrosis, Osteoclast-Poor, With Hypogammaglobulinemia	D000361
C567354	Osteopetrosis, Osteoclast-Poor, With Hypogammaglobulinemia	D010022
C563371	IDDM11	D003922
C563362	LGMD1C	D049288
C563417	Deafness, Autosomal Recessive 11	D006319
C563392	RESDAD	D001072
C563392	RESDAD	D008607
C563392	RESDAD	D019305
C563854	LGMD2J	D049288
C563421	Deafness, Autosomal Dominant 38	D006319
C563456	HNPCC5	D003123
C563534	Narcoleptic Syndrome 1	D009290
C536391	FSHD1A	D020391
C563557	FSHD1B	D020391
C563581	Microphthalmia And Corectopia	D008850
C563581	Microphthalmia And Corectopia	D009216
C563581	Microphthalmia And Corectopia	D011681
C563562	Harper-Young Myopathy	D009134
C563562	Harper-Young Myopathy	D014826
C563562	Harper-Young Myopathy	D015417
C563669	DFNB68	D006319
C563720	DFNB48	D006319
C563671	CORD11	D012174
C563705	DFNB23	D006319
C563728	CATCN1	D002386
C563728	CATCN1	D015785
C563757	CMT2A2	D002607
C563794	LGMD1G	D049288
C563797	COXPD1	D006501
C563797	COXPD1	D008661
C563815	DFNB36	D006319
C562639	Epidermolysis Bullosa, Junctional, Localisata Variant	D016109
C536870	Familial spastic paraplegia with neuropathy and poikiloderma	D011038
C536870	Familial spastic paraplegia with neuropathy and poikiloderma	D015419
C537842	Thyroid Carcinoma, Nonmedullary, With Or Without Cell Oxyphilia	D013964
C536401	Nephropathy, Deafness, And Hyperparathyroidism	D006319
C536401	Nephropathy, Deafness, And Hyperparathyroidism	D006961
C536401	Nephropathy, Deafness, And Hyperparathyroidism	D007676
C537481	Spastic Diplegia, Infantile Type	D008607
C537481	Spastic Diplegia, Infantile Type	D015419
C536601	Leber Congenital Amaurosis 2	D057130
C565935	ASA Triad	D009298
C565935	ASA Triad	D055963
C562484	Hypertrichosis Pinnae Auris	D006983
C564243	Bradyopsia	D015785
C565500	Compulsive Reading	D007806
C566900	PLS, Adult	D016472
C567042	OI5	D010013
C567174	Myokymia 1	D001259
C567524	Unna Nevus	D019339
C567857	CDG Io	D018981
C562591	XP4	D014983
C562592	XP6	D014983
C562719	Galactosyltransferase Deficiency	D001327
C563168	Askin Tumor	D001859
C563168	Askin Tumor	D012512
C562941	Telecanthus	D019465
C535285	Gingival fibromatosis combined with cherubism	D002636
C535285	Gingival fibromatosis combined with cherubism	D004827
C535285	Gingival fibromatosis combined with cherubism	D005351
C535285	Gingival fibromatosis combined with cherubism	D006130
C535285	Gingival fibromatosis combined with cherubism	D006983
C535285	Gingival fibromatosis combined with cherubism	D008607
C566223	Blepharochalasis, Superior	D005141
C566230	Ovalocytosis, Malaysian-Melanesian-Filipino Type	D004612
C567858	Spastic Paraplegia-50, Autosomal Recessive	D002547
C567858	Spastic Paraplegia-50, Autosomal Recessive	D015419
C567849	Microcephaly, Growth Retardation, Cataract, Hearing Loss, And Unusual Appearance	D000015
C567849	Microcephaly, Growth Retardation, Cataract, Hearing Loss, And Unusual Appearance	D002386
C567849	Microcephaly, Growth Retardation, Cataract, Hearing Loss, And Unusual Appearance	D002658
C567849	Microcephaly, Growth Retardation, Cataract, Hearing Loss, And Unusual Appearance	D008831
C567849	Microcephaly, Growth Retardation, Cataract, Hearing Loss, And Unusual Appearance	D019066
C567849	Microcephaly, Growth Retardation, Cataract, Hearing Loss, And Unusual Appearance	D034381
C564120	Gpl115 Deficiency	D007153
C564120	Gpl115 Deficiency	D040181
C564251	Cleft Lip with or without Cleft Palate, Nonsyndromic, 4	D002971
C564251	Cleft Lip with or without Cleft Palate, Nonsyndromic, 4	D002972
C565069	Orofacial Cleft 8	D002971
C565069	Orofacial Cleft 8	D002972
C535828	Fundus Dystrophy, Pseudoinflammatory, Recessive Form	D003317
C567633	Emery-Dreifuss Muscular Dystrophy 3, Autosomal Recessive	D020389
C565186	Alopecia Areata 2	D000506
C565630	Cystine-Lysinuria	D000592
C565630	Cystine-Lysinuria	D001259
C565630	Cystine-Lysinuria	D009128
C565630	Cystine-Lysinuria	D011596
C567831	Emery-Dreifuss Muscular Dystrophy 4, Autosomal Dominant	D020389
C565968	Stimmler Syndrome	D000592
C565968	Stimmler Syndrome	D003744
C565968	Stimmler Syndrome	D003920
C565968	Stimmler Syndrome	D004392
C565968	Stimmler Syndrome	D008607
C565968	Stimmler Syndrome	D008831
C543758	Juvenile linear scleroderma	D012594
C543759	Juvenile Scleroderma	D012594
C543759	Juvenile Scleroderma	D012595
C567830	Emery-Dreifuss Muscular Dystrophy 5	D020389
C566110	Stomatocytosis II	D000137
C566110	Stomatocytosis II	D000745
C566110	Stomatocytosis II	D004913
C566110	Stomatocytosis II	D008661
C566110	Stomatocytosis II	D009996
C566523	SEMD, Shohat Type	D010009
C566419	Cleft Lip with or without Cleft Palate, Nonsyndromic, 2	D002971
C566419	Cleft Lip with or without Cleft Palate, Nonsyndromic, 2	D002972
C566303	Alopecia Areata 1	D000506
C535886	Gingival fibromatosis with progressive deafness	D003638
C535886	Gingival fibromatosis with progressive deafness	D005351
C537688	Joubert syndrome 5	D002526
C537688	Joubert syndrome 5	D007674
C537688	Joubert syndrome 5	D009123
C537688	Joubert syndrome 5	D015835
C537021	Kenny-Caffey syndrome, autosomal recessive form	D006958
C563624	Lichen Planus, Familial	D008010
C563625	Oculomotor-Levator Synkinesis	D015835
C563625	Oculomotor-Levator Synkinesis	D046608
C563632	Leg Ulcers, Familial, of Juvenile Onset	D007871
C563633	Lattice Degeneration of Retina Leading to Retinal Detachment	D012162
C563633	Lattice Degeneration of Retina Leading to Retinal Detachment	D012163
C564252	Spondyloepiphyseal Dysplasia, Kimberley Type	D010009
C564249	Retinitis Pigmentosa 26	D012174
C564247	Microcephaly, Primary Autosomal Recessive, 6	D008831
C564239	Geographic Tongue and Fissured Tongue	D014063
C563964	Peroxisome Biogenesis Disorder, Complementation Group 14	D018901
C563969	Oculoectodermal Syndrome	D003884
C563969	Oculoectodermal Syndrome	D004476
C563974	Cleidocranial Dysplasia, Forme Fruste, Dental Anomalies Only	D002973
C563974	Cleidocranial Dysplasia, Forme Fruste, Dental Anomalies Only	D014071
C563992	Retinitis Pigmentosa, Juvenile, TULP1-Related	D012174
C564010	Bone Modeling Defect of Hands and Feet	D005532
C564010	Bone Modeling Defect of Hands and Feet	D006228
C564010	Bone Modeling Defect of Hands and Feet	D010009
C564014	Renal Tubulopathy, Diabetes Mellitus, and Cerebellar Ataxia due to Duplication of Mitochondrial DNA	D002524
C564014	Renal Tubulopathy, Diabetes Mellitus, and Cerebellar Ataxia due to Duplication of Mitochondrial DNA	D003922
C564014	Renal Tubulopathy, Diabetes Mellitus, and Cerebellar Ataxia due to Duplication of Mitochondrial DNA	D007674
C567832	Male Infertility, Nonsyndromic, Autosomal Recessive	D053627
C563564	Cerebelloparenchymal Disorder VI	D002526
C563564	Cerebelloparenchymal Disorder VI	D006223
C563580	Tauopathy and Respiratory Failure	D012131
C563580	Tauopathy and Respiratory Failure	D013494
C563587	Metachromatic Leukodystrophy, Adult-Onset, with Normal Arylsulfatase A	D007966
C563599	Maxillofacial Dysostosis	D003394
C563599	Maxillofacial Dysostosis	D005124
C563599	Maxillofacial Dysostosis	D013064
C563599	Maxillofacial Dysostosis	D019767
C537836	Congenital hypomelanotic and hypermelanotic macules	D010859
C535535	Iridogoniodysgenesis anomaly, Autosomal dominant	D005124
C535535	Iridogoniodysgenesis anomaly, Autosomal dominant	D005901
C535535	Iridogoniodysgenesis anomaly, Autosomal dominant	D007499
C563607	Macular Dystrophy, Fenestrated Sheen Type	D003317
C563610	Sebaceous Tumors, Somatic	D012626
C537560	Fibrosing serositis, familial	D001177
C537560	Fibrosing serositis, familial	D006228
C537560	Fibrosing serositis, familial	D013585
C537560	Fibrosing serositis, familial	D060905
