MESH_ID	MESH_NAME	PARENT_MESH_ID	PARENT_MESH_CATEGORY	ROOT_MESH_CATEGORY	LEVEL
D002542	Intracranial Embolism and Thrombosis	D013923	C14.907.355.590	C14	3
D002543	Cerebral Hemorrhage	D020300	C10.228.140.300.535	C10	4
D002543	Cerebral Hemorrhage	D020300	C14.907.253.573	C14	3
D002543	Cerebral Hemorrhage	D020300	C23.550.414.913	C23	3
D002544	Cerebral Infarction	D020520	C10.228.140.300.150.477	C10	5
D002544	Cerebral Infarction	D020520	C10.228.140.300.775.200	C10	5
D002544	Cerebral Infarction	D020520	C14.907.253.092.477	C14	4
D002544	Cerebral Infarction	D020520	C14.907.253.855.200	C14	4
D063425	Binge Drinking	D019973	C25.775.100	C25	2
D063425	Binge Drinking	D000428	F01.145.317.269	F01	3
D063425	Binge Drinking	D019973	F03.900.100	F03	2
D014526	Urethritis	D014522	C12.777.767	C12	2
D014526	Urethritis	D014522	C13.351.968.767	C13	3
D014525	Urethral Stricture	D014524	C12.777.767.700	C12	3
D014525	Urethral Stricture	D014524	C13.351.968.767.700	C13	4
D014524	Urethral Obstruction	D014522	C12.777.767	C12	2
D014524	Urethral Obstruction	D014522	C13.351.968.767	C13	3
D014523	Urethral Neoplasms	D014571	C04.588.945.947	C04	3
D014523	Urethral Neoplasms	D014571	C12.758.820	C12	2
D014523	Urethral Neoplasms	D014522	C12.777.767	C12	2
D014523	Urethral Neoplasms	D014571	C13.351.937.820	C13	3
D014523	Urethral Neoplasms	D014522	C13.351.968.767	C13	3
D014522	Urethral Diseases	D014570	C12.777	C12	1
D014522	Urethral Diseases	D014570	C13.351.968	C13	2
D051436	Renal Insufficiency, Chronic	D051437	C12.777.419.780	C12	3
D051436	Renal Insufficiency, Chronic	D051437	C13.351.968.419.780	C13	4
D002558	Cerebrospinal Fluid Otorrhea	D065634	C10.597.114	C10	2
D002558	Cerebrospinal Fluid Otorrhea	D065634	C10.900.300.109	C10	3
D002558	Cerebrospinal Fluid Otorrhea	D065634	C23.888.592.114	C23	3
D002558	Cerebrospinal Fluid Otorrhea	D065634	C26.915.300.225	C26	3
D002559	Cerebrospinal Fluid Rhinorrhea	D065634	C10.597.114	C10	2
D002559	Cerebrospinal Fluid Rhinorrhea	D065634	C10.900.300.109	C10	3
D002559	Cerebrospinal Fluid Rhinorrhea	D065634	C23.888.592.114	C23	3
D002559	Cerebrospinal Fluid Rhinorrhea	D065634	C26.915.300.225	C26	3
D002551	Cerebral Ventricle Neoplasms	D001932	C04.588.614.250.195	C04	4
D002551	Cerebral Ventricle Neoplasms	D001932	C10.228.140.211	C10	3
D002551	Cerebral Ventricle Neoplasms	D001932	C10.551.240.250	C10	3
D002527	Myoclonic Cerebellar Dyssynergia	D013132	C10.228.140.252.700	C10	4
D002527	Myoclonic Cerebellar Dyssynergia	D013132	C10.228.854.787	C10	3
D002527	Myoclonic Cerebellar Dyssynergia	D013132	C10.574.500.825	C10	3
D002527	Myoclonic Cerebellar Dyssynergia	D013132	C16.320.400.780	C16	3
D002528	Cerebellar Neoplasms	D015192	C04.588.614.250.195.411	C04	5
D002528	Cerebellar Neoplasms	D015192	C10.228.140.211.500	C10	4
D002528	Cerebellar Neoplasms	D002526	C10.228.140.252	C10	3
D002528	Cerebellar Neoplasms	D015192	C10.551.240.250.400	C10	4
D002524	Cerebellar Ataxia	D002526	C10.228.140.252	C10	3
D002524	Cerebellar Ataxia	D001259	C10.597.350.090	C10	3
D002524	Cerebellar Ataxia	D001259	C23.888.592.350.090	C23	4
D002526	Cerebellar Diseases	D001927	C10.228.140	C10	2
D002538	Intracranial Arteriovenous Malformations	D002561	C10.228.140.300	C10	3
D002538	Intracranial Arteriovenous Malformations	D020785	C10.500.190	C10	2
D002538	Intracranial Arteriovenous Malformations	D001165	C14.240.850.750	C14	3
D002538	Intracranial Arteriovenous Malformations	D020785	C14.240.850.875	C14	3
D002538	Intracranial Arteriovenous Malformations	D001165	C14.907.150	C14	2
D002538	Intracranial Arteriovenous Malformations	D020765	C14.907.253.560	C14	3
D002538	Intracranial Arteriovenous Malformations	D001165	C16.131.240.850.750	C16	4
D002538	Intracranial Arteriovenous Malformations	D020785	C16.131.240.850.875	C16	4
D002538	Intracranial Arteriovenous Malformations	D020785	C16.131.666.190	C16	3
D002539	Cerebral Arterial Diseases	D020765	C10.228.140.300.510	C10	4
D002539	Cerebral Arterial Diseases	D020765	C14.907.253.560	C14	3
D002534	Hypoxia, Brain	D001927	C10.228.140	C10	2
D002537	Intracranial Arteriosclerosis	D020765	C10.228.140.300.510	C10	4
D002537	Intracranial Arteriosclerosis	D001161	C14.907.137.126	C14	3
D002537	Intracranial Arteriosclerosis	D020765	C14.907.253.560	C14	3
D002532	Intracranial Aneurysm	D020765	C10.228.140.300.510	C10	4
D002532	Intracranial Aneurysm	D000783	C14.907.055	C14	2
D002532	Intracranial Aneurysm	D020765	C14.907.253.560	C14	3
D014516	Ureteral Neoplasms	D014571	C04.588.945.947	C04	3
D014516	Ureteral Neoplasms	D014571	C12.758.820	C12	2
D014516	Ureteral Neoplasms	D014515	C12.777.725	C12	2
D014516	Ureteral Neoplasms	D014571	C13.351.937.820	C13	3
D014516	Ureteral Neoplasms	D014515	C13.351.968.725	C13	3
D014515	Ureteral Diseases	D014570	C12.777	C12	1
D014515	Ureteral Diseases	D014570	C13.351.968	C13	2
D014514	Ureteral Calculi	D053039	C12.777.725.938	C12	3
D014514	Ureteral Calculi	D053039	C12.777.967.374	C12	3
D014514	Ureteral Calculi	D014545	C12.777.967.500	C12	3
D014514	Ureteral Calculi	D053039	C13.351.968.725.938	C13	4
D014514	Ureteral Calculi	D053039	C13.351.968.967.374	C13	4
D014514	Ureteral Calculi	D014545	C13.351.968.967.500	C13	4
D014514	Ureteral Calculi	D014545	C23.300.175.850	C23	3
D014518	Ureterocele	D014515	C12.777.725	C12	2
D014518	Ureterocele	D014515	C13.351.968.725	C13	3
D014517	Ureteral Obstruction	D014515	C12.777.725	C12	2
D014517	Ureteral Obstruction	D014515	C13.351.968.725	C13	3
D014511	Uremia	D007674	C12.777.419	C12	2
D014511	Uremia	D007674	C13.351.968.419	C13	3
D063466	Respiratory Aspiration of Gastric Contents	D057045	C06.405.117.119.500.484.500	C06	6
D063466	Respiratory Aspiration of Gastric Contents	D053120	C08.618.749	C08	2
D063466	Respiratory Aspiration of Gastric Contents	D053120	C23.550.773	C23	2
D051474	Neuralgia, Postherpetic	D009437	C10.668.829.600	C10	3
D051474	Neuralgia, Postherpetic	D009437	C23.888.592.612.664	C23	4
D063485	Acanthocheilonemiasis	D005368	C03.335.508.700.750.361	C03	5
D014592	Uterine Hemorrhage	D014591	C13.351.500.852	C13	3
D014592	Uterine Hemorrhage	D006470	C23.550.414	C23	2
D014591	Uterine Diseases	D005831	C13.351.500	C13	2
D014582	Urticaria Pigmentosa	D034701	C04.557.450.565.465.500	C04	5
D014582	Urticaria Pigmentosa	D034701	C17.800.508.473	C17	3
D014582	Urticaria Pigmentosa	D010859	C17.800.621	C17	2
D014596	Uterine Prolapse	D014591	C13.351.500.852	C13	3
D014596	Uterine Prolapse	D056887	C23.300.842.624	C23	3
D014595	Uterine Perforation	D014597	C13.351.500.852.904	C13	4
D014595	Uterine Perforation	D014597	C26.761.853	C26	2
D014594	Uterine Neoplasms	D005833	C04.588.945.418	C04	3
D014594	Uterine Neoplasms	D014591	C13.351.500.852	C13	3
D014594	Uterine Neoplasms	D005833	C13.351.937.418	C13	3
D014593	Uterine Inertia	D004420	C13.703.420.288	C13	3
D014597	Uterine Rupture	D014591	C13.351.500.852	C13	3
D014597	Uterine Rupture	D007744	C13.703.420	C13	2
D014597	Uterine Rupture	D012421	C26.761	C26	1
D051516	Hemospermia	D005832	C12.294	C12	1
D014689	Venous Insufficiency	D014652	C14.907	C14	1
D026681	Vitamin B 6 Deficiency	D014804	C18.654.521.500.133.699	C18	5
D012021	Reflex, Abnormal	D009461	C10.597	C10	1
D012021	Reflex, Abnormal	D009461	C23.888.592	C23	2
D012021	Reflex, Abnormal	D012018	E01.370.376.550.650	E01	4
D012021	Reflex, Abnormal	D012018	E01.370.600.550.650	E01	4
D012021	Reflex, Abnormal	D012018	G11.561.731	G11	2
D014681	Velopharyngeal Insufficiency	D009056	C07.465.525	C07	2
D014681	Velopharyngeal Insufficiency	D010608	C07.550	C07	1
D014681	Velopharyngeal Insufficiency	D009056	C07.650.525	C07	2
D014681	Velopharyngeal Insufficiency	D010608	C09.775	C09	1
D014681	Velopharyngeal Insufficiency	D009056	C16.131.850.525	C16	3
D014685	Venereal Tumors, Veterinary	D014565	C04.588.945	C04	2
D014685	Venereal Tumors, Veterinary	D000820	C22	C22	0
D051527	Odontogenic Tumor, Squamous	D009808	C04.557.695	C04	2
D000052	Acanthosis Nigricans	D008548	C17.800.621.430.530	C17	4
D000051	Acantholysis	D012872	C17.800.865	C17	2
D000051	Acantholysis	D010335	C23.550	C23	1
D014694	Ventricular Outflow Obstruction	D006331	C14.280	C14	1
D012030	Refractive Errors	D005128	C11	C11	0
D014693	Ventricular Fibrillation	D001145	C14.280.067	C14	2
D014693	Ventricular Fibrillation	D001145	C23.550.073	C23	2
D038642	Shaken Baby Syndrome	D001930	C10.900.300.087	C10	3
D038642	Shaken Baby Syndrome	D001930	C26.915.300.200	C26	3
D012035	Refsum Disease	D020739	C10.228.140.163.100	C10	4
D012035	Refsum Disease	D015417	C10.500.300	C10	2
D012035	Refsum Disease	D015417	C10.574.500.495	C10	3
D012035	Refsum Disease	D015417	C10.668.829.800.300	C10	4
D012035	Refsum Disease	D015417	C16.131.666.300	C16	3
D012035	Refsum Disease	D015417	C16.320.400.375	C16	3
D012035	Refsum Disease	D020739	C16.320.565.189	C16	3
D012035	Refsum Disease	D018901	C16.320.565.663	C16	3
D012035	Refsum Disease	D020739	C18.452.132.100	C18	3
D012035	Refsum Disease	D020739	C18.452.648.189	C18	3
D012035	Refsum Disease	D018901	C18.452.648.663	C18	3
D000027	Abortion, Incomplete	D000022	C13.703.039	C13	2
D000026	Abortion, Habitual	D000022	C13.703.039	C13	2
D000022	Abortion, Spontaneous	D011248	C13.703	C13	1
D012008	Recurrence	D020969	C23.550.291	C23	2
D012005	Rectal Prolapse	D012002	C06.405.469.860	C06	3
D012005	Rectal Prolapse	D056887	C23.300.842.624	C23	3
D002690	Chlamydia Infections	D002694	C01.252.400.210	C01	3
D002690	Chlamydia Infections	D015231	C01.252.810	C01	2
D002690	Chlamydia Infections	D015231	C01.539.778.281	C01	3
D002690	Chlamydia Infections	D015231	C12.294.668.281	C12	3
D002690	Chlamydia Infections	D015231	C13.351.500.711.281	C13	4
D012006	Rectovaginal Fistula	D012003	C06.267.550.600	C06	3
D012006	Rectovaginal Fistula	D012003	C06.405.469.471.600	C06	4
D012006	Rectovaginal Fistula	D012003	C06.405.469.860.752	C06	4
D012006	Rectovaginal Fistula	D014624	C13.351.500.894.767	C13	4
D012006	Rectovaginal Fistula	D012003	C23.300.575.185.550.600	C23	5
D012006	Rectovaginal Fistula	D014624	C23.300.575.925	C23	3
D012003	Rectal Fistula	D007412	C06.267.550	C06	2
D012003	Rectal Fistula	D007412	C06.405.469.471	C06	3
D012003	Rectal Fistula	D012002	C06.405.469.860	C06	3
D012003	Rectal Fistula	D007412	C23.300.575.185.550	C23	4
D012004	Rectal Neoplasms	D015179	C04.588.274.476.411.307	C04	5
D012004	Rectal Neoplasms	D015179	C06.301.371.411.307	C06	4
D012004	Rectal Neoplasms	D015179	C06.405.249.411.307	C06	4
D012004	Rectal Neoplasms	D015179	C06.405.469.491.307	C06	4
D012004	Rectal Neoplasms	D015179	C06.405.469.860.180	C06	4
D012001	Hyperacusis	D006311	C09.218.458	C09	2
D012001	Hyperacusis	D006311	C10.597.751.418	C10	3
D012001	Hyperacusis	D006311	C23.888.592.763.393	C23	4
D012002	Rectal Diseases	D007410	C06.405.469	C06	2
D000039	Peritonsillar Abscess	D000038	C01.539.830.025	C01	3
D000039	Peritonsillar Abscess	D014069	C07.550.781.750	C07	3
D000039	Peritonsillar Abscess	D014069	C08.730.561.750	C08	3
D000039	Peritonsillar Abscess	D014069	C09.775.649.750	C09	3
D000038	Abscess	D013492	C01.539.830	C01	2
D000038	Abscess	D013492	C23.550.470.756	C23	3
D000037	Abruptio Placentae	D007744	C13.703.420	C13	2
D000037	Abruptio Placentae	D010922	C13.703.590	C13	2
D000031	Abortion, Septic	D011251	C01.539.674	C01	2
D000031	Abortion, Septic	D000022	C13.703.039	C13	2
D000031	Abortion, Septic	D011251	C13.703.700	C13	2
D000030	Abortion, Missed	D000022	C13.703.039	C13	2
D000034	Abortion, Veterinary	D000022	C13.703.039	C13	2
D000034	Abortion, Veterinary	D000820	C22	C22	0
D000033	Abortion, Threatened	D011248	C13.703	C13	1
D002694	Chlamydiaceae Infections	D016905	C01.252.400	C01	2
D012019	Reflex Sympathetic Dystrophy	D020918	C10.177.195	C10	2
D012019	Reflex Sympathetic Dystrophy	D020918	C10.668.829.250	C10	3
D012010	Red-Cell Aplasia, Pure	D000740	C15.378.071	C15	2
D000007	Abdominal Injuries	D014947	C26	C26	0
D000006	Abdomen, Acute	D015746	C23.888.592.612.054	C23	4
D000006	Abdomen, Acute	D015746	C23.888.821.030	C23	3
D000008	Abdominal Neoplasms	D009371	C04.588	C04	1
D014648	Varicose Veins	D014652	C14.907	C14	1
D014647	Varicose Ulcer	D014648	C14.907.927	C14	2
D014647	Varicose Ulcer	D007871	C17.800.893.592	C17	3
D014646	Varicocele	D005832	C12.294	C12	1
D014646	Varicocele	D014652	C14.907	C14	1
D051556	Hyperbilirubinemia, Neonatal	D007232	C16.614	C16	1
D051556	Hyperbilirubinemia, Neonatal	D006932	C23.550.429	C23	2
D000016	Abnormalities, Radiation-Induced	D000013	C16.131	C16	1
D000016	Abnormalities, Radiation-Induced	D011832	C26.733	C26	1
D000016	Abnormalities, Radiation-Induced	D011832	G01.750.748.500	G01	3
D000016	Abnormalities, Radiation-Induced	D011832	N06.850.460.350.850.500	N06	5
D000016	Abnormalities, Radiation-Induced	D011832	N06.850.810.300.360	N06	4
D000015	Abnormalities, Multiple	D000013	C16.131	C16	1
D000014	Abnormalities, Drug-Induced	D000013	C16.131	C16	1
D000013	Congenital Abnormalities	D009358	C16	C16	0
D000012	Abetalipoproteinemia	D006995	C16.320.565.398.500.440	C16	5
D000012	Abetalipoproteinemia	D006995	C18.452.584.500.875.440	C18	5
D000012	Abetalipoproteinemia	D006995	C18.452.648.398.500.440	C18	5
D014657	Vasculitis	D014652	C14.907	C14	1
D014653	Vascular Headaches	D002561	C10.228.140.300	C10	3
D014653	Vascular Headaches	D051271	C10.228.140.546.699	C10	4
D014653	Vascular Headaches	D002561	C14.907.253	C14	2
D014652	Vascular Diseases	D002318	C14	C14	0
D002644	Chickenpox	D000073618	C02.256.466.930	C02	3
D002647	Chilblains	D005627	C26.212.500	C26	2
D002647	Chilblains	D005627	C26.417	C26	1
D002640	Chiari-Frommel Syndrome	D005687	C13.703.844.506.389	C13	4
D002640	Chiari-Frommel Syndrome	D005687	C17.800.090.937.439	C17	4
D014625	Vaginal Neoplasms	D005833	C04.588.945.418	C04	3
D014625	Vaginal Neoplasms	D014623	C13.351.500.894	C13	3
D014625	Vaginal Neoplasms	D005833	C13.351.937.418	C13	3
D014624	Vaginal Fistula	D014623	C13.351.500.894	C13	3
D014624	Vaginal Fistula	D005402	C23.300.575	C23	2
D014623	Vaginal Diseases	D005831	C13.351.500	C13	2
D014627	Vaginitis	D014623	C13.351.500.894	C13	3
D002659	Child Development Disorders, Pervasive	D065886	F03.625	F03	1
D002658	Developmental Disabilities	D065886	F03.625	F03	1
D002653	Child Behavior Disorders	D065886	F03.625	F03	1
D014604	Uveal Neoplasms	D005134	C04.588.364	C04	2
D014604	Uveal Neoplasms	D005134	C11.319	C11	1
D014604	Uveal Neoplasms	D014603	C11.941	C11	1
D014603	Uveal Diseases	D005128	C11	C11	0
D014608	Uveoparotid Fever	D012507	C15.604.515.827	C15	3
D014607	Uveomeningoencephalitic Syndrome	D020274	C10.114	C10	1
D014607	Uveomeningoencephalitic Syndrome	D014605	C11.941.879	C11	2
D014607	Uveomeningoencephalitic Syndrome	D020274	C20.111.258	C20	2
D014606	Uveitis, Anterior	D015864	C11.941.879.780	C11	3
D014605	Uveitis	D014603	C11.941	C11	1
D002637	Chest Pain	D010146	C23.888.592.612	C23	3
D002639	Cheyne-Stokes Respiration	D012120	C08.618	C08	1
D002639	Cheyne-Stokes Respiration	D012818	C23.888.852	C23	2
D002636	Cherubism	D005357	C05.116.099.708.375	C05	4
D002636	Cherubism	D007571	C05.500	C05	1
D002636	Cherubism	D007571	C07.320	C07	1
D002636	Cherubism	D019767	C16.131.621.207.540	C16	4
D002636	Cherubism	D030342	C16.320	C16	1
D014615	Vaccinia	D011213	C02.256.743	C02	2
D002607	Charcot-Marie-Tooth Disease	D015417	C10.500.300	C10	2
D002607	Charcot-Marie-Tooth Disease	D015417	C10.574.500.495	C10	3
D002607	Charcot-Marie-Tooth Disease	D015417	C10.668.829.800.300	C10	4
D002607	Charcot-Marie-Tooth Disease	D015417	C16.131.666.300	C16	3
D002607	Charcot-Marie-Tooth Disease	D015417	C16.320.400.375	C16	3
D002601	Chancre	D013587	C01.252.400.840.744	C01	4
D002601	Chancre	D013587	C01.252.847.840.744	C01	4
D002602	Chancroid	D006192	C01.252.400.700.433	C01	4
D002602	Chancroid	D015231	C01.252.810	C01	2
D002602	Chancroid	D015231	C01.539.778.281	C01	3
D002602	Chancroid	D015231	C12.294.668.281	C12	3
D002602	Chancroid	D015231	C13.351.500.711.281	C13	4
D002609	Chediak-Higashi Syndrome	D010585	C15.378.553.774	C15	3
D002609	Chediak-Higashi Syndrome	D010585	C20.673.774	C20	2
D002613	Cheilitis	D008047	C07.465.409	C07	2
D012090	Cumulative Trauma Disorders	D013180	C26.844	C26	1
D012088	Reoviridae Infections	D012327	C02.782	C02	1
D012080	Chronic Kidney Disease-Mineral and Bone Disorder	D012279	C05.116.198.816	C05	3
D012080	Chronic Kidney Disease-Mineral and Bone Disorder	D007674	C12.777.419	C12	2
D012080	Chronic Kidney Disease-Mineral and Bone Disorder	D007674	C13.351.968.419	C13	3
D012080	Chronic Kidney Disease-Mineral and Bone Disorder	D012279	C18.452.104.816	C18	3
D012080	Chronic Kidney Disease-Mineral and Bone Disorder	D012279	C18.452.174.845	C18	3
D012080	Chronic Kidney Disease-Mineral and Bone Disorder	D012279	C18.654.521.500.133.770.734	C18	6
D012080	Chronic Kidney Disease-Mineral and Bone Disorder	D006962	C19.642.355.480	C19	3
D000076263	Communicable Diseases, Imported	D003141	C01.539.221	C01	2
D012075	Remission, Spontaneous	D018450	C23.550.291.656	C23	3
D012075	Remission, Spontaneous	D001686	G16	G16	0
D012078	Renal Artery Obstruction	D007674	C12.777.419	C12	2
D012078	Renal Artery Obstruction	D007674	C13.351.968.419	C13	3
D012078	Renal Artery Obstruction	D001157	C14.907.137	C14	2
D063726	Delusional Parasitosis	D019967	F03.700	F03	1
D012061	Relapsing Fever	D001899	C01.252.400.155	C01	3
D012061	Relapsing Fever	D017282	C01.252.400.825	C01	3
D012061	Relapsing Fever	D001899	C01.252.847.193	C01	3
D000169	Acrodermatitis	D012868	C16.131.831	C16	2
D000169	Acrodermatitis	D003872	C17.800.174	C17	2
D000169	Acrodermatitis	D012868	C17.800.804	C17	2
D000163	Acquired Immunodeficiency Syndrome	D015658	C02.782.815.616.400	C02	4
D000163	Acquired Immunodeficiency Syndrome	D015658	C02.800.801.400	C02	3
D000163	Acquired Immunodeficiency Syndrome	D012897	C02.839	C02	1
D000163	Acquired Immunodeficiency Syndrome	D015658	C20.673.480	C20	2
D000168	Acrocephalosyndactylia	D003398	C05.116.099.370.894.232	C05	5
D000168	Acrocephalosyndactylia	D013576	C05.116.099.370.894.819	C05	5
D000168	Acrocephalosyndactylia	D003398	C05.660.207.240	C05	3
D000168	Acrocephalosyndactylia	D013576	C05.660.585.800	C05	3
D000168	Acrocephalosyndactylia	D003398	C05.660.906.364	C05	3
D000168	Acrocephalosyndactylia	D013576	C05.660.906.819	C05	3
D000168	Acrocephalosyndactylia	D003398	C16.131.621.207.240	C16	4
D000168	Acrocephalosyndactylia	D013576	C16.131.621.585.800	C16	4
D000168	Acrocephalosyndactylia	D003398	C16.131.621.906.364	C16	4
D000168	Acrocephalosyndactylia	D013576	C16.131.621.906.819	C16	4
D012148	Restless Legs Syndrome	D009422	C10	C10	0
D012148	Restless Legs Syndrome	D020919	C10.886.425.800	C10	3
D012148	Restless Legs Syndrome	D020447	C10.886.659	C10	2
D012148	Restless Legs Syndrome	D020919	F03.870.400.800	F03	3
D012148	Restless Legs Syndrome	D020447	F03.870.664	F03	2
D000170	Acrodynia	D010523	C10.668.829	C10	2
D000170	Acrodynia	D020262	C10.720.475.600	C10	3
D000170	Acrodynia	D020262	C25.723.522.875.500	C25	4
D012142	Respiratory Tract Neoplasms	D013899	C04.588.894	C04	2
D012142	Respiratory Tract Neoplasms	D012140	C08	C08	0
D012140	Respiratory Tract Diseases	D012140	C08	C08	0
D012141	Respiratory Tract Infections	D007239	C01.539	C01	1
D012141	Respiratory Tract Infections	D012140	C08	C08	0
D000172	Acromegaly	D001849	C05.116.132	C05	2
D000172	Acromegaly	D006964	C10.228.140.617.738.250	C10	5
D000172	Acromegaly	D006964	C19.700.355	C19	2
D000182	ACTH Syndrome, Ectopic	D009384	C04.730.713	C04	2
D051642	Histiocytoma	D018218	C04.557.450.565.590	C04	4
D000142	Acidosis, Respiratory	D012131	C08.618.846	C08	2
D000142	Acidosis, Respiratory	D000138	C18.452.076.176	C18	3
D000141	Acidosis, Renal Tubular	D015499	C12.777.419.815	C12	3
D000141	Acidosis, Renal Tubular	D015499	C13.351.968.419.815	C13	4
D000141	Acidosis, Renal Tubular	D015499	C16.320.565.861	C16	3
D000141	Acidosis, Renal Tubular	D000138	C18.452.076.176	C18	3
D000141	Acidosis, Renal Tubular	D015499	C18.452.648.861	C18	3
D000140	Acidosis, Lactic	D000138	C18.452.076.176	C18	3
D063646	Carcinogenesis	D009385	C04.697	C04	1
D063646	Carcinogenesis	D009385	C23.550.727	C23	2
D012128	Respiratory Distress Syndrome, Adult	D008171	C08.381	C08	1
D012128	Respiratory Distress Syndrome, Adult	D012120	C08.618	C08	1
D063647	Fetal Alcohol Spectrum Disorders	D005315	C13.703.277	C13	2
D063647	Fetal Alcohol Spectrum Disorders	D005315	C16.300	C16	1
D063647	Fetal Alcohol Spectrum Disorders	D020751	C25.775.100.087	C25	3
D012127	Respiratory Distress Syndrome, Newborn	D008171	C08.381	C08	1
D012127	Respiratory Distress Syndrome, Newborn	D012120	C08.618	C08	1
D012127	Respiratory Distress Syndrome, Newborn	D007235	C16.614.521	C16	2
D012120	Respiration Disorders	D012140	C08	C08	0
D014782	Visceral Prolapse	D005767	C06.405	C06	1
D014782	Visceral Prolapse	D056887	C23.300.842.624	C23	3
D014786	Vision Disorders	D012678	C10.597.751	C10	2
D014786	Vision Disorders	D005128	C11	C11	0
D014786	Vision Disorders	D012678	C23.888.592.763	C23	3
D000153	Acne Keloid	D007627	A10.165.450.300.425	A10	4
D000153	Acne Keloid	D007627	C17.300.200.425	C17	3
D000153	Acne Keloid	D017486	C17.800.030	C17	2
D000153	Acne Keloid	D005499	C17.800.329.500	C17	3
D000152	Acne Vulgaris	D017486	C17.800.030	C17	2
D000152	Acne Vulgaris	D012625	C17.800.794	C17	2
D000151	Acinetobacter Infections	D045828	C01.252.400.560	C01	3
D000160	Vestibulocochlear Nerve Diseases	D012181	C09.218.807	C09	2
D000160	Vestibulocochlear Nerve Diseases	D003389	C10.292	C10	1
D012131	Respiratory Insufficiency	D012120	C08.618	C08	1
D012130	Respiratory Hypersensitivity	D012140	C08	C08	0
D012130	Respiratory Hypersensitivity	D006969	C20.543.480	C20	2
D012135	Respiratory Sounds	D012818	C23.888.852	C23	2
D012135	Respiratory Sounds	D003948	E01.370.386	E01	2
D012135	Respiratory Sounds	D012143	G09.772	G09	1
D012133	Respiratory Paralysis	D012131	C08.618.846	C08	2
D012133	Respiratory Paralysis	D010243	C10.597.622	C10	2
D012133	Respiratory Paralysis	D010243	C23.888.592.636	C23	3
D000126	Achlorhydria	D013272	C06.405.748	C06	2
D000126	Achlorhydria	D000137	C18.452.076	C18	2
D002780	Cholestasis, Intrahepatic	D002779	C06.130.120.135	C06	3
D002780	Cholestasis, Intrahepatic	D008107	C06.552	C06	1
D002781	Cholesteatoma	D007642	C17.800.428	C17	2
D014766	Viremia	D014777	C02	C02	0
D014766	Viremia	D018805	C23.550.470.790.500	C23	4
D051677	Histiocytoma, Malignant Fibrous	D051642	C04.557.450.565.590.425	C04	5
D051677	Histiocytoma, Malignant Fibrous	D012509	C04.557.450.795	C04	3
D000138	Acidosis	D000137	C18.452.076	C18	2
D000137	Acid-Base Imbalance	D008659	C18.452	C18	1
D000130	Achondroplasia	D004392	C05.116.099.343	C05	3
D000130	Achondroplasia	D010009	C05.116.099.708	C05	3
D000130	Achondroplasia	D004392	C16.320.240	C16	2
D002796	Choline Deficiency	D014804	C18.654.521.500.133.699	C18	5
D014777	Virus Diseases	D014777	C02	C02	0
D014770	Virilism	D012816	C23.888	C23	1
D002769	Cholelithiasis	D001660	C06.130	C06	1
D002761	Cholangitis	D001649	C06.130.120	C06	2
D002764	Cholecystitis	D005705	C06.130.564	C06	2
D002779	Cholestasis	D001649	C06.130.120	C06	2
D002771	Cholera	D014735	C01.252.400.959	C01	3
D014720	Vesicular Exanthema of Swine	D017250	C02.782.160	C02	2
D014720	Vesicular Exanthema of Swine	D013553	C22.905	C22	1
D048070	Fetal Nutrition Disorders	D005315	C13.703.277	C13	2
D048070	Fetal Nutrition Disorders	D044342	C18.654.521	C18	2
D002759	Adenoma, Bile Duct	D000236	C04.557.470.035	C04	3
D002754	Choanal Atresia	D009668	C08.460	C08	1
D002754	Choanal Atresia	D015619	C08.695	C08	1
D002754	Choanal Atresia	D009668	C09.603	C09	1
D002754	Choanal Atresia	D015619	C16.131.740	C16	2
D014735	Vibrio Infections	D016905	C01.252.400	C01	2
D048089	Pneumonia of Calves, Enzootic	D018410	C01.252.620	C01	2
D048089	Pneumonia of Calves, Enzootic	D018410	C08.381.677.540	C08	3
D048089	Pneumonia of Calves, Enzootic	D048090	C08.730.085	C08	2
D048089	Pneumonia of Calves, Enzootic	D018410	C08.730.610.540	C08	3
D048089	Pneumonia of Calves, Enzootic	D048090	C22.196.090	C22	2
D048090	Bovine Respiratory Disease Complex	D012141	C08.730	C08	1
D048090	Bovine Respiratory Disease Complex	D002418	C22.196	C22	1
D014719	Vesicovaginal Fistula	D014624	C13.351.500.894.767	C13	4
D014719	Vesicovaginal Fistula	D001747	C13.351.875.881.312	C13	4
D014719	Vesicovaginal Fistula	D001747	C13.351.968.829.548	C13	4
D014719	Vesicovaginal Fistula	D001747	C23.300.575.825.250	C23	4
D014719	Vesicovaginal Fistula	D014624	C23.300.575.925	C23	3
D014718	Vesico-Ureteral Reflux	D001745	C12.777.829	C12	2
D014718	Vesico-Ureteral Reflux	D001745	C13.351.968.829	C13	3
D014717	Vertigo	D015837	C09.218.568.900	C09	3
D014717	Vertigo	D009461	C10.597	C10	1
D014717	Vertigo	D009461	C23.888.592	C23	2
D014715	Vertebrobasilar Insufficiency	D002545	C10.228.140.300.150	C10	4
D014715	Vertebrobasilar Insufficiency	D002545	C14.907.253.092	C14	3
D061085	Agenesis of Corpus Callosum	D009421	C10.500	C10	1
D061085	Agenesis of Corpus Callosum	D009421	C16.131.666	C16	2
D061085	Agenesis of Corpus Callosum	D020763	C23.300	C23	1
