DO_ID	DO_NAME	UMLS_CUI
DOID:4090	agnosia	C0003635
DOID:11547	corneal deposit	C0162281
DOID:11549	Adie syndrome	C0001519
DOID:10209	extrahepatic bile duct lipoma	C1333509
DOID:10208	chondroid lipoma	C1266131
DOID:1822	secondary lacrimal atrophy	C0339121
DOID:10207	paratesticular lipoma	C1335348
DOID:10206	lipoma of spermatic cord	C0153972
DOID:10205	axillary lipoma	C0347429
DOID:11550	oculomotor nerve paralysis	C0028866
DOID:1826	epilepsy	C0014544
DOID:10203	external auditory meatus lipoma	C0347423
DOID:1825	childhood absence epilepsy	C0014553
DOID:11552	Bowman's membrane folds or rupture	C0155115
DOID:12883	hypochondriasis	C0020604
DOID:1824	status epilepticus	C0038220
DOID:10201	gallbladder lipoma	C1333747
DOID:0060843	hereditary neuropathy with liability to pressure palsies	C0393814
DOID:10200	chest wall lipoma	C1332932
DOID:11554	Chandler syndrome	C0544008
DOID:18	urinary system disease	C1335051
DOID:11555	Fuchs' endothelial dystrophy	C0016781
DOID:17	musculoskeletal system disease	C0026857
DOID:0060844	Norrie disease	C0266526
DOID:11557	acute serous otitis media	C0155415
DOID:15	reproductive system disease	C1335037
DOID:0060847	Leri-Weill dyschondrosteosis	C0265309
DOID:11558	acute allergic serous otitis media	C0155418
DOID:12889	Miller Fisher syndrome	C0393799
DOID:0060849	osteoporosis-pseudoglioma syndrome	C0432252
DOID:4084	testicular trophoblastic tumor	C1515301
DOID:4085	trophoblastic neoplasm	C0041182
DOID:4086	testicular germ cell tumor non-seminomatous	C1336724
DOID:4087	testicular pure germ cell tumor	C1514608
DOID:4080	tricuspid valve insufficiency	C0040961
DOID:1811	reflex sympathetic dystrophy	C0034931
DOID:11561	hypertensive retinopathy	C0152132
DOID:11563	retinal vasculitis	C0152026
DOID:12894	Sjogren's syndrome	C0086981
DOID:12894	Sjogren's syndrome	C1527336
DOID:12895	keratoconjunctivitis sicca	C0022575
DOID:0060854	autosomal recessive pseudohypoaldosteronism type 1	C0268436
DOID:0060853	Potocki-Luspski syndrome	C2931246
DOID:28	endocrine system disease	C0014130
DOID:0060855	autosomal dominant pseudohypoaldosteronism type 1	C1449843
DOID:10230	aortic atherosclerosis	C0155733
DOID:1838	Menkes disease	C0022716
DOID:26	pancreas disease	C0029771
DOID:0060857	septooptic dysplasia	C0338503
DOID:12857	Achilles bursitis	C0149846
DOID:11527	laryngostenosis	C0023075
DOID:12858	Huntington's disease	C0020179
DOID:0060850	annular pancreas	C0149955
DOID:0060852	Pierson syndrome	C1836876
DOID:0060851	pemphigus vulgaris	C0030809
DOID:1844	mononeuritis of upper limb	C0154746
DOID:10223	dermatomyositis	C0011633
DOID:1829	urethral stricture	C0029752
DOID:1827	idiopathic generalized epilepsy	C0014548
DOID:37	skin disease	C0029574
DOID:37	skin disease	C0037274
DOID:37	skin disease	C0037277
DOID:1837	diabetic ketoacidosis	C0011880
DOID:11541	recurrent corneal erosion	C0155119
DOID:1835	mononeuritis multiplex	C0151295
DOID:0060878	hypoparathyroidism-deafness-renal disease syndrome	C1840333
DOID:0060877	ichthyosis bullosa of Siemens	C0432306
DOID:11502	mitral valve insufficiency	C0026266
DOID:11502	mitral valve insufficiency	C0158619
DOID:11502	mitral valve insufficiency	C0264774
DOID:48	male reproductive system disease	C0017412
DOID:11503	diabetic autonomic neuropathy	C0271686
DOID:11504	autonomic neuropathy	C0259749
DOID:12835	quadriplegia	C0034372
DOID:12836	senile entropion	C0155188
DOID:11506	suppurative otitis media	C0029888
DOID:12837	thyroid crisis	C0040127
DOID:11507	rumination disorder	C0154575
DOID:4051	alveolar rhabdomyosarcoma	C0206655
DOID:4051	alveolar rhabdomyosarcoma	C0279613
DOID:5382	Bartholin's gland adenoma	C1511048
DOID:0060870	isolated growth hormone deficiency	C0013338
DOID:4053	rectum rhabdomyosarcoma	C1335687
DOID:5384	bile duct cystadenoma	C0334285
DOID:4054	prostate sarcoma	C0238393
DOID:5385	mixed cell adenoma	C0334323
DOID:47	prostate disease	C0033575
DOID:4050	mediastinum sarcoma	C1334678
DOID:5381	bile duct adenoma	C0008309
DOID:4059	ovary rhabdomyosarcoma	C1335176
DOID:4055	ectomesenchymoma	C0431111
DOID:5386	lung adenoma	C0345964
DOID:5387	middle ear adenoma	C1334759
DOID:4057	gallbladder rhabdomyosarcoma	C1333756
DOID:4058	gallbladder sarcoma	C1333757
DOID:5389	oxyphilic adenoma	C1510502
DOID:12841	ancylostomiasis	C0002831
DOID:0060886	osteopathia striata with cranial sclerosis	C0432268
DOID:12842	Guillain-Barre syndrome	C0018378
DOID:11512	Budd-Chiari syndrome	C0019154
DOID:11514	fissured tongue	C0040412
DOID:11516	hypertensive heart disease	C0152105
DOID:11518	abnormal pupillary function	C0155376
DOID:12849	autistic disorder	C0004352
DOID:53	pituitary gland disease	C0029493
DOID:0060881	renal hypomagnesemia 5 with ocular involvement	C2931121
DOID:5373	retroperitoneal hemangiopericytoma	C1335777
DOID:4043	skeletal muscle cancer	C1334619
DOID:5374	pilomatrixoma	C0206711
DOID:57	aortic valve insufficiency	C0003504
DOID:57	aortic valve insufficiency	C0155568
DOID:57	aortic valve insufficiency	C0264774
DOID:5370	breast hemangiopericytoma	C1511313
DOID:4048	central nervous system rhabdomyosarcoma	C1332891
DOID:5379	hemoglobin E disease	C0238159
DOID:4049	mediastinum rhabdomyosarcoma	C1334677
DOID:4044	skeletal muscle neoplasm	C1335971
DOID:50	thyroid gland disease	C0040128
DOID:5375	hair follicle neoplasm	C0859920
DOID:4045	muscle cancer	C0027095
DOID:4045	muscle cancer	C0684743
DOID:5376	skin pilomatrix carcinoma	C0585475
DOID:4047	liver rhabdomyosarcoma	C1333975
DOID:5378	hemoglobin D disease	C0272080
DOID:11520	benign hypertensive renal disease	C0155596
DOID:4073	pancreatic cystadenocarcinoma	C0238337
DOID:65	connective tissue disease	C0009782
DOID:4074	pancreatic adenocarcinoma	C0281361
DOID:4075	bile duct cystadenocarcinoma	C0334286
DOID:62	aortic valve disease	C1260873
DOID:4071	duodenogastric reflux	C0013299
DOID:4072	duodenal disease	C0013289
DOID:61	mitral valve disease	C0026265
DOID:61	mitral valve disease	C0155563
DOID:61	mitral valve disease	C0264765
DOID:4078	tricuspid valve stenosis	C0040963
DOID:4079	heart valve disease	C0018824
DOID:4079	heart valve disease	C0079485
DOID:1800	neuroendocrine carcinoma	C0206695
DOID:1803	neuritis	C0027813
DOID:1802	mononeuritis	C0235880
DOID:4062	testis sarcoma	C1336727
DOID:5393	brain angioma	C0238814
DOID:76	stomach disease	C0038354
DOID:5394	prolactinoma	C0033375
DOID:75	lymphatic system disease	C0024228
DOID:4064	bile duct sarcoma	C2205442
DOID:5395	functioning pituitary adenoma	C0854486
DOID:74	hematopoietic system disease	C0018939
DOID:4065	mixed type rhabdomyosarcoma	C0334481
DOID:5396	prolactin producing pituitary tumor	C0278863
DOID:5396	prolactin producing pituitary tumor	C1334614
DOID:5390	clear cell adenoma	C0334315
DOID:4060	breast rhabdomyosarcoma	C1332637
DOID:5391	bronchus adenoma	C0149845
DOID:4061	testis rhabdomyosarcoma	C1336726
DOID:5392	acidophil adenoma	C0001433
DOID:77	gastrointestinal system disease	C0012242
DOID:4066	anus rhabdomyosarcoma	C1332276
DOID:0002116	pterygium	C0033999
DOID:4067	anus sarcoma	C1332277
DOID:5398	lipoadenoma	C0334325
DOID:10177	malignant hypertensive renal disease	C0155593
DOID:10176	neuroretinitis	C0154874
DOID:10175	optic papillitis	C0030353
DOID:10175	optic papillitis	C0155288
DOID:10175	optic papillitis	C0242420
DOID:10175	optic papillitis	C0919308
DOID:10174	lacrimal passage granuloma	C0155253
DOID:699	mitochondrial myopathy	C0162670
DOID:698	dentin sensitivity	C0011432
DOID:7880	luteoma	C1517842
DOID:84	osteochondritis dissecans	C0029420
DOID:84	osteochondritis dissecans	C0029421
DOID:5225	von Economo's disease	C0014040
DOID:6559	ethmoid sinus Schneiderian papilloma	C1333476
DOID:5221	chronic polyneuropathy	C1167650
DOID:6553	posterior foramen magnum meningioma	C1335449
DOID:83	cataract	C0029531
DOID:5222	acute necrotizing encephalitis	C0338418
DOID:6552	gastric small cell carcinoma	C1333788
DOID:82	myotonic cataract	C0027128
DOID:5223	infertility	C0021359
DOID:5224	acute hemorrhagic encephalitis	C1332149
DOID:96	staphyloenterotoxemia	C0038159
DOID:5214	demyelinating polyneuropathy	C0270922
DOID:90	degenerative disc disease	C0410606
DOID:6548	angiomatous meningioma	C0334608
DOID:6547	heart lymphoma	C1332850
DOID:7878	uterine corpus atypical polypoid adenomyoma	C1519844
DOID:93	language disorder	C0023015
DOID:5212	congenital disorder of glycosylation	C0282577
DOID:7875	adult xanthogranuloma	C1332220
DOID:92	speech disorder	C0037822
DOID:5213	chronic inflammatory demyelinating polyradiculoneuropathy	C0393819
DOID:6543	acne	C0152249
DOID:6543	acne	C0702166
DOID:10159	osteonecrosis	C0003977
DOID:10159	osteonecrosis	C0027543
DOID:10159	osteonecrosis	C0029445
DOID:10159	osteonecrosis	C0158442
DOID:10159	osteonecrosis	C0158449
DOID:10159	osteonecrosis	C0158450
DOID:10159	osteonecrosis	C0158451
DOID:10159	osteonecrosis	C0158452
DOID:10159	osteonecrosis	C0745048
DOID:11488	idiopathic peripheral autonomic neuropathy	C0154690
DOID:10199	breast lipoma	C0349565
DOID:679	basal ganglia disease	C0004782
DOID:678	progressive supranuclear palsy	C0038868
DOID:10195	pleural lipoma	C1335434
DOID:10194	kidney lipoma	C1335744
DOID:676	juvenile rheumatoid arthritis	C0157916
DOID:676	juvenile rheumatoid arthritis	C0157917
DOID:676	juvenile rheumatoid arthritis	C0157918
DOID:676	juvenile rheumatoid arthritis	C0409667
DOID:10193	classic type lipoma	C1333059
DOID:10192	pleomorphic lipoma	C0205823
DOID:5240	retinal hemangioblastoma	C1514915
DOID:10190	liver lipoma	C1333970
DOID:5241	hemangioblastoma	C0206734
DOID:6579	chest wall bone cancer	C1334572
DOID:6575	childhood optic tract astrocytoma	C1333014
DOID:6576	childhood optic nerve glioma	C0278653
DOID:11491	acquired night blindness	C0152202
DOID:684	hepatocellular carcinoma	C0279607
DOID:683	motor neuritis	C0235025
DOID:682	compartment syndrome	C0009492
DOID:681	progressive bulbar palsy	C0030442
DOID:680	tauopathy	C0949664
DOID:10188	skin lipoma	C0153968
DOID:10188	skin lipoma	C0347394
DOID:10188	skin lipoma	C1333174
DOID:10187	esophageal lipoma	C1333455
DOID:10184	spindle cell lipoma	C0334474
DOID:688	embryonal cancer	C0027654
DOID:10183	endobronchial lipoma	C0852937
DOID:687	hepatoblastoma	C0206624
DOID:10182	diabetic peripheral angiopathy	C0011871
DOID:686	liver carcinoma	C0279000
DOID:5230	hepatoerythropoietic porphyria	C0162569
DOID:6562	ethmoid sinus inverted papilloma	C1333474
DOID:5236	subungual glomus tumor	C1304510
DOID:6567	uterine corpus myxoid leiomyosarcoma	C1519861
DOID:5238	benign perivascular tumor	C1332532
DOID:6569	micropapillomatosis labialis	C1519982
DOID:5232	aortic valve prolapse	C0003505
DOID:6564	neurilemmoma of the pleura	C1335435
DOID:5233	glomangiosarcoma	C1266111
DOID:7894	mite infestation	C0026229
DOID:6566	posterior uveal melanoma	C0278867
DOID:6566	posterior uveal melanoma	C0278868
DOID:693	dental enamel hypoplasia	C0011351
DOID:12797	hallucinogen abuse	C0018526
DOID:12798	mucopolysaccharidosis	C0026703
DOID:10132	psychosexual disorder	C0033951
DOID:12799	mucopolysaccharidosis II	C0026705
DOID:10131	psychologic vaginismus	C0042266
DOID:6512	hepatoid pattern ovarian yolk sac tumor	C1518748
DOID:7843	female breast carcinoma	C0007104
DOID:6514	polyvesicular vitelline pattern ovarian yolk sac tumor	C1518749
DOID:7840	pancreatic non-functioning delta cell tumor	C1335311
DOID:6511	glandular pattern ovarian yolk sac tumor	C1518747
DOID:6510	lung occult squamous cell carcinoma	C1335100
DOID:7841	pediatric cerebral ependymoblastoma	C1332962
DOID:10128	venous insufficiency	C0042485
DOID:11472	subglottis cancer	C0153485
DOID:10127	cerebral artery occlusion	C0028790
DOID:6517	clivus meningioma	C1333073
DOID:7848	interdigitating dendritic cell sarcoma	C1260326
DOID:10126	keratoconus	C0022578
DOID:10125	acute hydrops keratoconus	C0339286
DOID:10124	corneal disease	C0010034
DOID:11476	osteoporosis	C0029456
DOID:6518	Bartholin's gland adenomyoma	C1511049
DOID:7849	dendritic cell sarcoma	C1301364
DOID:10123	pigmentation disease	C0375489
DOID:10122	hyperpigmentation of eyelid	C0155211
DOID:10120	eyelid degenerative disease	C0155209
DOID:6501	brain stem angioblastoma	C1332611
DOID:6500	cerebellar angioblastoma	C1332900
DOID:11481	constrictive pericarditis	C0031048
DOID:11482	hemopericardium	C0019064
DOID:6505	vaginal spindle cell epithelioma	C1511107
DOID:11486	Horner's syndrome	C0019937
DOID:7839	infiltrating nipple syringomatous adenoma	C1518329
DOID:10113	trypanosomiasis	C0041227
DOID:10156	ileal neoplasm	C0020876
DOID:10155	intestinal cancer	C0346627
DOID:10154	small intestine cancer	C0153425
DOID:11446	sciatic neuropathy	C0149940
DOID:10153	ileum cancer	C0153428
DOID:10152	Meckel's diverticulum cancer	C0153429
DOID:10151	malignant neoplasm of short bones of lower limb	C0153518
DOID:5204	fructose-1,6-bisphosphatase deficiency	C0016756
DOID:7868	maxillary sinus inverted papilloma	C1334645
DOID:6536	plasma cell neoplasm	C1136084
DOID:7867	adult central nervous system germinoma	C1370504
DOID:5200	urinary tract obstruction	C0178879
DOID:6530	cortical thymoma	C1266095
DOID:10149	long bones of lower limb cancer	C0153517
DOID:12782	cicatricial ectropion	C0155196
DOID:5207	monodermal teratoma	C1302569
DOID:11452	perinatal jaundice due to hepatocellular damage	C0158976
DOID:12783	migraine without aura	C0338480
DOID:5208	malignant struma ovarii	C0334525
DOID:5209	benign struma ovarii	C1511104
DOID:10146	thymus lymphoma	C1336745
DOID:12785	diabetic polyneuropathy	C0271680
DOID:11457	brain compression	C0009592
DOID:10141	asthenopia	C0004095
DOID:11459	pseudotumor cerebri	C0033845
DOID:10140	dry eye syndrome	C0013238
DOID:6524	malignant ciliary body melanoma	C0346379
DOID:6523	ciliary body mixed cell melanoma	C1333051
DOID:6525	choroid mixed cell melanoma	C1333025
DOID:7851	pancreatic intraductal papillary-mucinous adenoma	C1518868
DOID:6522	mixed cell uveal melanoma	C1334782
DOID:10139	conjunctival degeneration	C0155160
DOID:10138	xerophthalmia	C0043349
DOID:11465	autonomic nervous system disease	C0154691
DOID:615	leukopenia	C0023530
DOID:614	lymphopenia	C0024312
DOID:613	T lymphocyte deficiency	C1274233
DOID:612	primary immunodeficiency disease	C0021051
DOID:7808	necrotic uveal melanoma	C1334931
DOID:7807	choroid necrotic melanoma	C1333026
DOID:7806	adult spinal cord glioblastoma multiforme	C0559185
DOID:627	severe combined immunodeficiency	C0085110
DOID:626	complement deficiency	C0272242
DOID:625	transient hypogammaglobulinemia	C0859960
DOID:624	transient hypogammaglobulinemia of infancy	C0272238
DOID:620	blood protein disease	C0005830
DOID:628	combined T cell and B cell immunodeficiency	C0494261
DOID:630	genetic disease	C0019247
DOID:7824	spinal multifocal clear cell meningioma	C1336051
DOID:7820	sphenocavernous meningioma	C1336036
DOID:7826	adult papillary meningioma	C0281334
DOID:7825	chronic toxic polyneuropathy	C1333048
DOID:7827	adult extraosseous osteosarcoma	C0278985
DOID:605	flying phobia	C0344318
DOID:603	AIDS phobia	C0853870
DOID:602	cancerophobia	C0233705
DOID:600	animal phobia	C0233711
DOID:607	paraplegia	C0030486
DOID:606	Brown-Sequard syndrome	C0242644
DOID:7819	sphenoorbital meningioma	C1336040
DOID:7818	petroclival meningioma	C1335395
DOID:7817	mixed astrocytoma-ependymoma-oligodendroglioma	C0280792
DOID:657	adenoma	C0001430
DOID:657	adenoma	C0334389
DOID:655	inherited metabolic disorder	C0025521
DOID:654	overnutrition	C1257763
DOID:653	purine-pyrimidine metabolic disorder	C0029595
DOID:663	scrotal angioma	C1335936
DOID:660	adrenal cortex cancer	C0001618
DOID:660	adrenal cortex cancer	C0346402
DOID:668	myositis ossificans	C0027122
DOID:664	angiokeratoma of Fordyce	C0263639
DOID:674	cleft palate	C0008925
DOID:1699	congenital ichthyosiform erythroderma	C0079154
DOID:1699	congenital ichthyosiform erythroderma	C0079583
DOID:672	spleen cancer	C0037999
DOID:672	spleen cancer	C0153470
DOID:670	amphetamine abuse	C0154536
DOID:636	central pontine myelinolysis	C0206083
DOID:635	acquired immunodeficiency syndrome	C0001175
DOID:633	myositis	C0027121
DOID:631	fibromyalgia	C0016053
DOID:639	acute disseminated encephalomyelitis	C0014059
DOID:640	encephalomyelitis	C0014070
DOID:649	prion disease	C0162534
DOID:648	kuru	C0022802
DOID:646	viral encephalitis	C0014055
DOID:643	progressive multifocal leukoencephalopathy	C0023524
DOID:1781	thyroid cancer	C0007115
DOID:1781	thyroid cancer	C0040136
DOID:1785	pituitary cancer	C0032019
DOID:1785	pituitary cancer	C0496842
DOID:1789	benign peritoneal mesothelioma	C1377610
DOID:1788	peritoneal mesothelioma	C0346109
DOID:1788	peritoneal mesothelioma	C0854886
DOID:1787	pericarditis	C0031046
DOID:1786	adrenal rest tumor	C0001630
DOID:1770	toxic megacolon	C0025162
DOID:1777	unilateral hyperactive labyrinth	C0155515
DOID:1776	labyrinthine unilateral reactive loss	C0155519
DOID:0060902	Norman-Roberts syndrome	C0796089
DOID:0060901	Waldenstroem's macroglobulinemia	C0024419
DOID:1792	pancreas lymphoma	C1335307
DOID:1791	peritoneal carcinoma	C1514428
DOID:1790	malignant mesothelioma	C0278752
DOID:1790	malignant mesothelioma	C0345967
DOID:1790	malignant mesothelioma	C0392400
DOID:1790	malignant mesothelioma	C1332338
DOID:1796	pancreas sarcoma	C1096346
DOID:1795	tumor of exocrine pancreas	C0345920
DOID:1795	tumor of exocrine pancreas	C0346648
DOID:1793	pancreatic cancer	C0030297
DOID:1793	pancreatic cancer	C0153458
DOID:1793	pancreatic cancer	C0153459
DOID:1793	pancreatic cancer	C0153460
DOID:1793	pancreatic cancer	C0153463
DOID:1799	islet cell tumor	C0242363
DOID:1799	islet cell tumor	C0496784
DOID:1798	pancreatic endocrine carcinoma	C1328479
DOID:1742	drug psychosis	C0033937
DOID:1749	squamous cell carcinoma	C0007137
DOID:1749	squamous cell carcinoma	C0751688
DOID:1748	conjunctival squamous cell carcinoma	C0346359
DOID:1729	retinal vascular occlusion	C0035326
DOID:1733	cryptosporidiosis	C0010418
DOID:1731	histoplasmosis	C0019655
DOID:1731	histoplasmosis	C0035288
DOID:1738	small intestine leiomyoma	C0238197
DOID:1737	duodenal benign neoplasm	C0013291
DOID:1762	cheilitis	C0007971
DOID:1761	Melkersson-Rosenthal syndrome	C0025235
DOID:1760	facial nerve neoplasm	C1263899
DOID:1766	factitious disorder	C0015481
DOID:1768	conversion disorder	C0009946
DOID:1751	malignant conjunctival melanoma	C0346360
DOID:1756	facial nerve disease	C0015464
DOID:1754	mitral valve stenosis	C0026269
DOID:1759	American histoplasmosis	C0153261
DOID:1757	facial hemiatrophy	C0015458
DOID:12753	corneal staphyloma	C0152440
DOID:11424	fallopian tube endometriosis	C0014177
DOID:12756	lacrimal duct cancer	C0153631
DOID:11427	endosalpingiosis	C0269106
DOID:11428	endometriosis of intestine	C0156347
DOID:12759	choroid cancer	C0008523
DOID:12759	choroid cancer	C0153630
DOID:11429	endometriosis of pelvic peritoneum	C0156345
DOID:1701	steroid inherited metabolic disorder	C1257809
DOID:1700	X-linked ichthyosis	C0079588
DOID:11430	endometriosis in scar of skin	C0156348
DOID:11431	endometriosis of rectovaginal septum and vagina	C0156346
DOID:1703	Richter's syndrome	C0349631
DOID:11432	endometriosis of ovary	C0156344
DOID:1702	ichthyosis vulgaris	C0079584
DOID:5295	intestinal disease	C0021831
DOID:5296	liver leiomyosarcoma	C1333969
DOID:5297	rectum leiomyosarcoma	C1335683
DOID:5292	mediastinum leiomyosarcoma	C1334660
DOID:5293	extrahepatic bile duct leiomyosarcoma	C1333508
DOID:5299	endometrial clear cell adenocarcinoma	C0279765
DOID:10112	sleeping sickness	C0041228
DOID:11400	pyelonephritis	C0034186
DOID:12731	pars planitis	C0030593
DOID:11401	xanthogranulomatous pyelonephritis	C0034188
DOID:12732	intermediate uveitis	C0042166
DOID:12733	hypercementosis	C0020441
DOID:12735	hernia of ovary and fallopian tube	C0495094
DOID:11405	diphtheria	C0010153
DOID:11406	choroiditis	C0008526
DOID:1727	retinal vein occlusion	C0035328
DOID:1726	partial of retinal vein occlusion	C0271080
DOID:1725	peritoneum cancer	C0153466
DOID:1724	duodenal ulcer	C0010474
DOID:1724	duodenal ulcer	C0013295
DOID:1712	aortic valve stenosis	C0003507
DOID:1712	aortic valve stenosis	C0152417
DOID:1712	aortic valve stenosis	C0155567
DOID:12750	cyclosporiasis	C0343398
DOID:1713	benign shuddering attacks	C0375200
DOID:12711	black piedra	C0031898
DOID:12711	black piedra	C0153249
DOID:12712	nephronophthisis	C0687120
DOID:12714	Ellis-Van Creveld syndrome	C0013903
DOID:12716	newborn respiratory distress syndrome	C0020192
DOID:5261	heart leiomyosarcoma	C1332848
DOID:12718	chronic gonococcal salpingitis	C0153208
DOID:5262	heart sarcoma	C0238152
DOID:5263	ovary leiomyosarcoma	C1335163
DOID:6595	gastric tubular adenocarcinoma	C1333791
DOID:5264	epithelioid leiomyosarcoma	C0205815
DOID:6594	bladder colonic type adenocarcinoma	C1511188
DOID:5260	colon sarcoma	C1333098
DOID:6590	spondylitis	C0029644
DOID:5265	lung leiomyosarcoma	C1334448
DOID:5267	anus leiomyosarcoma	C1332267
DOID:5268	myxoid leiomyosarcoma	C0205816
DOID:12720	cerebral atherosclerosis	C0007775
DOID:12721	multiple epiphyseal dysplasia	C0026760
DOID:5251	inflammatory leiomyosarcoma	C1334179
DOID:6581	breast apocrine carcinoma	C1332316
DOID:5253	conventional leiomyosarcoma	C1333157
DOID:5258	granular cell leiomyosarcoma	C1333871
DOID:5259	colon leiomyosarcoma	C1333093
DOID:5254	central nervous system leiomyosarcoma	C1334385
DOID:6585	oncocytic breast carcinoma	C1518574
DOID:6587	invasive tubular breast carcinoma	C1328544
DOID:5283	vagina leiomyosarcoma	C1336940
DOID:5285	breast leiomyosarcoma	C1332631
DOID:5280	gastric leiomyosarcoma	C0744295
DOID:5282	prostate leiomyosarcoma	C1335511
DOID:5287	kidney leiomyosarcoma	C1335743
DOID:5288	larynx leiomyosarcoma	C1334371
DOID:5289	uterus leiomyosarcoma	C0280631
DOID:12700	hyperprolactinemia	C0008043
DOID:12700	hyperprolactinemia	C0020514
DOID:12704	ataxia telangiectasia	C0004135
DOID:12705	Friedreich ataxia	C0016719
DOID:5272	small intestinal sarcoma	C1336007
DOID:12707	myoclonic cerebellar dyssynergia	C0007761
DOID:5273	cutaneous leiomyosarcoma	C0346067
DOID:5274	malignant dermis tumor	C0346811
DOID:5275	gallbladder leiomyosarcoma	C1333746
DOID:5271	small intestine leiomyosarcoma	C0920305
DOID:5276	esophagus leiomyosarcoma	C1333454
DOID:12236	primary biliary cirrhosis	C0008312
DOID:12236	primary biliary cirrhosis	C0023892
DOID:12237	bile reflux	C0005403
DOID:12239	anal margin squamous cell carcinoma	C1412037
DOID:5104	testicular infarct	C0392041
DOID:6438	malignant choroid melanoma	C0346388
DOID:0050865	tongue squamous cell carcinoma	C0007137
DOID:5100	middle ear disease	C0271428
DOID:6432	pulmonary hypertension	C0020542
DOID:7763	carcinoma of supraglottis	C1299240
DOID:5101	auricular cancer	C0751094
DOID:7762	childhood multilocular cystic kidney neoplasm	C1332983
DOID:5102	inner ear cancer	C1512779
DOID:7765	Coats disease	C0154832
DOID:7764	subglottis carcinoma	C1299239
DOID:12241	beta thalassemia	C0005283
DOID:13575	non-renal secondary hyperparathyroidism	C1456268
DOID:13574	cortical senile cataract	C0154980
DOID:12246	histoplasmosis meningitis	C0153277
DOID:13576	twin-to-twin transfusion syndrome	C2909036
DOID:13579	kwashiorkor	C0022806
DOID:7750	adult brain ependymoma	C1332186
DOID:6425	eyelid carcinoma	C0920196
DOID:7756	neonatal leukemia	C0235813
DOID:7757	childhood leukemia	C1332977
DOID:7752	extrahepatic biliary papillomatosis	C1333511
DOID:6420	pulmonary valve stenosis	C0034089
DOID:13580	cholestasis	C0008370
DOID:6423	childhood central nervous system mature teratoma	C1332955
DOID:12253	testicular lymphoma	C0349644
DOID:13585	alveolar periostitis	C0013240
DOID:6428	cervical adenoid basal carcinoma	C1516403
DOID:12257	medulloadrenal hyperfunction	C0154206
DOID:0060216	Cogan syndrome	C0271270
DOID:0060215	Balo concentric sclerosis	C0004712
DOID:0060215	Balo concentric sclerosis	C0007795
DOID:0060215	Balo concentric sclerosis	C0205710
DOID:12215	oligohydramnios	C0079924
DOID:0060218	CREST syndrome	C0206138
DOID:0060218	CREST syndrome	C1527226
DOID:13548	secondary Parkinson disease	C0030569
DOID:0060217	Cogan-Reese syndrome	C1168173
DOID:12217	Lewy body dementia	C0752347
DOID:13549	interval angle-closure glaucoma	C0154945
DOID:6451	central nervous system fibrosarcoma	C1332879
DOID:5126	central nervous system leiomyoma	C1334382
DOID:6458	cerebellar liponeurocytoma	C1370507
DOID:5127	bizarre leiomyoma	C0334478
DOID:6457	Cowden disease	C0018553
DOID:6457	Cowden disease	C0391826
DOID:7788	adult spinal cord ependymoma	C1332215
DOID:5128	deep leiomyoma	C1333266
DOID:5129	simple partial epilepsy	C0154712
DOID:6459	lipoma of the rectum	C1335684
DOID:5123	mediastinum leiomyoma	C1334659
DOID:0050848	obstructive sleep apnea	C0020529
DOID:0050848	obstructive sleep apnea	C0037315
DOID:0050848	obstructive sleep apnea	C0338495
DOID:5124	fallopian tube leiomyoma	C1517115
DOID:7787	breast osteosarcoma	C1335149
DOID:5125	extrahepatic bile duct leiomyoma	C1333507
DOID:13550	angle-closure glaucoma	C0017605
DOID:0050841	focal hand dystonia	C0154676
DOID:12223	specific bursitis often of occupational origin	C0158332
DOID:0060227	Adams-Oliver syndrome	C0265268
DOID:12225	Plica syndrome	C0878705
DOID:0060226	acrofrontofacionasal dysostosis	C1860118
DOID:0060224	atrial fibrillation	C0004238
DOID:0050835	generalized dystonia	C0013423
DOID:0050835	generalized dystonia	C0154674
DOID:0050835	generalized dystonia	C0154675
DOID:0050835	generalized dystonia	C0393598
DOID:0050835	generalized dystonia	C0393601
DOID:0050835	generalized dystonia	C0752207
DOID:0050834	CHARGE syndrome	C0265354
DOID:0050834	CHARGE syndrome	C2936502
DOID:6446	ceruminous carcinoma	C0334353
DOID:5117	dermoid cyst of ovary	C0237020
DOID:5118	ovarian cystic teratoma	C1335155
DOID:5112	swayback	C0038981
DOID:5113	nutritional deficiency disease	C0011156
DOID:6445	ovarian endometrioid malignant adenofibroma	C1518711
DOID:13560	subserous uterine fibroid	C0153995
DOID:13561	optic disk drusen	C0029128
DOID:13564	aspergillosis	C0004030
DOID:5119	ovarian cyst	C0029513
DOID:12234	cascade stomach	C0267183
DOID:13566	tibial collateral ligament bursitis	C0158315
DOID:13565	neuroaspergillosis	C0752342
DOID:0060238	Van Maldergem syndrome	C1832390
DOID:0060237	Warburg micro syndrome	C1838625
DOID:13523	loiasis	C0023968
DOID:0060239	Van der Woude syndrome	C0175697
DOID:0060239	Van der Woude syndrome	C1834339
DOID:0060230	basal ganglia calcification	C0393590
DOID:0060234	Carpenter syndrome	C1275078
DOID:0060236	xanthinuria	C0268118
DOID:0060236	xanthinuria	C1863688
DOID:0060235	carnitine palmitoyltransferase II deficiency	C0342790
DOID:7725	epilepsy with generalized tonic-clonic seizures	C0014549
DOID:0050826	tricuspid valve disease	C0264776
