ORPHANET_ID	ORPHANET_NAME	PARENT_ORPHANET_ID
1801	Kyphomelic dysplasia	93419
1798	Dysostosis, Stanescu type	93419
1799	Familial developmental dysphasia	98006
1794	Oculomaxillofacial dysostosis	93890
2128	Isolated hemihyperplasia	93890
2130	Hemimelia	
2136	Hennekam syndrome	93890
2138	46,XX ovotesticular disorder of sex development	93890
2139	Hernández-Aguirre Negrete syndrome	93890
2141	Diaphragmatic defect-limb deficiency-skull defect syndrome	93890
2143	Donnai-Barrow syndrome	93890
2145	Craniosynostosis, Herrmann-Opitz type	93890
2149	Nodular neuronal heterotopia	93890
2148	Lissencephaly type 1 due to doublecortin gene mutation	93890
158048	Hemophagocytic syndrome associated with an infection	98004
158057	Acquired hemophagocytic lymphohistiocytosis associated with malignant disease	98004
2108	Hallermann-Streiff syndrome	93890
158061	Macrophage activation syndrome	98023
2107	Hall-Riggs syndrome	93890
2110	Hallux varus-preaxial polysyndactyly syndrome	93890
2109	Hallermann-Streiff-like syndrome	93890
2111	Cystic hamartoma of lung and kidney	93890
158124	Genetic dementia	
158266	Huntington disease-like syndrome	
2115	Harrod syndrome	93890
158300	Rare genetic hematologic disease	
2114	Hip dysplasia, Beukes type	93419
2994	Short stature-craniofacial anomalies-genital hypoplasia syndrome	93890
2117	Hartsfield syndrome	93890
2119	HEC syndrome	97929
2124	Cavernous hemangiomas of face-supraumbilical midline raphe syndrome	93890
2123	Diffuse neonatal hemangiomatosis	93890
157997	Benign cephalic histiocytosis	89826
2090	GMS syndrome	93890
157991	Generalized eruptive histiocytosis	89826
2091	Multinodular goiter-cystic kidney-polydactyly syndrome	93890
157987	Non-Langerhans cell histiocytosis	
2087	Glomerulonephritis-sparse hair-telangiectasis syndrome	
158011	Necrobiotic xanthogranuloma	89826
158008	Papular xanthoma	89826
376	Gordon syndrome	93890
158003	Xanthoma disseminatum	89826
2092	Focal dermal hypoplasia	93890
158000	Juvenile xanthogranuloma	89826
2098	Acromesomelic dysplasia, Grebe type	93419
158025	Hereditary progressive mucinous histiocytosis	89826
158022	Progressive nodular histiocytosis	89826
380	Greig cephalopolysyndactyly syndrome	93890
2095	Gorlin-Chaudhry-Moss syndrome	93890
158019	Indeterminate cell histiocytosis	89826
158014	Rosaï-Dorfman disease	98023
2097	Grant syndrome	93419
158041	Secondary hemophagocytic lymphohistiocytosis	
2101	Grubben-de Cock-Borghgraef syndrome	93890
158038	Primary hemophagocytic lymphohistiocytosis	
2104	Dysmorphism-pectus carinatum-joint laxity syndrome	93890
158032	Hemophagocytic syndrome	
158029	Sea-blue histiocytosis	98023
157843	Trigeminal autonomic cephalalgia	98006
2069	Gastrocutaneous syndrome	89826
157846	Neuroferritinopathy	98006
157832	Craniorhiny	93890
2067	GAPO syndrome	93890
157835	Paroxysmal hemicrania	98006
2065	Galloway-Mowat syndrome	93890
2075	Genitopalatocardiac syndrome	93890
157941	Huntington disease-like 1	98006
2074	Gemignani syndrome	93890
157850	Pantothenate kinase-associated neurodegeneration	98006
2072	Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome	68367
157855	HARP syndrome	
157954	ANE syndrome	93890
157962	Oculoauricular syndrome, Schorderet type	97966
157946	Huntington disease-like 3	98006
2078	Geroderma osteodysplastica	93419
157949	Combined immunodeficiency with granulomatosis	98004
2077	German syndrome	93890
157973	Congenital muscular dystrophy due to LMNA mutation	98006
2085	Glaucoma-sleep apnea syndrome	97966
2084	Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome	93890
157965	SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome	98023
2083	Prominent glabella-microcephaly-hypogenitalism syndrome	93890
2081	Cerebral gigantism-jaw cysts syndrome	
2051	Fraser-like syndrome	
2055	Growth deficiency-brachydactyly-dysmorphism syndrome	
1791	Frontofacionasal dysplasia	93890
1826	Frontometaphyseal dysplasia	93419
2047	Flynn-Aird syndrome	93890
2048	Foix-Chavany-Marie syndrome	98006
2050	Cole-Carpenter syndrome	93419
2060	Fukuda-Miyanomae-Nakata syndrome	
2063	Splenogonadal fusion-limb defects-micrognathia syndrome	93890
2064	Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome	93890
250	Frontonasal dysplasia	93890
2057	Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome	93890
2059	Fryns syndrome	93890
2026	Gingival fibromatosis-hypertrichosis syndrome	93890
2025	Gingival fibromatosis-facial dysmorphism syndrome	93890
2028	Juvenile hyaline fibromatosis	93419
2027	Gingival fibromatosis-progressive deafness syndrome	93890
158796	Classic mast cell leukemia	250908
2021	Fibrochondrogenesis	93419
158799	Aleukemic mast cell leukemia	250908
2019	Femur-fibula-ulna complex	93890
2024	Hereditary gingival fibromatosis	98026
2022	Endocardial fibroelastosis	97929
2824	Paraplegia-intellectual disability-hyperkeratosis syndrome	93890
2045	FLOTCH syndrome	89826
2044	Floating-Harbor syndrome	93890
2031	Hepatic fibrosis-renal cysts-intellectual disability syndrome	93890
2029	Multiple non-ossifying fibromatosis	
2036	Scalp-ear-nipple syndrome	93890
158769	Plaque-form urticaria pigmentosa	89826
2006	Median cleft lip/mandibule	93890
158766	Typical urticaria pigmentosa	89826
2007	Alar cartilages hypoplasia-coloboma-telecanthus syndrome	93890
2003	Cleft lip/palate-deafness-sacral lipoma syndrome	93890
158687	Lethal acantholytic epidermolysis bullosa	89826
158684	Epidermolysis bullosa simplex with pyloric atresia	89826
2004	Laryngotracheoesophageal cleft	93890
2001	Cleft lip/palate-intestinal malrotation-cardiopathy syndrome	93890
158681	Epidermolysis bullosa simplex with circinate migratory erythema	89826
158676	Dominant dystrophic epidermolysis bullosa, nails only	89826
158673	Acral dystrophic epidermolysis bullosa	89826
158668	Epidermolysis bullosa simplex due to plakophilin deficiency	89826
2016	Cleft palate-lateral synechia syndrome	93890
158793	Lymphoadenopathic mastocytosis with eosinophilia	250908
2017	Sternal cleft	93890
2013	Cleft palate-large ears-small head syndrome	93890
2010	Cleft palate-stapes fixation-oligodontia syndrome	93890
158778	Isolated bone marrow mastocytosis	250908
158775	Smoldering systemic mastocytosis	250908
158772	Nodular urticaria pigmentosa	89826
2008	Acrocardiofacial syndrome	93890
1987	Femoral agenesis/hypoplasia	93890
1986	Gollop-Wolfgang complex	93890
1984	Fechtner syndrome	
1980	Bilateral striopallidodentate calcinosis	98006
158661	Suprabasal epidermolysis bullosa simplex	
158665	Basal epidermolysis bullosa simplex	
1997	Blepharo-cheilo-odontic syndrome	93890
1995	Cleft lip-retinopathy syndrome	93890
1993	Pai syndrome	93890
1988	Femoral-facial syndrome	93890
2348	Familial partial lipodystrophy, Dunnigan type	97978
247775	Mayer-Rokitansky-Küster-Hauser syndrome type 1	93890
2351	Kousseff syndrome	93890
247768	Müllerian aplasia and hyperandrogenism	93890
2353	Schilbach-Rott syndrome	93890
247790	FTH1-related iron overload	68367
247798	MUTYH-related attenuated familial adenomatous polyposis	97935
2355	Kumar-Levick syndrome	
247794	Juvenile cataract-microcornea-renal glucosuria syndrome	68367
247815	Autosomal recessive ataxia due to PEX10 deficiency	98006
247806	APC-related attenuated familial adenomatous polyposis	97935
2363	Lacrimoauriculodentodigital syndrome	93890
247691	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	98006
2340	Keratosis follicularis spinulosa decalvans	89826
247685	Odontohypophosphatasia	93419
2342	Haim-Munk syndrome	93890
247709	Multiple endocrine neoplasia type 2B	250908
247698	Multiple endocrine neoplasia type 2A	250908
247724	Idiopathic eosinophilic myositis	98006
247718	Inflammatory myopathy with abundant macrophages	98006
247765	X-linked cerebellar ataxia	
485	Kniest dysplasia	93419
247762	Lipoblastoma	250908
2347	Lethal Kniest-like dysplasia	93419
247585	Citrullinemia type II	68367
2333	Kenny-Caffey syndrome	93419
247598	Neonatal intrahepatic cholestasis due to citrin deficiency	68367
2332	KBG syndrome	93890
247604	Juvenile primary lateral sclerosis	98006
247623	Perinatal lethal hypophosphatasia	93419
247638	Prenatal benign hypophosphatasia	93419
2338	Isolated punctate palmoplantar keratoderma	
2337	Non-epidermolytic palmoplantar keratoderma	89826
247651	Infantile hypophosphatasia	93419
247667	Childhood-onset hypophosphatasia	93419
2339	Keratosis follicularis-dwarfism-cerebral atrophy syndrome	93890
247676	Adult hypophosphatasia	93419
494	Keratoderma hereditarium mutilans	89826
2322	Kabuki syndrome	93890
247378	Autosomal recessive secondary polycythemia not associated with VHL gene	97992
2321	Jung syndrome	93890
2324	Osteopenia-intellectual disability-sparse hair syndrome	93419
247511	Autosomal dominant secondary polycythemia	97992
2323	Sanjad-Sakati syndrome	93890
247522	Primary ciliary dyskinesia-retinitis pigmentosa syndrome	97955
247525	Citrullinemia type I	68367
247546	Acute neonatal citrullinemia type I	68367
2325	Epidermolysis bullosa simplex with anodontia/hypodontia	89826
247573	Adult-onset citrullinemia type I	68367
2329	Karsch-Neugebauer syndrome	93890
247582	Citrin deficiency	
2328	Kapur-Toriello syndrome	93890
248404	Rare thrombotic disorder due to an acquired platelet anomaly	
2408	Lowe-Kohn-Cohen syndrome	93890
248401	Rare thrombotic disorder due to a constitutional platelet anomaly	
2409	Lowry-MacLean syndrome	93890
2405	Thickened earlobes-conductive deafness syndrome	98036
248368	Rare thrombotic disorder due to a platelet anomaly	
248365	Rare thrombotic disorder due to an acquired coagulation factors defect	
2407	LOC syndrome	89826
250165	Genetic polycythemia	
2412	Dislocation of the hip-dysmorphism syndrome	93890
2575	Cystic fibrosis-gastritis-megaloblastic anemia syndrome	97935
248408	Familial hypodysfibrinogenemia	97992
2410	Hypergonadotropic hypogonadism-cataract syndrome	93890
248326	Rare hemorrhagic disorder due to a platelet anomaly	
2399	Nasopalpebral lipoma-coloboma syndrome	93890
248315	Rare hemorrhagic disorder due to a coagulation factors defect	
2400	Peripheral motor neuropathy-dysautonomia syndrome	98006
248308	Rare hemorrhagic disorder	
2396	Encephalocraniocutaneous lipomatosis	89826
248361	Rare thrombotic disorder due to a constitutional coagulation factors defect	
248358	Rare thrombotic disorder due to a coagulation factors defect	
248347	Rare hemorrhagic disorder due to an acquired platelet anomaly	
248340	Isolated delta-storage pool disease	97992
2388	Choreoacanthocytosis	98006
248111	Juvenile Huntington disease	98006
2387	Leukonychia totalis	89826
2386	Leukoencephalopathy-palmoplantar keratoderma syndrome	89826
248095	Primary hypertrophic osteoarthropathy	
2379	Early-onset parkinsonism-intellectual disability syndrome	93890
248302	Rare acquired deficiency anemia	
2391	Congenitally short costocoracoid ligament	93890
248293	Rare deficiency anemia	
2390	Lichtenstein syndrome	98004
248296	Constitutional deficiency anemia	
2389	Lewis-Pashayan syndrome	
247834	Occult macular dystrophy	97966
2371	Lethal Larsen-like syndrome	93419
247839	Oligoarticular juvenile idiopathic arthritis with anti-nuclear antibodies	98023
2369	Limb body wall complex	93890
247820	Ectodermal dysplasia-syndactyly syndrome	93890
247827	Ectodermal dysplasia-cutaneous syndactyly syndrome	93890
247861	Rheumatoid factor-negative juvenile idiopathic arthritis without anti-nuclear antibodies	98023
2378	Laurin-Sandrow syndrome	93890
247868	NLRP12-associated hereditary periodic fever syndrome	98023
247846	Oligoarticular juvenile idiopathic arthritis without anti-nuclear antibodies	98023
2375	Laryngeal abductor paralysis-intellectual disability syndrome	93890
247854	Rheumatoid factor-negative juvenile idiopathic arthritis with anti-nuclear antibodies	98023
2456	Familial supernumerary nipples	96344
2457	Mandibuloacral dysplasia	93419
2451	Mucocutaneous venous malformations	93890
2453	Malpuech syndrome	
2439	Patterson-Stevenson-Fontaine syndrome	93890
244305	Dominant hypophosphatemia with nephrolithiasis or osteoporosis	93626
244283	Biliary atresia with splenic malformation syndrome	93890
2440	Isolated split hand-split foot malformation	93890
244310	RFT1-CDG	68367
244242	HELLP syndrome	97992
296	Ollier disease	93419
2437	Czeizel-Losonci syndrome	93890
244275	De novo thrombotic microangiopathy after kidney transplantation	
2438	Hand-foot-genital syndrome	93890
243343	Dimethylglycine dehydrogenase deficiency	68367
1019	Epstein syndrome	
243367	Acute fatty liver of pregnancy	57146
2435	Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome	89826
2429	Macrocephaly-spastic paraplegia-dysmorphism syndrome	93890
2432	Macrosomia-microphthalmia-cleft palate syndrome	93890
2419	Lymphedema-ptosis syndrome	
2489	Upper limb defect-eye and ear abnormalities syndrome	93890
247353	Generalized pustular psoriasis	89826
247262	Hyperphosphatasia-intellectual disability syndrome	93890
2487	Lower limb malformation-hypospadias syndrome	93890
247257	Inhalational anthrax	68416
247245	Superficial siderosis	98006
247242	Acquired ataxia	
2485	Melorheostosis	93419
2486	Transverse limb deficiency-hemangioma syndrome	
247239	Non-hereditary degenerative ataxia	
247234	Sporadic adult-onset ataxia of unknown etiology	98006
2483	Melkersson-Rosenthal syndrome	89826
247203	Collecting duct carcinoma	250908
2484	Melnick-Needles syndrome	93419
247198	Progressive cerebello-cerebral atrophy	98006
2481	Neurocutaneous melanocytosis	89826
2482	Melhem-Fahl syndrome	93890
247165	Infantile mercury poisoning	108999
2477	Megalencephaly	93890
2479	Megalocornea-intellectual disability syndrome	93890
2475	White forelock with malformations	93890
2476	Dysraphism-cleft lip/palate-limb reduction defects syndrome	93890
2473	McKusick-Kaufman syndrome	93890
2471	McDonough syndrome	93890
2470	Matthew-Wood syndrome	93890
561	Marshall-Smith syndrome	93890
2464	Marfanoid syndrome, De Silva type	93890
559	Marinesco-Sjögren syndrome	98006
2463	Marfanoid habitus-autosomal recessive intellectual disability syndrome	93890
2462	Shprintzen-Goldberg syndrome	93890
2461	Marden-Walker syndrome	93890
251630	Anaplastic oligodendroglioma	250908
2172	Microcephaly-glomerulonephritis-marfanoid habitus syndrome	93890
251636	Ependymoma	250908
2174	Hunter-Carpenter-McDonald syndrome	
251639	Subependymoma	250908
2176	Infantile systemic hyalinosis	93419
251643	Myxopapillary ependymoma	250908
251646	Anaplastic ependymoma	250908
251651	Oligoastrocytic tumor	
2181	Hydrocephaly-tall stature-joint laxity syndrome	93890
251656	Oligoastrocytoma	250908
2180	Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome	93890
251663	Anaplastic oligoastrocytoma	250908
2186	Hydrocephalus-blue sclerae-nephropathy syndrome	93890
251668	Glial tumor of neuroepithelial tissue with unknown origin	
251671	Angiocentric glioma	250908
2189	Hydrolethalus	93890
251674	Chordoid glioma	250908
251679	Astroblastoma	250908
2190	Congenital hydronephrosis	93626
312	Autosomal dominant epidermolytic ichthyosis	89826
2196	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement	93626
251852	Embryonal tumor of neuroepithelial tissue	
251576	Gliosarcoma	250908
251561	High-grade astrocytoma	
2150	Hirschsprung disease-type D brachydactyly syndrome	93890
251582	Gliomatosis cerebri	250908
251579	Giant cell glioblastoma	250908
2152	Mowat-Wilson syndrome	93890
2153	Hirschsprung disease-nail hypoplasia-dysmorphism syndrome	93890
251592	Low-grade astrocytoma	
251589	Anaplastic astrocytoma	250908
251598	Protoplasmic astrocytoma	250908
2155	Hirschsprung disease-deafness-polydactyly syndrome	93890
251595	Diffuse astrocytoma	250908
251604	Gemistocytic astrocytoma	250908
251601	Fibrillary astrocytoma	250908
2158	Histidinuria-renal tubular defect syndrome	68367
251612	Pilocytic astrocytoma	250908
2163	Holoprosencephaly-craniosynostosis syndrome	93890
251607	Pleomorphic xanthoastrocytoma	250908
251618	Subependymal giant cell astrocytoma	250908
2165	Holoprosencephaly-caudal dysgenesis syndrome	93890
251615	Pilomyxoid astrocytoma	250908
2166	Holoprosencephaly-postaxial polydactyly syndrome	93890
251627	Oligodendroglioma	250908
2167	Holzgreve syndrome	93890
251623	Pituicytoma	250908
2169	Methylcobalamin deficiency type cblE	68367
251927	Extraventricular neurocytoma	250908
251931	Cerebellar liponeurocytoma	250908
2222	Hypertrichosis lanuginosa congenita	89826
251919	Pineal parenchymal tumor of intermediate differenciation	250908
2220	Hypertrichosis cubiti	93890
251924	Neuronal tumor	
1051	Ramos-Arroyo syndrome	93890
251940	Desmoplastic infantile astrocytoma/ganglioglioma	250908
251946	Dysembryoplastic neuroepithelial tumor	250908
2228	Hypodontia-dysplasia of nails syndrome	93890
251934	Mixed neuronal-glial tumor	
2224	Hypertryptophanemia	68367
251937	Gangliocytoma	250908
2232	Primary hypergonadotropic hypogonadism-partial alopecia syndrome	97978
251962	Papillary glioneuronal tumor	250908
251975	Rosette-forming glioneuronal tumor	250908
2230	Hypogonadotropic hypogonadism-frontoparietal alopecia syndrome	97978
251949	Ganglioglioma	250908
2229	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	93890
251957	Anaplastic ganglioglioma	250908
252006	Yolk sac tumor of central nervous system	250908
2238	Familial isolated hypoparathyroidism	97978
252015	Choriocarcinoma of the central nervous system	250908
2237	Hypoparathyroidism-sensorineural deafness-renal disease syndrome	93626
2235	Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome	97966
251992	Ganglioneuroma	250908
251995	Primary germ cell tumor of central nervous system	
2234	Male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome	93890
251867	Classic medulloblastoma	250908
2199	Epidermolytic palmoplantar keratoderma	89826
251863	Desmoplastic/nodular medulloblastoma	250908
2200	Focal palmoplantar and gingival keratoderma	89826
2198	Palmoplantar keratoderma-esophageal carcinoma syndrome	89826
251858	Medulloblastoma with extensive nodularity	250908
495	Transgrediens et progrediens palmoplantar keratoderma	89826
251855	Anaplastic/large cell medulloblastoma	250908
251883	Medulloepithelioma of the central nervous system	250908
2206	Ankylosing vertebral hyperostosis with tylosis	93890
251880	Ependymoblastoma	250908
2201	Palmoplantar keratoderma-spastic paralysis syndrome	89826
251877	Ganglioneuroblastoma	250908
2202	Palmoplantar keratoderma-deafness syndrome	93890
251870	Central nervous system primitive neuroectodermal tumor	
251902	Atypical papilloma of choroid plexus	250908
251899	Choroid plexus carcinoma	250908
2213	Hypertelorism-microtia-facial clefting syndrome	93890
251896	Choroid plexus tumor	
2211	Hypertelorism-hypospadias-polysyndactyly syndrome	93890
251915	Papillary tumor of the pineal region	250908
251912	Pineocytoma	250908
2218	Cervical hypertrichosis-peripheral neuropathy syndrome	93890
251909	Pineoblastoma	250908
2215	Multiple pterygium-malignant hyperthermia syndrome	93890
251905	Pineal tumor of neuroepithelial tissue	
2216	Maternal hyperthermia-induced birth defects	93890
251019	2q32q33 microdeletion syndrome	93890
2266	Hypotrichosis-intellectual disability, Lopes type	93890
251028	2q33.1 microdeletion syndrome	93890
2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	93890
251038	3q29 microduplication syndrome	93890
250999	1q41q42 microdeletion syndrome	93890
2261	Hypospadias-intellectual disability, Goldblatt type syndrome	93890
251004	Paternal uniparental disomy of chromosome 1	93890
251009	Maternal uniparental disomy of chromosome 1	93890
672	Pallister-Hall syndrome	93890
251014	2q31.1 microdeletion syndrome	93890
455	Superficial epidermolytic ichthyosis	89826
251061	7q31 microdeletion syndrome	93890
251066	8p11.2 deletion syndrome	93890
2272	Ichthyosis-oral and digital anomalies syndrome	93890
251071	8p23.1 microdeletion syndrome	93890
2274	Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome	98006
251076	8p23.1 duplication syndrome	93890
2273	Ichthyosis follicularis-alopecia-photophobia syndrome	89826
251043	Ring chromosome 5 syndrome	93890
165	Neutral lipid storage disease	
251046	6p22 microdeletion syndrome	93890
139	CHILD syndrome	93890
457	Harlequin ichthyosis	89826
2271	Congenital ichthyosis-microcephalus-tetraplegia syndrome	89826
251056	6q25 microdeletion syndrome	93890
250808	Serpinopathy with toxic serpin polymerization	
250805	Serpinopathy	
2246	Cerebellar hypoplasia-tapetoretinal degeneration syndrome	98006
250831	Logopenic progressive aphasia	98006
2249	Ulna hypoplasia-intellectual disability syndrome	93890
250811	Serpinopathy with loss of serpin function	
2239	Familial isolated hypoparathyroidism due to agenesis of parathyroid gland	97978
2241	Megacystis-microcolon-intestinal hypoperistalsis syndrome	93890
2243	Hypopituitarism-micropenis-cleft lip/palate syndrome	
250984	Autosomal recessive Stickler syndrome	93419
2256	Fibulo-ulnar hypoplasia-renal anomalies syndrome	93890
2257	Primary pulmonary hypoplasia	93890
250977	AICA-ribosiduria	93890
2258	Congenital unilateral pulmonary hypoplasia	93890
250994	1q21.1 microduplication syndrome	93890
250989	1q21.1 microdeletion syndrome	93890
2250	Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome	93890
250923	Isolated aniridia	93890
2251	Thumb deformity-alopecia-pigmentation anomaly syndrome	93890
250908	Rare neoplastic disease	
2252	Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome	93890
250972	Polymicrogyria with optic nerve hypoplasia	93890
2255	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	97978
250932	Autosomal dominant optic atrophy and peripheral neuropathy	97966
251380	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	97992
2306	Isotretinoin-like syndrome	93890
251383	CK syndrome	93890
2305	Isotretinoin syndrome	93890
251370	Sickle cell-hemoglobin D disease syndrome	97992
251375	Sickle cell-hemoglobin E disease syndrome	97992
251359	Sickle cell-beta-thalassemia disease syndrome	97992
251365	Sickle cell-hemoglobin C disease syndrome	97992
2295	Familial articular hypermobility syndrome	98023
251355	Sickle cell disease associated with an other hemoglobin anomaly	
2292	Congenital bowing of long bones	93419
251535	Maternal disease-related embryofetopathy	
2319	Juberg-Hayward syndrome	93890
251558	Rare tumor of neuroepithelial tissue	
251523	Hyperzincemia and hypercalprotectinemia	68367
2316	Johnson neuroectodermal syndrome	93890
251529	Toxic or drug-related embryofetopathy	
2315	Johanson-Blizzard syndrome	93890
251510	46,XY partial gonadal dysgenesis	93890
251515	Distal arthrogryposis type 10	93890
2310	Absence deformity of leg-cataract syndrome	93890
2309	Pachyonychia congenita	89826
251393	Localized junctional epidermolysis bullosa, non-Herlitz type	89826
2307	IVIC syndrome	93890
251295	Pigmented paravenous retinochoroidal atrophy	97966
251290	Parietal foramina with clavicular hypoplasia	93419
2282	Dysmorphism-short stature-deafness-disorder of sex development syndrome	93890
251287	Benign concentric annular macular dystrophy	97966
251282	Autosomal dominant spastic ataxia type 1	98006
251279	Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome	97966
251274	Familial hyperaldosteronism type III	97978
2278	Ichthyosis-intellectual disability-dwarfism-renal impairment syndrome	93890
251262	Familial osteochondritis dissecans	93419
2291	Congenital velopharyngeal incompetence	98036
251347	Ataxia-telangiectasia-like disorder	98006
251332	Unexplained long-lasting fever/inflammatory syndrome	98023
251328	Unclassified vasculitis	98023
2289	Neuronal intranuclear inclusion disease	98006
251325	Drug-induced vasculitis	98023
2290	Microvillus inclusion disease	97935
2287	Fused mandibular incisors	98026
251312	Overlapping connective tissue disease	
2285	Primary basilar invagination	98006
251307	Idiopathic recurrent pericarditis	98023
251304	Infantile onset panniculitis with uveitis and systemic granulomatosis	98023
254843	Exercise intolerance with lactic acidosis	
2674	Cyprus facial-neuromusculoskeletal syndrome	93890
254846	Isolated oxidative phosphorylation complex disorder	
254837	Unspecified mitochondrial disorder	
2673	Neurofaciodigitorenal syndrome	93890
2672	Neuhauser-Eichner-Opitz syndrome	98006
254857	Lethal infantile mitochondrial myopathy	68367
2678	Neurofibromatosis type 6	89826
254864	Mitochondrial myopathy with reversible cytochrome C oxidase deficiency	68367
2676	Neuroectodermal-endocrine syndrome	
254851	Mitochondrial DNA-related dystonia	68367
254854	Pure mitochondrial myopathy	68367
2668	Nephropathy-deafness-hyperparathyroidism syndrome	98036
254807	Multiple mitochondrial DNA deletion syndrome	
2663	Nathalie syndrome	93890
254818	Ataxia neuropathy spectrum	
2662	Keipert syndrome	93890
254793	Mitochondrial oxidative phosphorylation disorder due to a duplication of mitochondrial DNA	
2661	Dwarfism-tall vertebrae syndrome	
254803	Mitochondrial DNA depletion syndrome, encephalomyopathic form	68367
2671	Neu-Laxova syndrome	93890
254830	Mitochondrial substrate carrier disorder	
1475	Renal coloboma syndrome	93890
254834	Mitochondrial protein import disorder	
2670	Pierson syndrome	93626
254822	Mitochondrial oxidative phosphorylation disorder with no known mechanism	
2669	Nephrosis-deafness-urinary tract-digital malformations syndrome	93890
254827	Mitochondrial membrane transport disorder	
254930	Combined oxidative phosphorylation defect type 7	68367
254925	Combined oxidative phosphorylation defect type 4	68367
2697	Arthrogryposis-renal dysfunction-cholestasis syndrome	93890
254920	Combined oxidative phosphorylation defect type 2	68367
2695	Bifid nose	93890
254913	Isolated ATP synthase deficiency	68367
255182	Pyruvate dehydrogenase E3-binding protein deficiency	68367
2701	Noonan syndrome-like disorder with loose anagen hair	93890
255138	Pyruvate dehydrogenase E1-beta deficiency	68367
255132	Adult-onset autosomal recessive sideroblastic anemia	97992
2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome	89826
2699	Median nodule of the upper lip	93890
254886	Autosomal recessive progressive external ophthalmoplegia	68367
254881	Spinocerebellar ataxia with epilepsy	68367
254875	Mitochondrial DNA depletion syndrome, myopathic form	68367
254871	Mitochondrial DNA depletion syndrome, hepatocerebral form	
254905	Isolated cytochrome C oxidase deficiency	68367
254902	Renal tubulopathy-encephalopathy-liver failure syndrome	68367
2690	Neutropenia-monocytopenia-deafness syndrome	98004
254898	Deafness-encephaloneuropathy-obesity-valvulopathy syndrome	68367
2691	Nevo syndrome	
254892	Autosomal dominant progressive external ophthalmoplegia	68367
2712	Oculofaciocardiodental syndrome	93890
2714	Oculo-palato-cerebral syndrome	93890
2713	Oculoosteocutaneous syndrome	93890
2715	Oculorenocerebellar syndrome	93890
2718	Oculotrichodysplasia	93890
2717	Oculotrichoanal syndrome	93890
2704	Ochoa syndrome	93890
2703	Port-wine nevi-mega cisterna magna-hydrocephalus syndrome	93890
255210	Mitochondrial DNA-associated Leigh syndrome	68367
2705	Oculocerebral dysplasia	
255229	Navajo neurohepatopathy	68367
2707	Oculocerebrofacial syndrome, Kaufman type	93890
255235	Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy	68367
2710	Oculodentodigital dysplasia	93890
255241	Leigh syndrome with leukodystrophy	68367
2709	Oculodental syndrome, Rutherfurd type	93890
255249	Leigh syndrome with nephrotic syndrome	68367
2728	Blepharophimosis-intellectual disability syndrome, Ohdo type	93890
2730	Postaxial tetramelic oligodactyly	93890
2731	Taurodontia-absent teeth-sparse hair syndrome	93890
2732	Olivopontocerebellar atrophy-deafness syndrome	93890
2733	Omodysplasia	93419
2719	Oculocerebral hypopigmentation syndrome, Cross type	93890
2720	Oculocerebral hypopigmentation syndrome, Preus type	93890
2721	Odonto-onycho-dermal dysplasia	93890
2722	Odonto-onycho dysplasia-alopecia syndrome	93890
2723	Odontotrichomelic syndrome	93890
2724	Odontomatosis-aortae esophagus stenosis syndrome	93890
260305	Autosomal recessive sideroblastic anemia	97992
2725	Eye defects-arachnodactyly-cardiopathy syndrome	93890
2755	Orofaciodigital syndrome type 8	93890
2754	Orofaciodigital syndrome type 6	93890
252164	Benign schwannoma	250908
2753	Orofaciodigital syndrome type 4	93890
2752	Orofaciodigital syndrome type 3	93890
2751	Orofaciodigital syndrome type 2	93890
252128	Malignant peripheral nerve sheath tumor with perineurial differentiation	250908
2750	Orofaciodigital syndrome type 1	93890
252131	Benign peripheral nerve sheath tumor	
252057	Tumor of cranial and spinal nerves	
252050	Primary melanoma of the central nervous system	250908
2743	Ophthalmoplegia-intellectual disability-lingua scrotalis syndrome	93890
252054	Hemangioblastoma	250908
2741	Ophthalmomandibulomelic dysplasia	93890
252031	Diffuse leptomeningeal melanocytosis	250908
252046	Meningeal melanocytoma	250908
252025	Tumor of meninges	
