DO_ID	DO_NAME	PARENT_DO_ID	LEVEL
DOID:5183	hereditary Wilms' tumor	DOID:2154	6
DOID:0110979	Sugarman brachydactyly	DOID:0050581	7
DOID:0110978	brachydactyly type A1D	DOID:0110964	8
DOID:0110977	brachydactyly type A1C	DOID:0110964	8
DOID:0110976	brachydactyly type E2	DOID:0050581	7
DOID:0090002	Tietz syndrome	DOID:0050177	2
DOID:0110975	brachydactyly type B2	DOID:0050581	7
DOID:0090001	Fraser syndrome	DOID:0050737	4
DOID:0110974	brachydactyly type A1B	DOID:0110964	8
DOID:5189	epithelial predominant Wilms' tumor	DOID:2154	6
DOID:0110973	Mononen-Karnes-Senac syndrome	DOID:0050581	7
DOID:0110972	brachydactyly type E1	DOID:0050581	7
DOID:0090006	renal coloboma syndrome	DOID:0050736	4
DOID:0090005	Schwartz-Jampel syndrome 1	DOID:0050737	4
DOID:0090004	progressive pseudorheumatoid arthropathy of childhood	DOID:2256	6
DOID:0090003	agenesis of the corpus callosum with peripheral neuropathy	DOID:1289	4
DOID:0090009	immunodeficiency-centromeric instability-facial anomalies syndrome 2	DOID:0090007	5
DOID:2914	immune system disease	DOID:7	1
DOID:0090008	immunodeficiency-centromeric instability-facial anomalies syndrome 1	DOID:0090007	5
DOID:2913	acute pancreatitis	DOID:4989	4
DOID:0090007	immunodeficiency-centromeric instability-facial anomalies syndrome	DOID:0050737	4
DOID:0110971	brachydactyly type D	DOID:0050581	7
DOID:0110970	brachydactyly type C	DOID:0050581	7
DOID:5176	renal Wilms' tumor	DOID:2154	6
DOID:5170	vaginal endometrial stromal sarcoma	DOID:1901	7
DOID:5171	vaginal endometrial stromal tumor	DOID:119	6
DOID:5172	endometrium carcinoma in situ	DOID:8719	3
DOID:0110968	brachydactyly type A6	DOID:0050581	7
DOID:0110967	brachydactyly type A4	DOID:0050581	7
DOID:0110966	brachydactyly type A3	DOID:0050581	7
DOID:0110965	brachydactyly type A2	DOID:0050581	7
DOID:0110964	brachydactyly type A1	DOID:0050581	7
DOID:0110963	Ballard syndrome	DOID:0050581	7
DOID:5178	metachronous kidney Wilms' tumor	DOID:2154	6
DOID:0110962	brachydactyly-preaxial hallux varus syndrome	DOID:0050581	7
DOID:5179	mixed cell type kidney Wilms' tumor	DOID:2154	6
DOID:0110961	atypical Gaucher's disease due to saposin c deficiency	DOID:1926	6
DOID:13500	hairy tongue	DOID:10944	4
DOID:0110969	brachydactyly type B1	DOID:0050581	7
DOID:2929	Newcastle disease	DOID:934	2
DOID:0110960	Gaucher's disease perinatal lethal	DOID:1926	6
DOID:0090020	split hand-foot malformation	DOID:0080006	5
DOID:0110957	Gaucher's disease type I	DOID:1926	6
DOID:0110956	Waardenburg syndrome type 2E	DOID:9258	5
DOID:0110955	Waardenburg syndrome type 4C	DOID:9258	5
DOID:0110954	Waardenburg syndrome type 4B	DOID:9258	5
DOID:0090024	split hand-foot malformation 1 with sensorineural hearing loss	DOID:0090020	6
DOID:0110953	Waardenburg syndrome type 4A	DOID:9258	5
DOID:0090023	split hand-foot malformation 4	DOID:0090020	6
DOID:0110952	Waardenburg syndrome type 2D	DOID:9258	5
DOID:0090022	split hand-foot malformation 5	DOID:0090020	6
DOID:0110951	Waardenburg syndrome type 2C	DOID:9258	5
DOID:0090021	split hand-foot malformation 1	DOID:0090020	6
DOID:0110950	Waardenburg syndrome type 2A	DOID:9258	5
DOID:0090028	familial isolated deficiency of vitamin E	DOID:0050718	3
DOID:1602	lymphadenitis	DOID:9942	4
DOID:0090027	split hand-foot malformation 2	DOID:0090020	6
DOID:0090026	split hand-foot malformation 6	DOID:0090020	6
DOID:0090025	split hand-foot malformation 3	DOID:0090020	6
DOID:0110959	Gaucher's disease type III	DOID:1926	6
DOID:2935	Chediak-Higashi syndrome	DOID:0050737	4
DOID:0090029	CINCA Syndrome	DOID:417	4
DOID:0110958	Gaucher's disease type II	DOID:1926	6
DOID:2934	aleutian mink disease	DOID:934	2
DOID:2917	cryoglobulinemia	DOID:2916	4
DOID:2916	hypersensitivity reaction type IV disease	DOID:0060056	3
DOID:5190	cervical Wilms' tumor	DOID:4112	7
DOID:5195	peripheral nervous system ganglioneuroblastoma	DOID:4163	8
DOID:5196	fallopian tube adenomatoid tumor	DOID:0060111	6
DOID:5191	stromal predominant kidney Wilms' tumor	DOID:2154	6
DOID:5193	nodular ganglioneuroblastoma	DOID:4163	8
DOID:5194	intermixed schwannian stroma-rich ganglioneuroblastoma	DOID:4163	8
DOID:0110946	autosomal recessive osteopetrosis 7	DOID:13533	7
DOID:0110945	autosomal recessive osteopetrosis 6	DOID:13533	7
DOID:0110944	autosomal recessive osteopetrosis 4	DOID:13533	7
DOID:0110943	autosomal recessive osteopetrosis 2	DOID:13533	7
DOID:0090013	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive	DOID:627	5
DOID:0110942	autosomal recessive osteopetrosis 1	DOID:13533	7
DOID:5199	ureteral obstruction	DOID:1426	3
DOID:5199	ureteral obstruction	DOID:5200	3
DOID:0090012	severe combined immunodeficiency with sensitivity to ionizing radiation	DOID:627	5
DOID:0110941	autosomal recessive osteopetrosis 3	DOID:13533	7
DOID:0090011	immunodeficiency-centromeric instability-facial anomalies syndrome 4	DOID:0090007	5
DOID:0110940	autosomal recessive osteopetrosis 8	DOID:13533	7
DOID:0090010	immunodeficiency-centromeric instability-facial anomalies syndrome 3	DOID:0090007	5
DOID:0090017	epidermolysis bullosa simplex with muscular dystrophy	DOID:0050737	4
DOID:0090016	chromosome 5q deletion syndrome	DOID:2361	4
DOID:2921	glomerulonephritis	DOID:10952	4
DOID:0090015	Cenani-Lenz syndactyly syndrome	DOID:1934	6
DOID:2920	membranoproliferative glomerulonephritis	DOID:2921	5
DOID:0090014	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive	DOID:627	5
DOID:2926	Klippel-Trenaunay syndrome	DOID:225	1
DOID:0110949	Waardenburg syndrome type 3	DOID:9258	5
DOID:0090019	sitosterolemia	DOID:5295	3
DOID:0110948	Waardenburg syndrome type 1	DOID:9258	5
DOID:0090018	autosomal dominant familial periodic fever	DOID:417	4
DOID:0110947	Waardenburg syndrome type 2B	DOID:9258	5
DOID:5140	gallbladder leiomyoma	DOID:127	4
DOID:5142	vulvar leiomyoma	DOID:0060109	6
DOID:6474	childhood teratocarcinoma of the testis	DOID:6161	10
DOID:5143	large bowel leiomyoma	DOID:4610	5
DOID:0090042	torsion dystonia 17	DOID:543	6
DOID:0090041	torsion dystonia 4	DOID:543	6
DOID:5149	epithelioid neurofibroma	DOID:962	7
DOID:0090040	torsion dystonia 7	DOID:0050836	7
DOID:0090046	dystonia 21	DOID:543	6
DOID:6476	clear cell variant infiltrating bladder urothelial carcinoma	DOID:6477	8
DOID:0090045	childhood onset GLUT1 deficiency syndrome 2	DOID:543	6
DOID:0090044	dystonia 9	DOID:543	6
DOID:5146	appendix leiomyoma	DOID:127	4
DOID:0090043	dystonia 5	DOID:543	6
DOID:5147	dartoic leiomyoma	DOID:0050622	4
DOID:6477	invasive bladder transitional cell carcinoma	DOID:4006	7
DOID:0090049	paroxysmal nonkinesigenic dyskinesia 1	DOID:543	6
DOID:0090048	dystonia 16	DOID:0050837	7
DOID:0090047	paroxysmal nonkinesigenic dyskinesia 2	DOID:543	6
DOID:6460	large intestine lipoma	DOID:4610	5
DOID:5132	leiomyoma cutis	DOID:2438	6
DOID:0090031	D-bifunctional protein deficiency	DOID:906	3
DOID:5137	pericardium leiomyoma	DOID:127	4
DOID:6469	ovarian mucinous adenofibroma	DOID:0060112	6
DOID:0090030	corticosteroid-binding globulin deficiency	DOID:9553	3
DOID:5138	leiomyomatosis	DOID:127	4
DOID:6468	mucinous cystadenofibroma	DOID:5482	5
DOID:0050899	brain stem medulloblastoma	DOID:4203	8
DOID:5139	cellular leiomyoma	DOID:127	4
DOID:0050898	phalanx chondroma	DOID:0060094	6
DOID:0090035	myoclonic dystonia 15	DOID:0090033	7
DOID:0090034	myoclonic dystonia 11	DOID:0090033	7
DOID:5134	anus leiomyoma	DOID:0050624	4
DOID:0090033	myoclonic dystonia	DOID:543	6
DOID:0090032	Silverman-Handmaker type dyssegmental dysplasia	DOID:2256	6
DOID:5136	lung leiomyoma	DOID:3683	5
DOID:0050893	gallbladder adenoma	DOID:0050625	6
DOID:0090039	torsion dystonia 6	DOID:0050835	7
DOID:0050892	adrenal gland pheochromocytoma	DOID:5719	6
DOID:0090038	torsion dystonia 2	DOID:543	6
DOID:0050891	adrenal cortical adenoma	DOID:656	5
DOID:0090037	torsion dystonia 13	DOID:543	6
DOID:0050890	synucleinopathy	DOID:1289	4
DOID:0090036	myoclonic dystonia 26	DOID:0090033	7
DOID:0050897	bone chondrosarcoma	DOID:3371	6
DOID:0050896	bone squamous cell carcinoma	DOID:2762	7
DOID:0050895	bone ameloblastoma	DOID:0060094	6
DOID:0050894	ameloblastoma	DOID:0060084	3
DOID:5162	arteriolosclerosis	DOID:2349	5
DOID:6494	pediatric myxoid chondrosarcoma	DOID:5861	7
DOID:6496	extraskeletal myxoid chondrosarcoma	DOID:4549	7
DOID:5165	uterine corpus sarcoma	DOID:9460	7
DOID:6495	adult myxoid chondrosarcoma	DOID:5861	7
DOID:0090071	hypogonadotropic hypogonadism 11 with or without anosmia	DOID:0090070	5
DOID:0090070	hypogonadotropic hypogonadism	DOID:1924	4
DOID:5160	arteriosclerosis obliterans	DOID:2349	5
DOID:6492	breast epithelioid hemangioma	DOID:476	6
DOID:5161	Monckeberg arteriosclerosis	DOID:2349	5
DOID:6491	breast capillary hemangioma	DOID:476	6
DOID:0090064	familial cold autoinflammatory syndrome 3	DOID:0090061	4
DOID:0050889	non-syndromic intellectual disability	DOID:1059	4
DOID:0090063	familial cold autoinflammatory syndrome 2	DOID:0090061	4
DOID:0050888	syndromic intellectual disability	DOID:1059	4
DOID:0090062	familial cold autoinflammatory syndrome 1	DOID:0090061	4
DOID:0110999	Joubert syndrome 4	DOID:0050777	3
DOID:0050887	Townes-Brocks syndrome	DOID:0050736	4
DOID:0090061	familial cold autoinflammatory syndrome	DOID:612	3
DOID:0110998	Joubert syndrome 3	DOID:0050777	3
DOID:0090068	giant axonal neuropathy 1	DOID:7319	5
DOID:0110997	Joubert syndrome 28	DOID:0050777	3
DOID:5166	endometrial stromal tumor	DOID:1380	7
DOID:6498	seborrheic keratosis	DOID:161	4
DOID:0090067	Fuhrmann syndrome	DOID:0080006	5
DOID:0110996	Joubert syndrome 27	DOID:0050777	3
DOID:0090066	Fanconi-like syndrome	DOID:225	1
DOID:0110995	Joubert syndrome 26	DOID:0050777	3
DOID:0090065	familial cold autoinflammatory syndrome 4	DOID:0090061	4
DOID:0110994	Joubert syndrome 25	DOID:0050777	3
DOID:5169	ovarian endometrioid stromal sarcoma	DOID:2146	7
DOID:0050882	spinocerebellar ataxia type 5	DOID:1441	6
DOID:0050881	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	DOID:225	1
DOID:0050880	Koolen de Vries syndrome	DOID:225	1
DOID:0090069	giant axonal neuropathy 2	DOID:7319	5
DOID:0050886	Troyer syndrome	DOID:2476	5
DOID:0050885	IMAGe syndrome	DOID:225	1
DOID:0050884	triosephosphate isomerase deficiency	DOID:4194	4
DOID:0050883	infantile cerebellar-retinal degeneration	DOID:1289	4
DOID:0110993	Joubert syndrome 24	DOID:0050777	3
DOID:5151	plexiform neurofibroma	DOID:962	7
DOID:6483	rete testis adenoma	DOID:5639	6
DOID:0110992	Joubert syndrome 23	DOID:0050777	3
DOID:5152	cellular neurofibroma	DOID:962	7
DOID:6482	lung acinar adenocarcinoma	DOID:3910	8
DOID:0110991	Joubert syndrome 22	DOID:0050777	3
DOID:5153	atypical neurofibroma	DOID:962	7
DOID:0110990	Joubert syndrome 21	DOID:0050777	3
DOID:5154	borna disease	DOID:934	2
DOID:6484	mediastinal melanocytic neurilemmoma	DOID:3205	7
DOID:6484	mediastinal melanocytic neurilemmoma	DOID:6175	7
DOID:0090060	Wolcott-Rallison syndrome	DOID:0050737	4
DOID:6481	bladder signet ring cell adenocarcinoma	DOID:3711	7
DOID:5150	neurofibroma of gallbladder	DOID:962	7
DOID:0050879	fragile X-associated tremor/ataxia syndrome	DOID:0050953	6
DOID:0090053	episodic kinesigenic dyskinesia 1	DOID:543	6
DOID:0090052	dystonia 24	DOID:0050836	7
DOID:0110989	Joubert syndrome 20	DOID:0050777	3
DOID:0050877	pancreatic agenesis	DOID:26	3
DOID:0090051	dystonia 23	DOID:0050836	7
DOID:0110988	Joubert syndrome 2	DOID:0050777	3
DOID:0050876	Caroli disease	DOID:4138	5
DOID:0090050	dystonia 27	DOID:0050838	7
DOID:0110987	Joubert syndrome 18	DOID:0050777	3
DOID:0090057	X-linked dystonia-parkinsonism	DOID:0050836	7
DOID:0110986	Joubert syndrome 17	DOID:0050777	3
DOID:5155	multiple mucosal neuroma	DOID:2001	5
DOID:0090056	dystonia 12	DOID:543	6
DOID:0110985	Joubert syndrome 16	DOID:0050777	3
DOID:0090055	dystonia 25	DOID:0050837	7
DOID:0110984	Joubert syndrome 15	DOID:0050777	3
DOID:5157	benign pleural mesothelioma	DOID:2645	4
DOID:6489	periosteal osteogenic sarcoma	DOID:3374	9
DOID:0090054	episodic kinesigenic dyskinesia 2	DOID:543	6
DOID:0110983	Joubert syndrome 14	DOID:0050777	3
DOID:5158	pleural cancer	DOID:201	5
DOID:0050871	fibroma	DOID:0060084	3
DOID:0050870	in situ pulmonary adenocarcinoma	DOID:1324	5
DOID:0090059	enhanced S-cone syndrome	DOID:5679	6
DOID:0090058	torsion dystonia with onset in infancy	DOID:0050835	7
DOID:0050875	small cell neuroendocrine carcinoma	DOID:5409	7
DOID:0050873	follicular lymphoma	DOID:707	8
DOID:0050872	large cell neuroendocrine carcinoma	DOID:4556	8
DOID:0060315	oral hairy leukoplakia	DOID:403	3
DOID:13447	corneal argyrosis	DOID:10124	6
DOID:14778	blepharophimosis, ptosis, and epicanthus inversus syndrome	DOID:0050736	4
DOID:0060314	persistent generalized lymphadenopathy	DOID:9942	4
DOID:13446	basilar artery occlusion	DOID:5976	6
DOID:14777	benign familial neonatal epilepsy	DOID:0050702	7
DOID:0060317	lung abscess	DOID:850	4
DOID:12117	pulmonary alveolar microlithiasis	DOID:850	4
DOID:0060316	orofaciodigital syndrome I	DOID:4501	2
DOID:12118	pulmonary hemosiderosis	DOID:12119	5
DOID:13448	posterior corneal pigmentation	DOID:11547	7
DOID:0060319	cardiac arrest	DOID:6000	4
DOID:12119	hemosiderosis	DOID:2351	4
DOID:0060318	acute promyelocytic leukemia	DOID:9119	8
DOID:8970	subacute sclerosing panencephalitis	DOID:934	2
DOID:0060311	adenoid hypertrophy	DOID:974	3
DOID:0060310	uvulitis	DOID:974	3
DOID:0060313	tracheomalacia	DOID:3225	4
DOID:0060312	angular cheilitis	DOID:1762	5
DOID:0050989	episodic ataxia type 1	DOID:963	6
DOID:6315	ovarian solid teratoma	DOID:6231	8
DOID:7646	multiple spinal canal and spinal cord meningioma	DOID:1140	7
DOID:0050988	GRID2-related spinocerebellar ataxia	DOID:1441	6
DOID:6314	ovarian fetiform teratoma	DOID:6231	8
DOID:0050987	hypomyelinating leukoencephalopathy	DOID:1441	6
DOID:0050986	spinocerebellar ataxia type 40	DOID:1441	6
DOID:6316	Bartholin's gland adenocarcinoma	DOID:3999	8
DOID:7642	cholangiolocellular carcinoma	DOID:4928	10
DOID:6313	clivus chondroid chordoma	DOID:6312	10
DOID:6312	clivus chordoma	DOID:4151	9
DOID:7643	acantholytic squamous cell skin carcinoma	DOID:3151	7
DOID:0050981	spinocerebellar ataxia type 34	DOID:1441	6
DOID:13450	coccidioidomycosis	DOID:0050292	4
DOID:0050980	spinocerebellar ataxia type 31	DOID:1441	6
DOID:14780	KBG syndrome	DOID:225	1
DOID:12120	pulmonary alveolar proteinosis	DOID:850	4
DOID:13452	scleritis	DOID:11343	6
DOID:0050985	spinocerebellar ataxia type 38	DOID:1441	6
DOID:13454	gonococcal synovitis	DOID:2703	4
DOID:0050984	spinocerebellar ataxia type 37	DOID:1441	6
DOID:12123	postinflammatory pulmonary fibrosis	DOID:3770	6
DOID:13453	gonococcal bursitis	DOID:2965	7
DOID:14784	olivopontocerebellar atrophy	DOID:1289	4
DOID:0050983	spinocerebellar ataxia type 36	DOID:1441	6
DOID:12124	episcleritis periodica fugax	DOID:11343	6
DOID:0050982	spinocerebellar ataxia type 35	DOID:1441	6
DOID:12125	neurotrophic keratoconjunctivitis	DOID:9368	6
DOID:0060326	myelomeningocele	DOID:0080016	3
DOID:14789	spondyloepiphyseal dysplasia congenita	DOID:0080027	7
DOID:0060325	cervical polyp	DOID:2253	5
DOID:0060328	anal fistula	DOID:1285	4
DOID:12128	pica disease	DOID:8670	4
DOID:0060327	omphalocele	DOID:0080015	1
DOID:12129	bulimia nervosa	DOID:8670	4
DOID:0060329	ectopic pregnancy	DOID:229	3
DOID:0060320	inguinal hernia	DOID:5295	3
DOID:0060322	mastoiditis	DOID:3342	5
DOID:0060321	umbilical hernia	DOID:5295	3
DOID:0060324	dental abscess	DOID:1091	4
DOID:0060323	breast abscess	DOID:3463	3
DOID:0050978	spinocerebellar ataxia type 29	DOID:1441	6
DOID:7635	Gasserian ganglion meningioma	DOID:3565	6
DOID:0050977	spinocerebellar ataxia type 28	DOID:1441	6
DOID:7634	suprasellar meningioma	DOID:3565	6
DOID:0050976	spinocerebellar ataxia type 27	DOID:1441	6
DOID:0050975	spinocerebellar ataxia type 26	DOID:1441	6
DOID:7631	adult ependymoblastoma	DOID:4794	7
DOID:7633	macular holes	DOID:5679	6
DOID:0050979	spinocerebellar ataxia type 30	DOID:1441	6
DOID:7632	Cowper gland carcinoma	DOID:3856	5
DOID:0050970	spinocerebellar ataxia type 19/22	DOID:1441	6
DOID:13461	urethral intrinsic sphincter deficiency	DOID:732	3
DOID:14791	Leber congenital amaurosis	DOID:5679	6
DOID:12132	Wegener's granulomatosis	DOID:417	4
DOID:14793	hypohidrotic ectodermal dysplasia	DOID:0050177	2
DOID:0050974	spinocerebellar ataxia type 25	DOID:1441	6
DOID:14796	Dubowitz syndrome	DOID:225	1
DOID:7639	malignant granular cell skin tumor	DOID:5274	6
DOID:0050973	spinocerebellar ataxia type 23	DOID:1441	6
DOID:12134	factor VIII deficiency	DOID:0050735	3
DOID:6307	ectopic thymus	DOID:533	4
DOID:0050972	spinocerebellar ataxia type 21	DOID:1441	6
DOID:14798	Blount's disease	DOID:2256	6
DOID:8969	tonsillar fossa cancer	DOID:8557	6
DOID:0050971	spinocerebellar ataxia type 20	DOID:1441	6
DOID:0060337	CEDNIK syndrome	DOID:0050737	4
DOID:14756	autosomal dominant type IV Ehlers-Danlos syndrome	DOID:13359	5
DOID:0060336	3-methylglutaconic aciduria	DOID:0060159	4
DOID:14755	argininosuccinic aciduria	DOID:9252	3
DOID:0060339	chronic atrial and intestinal dysrhythmia	DOID:225	1
DOID:0060338	parameningeal embryonal rhabdomyosarcoma	DOID:3246	8
DOID:14757	type III Ehlers-Danlos syndrome	DOID:13359	5
DOID:14759	autosomal recessive type IV Ehlers-Danlos syndrome	DOID:13359	5
DOID:0060331	mitochondrial complex V (ATP synthase) deficiency nuclear type 2	DOID:700	3
DOID:6331	immature teratoma of ovary	DOID:2155	8
DOID:0060330	Rapp-Hodgkin syndrome	DOID:0050736	4
DOID:8991	cervix uteri carcinoma in situ	DOID:8719	3
DOID:0060333	mitochondrial complex V (ATP synthase) deficiency nuclear type 4	DOID:700	3
DOID:0060332	mitochondrial complex V (ATP synthase) deficiency nuclear type 3	DOID:700	3
DOID:0060335	autosomal dominant sideroblastic anemia	DOID:8955	5
DOID:0060334	transient neonatal diabetes mellitus	DOID:11717	6
DOID:0050967	spinocerebellar ataxia type 17	DOID:1441	6
DOID:6337	cerebellopontine angle meningioma	DOID:3200	9
DOID:0050966	spinocerebellar ataxia type 16	DOID:1441	6
DOID:0050965	spinocerebellar ataxia type 15	DOID:1441	6
DOID:6339	vulvar eccrine adenocarcinoma	DOID:2098	8
DOID:0050964	spinocerebellar ataxia type 14	DOID:1441	6
DOID:6333	adult intracranial malignant hemangiopericytoma	DOID:201	5
DOID:7664	endometrial mixed adenocarcinoma	DOID:2870	9
DOID:6332	adult malignant hemangiopericytoma	DOID:264	6
DOID:8997	polycythemia vera	DOID:8432	4
DOID:0050969	spinocerebellar ataxia type 18	DOID:1441	6
DOID:5003	eunuchism	DOID:1924	4
DOID:6335	bilateral meningioma of optic nerve	DOID:3419	7
DOID:0050968	autosomal dominant cerebellar ataxia, deafness and narcolepsy	DOID:1441	6
DOID:6334	anterior optic tract meningioma	DOID:3419	7
DOID:7665	non-gestational ovarian choriocarcinoma	DOID:5351	9
DOID:7665	non-gestational ovarian choriocarcinoma	DOID:5550	9
DOID:14761	Greig cephalopolysyndactyly syndrome	DOID:12960	8
DOID:0050963	spinocerebellar ataxia type 13	DOID:1441	6
DOID:0050962	spinocerebellar ataxia type 12	DOID:1441	6
DOID:13431	bejel	DOID:0050338	3
DOID:14762	calcaneonavicular coalition	DOID:11971	7
DOID:0050961	spinocerebellar ataxia type 11	DOID:1441	6
DOID:0050960	spinocerebellar ataxia type 10	DOID:1441	6
DOID:14764	Larsen syndrome	DOID:0050736	4
DOID:0060348	hypoparathyroidism-retardation-dysmorphism syndrome	DOID:0050737	4
DOID:0060347	acrorenal syndrome	DOID:225	1
DOID:12105	inflammatory spondylopathy	DOID:6590	8
DOID:14766	renal agenesis	DOID:557	3
DOID:0060349	microcephaly with or without chorioretinopathy, lymphedema, or mental retardation	DOID:225	1
DOID:14768	Saethre-Chotzen syndrome	DOID:12960	8
DOID:12108	bullous retinoschisis	DOID:8465	8
DOID:0060340	ciliopathy	DOID:630	1
DOID:0060342	acromelic frontonasal dysostosis	DOID:1934	6
DOID:7651	hypercalcemic type ovarian small cell carcinoma	DOID:6179	10
DOID:0060341	agnathia-otocephaly complex	DOID:0080015	1
DOID:7650	pulmonary type ovarian small cell carcinoma	DOID:6179	10
DOID:0060344	acrodermatitis chronica atrophicans	DOID:2722	5
DOID:0060343	glucocorticoid-induced osteoporosis	DOID:11476	7
DOID:0060346	Native American myopathy	DOID:440	5
DOID:0060345	bacillary angiomatosis	DOID:11102	4
DOID:0050956	spinocerebellar ataxia type 6	DOID:1441	6
DOID:0050955	spinocerebellar ataxia type 2	DOID:1441	6
DOID:7656	adult infiltrating astrocytic neoplasm	DOID:3076	6
DOID:0050954	spinocerebellar ataxia type 1	DOID:1441	6
DOID:0050953	X-linked hereditary ataxia	DOID:0050951	5
DOID:6322	tibial adamantinoma	DOID:2775	8
DOID:0050959	spinocerebellar ataxia type 8	DOID:1441	6
DOID:8986	narcolepsy	DOID:535	2
DOID:0050958	spinocerebellar ataxia type 7	DOID:1441	6
DOID:0050957	spinocerebellar ataxia type 4	DOID:1441	6
DOID:0050952	spastic ataxia	DOID:0050951	5
DOID:0050951	hereditary ataxia	DOID:1289	4
DOID:14773	cartilage-hair hypoplasia	DOID:0050737	4
DOID:0050950	autosomal recessive cerebellar ataxia	DOID:0050951	5
DOID:13444	glanders	DOID:0050338	3
DOID:14775	brittle cornea syndrome	DOID:13359	5
DOID:0060359	Sakati-Nyhan syndrome	DOID:12960	8
DOID:13403	cerebral sarcoidosis	DOID:11335	5
DOID:0060358	multiple acyl-CoA dehydrogenase deficiency	DOID:655	2
DOID:13402	skin sarcoidosis	DOID:11335	5
DOID:13402	skin sarcoidosis	DOID:37	3
DOID:13405	cardiac sarcoidosis	DOID:11335	5
DOID:13404	uveoparotid fever	DOID:11335	5
DOID:14735	hereditary angioedema	DOID:1558	4
DOID:13407	hypercalcemic sarcoidosis	DOID:11335	5
DOID:13406	pulmonary sarcoidosis	DOID:11335	5
DOID:13406	pulmonary sarcoidosis	DOID:3082	5
DOID:14737	craniofrontonasal syndrome	DOID:0050735	3
DOID:13409	perforation of bile duct	DOID:9741	4
DOID:0060351	mitochondrial complex III deficiency nuclear type 2	DOID:700	3
DOID:0060350	adenine phosphoribosyltransferase deficiency	DOID:9252	3
DOID:0060353	acrofacial dysostosis Cincinnati type	DOID:0060379	7
DOID:0060352	Kleefstra syndrome	DOID:225	1
DOID:0060355	amyotrophic lateral sclerosis type 22	DOID:332	6
DOID:0060354	Stormorken syndrome	DOID:2218	5
DOID:0060357	chylomicron retention disease	DOID:3146	3
DOID:0060356	Vici syndrome	DOID:0050737	4
DOID:0050945	spastic ataxia 7	DOID:0050952	6
DOID:7602	intracortical osteogenic sarcoma	DOID:3378	9
DOID:0050944	spastic ataxia 5	DOID:0050952	6
DOID:0050943	spastic ataxia 4	DOID:0050952	6
DOID:0050942	spastic ataxia 3	DOID:0050952	6
DOID:7603	fibrosarcomatous osteosarcoma	DOID:3378	9
DOID:0050949	autosomal recessive hypophosphatemic rickets	DOID:10609	6
DOID:8930	retromolar area cancer	DOID:8618	5
DOID:0050948	autosomal dominant hypophosphatemic rickets	DOID:10609	6
DOID:8931	Evans' syndrome	DOID:8925	6
DOID:0050947	hereditary hypophosphatemic rickets with hypercalciuria	DOID:10609	6
DOID:0060360	hereditary papulotranslucent acrokeratoderma	DOID:869	5
DOID:7600	infiltrating bladder lymphoepithelioma-like carcinoma	DOID:6477	8
DOID:0050946	Charlevoix-Saguenay spastic ataxia	DOID:0050950	6
DOID:7609	parathyroid transitional clear cell adenoma	DOID:7608	5
DOID:0050941	spastic ataxia 2	DOID:0050952	6
DOID:0050940	endocervical adenocarcinoma	DOID:7519	8
DOID:14743	trichorhinophalangeal syndrome type I	DOID:0050736	4
DOID:7608	parathyroid adenoma	DOID:0060089	4
DOID:8936	plantar fascial fibromatosis	DOID:65	3
DOID:7607	chief cell adenoma	DOID:7608	5
DOID:8937	Waldeyer's ring cancer	DOID:8557	6
DOID:0060369	autosomal recessive early-onset Parkinson disease 6	DOID:0060894	7
DOID:13413	hepatic encephalopathy	DOID:936	4
DOID:14744	Partington syndrome	DOID:0060309	6
DOID:14749	methylmalonic acidemia	DOID:0060159	4
DOID:13417	alexia	DOID:4090	5
DOID:14748	Sotos syndrome	DOID:0050737	4
DOID:13419	neurogenic bowel	DOID:5295	3
DOID:0060362	punctate palmoplantar keratoderma type III	DOID:0060361	6
DOID:0060361	punctate palmoplantar keratoderma	DOID:3390	5
DOID:0060364	Galloway-Mowat syndrome	DOID:0050737	4
DOID:0050939	uterine corpus endometrial carcinoma	DOID:9460	7
DOID:0060363	glycerol kinase deficiency	DOID:655	2
DOID:0060366	Hennekam syndrome	DOID:75	3
DOID:0060365	mandibulofacial dysostosis with alopecia	DOID:225	1
DOID:0060368	autosomal recessive juvenile Parkinson disease 2	DOID:0060893	7
DOID:0060367	autosomal dominant Parkinson disease 1	DOID:0060892	7
DOID:0050934	ovarian clear cell carcinoma	DOID:4001	9
DOID:8923	skin melanoma	DOID:4159	5
DOID:0050933	ovarian serous carcinoma	DOID:4001	9
DOID:8924	autoimmune thrombocytopenic purpura	DOID:8925	6
DOID:0050932	lung mucoepidermoid carcinoma	DOID:3905	6
DOID:0050931	parotid gland adenoid cystic carcinoma	DOID:9036	7
DOID:0050938	breast lobular carcinoma	DOID:3459	6
DOID:0050937	retroperitoneal neuroblastoma	DOID:5875	4
DOID:8920	leukoplakia of vagina	DOID:121	4
DOID:0050936	extra-adrenal pheochromocytoma	DOID:5719	6
DOID:0060371	autosomal dominant Parkinson disease 8	DOID:0060892	7
DOID:0050935	cervical neuroblastoma	DOID:371	8
DOID:0060370	autosomal recessive early-onset Parkinson disease 7	DOID:0060894	7
DOID:8929	atrophic gastritis	DOID:4029	4
DOID:0050930	sublingual gland adenoid cystic carcinoma	DOID:8849	7
