ORPHANET_ID	ORPHANET_NAME	ICD10CM_ID
1019	Epstein syndrome	D69.4
243367	Acute fatty liver of pregnancy	O26.6
2429	Macrocephaly-spastic paraplegia-dysmorphism syndrome	Q87.8
2432	Macrosomia-microphthalmia-cleft palate syndrome	Q87.0
2489	Upper limb defect-eye and ear abnormalities syndrome	Q87.8
247353	Generalized pustular psoriasis	L40.1
247257	Inhalational anthrax	A22.1
247245	Superficial siderosis	I69.0
2485	Melorheostosis	M85.8
2483	Melkersson-Rosenthal syndrome	G51.2
247203	Collecting duct carcinoma	C64
2484	Melnick-Needles syndrome	Q77.8
2481	Neurocutaneous melanocytosis	D22.4
2481	Neurocutaneous melanocytosis	D22.5
2481	Neurocutaneous melanocytosis	D22.6
2481	Neurocutaneous melanocytosis	D22.3
2481	Neurocutaneous melanocytosis	D22.7
2482	Melhem-Fahl syndrome	Q76.4
247165	Infantile mercury poisoning	T56.1
2477	Megalencephaly	Q04.5
2479	Megalocornea-intellectual disability syndrome	Q87.8
2475	White forelock with malformations	Q87.8
2476	Dysraphism-cleft lip/palate-limb reduction defects syndrome	Q00.0
2473	McKusick-Kaufman syndrome	Q87.8
2471	McDonough syndrome	Q87.8
2470	Matthew-Wood syndrome	Q11.2
561	Marshall-Smith syndrome	Q87.3
559	Marinesco-Sjögren syndrome	G11.1
2463	Marfanoid habitus-autosomal recessive intellectual disability syndrome	Q87.8
2462	Shprintzen-Goldberg syndrome	Q87.8
2461	Marden-Walker syndrome	Q87.0
251630	Anaplastic oligodendroglioma	C71.9
2172	Microcephaly-glomerulonephritis-marfanoid habitus syndrome	Q87.8
251636	Ependymoma	D43.2
251639	Subependymoma	D43.2
2176	Infantile systemic hyalinosis	E78.8
251643	Myxopapillary ependymoma	D43.2
251646	Anaplastic ependymoma	C71.9
2181	Hydrocephaly-tall stature-joint laxity syndrome	Q87.8
251656	Oligoastrocytoma	C71.9
2180	Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome	Q87.8
251663	Anaplastic oligoastrocytoma	C71.9
2186	Hydrocephalus-blue sclerae-nephropathy syndrome	Q87.8
251671	Angiocentric glioma	C71.9
2189	Hydrolethalus	Q87.8
251674	Chordoid glioma	C71.9
251679	Astroblastoma	C71.9
2190	Congenital hydronephrosis	Q62.0
312	Autosomal dominant epidermolytic ichthyosis	Q80.3
2196	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement	E83.4
251576	Gliosarcoma	G71.9
2150	Hirschsprung disease-type D brachydactyly syndrome	Q43.1
251582	Gliomatosis cerebri	C71.0
251579	Giant cell glioblastoma	C71.9
2152	Mowat-Wilson syndrome	Q43.1
2153	Hirschsprung disease-nail hypoplasia-dysmorphism syndrome	Q43.1
251589	Anaplastic astrocytoma	C71.9
251598	Protoplasmic astrocytoma	C71.9
2155	Hirschsprung disease-deafness-polydactyly syndrome	Q43.1
251595	Diffuse astrocytoma	C71.9
251604	Gemistocytic astrocytoma	C71.9
251601	Fibrillary astrocytoma	C71.9
2158	Histidinuria-renal tubular defect syndrome	E70.8
251612	Pilocytic astrocytoma	C71.9
2163	Holoprosencephaly-craniosynostosis syndrome	Q04.2
251607	Pleomorphic xanthoastrocytoma	C71.9
251618	Subependymal giant cell astrocytoma	D43.2
2165	Holoprosencephaly-caudal dysgenesis syndrome	Q04.2
251615	Pilomyxoid astrocytoma	C71.9
2166	Holoprosencephaly-postaxial polydactyly syndrome	Q87.8
251627	Oligodendroglioma	C71.9
2167	Holzgreve syndrome	Q87.8
251623	Pituicytoma	C71.9
2169	Methylcobalamin deficiency type cblE	E72.1
2222	Hypertrichosis lanuginosa congenita	Q84.2
251919	Pineal parenchymal tumor of intermediate differenciation	D44.5
2220	Hypertrichosis cubiti	Q84.2
1051	Ramos-Arroyo syndrome	Q87.8
2228	Hypodontia-dysplasia of nails syndrome	Q82.4
2224	Hypertryptophanemia	E70.8
251937	Gangliocytoma	D36.1
2232	Primary hypergonadotropic hypogonadism-partial alopecia syndrome	E28.3
2232	Primary hypergonadotropic hypogonadism-partial alopecia syndrome	E29.1
2230	Hypogonadotropic hypogonadism-frontoparietal alopecia syndrome	E23.0
2229	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	Q87.8
2238	Familial isolated hypoparathyroidism	E20.8
2237	Hypoparathyroidism-sensorineural deafness-renal disease syndrome	Q87.8
251992	Ganglioneuroma	D36.1
2234	Male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome	Q87.8
251867	Classic medulloblastoma	C71.6
2199	Epidermolytic palmoplantar keratoderma	Q82.8
251863	Desmoplastic/nodular medulloblastoma	C71.6
2200	Focal palmoplantar and gingival keratoderma	Q82.8
251858	Medulloblastoma with extensive nodularity	C71.6
495	Transgrediens et progrediens palmoplantar keratoderma	Q82.8
251855	Anaplastic/large cell medulloblastoma	C71.6
2206	Ankylosing vertebral hyperostosis with tylosis	M48.1
251880	Ependymoblastoma	C71.9
251877	Ganglioneuroblastoma	C71.9
2202	Palmoplantar keratoderma-deafness syndrome	Q82.8
251902	Atypical papilloma of choroid plexus	C71.5
251899	Choroid plexus carcinoma	C71.7
2213	Hypertelorism-microtia-facial clefting syndrome	Q87.0
2211	Hypertelorism-hypospadias-polysyndactyly syndrome	Q87.8
251915	Papillary tumor of the pineal region	D44.5
251912	Pineocytoma	D44.5
251909	Pineoblastoma	C75.3
2215	Multiple pterygium-malignant hyperthermia syndrome	Q87.8
2216	Maternal hyperthermia-induced birth defects	Q86.8
251019	2q32q33 microdeletion syndrome	Q93.5
251028	2q33.1 microdeletion syndrome	Q93.5
251038	3q29 microduplication syndrome	Q92.3
250999	1q41q42 microdeletion syndrome	Q93.5
2261	Hypospadias-intellectual disability, Goldblatt type syndrome	Q87.8
251004	Paternal uniparental disomy of chromosome 1	Q99.8
251009	Maternal uniparental disomy of chromosome 1	Q99.8
672	Pallister-Hall syndrome	D33.0
251014	2q31.1 microdeletion syndrome	Q93.5
455	Superficial epidermolytic ichthyosis	Q80.8
251061	7q31 microdeletion syndrome	Q93.5
251066	8p11.2 deletion syndrome	Q93.5
251071	8p23.1 microdeletion syndrome	Q93.5
2274	Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome	Q87.8
251076	8p23.1 duplication syndrome	Q92.3
251043	Ring chromosome 5 syndrome	Q93.2
165	Neutral lipid storage disease	E75.5
251046	6p22 microdeletion syndrome	Q93.5
139	CHILD syndrome	Q87.8
457	Harlequin ichthyosis	Q80.4
2271	Congenital ichthyosis-microcephalus-tetraplegia syndrome	Q87.8
251056	6q25 microdeletion syndrome	Q93.5
2246	Cerebellar hypoplasia-tapetoretinal degeneration syndrome	Q04.3
250831	Logopenic progressive aphasia	G31.0
2249	Ulna hypoplasia-intellectual disability syndrome	Q87.2
2239	Familial isolated hypoparathyroidism due to agenesis of parathyroid gland	E20.8
2241	Megacystis-microcolon-intestinal hypoperistalsis syndrome	Q43.8
250984	Autosomal recessive Stickler syndrome	Q87.5
2256	Fibulo-ulnar hypoplasia-renal anomalies syndrome	Q87.8
2257	Primary pulmonary hypoplasia	Q33.6
250977	AICA-ribosiduria	E79.8
2258	Congenital unilateral pulmonary hypoplasia	Q33.6
250994	1q21.1 microduplication syndrome	Q92.3
250989	1q21.1 microdeletion syndrome	Q93.5
2250	Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome	Q87.8
250923	Isolated aniridia	Q13.1
2252	Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome	Q87.2
2255	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	Q87.8
250932	Autosomal dominant optic atrophy and peripheral neuropathy	H47.2
251380	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	D57.2
2306	Isotretinoin-like syndrome	Q87.8
2305	Isotretinoin syndrome	Q86.8
251370	Sickle cell-hemoglobin D disease syndrome	D57.2
251375	Sickle cell-hemoglobin E disease syndrome	D57.2
251359	Sickle cell-beta-thalassemia disease syndrome	D57.2
251365	Sickle cell-hemoglobin C disease syndrome	D57.2
2295	Familial articular hypermobility syndrome	Q79.6
251355	Sickle cell disease associated with an other hemoglobin anomaly	D57.2
2292	Congenital bowing of long bones	Q68.8
2292	Congenital bowing of long bones	Q68.3
2292	Congenital bowing of long bones	Q68.4
2292	Congenital bowing of long bones	Q68.5
2319	Juberg-Hayward syndrome	Q87.0
251523	Hyperzincemia and hypercalprotectinemia	E83.2
2316	Johnson neuroectodermal syndrome	Q87.8
2315	Johanson-Blizzard syndrome	Q87.8
251510	46,XY partial gonadal dysgenesis	Q56.1
251515	Distal arthrogryposis type 10	Q68.8
2309	Pachyonychia congenita	Q84.5
251393	Localized junctional epidermolysis bullosa, non-Herlitz type	Q81.8
2307	IVIC syndrome	Q71.8
251295	Pigmented paravenous retinochoroidal atrophy	H35.5
251290	Parietal foramina with clavicular hypoplasia	Q74.0
2282	Dysmorphism-short stature-deafness-disorder of sex development syndrome	Q87.8
251287	Benign concentric annular macular dystrophy	H35.5
251282	Autosomal dominant spastic ataxia type 1	G11.4
251279	Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome	Q15.8
251274	Familial hyperaldosteronism type III	E26.0
251262	Familial osteochondritis dissecans	M93.2
2291	Congenital velopharyngeal incompetence	J39.2
251347	Ataxia-telangiectasia-like disorder	G11.3
251328	Unclassified vasculitis	M31.8
2289	Neuronal intranuclear inclusion disease	G31.0
251325	Drug-induced vasculitis	M31.8
2290	Microvillus inclusion disease	P78.3
2287	Fused mandibular incisors	K00.2
251312	Overlapping connective tissue disease	M35.1
2285	Primary basilar invagination	Q75.8
251307	Idiopathic recurrent pericarditis	I09.2
251304	Infantile onset panniculitis with uveitis and systemic granulomatosis	M08.8
2674	Cyprus facial-neuromusculoskeletal syndrome	Q87.8
2673	Neurofaciodigitorenal syndrome	Q87.8
254857	Lethal infantile mitochondrial myopathy	G71.3
2678	Neurofibromatosis type 6	L81.3
254864	Mitochondrial myopathy with reversible cytochrome C oxidase deficiency	G71.3
254851	Mitochondrial DNA-related dystonia	G24.8
254854	Pure mitochondrial myopathy	G71.3
2668	Nephropathy-deafness-hyperparathyroidism syndrome	Q87.8
2663	Nathalie syndrome	Q87.8
2662	Keipert syndrome	Q87.0
2671	Neu-Laxova syndrome	Q87.8
1475	Renal coloboma syndrome	Q60.4
2670	Pierson syndrome	N04.8
2669	Nephrosis-deafness-urinary tract-digital malformations syndrome	Q87.8
254930	Combined oxidative phosphorylation defect type 7	G31.8
254925	Combined oxidative phosphorylation defect type 4	G31.8
2697	Arthrogryposis-renal dysfunction-cholestasis syndrome	Q89.7
254920	Combined oxidative phosphorylation defect type 2	E88.8
2695	Bifid nose	Q30.2
254913	Isolated ATP synthase deficiency	E88.8
255182	Pyruvate dehydrogenase E3-binding protein deficiency	E74.4
2701	Noonan syndrome-like disorder with loose anagen hair	Q87.1
255138	Pyruvate dehydrogenase E1-beta deficiency	E74.4
255132	Adult-onset autosomal recessive sideroblastic anemia	D64.0
2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome	Q82.8
2699	Median nodule of the upper lip	Q18.8
254886	Autosomal recessive progressive external ophthalmoplegia	H49.4
254875	Mitochondrial DNA depletion syndrome, myopathic form	G71.3
254905	Isolated cytochrome C oxidase deficiency	E88.8
254902	Renal tubulopathy-encephalopathy-liver failure syndrome	E88.8
2690	Neutropenia-monocytopenia-deafness syndrome	D82.8
254898	Deafness-encephaloneuropathy-obesity-valvulopathy syndrome	E88.8
254892	Autosomal dominant progressive external ophthalmoplegia	H49.4
2712	Oculofaciocardiodental syndrome	Q87.8
2714	Oculo-palato-cerebral syndrome	Q87.1
2713	Oculoosteocutaneous syndrome	Q87.5
2717	Oculotrichoanal syndrome	Q87.8
2704	Ochoa syndrome	N31.8
255210	Mitochondrial DNA-associated Leigh syndrome	G31.8
2707	Oculocerebrofacial syndrome, Kaufman type	Q87.0
255235	Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy	G31.8
2710	Oculodentodigital dysplasia	Q87.8
255241	Leigh syndrome with leukodystrophy	G31.8
2709	Oculodental syndrome, Rutherfurd type	Q87.8
255249	Leigh syndrome with nephrotic syndrome	G31.8
2728	Blepharophimosis-intellectual disability syndrome, Ohdo type	Q87.8
2730	Postaxial tetramelic oligodactyly	Q73.8
2733	Omodysplasia	Q78.8
2719	Oculocerebral hypopigmentation syndrome, Cross type	E70.3
2721	Odonto-onycho-dermal dysplasia	Q82.4
260305	Autosomal recessive sideroblastic anemia	D64.0
2755	Orofaciodigital syndrome type 8	Q87.0
2754	Orofaciodigital syndrome type 6	Q04.3
2753	Orofaciodigital syndrome type 4	Q87.0
2752	Orofaciodigital syndrome type 3	Q87.0
2751	Orofaciodigital syndrome type 2	Q87.0
2750	Orofaciodigital syndrome type 1	Q87.0
252054	Hemangioblastoma	D33.4
252054	Hemangioblastoma	D33.7
2741	Ophthalmomandibulomelic dysplasia	Q87.8
661	Ondine syndrome	G47.3
2736	Lethal omphalocele-cleft palate syndrome	Q87.8
254367	Rare lichen planus	L43.8
254367	Rare lichen planus	L43.9
254367	Rare lichen planus	L66.1
254367	Rare lichen planus	L43.0
254367	Rare lichen planus	L43.1
254367	Rare lichen planus	L43.2
254367	Rare lichen planus	L43.3
2777	Osteomesopyknosis	Q78.2
254361	Autosomal recessive limb-girdle muscular dystrophy type 2Q	G71.0
254351	Distal 7q11.23 microdeletion syndrome	Q93.5
254346	19p13.12 microdeletion syndrome	Q93.5
2770	Nasu-Hakola disease	E75.2
254343	Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome	G11.4
2767	Carpotarsal osteochondromatosis	D16.9
254334	Autosomal recessive intermediate Charcot-Marie-Tooth disease type B	G60.0
2768	Blount disease	M92.5
2762	Progressive osseous heteroplasia	M61.5
2763	Osteocraniostenosis	Q78.0
2760	OSLAM syndrome	C41.9
252175	Vestibular schwannoma	D33.3
2793	Otoonychoperoneal syndrome	Q87.5
2792	Otofaciocervical syndrome	Q87.0
254525	Temple syndrome due to paternal 14q32.2 microdeletion	Q93.5
2798	Pachygyria-intellectual disability-epilepsy syndrome	G40.4
2796	Pachydermoperiostosis	M89.4
254528	Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion	Q93.5
254478	Lichen planus pemphigoides	L43.8
2789	Lateral meningocele syndrome	Q87.5
2788	Osteoporosis-pseudoglioma syndrome	Q87.5
254492	Frontal fibrosing alopecia	L66.1
2791	Otodental syndrome	K00.2
254504	Inhalational botulism	A05.1
2790	Endosteal hyperostosis, Worth type	Q78.2
254509	Iatrogenic botulism	A05.1
254411	Annular atrophic lichen planus	L43.8
1306	Buschke-Ollendorff syndrome	Q78.8
254424	Annular lichen planus	L43.8
2783	Autosomal dominant osteopetrosis type 1	Q78.2
254449	Atrophic lichen planus	L43.8
254463	Lichen planus pigmentosus	L43.8
254370	Rare cutaneous lichen planus	L43.0
254370	Rare cutaneous lichen planus	L43.1
254370	Rare cutaneous lichen planus	L43.2
254370	Rare cutaneous lichen planus	L43.3
254370	Rare cutaneous lichen planus	L43.8
254370	Rare cutaneous lichen planus	L43.9
254370	Rare cutaneous lichen planus	L66.1
2780	Osteopathia striata-cranial sclerosis syndrome	Q78.8
254373	Rare mucosal lichen planus	L43.0
254373	Rare mucosal lichen planus	L43.1
254373	Rare mucosal lichen planus	L43.2
254373	Rare mucosal lichen planus	L43.3
254373	Rare mucosal lichen planus	L43.8
254373	Rare mucosal lichen planus	L43.9
2779	Osteopathia striata-pigmentary dermopathy-white forelock syndrome	Q77.8
254379	Linear lichen planus	L43.8
254395	Actinic lichen planus	L43.8
667	Autosomal recessive malignant osteopetrosis	Q78.2
2815	Spastic paraparesis-deafness syndrome	G11.4
254788	Mitochondrial DNA-related mitochondrial myopathy	G71.3
2808	Laryngeal abductor paralysis	J38.0
2809	Familial recurrent peripheral facial palsy	G51.0
254749	Tricarboxylic acid cycle disorder	E88.8
2812	Parana hard skin syndrome	L91.8
254746	Pyruvate metabolism disorder	E74.4
2805	Partial pancreatic agenesis	Q45.0
254698	Epithelioid trophoblastic tumor	D39.2
254693	Partial hydatidiform mole	O01.1
675	Annular pancreas	Q45.1
2807	Papilloma of choroid plexus	D33.0
678	Papillon-Lefèvre syndrome	Q82.8
254534	Kagami-Ogata syndrome due to maternal 14q32.2 hypermethylation	Q99.8
2802	X-linked sideroblastic anemia and spinocerebellar ataxia	D64.0
254688	Complete hydatidiform mole	O01.0
2804	W syndrome	Q87.8
2491	Müllerian duct anomalies-limb anomalies syndrome	Q87.8
2492	FATCO syndrome	Q87.2
2498	Syndactyly type 8	Q70.0
2499	Metachondromatosis	Q78.4
2496	Mesomelia-synostoses syndrome	Q74.8
2497	Upper limb mesomelic dysplasia	Q78.8
2502	Metaphyseal dysostosis-intellectual disability-conductive deafness syndrome	Q78.5
2500	Acrogeria	L90.8
2501	Metaphyseal chondrodysplasia, Spahr type	Q78.5
2504	Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome	Q77.8
2505	Multiple benign circumferential skin creases on limbs	Q82.8
2511	Microbrachycephaly-ptosis-cleft lip syndrome	Q87.8
261766	Partial deletion of chromosome 1	Q93.5
2510	Micro syndrome	Q87.0
2508	Corpus callosum agenesis-abnormal genitalia syndrome	Q87.8
2516	Microcephaly-cardiac defect-lung malsegmentation syndrome	Q87.8
2515	Microcephaly-cardiomyopathy syndrome	Q87.8
261771	Partial deletion of chromosome 2	Q93.5
2514	Autosomal dominant primary microcephaly	Q02
261776	Partial deletion of chromosome 3	Q93.5
2513	Microcephaly-albinism-digital anomalies syndrome	Q87.8
261801	Partial deletion of chromosome 8	Q93.5
2521	Microcephaly-cleft palate-abnormal retinal pigmentation syndrome	Q87.8
261806	Partial deletion of chromosome 9	Q93.5
261791	Partial deletion of chromosome 6	Q93.5
2518	Autosomal recessive chorioretinopathy-microcephaly syndrome	Q87.8
261796	Partial deletion of chromosome 7	Q93.5
261821	Partial deletion of the long arm of chromosome 12	Q93.5
2524	Pontocerebellar hypoplasia type 2	Q04.3
261826	Partial deletion of chromosome 16	Q93.5
261811	Partial deletion of chromosome 10	Q93.5
2523	Microcephaly-brain defect-spasticity-hypernatremia syndrome	G98
261816	Partial deletion of chromosome 11	Q93.5
2522	Microcephaly-cervical spine fusion anomalies syndrome	Q87.8
261836	Partial deletion of chromosome 18	Q93.5
2526	Microcephaly-lymphedema-chorioretinopathy syndrome	Q87.8
261831	Partial deletion of chromosome 17	Q93.5
261846	Partial deletion of chromosome 20	Q93.5
2528	Microcephaly-microcornea syndrome, Seemanova type	Q87.8
261841	Partial deletion of chromosome 19	Q93.5
261866	Partial deletion of the short arm of chromosome 2	Q93.5
261857	Partial deletion of the short arm of chromosome 1	Q93.5
261884	Partial deletion of the short arm of chromosome 4	Q93.3
2533	Microcephaly-deafness-intellectual disability syndrome	Q87.8
261875	Partial deletion of the short arm of chromosome 3	Q93.5
261902	Partial deletion of the short arm of chromosome 6	Q93.5
2536	Microcornea-glaucoma-absent frontal sinuses syndrome	Q15.8
261893	Partial deletion of the short arm of chromosome 5	Q93.4
261920	Partial deletion of the short arm of chromosome 8	Q93.5
261911	Partial deletion of the short arm of chromosome 7	Q93.5
261938	Partial deletion of the short arm of chromosome 10	Q93.5
261929	Partial deletion of the short arm of chromosome 9	Q93.5
261956	Partial deletion of the short arm of chromosome 16	Q93.5
261947	Partial deletion of the short arm of chromosome 11	Q93.5
261965	Partial monosomy of the short arm of chromosome 17	Q93.5
2549	Oculoauriculovertebral spectrum with radial defects	Q75.8
261974	Partial deletion of the short arm of chromosome 18	Q93.5
261983	Partial deletion of the short arm of chromosome 19	Q93.5
2551	Microspherophakia-metaphyseal dysplasia syndrome	Q87.5
261992	Partial monosomy of the short arm of chromosome 20	Q93.5
262001	Partial deletion of the long arm of chromosome 1	Q93.5
2554	Ear-patella-short stature syndrome	Q87.1
262010	Partial deletion of the long arm of chromosome 2	Q93.5
262019	Partial deletion of the long arm of chromosome 3	Q93.5
2556	Microphthalmia with linear skin defects syndrome	Q11.2
262029	Partial deletion of the long arm of chromosome 4	Q93.5
262038	Partial deletion of the long arm of chromosome 5	Q93.5
2558	Mikati-Najjar-Sahli syndrome	E22.8
262047	Partial deletion of the long arm of chromosome 6	Q93.5
2557	Mietens syndrome	Q87.8
2561	Pyramidal molars-abnormal upper lip syndrome	K00.2
262056	Partial deletion of the long arm of chromosome 7	Q93.5
262065	Partial deletion of the long arm of chromosome 8	Q93.5
2564	Tetramelic monodactyly	Q73.8
262074	Partial monosomy of the long arm of chromosome 9	Q93.5
262083	Partial monosomy of the long arm of chromosome 10	Q93.5
2563	MOMO syndrome	Q87.3
262092	Partial deletion of the long arm of chromosome 11	Q93.5
262101	Partial deletion of the long arm of chromosome 13	Q93.5
2565	Mononen-Karnes-Senac syndrome	Q87.5
2574	Moynahan syndrome	G40.4
575	Muckle-Wells syndrome	E85.0
2572	Spastic ataxia-corneal dystrophy syndrome	G11.8
2573	Moyamoya disease	I67.5
2570	Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome	Q04.2
2571	X-linked immunoneurologic disorder	D82.8
261183	15q11.2 microdeletion syndrome	Q93.5
2585	Ataxia-pancytopenia syndrome	D61.0
261144	14q12 microdeletion syndrome	Q93.5
261120	14q11.2 microdeletion syndrome	Q93.5
2578	Mayer-Rokitansky-Küster-Hauser syndrome type 2	Q87.8
261112	Monosomy 9p	Q93.5
261102	Distal 7q11.23 microduplication syndrome	Q92.3
2576	Mulibrey nanism	Q87.1
261236	16p13.11 microdeletion syndrome	Q93.5
261243	16p13.11 microduplication syndrome	Q92.3
2608	N syndrome	Q87.8
261222	Distal 16p11.2 microdeletion syndrome	Q93.5
1359	Carney complex	D44.8
2593	Tubular aggregate myopathy	G71.2
261229	14q11.2 microduplication syndrome	Q92.3
2590	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	G25.3
261204	16p11.2p12.2 microduplication syndrome	Q92.3
261211	16p11.2p12.2 microdeletion syndrome	Q93.5
2589	Myoclonus-cerebellar ataxia-deafness syndrome	G11.1
261190	15q14 microdeletion syndrome	Q93.5
2588	Myhre syndrome	Q87.8
261197	Proximal 16p11.2 microdeletion syndrome	Q93.5
261295	20p12.3 microdeletion syndrome	Q93.5
261304	Paternal 20q13.2q13.3 microdeletion syndrome	Q93.5
261279	17q23.1q23.2 microdeletion syndrome	Q93.5
261290	Trisomy 17p	Q92.2
2617	Microcephalic primordial dwarfism, Montreal type	Q87.1
261265	17q12 microdeletion syndrome	Q93.5
261272	17q12 microduplication syndrome	Q92.3
261250	16q24.3 microdeletion syndrome	Q93.5
2616	3M syndrome	Q87.1
261257	Distal 17p13.3 microdeletion syndrome	Q93.5
261344	Trisomy 1q	Q92.2
261337	Distal 22q11.2 microduplication syndrome	Q92.3
261476	Xp21 microdeletion syndrome	Q99.8
261349	2p15p16.1 microdeletion syndrome	Q93.5
261318	Trisomy 20p	Q92.2
261311	20q13.33 microdeletion syndrome	Q93.5
2623	Geleophysic dysplasia	Q87.1
261330	Distal 22q11.2 microdeletion syndrome	Q93.5
261323	21q22.11q22.12 microdeletion syndrome	Q93.5
261524	Paternal uniparental disomy of chromosome X	Q99.8
2639	Fibular aplasia-complex brachydactyly syndrome	Q73.8
261519	Maternal uniparental disomy of chromosome X	Q99.8
261534	49,XXXYY syndrome	Q98.8
261529	Ring chromosome Y syndrome	Q98.6
2631	Mesomelic dwarfism-cleft palate-camptodactyly syndrome	Q78.8
261494	Kleefstra syndrome	Q87.8
261483	Xq27.3q28 duplication syndrome	Q99.8
2632	Langer mesomelic dysplasia	Q87.1
2633	Mesomelic dysplasia, Nievergelt type	Q78.8
261501	Atypical Norrie disease due to Xp11.3 microdeletion	H35.5
2634	Mesomelic dwarfism, Reinhardt-Pfeiffer type	Q78.8
2646	Parastremmatic dwarfism	Q87.1
261579	Blepharophimosis-epicanthus inversus-ptosis due to copy number variations	Q10.3
2645	Osteoglosphonic dysplasia	Q87.1
261584	Familial adenomatous polyposis due to 5q22.2 microdeletion	D12.6
261600	Alagille syndrome due to 20p12 microdeletion	Q44.7
261619	Alagille syndrome due to a JAG1 point mutation	Q44.7
261537	Mowat-Wilson syndrome due to monosomy 2q22	Q43.1
2643	Microcephalic primordial dwarfism, Toriello type	Q87.1
261552	Mowat-Wilson syndrome due to a ZEB2 point mutation	Q43.1
261559	Blepharophimosis-epicanthus inversus-ptosis due to 3q23 rearrangement syndrome	Q10.3
261572	Blepharophimosis-epicanthus inversus-ptosis due to a point mutation syndrome	Q10.3
2636	Microcephalic osteodysplastic primordial dwarfism types I and III	Q87.1
2658	Lenz-Majewski hyperostotic dwarfism	Q87.1
261629	Alagille syndrome due to a NOTCH2 point mutation	Q44.7
261638	Okihiro syndrome due to 20q13 microdeletion	Q87.8
261647	Okihiro syndrome due to a point mutation	Q87.8
261652	Kleefstra syndrome due to a point mutation	Q87.8
264200	14q22q23 microdeletion syndrome	Q93.5
3059	X-linked intellectual disability, Gu type	Q87.8
263793	Uniparental disomy of chromosome X	Q99.8
263783	Partial duplication of the long arm of chromosome X	Q99.8
3056	X-linked intellectual disability, Brooks type	Q87.8
263775	Partial duplication of the short arm of chromosome X	Q99.8
263768	Partial duplication of chromosome X	Q99.8
3057	Monoamine oxidase A deficiency	E70.8
3055	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome	Q87.8
263756	Partial deletion of the long arm of chromosome X	Q99.8
263749	X and Y chromosomal anomaly	Q98.8
3052	X-linked intellectual disability-seizures-psoriasis syndrome	Q87.8
263731	Partial monosomy of the short arm of chromosome X	Q99.8
263726	Partial deletion of chromosome X	Q99.8
3047	Blepharophimosis-intellectual disability syndrome, SBBYS type	Q87.8
3044	Intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome	Q87.8
3042	Intellectual disability-cataracts-calcified pinnae-myopathy syndrome	Q87.8
3041	Intellectual disability-balding-patella luxation-acromicria syndrome	Q87.8
3038	Delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome	Q87.0
263665	NK-cell enteropathy	K63.8
263558	Peeling skin syndrome type C	Q80.8
3035	Growth delay-hydrocephaly-lung hypoplasia syndrome	Q87.8
263662	Familial multiple meningioma	D32.9
3034	Delayed membranous cranial ossification	Q75.8
263548	Peeling skin syndrome type A	Q80.8
3033	Renal tubular dysgenesis	Q63.8
263553	Peeling skin syndrome type B	Q80.8
3032	NPHP3-related Meckel-like syndrome	Q61.9
263534	Acral peeling skin syndrome	Q80.8
263543	Generalized peeling skin syndrome	Q80.8
263516	Progressive myoclonic epilepsy type 3	G40.3
263524	Acute necrotizing encephalopathy of childhood	G31.8
263501	COG4-CDG	E77.8
263508	COG1-CDG	E77.8
263482	Spondyloepiphyseal dysplasia, Maroteaux type	Q77.7
3021	RAPADILINO syndrome	Q87.1
263479	Fuchs heterochromic iridocyclitis	H20.8
263494	DPM3-CDG	E77.8
3023	External auditory canal atresia-vertical talus-hypertelorism syndrome	Q87.8
263487	COG5-CDG	E77.8
263458	Hyperinsulinism due to INSR deficiency	E16.1
263455	Hyperinsulinism due to HNF4A deficiency	E16.1
1832	Lethal osteosclerotic bone dysplasia	Q78.2
3018	Retinal ischemic syndrome-digestive tract small vessel hyalinosis-diffuse cerebral calcifications syndrome	E78.8
3019	Ramon syndrome	Q87.8
263463	CHST3-related skeletal dysplasia	Q74.8
263432	Nevus of Ito	D22.6
263425	Nevus of Ota	D22.3
3010	Qazi-Markouizos syndrome	Q87.8
263417	Bartter syndrome with hypocalcemia	E26.8
769	Rabson-Mendenhall syndrome	E13
263413	Angiosarcoma	C49.9
3003	Pyknoachondrogenesis	Q78.8
