ORPHANET_ID	ORPHANET_NAME	UMLS_CUI
1117	Aplasia cutis-myopia syndrome	C1832826
1110	Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome	C1862682
1113	Aphalangy-syndactyly-microcephaly syndrome	C1838161
1112	Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome	C1859754
1106	Microphthalmia with limb anomalies	C0599973
83	Antley-Bixler syndrome	C0265307
83	Antley-Bixler syndrome	C2936791
1104	Anophthalmia plus syndrome	C1833339
1094	Anonychia-microcephaly syndrome	C2931373
1092	Renal-genital-middle ear anomalies	C1849432
989	Hypoglossia-hypodactyly syndrome	C1863203
989	Hypoglossia-hypodactyly syndrome	C0595985
994	Fetal akinesia deformation sequence	C1276035
51	Aicardi-Goutières syndrome	C0393591
978	ADULT syndrome	C1863204
977	Adrenomyodystrophy	C1846044
988	Tibial hemimelia-polysyndactyly-triphalangeal thumb syndrome	C1861099
983	Testicular regression syndrome	C0266427
983	Testicular regression syndrome	C0405582
983	Testicular regression syndrome	C1261504
970	Hereditary sensory and autonomic neuropathy type 2	C0020072
970	Hereditary sensory and autonomic neuropathy type 2	C0270914
971	Acrorenal syndrome	C3495490
971	Acrorenal syndrome	C0796290
40	Acromesomelic dysplasia, Maroteaux type	C1864356
969	Acromicric dysplasia	C0265287
139012	Rare bone development disorder	C0005941
974	Adams-Oliver syndrome	C0265268
972	Hereditary continuous muscle fiber activity	C1834559
968	Acromesomelic dysplasia, Hunter-Thompson type	C2930970
965	Acromegaloid facial appearance syndrome	C0796280
139411	Carney triad	C1858592
1028	Ameloonychohypohidrotic syndrome	C1863006
139417	Acute transverse myelitis	C0270627
1031	Enamel-renal syndrome	C0403549
1031	Enamel-renal syndrome	C2931783
1035	Beta-mercaptolactate cysteine disulfiduria	C0796055
139436	Multicentric reticulohistiocytosis	C0311284
1021	Amaurosis-hypertrichosis syndrome	C1857588
64	Alström syndrome	C0268425
1023	Congenital generalized hypertrichosis, Ambras type	C1840362
139390	Isolated craniosynostosis	C0010278
139399	Adrenomyeloneuropathy	C1527231
139402	Drug rash with eosinophilia and systemic symptoms	C3541994
139402	Drug rash with eosinophilia and systemic symptoms	C1142139
1027	Autosomal recessive amelia	C1832432
1008	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome	C1863090
701	Alopecia universalis	C0263505
1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	C1863093
1011	Alopecia-hypogonadism-extrapyramidal syndrome	C2931406
1014	Alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome	C1832593
1001	2q37 microdeletion syndrome	C2931817
665	Albright hereditary osteodystrophy	C2931404
59	Allan-Herndon-Dudley syndrome	C0795889
1003	Scalp defects-postaxial polydactyly syndrome	C1867021
1005	Alopecia-contractures-dwarfism-intellectual disability syndrome	C0795895
1253	Ascher syndrome	C0339085
1251	Blepharofacioskeletal syndrome	C1834038
1252	Blepharonasofacial malformation syndrome	C0796197
1248	Maxillonasal dysplasia	C0220692
1248	Maxillonasal dysplasia	C3888567
127	Borjeson-Forssman-Lehmann syndrome	C0265339
1264	Tricho-retino-dento-digital syndrome	C1860605
1262	Böök syndrome	C0457014
1263	Boomerang dysplasia	C0432201
1259	Blepharoptosis-myopia-ectopia lentis syndrome	C1862259
1261	Bonnemann-Meinecke-Reich syndrome	C1856973
1234	Bartsocas-Papas syndrome	C1849718
1231	Barber-Say syndrome	C1319466
1229	Congenital intrauterine infection-like syndrome	C2931662
1229	Congenital intrauterine infection-like syndrome	C3489725
109	Bannayan-Riley-Ruvalcaba syndrome	C0265326
1228	Banki syndrome	C1862319
1241	Bencze syndrome	C1841640
1240	Metaphyseal acroscyphodysplasia	C1855243
1237	Beemer-Ertbruggen syndrome	C1859526
114	Auriculoosteodysplasia	C1862381
115	Congenital contractural arachnodactyly	C0220668
137617	Nephrogenic systemic fibrosis	C1619692
137617	Nephrogenic systemic fibrosis	C3888044
1292	Brachymorphism-onychodysplasia-dysphalangism syndrome	C1862082
1293	Brachyolmia	C0432228
1299	Branchioskeletogenital syndrome	C1859384
137667	Capillary malformation-arteriovenous malformation	C1842180
1295	Brachytelephalangy-dysmorphism-Kallmann syndrome	C2931421
1296	Lambert syndrome	C1855551
1297	Branchio-oculo-facial syndrome	C0376524
137639	Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	C2676243
137577	Neonatal hypoxic and ischemic brain injury	C0752304
137583	Vulvar intraepithelial neoplasia	C0346210
1276	Brachydactyly-arterial hypertension syndrome	C1862170
137586	Herpes simplex virus keratitis	C0019357
1271	Bowen syndrome	C1859404
1271	Bowen syndrome	C0006079
1270	Bowen-Conradi syndrome	C1859405
137605	Legius syndrome	C1969623
137596	Neurotrophic keratopathy	C0339296
1278	Brachydactyly-preaxial hallux varus syndrome	C1862162
137599	Stromal keratitis	C1318020
1166	Congenital unilateral hypoplasia of depressor anguli oris	C0431406
1168	Ataxia-oculomotor apraxia type 1	C1859598
137820	Extrapelvic endometriosis	C0014175
1160	Chylous ascites	C0008732
137817	Arachnoiditis	C0003708
137817	Arachnoiditis	C0270617
1174	Cerebellar ataxia-ectodermal dysplasia syndrome	C1859306
137839	Lemierre syndrome	C0343525
137834	Frank-Ter Haar syndrome	C1855305
137831	X-linked intellectual disability-cerebellar hypoplasia syndrome	C1845366
1170	Autosomal recessive cerebelloparenchymal disorder type 3	C1859298
137862	Martínez-Frías syndrome	C1832443
1178	Ataxia-tapetoretinal degeneration syndrome	C1848932
1180	Ataxia-hypogonadism-choroidal dystrophy syndrome	C1859093
1179	Benign paroxysmal tonic upgaze of childhood with ataxia	C1868576
1173	Cerebellar ataxia-hypogonadism syndrome	C1859305
137867	Madras motor neuron disease	C0393551
137681	Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	C1836797
1133	AREDYLD syndrome	C0342280
137675	Histiocytoid cardiomyopathy	C1708371
1131	X-linked mandibulofacial dysostosis	C1844918
137678	Czech dysplasia, metatarsal type	C1836683
137754	Neurological conditions associated with aminoacylase 1 deficiency	C1835922
1145	Infantile-onset X-linked spinal muscular atrophy	C1844934
137686	Asherman syndrome	C0241593
137686	Asherman syndrome	C0156372
137686	Asherman syndrome	C1704274
1144	Arthrogryposis-like hand anomaly-sensorineural deafness syndrome	C1862471
137776	Lethal congenital contracture syndrome type 2	C1843478
1150	Arthrogryposis multiplex congenita-whistling face syndrome	C1859711
1149	Kuskokwim syndrome	C1859709
137807	Primary cutaneous amyloidosis	C0268397
1159	Progressive pseudorheumatoid arthropathy of childhood	C0432215
137810	Nodular cutaneous amyloidosis	C0546394
137783	Lethal congenital contracture syndrome type 3	C1969655
1214	Progressive hemifacial atrophy	C0015458
1215	Autosomal dominant optic atrophy plus syndrome	C1832466
138044	Rare disease with Pierre Robin syndrome	C0031900
1219	Aurocephalosyndactyly	C1862380
1219	Aurocephalosyndactyly	C1510455
1221	Cheilitis glandularis	C0267034
1225	Baller-Gerold syndrome	C0265308
1226	Bamforth-Lazarus syndrome	C1855794
1227	Bangstad syndrome	C0342284
1182	Spastic ataxia with congenital miosis	C1862441
137888	Auriculocondylar syndrome	C1865295
137893	Male infertility due to large-headed multiflagellar polyploid spermatozoa	C0403812
1186	Infantile onset spinocerebellar ataxia	C1849096
1185	Spinocerebellar ataxia-dysmorphism syndrome	C1849088
137898	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	C1970180
137902	Isolated optic nerve hypoplasia/aplasia	C0338502
1187	Lethal ataxia with deafness and optic atrophy	C0796028
1190	Atelosteogenesis type I	C0265283
137908	Hypotonia with lactic acidemia and hyperammonemia	C2673642
137914	Choanal atresia	C0008297
1193	Atkin-Flaitz syndrome	C0796206
1200	Choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	C1837822
1198	Colonic atresia	C0266190
1203	Duodenal atresia	C0266174
1208	Pulmonary atresia-intact ventricular septum syndrome	C0344975
137932	Congenital laryngeal palsy	C0396058
1449	Ring chromosome 7 syndrome	C0795818
1449	Ring chromosome 7 syndrome	C2931622
141242	Paramedian nasal cleft	C0221363
1453	Cleidorhizomelic syndrome	C1861515
1440	Ring chromosome 14 syndrome	C2930916
1443	Ring chromosome 19 syndrome	C2931812
141229	Facial cleft	C0685787
1458	CODAS syndrome	C1838180
1454	Joubert syndrome with hepatic defect	C1857662
190	Coats disease	C0154832
1429	Benign hereditary chorea	C0393584
1429	Benign hereditary chorea	C1859098
1426	Greenberg dysplasia	C1300226
1426	Greenberg dysplasia	C2931048
141184	Rapidly involuting congenital hemangioma	C1275421
1435	Xq21 microdeletion syndrome	C1844836
1432	Autosomal dominant chorioretinopathy-microcephaly syndrome	C3501946
1433	Choroidal atrophy-alopecia syndrome	C2931026
1484	Contractures-ectodermal dysplasia-cleft lip/palate syndrome	C1844935
1484	Contractures-ectodermal dysplasia-cleft lip/palate syndrome	C2931745
141333	Biemond syndrome type 2	C2930903
141333	Biemond syndrome type 2	C1859487
1490	Corneal dystrophy-perceptive deafness syndrome	C1857572
1487	Cooks syndrome	C1862841
1486	Lethal congenital contracture syndrome type 1	C1854664
141276	Tessier number 7 facial cleft	C0024433
1466	COFS syndrome	C0220722
1466	COFS syndrome	C1859312
1466	COFS syndrome	C2931277
141327	Orofaciodigital syndrome type 12	C2932679
141330	Orofaciodigital syndrome type 13	C2932680
1471	Coloboma of macula-brachydactyly type B syndrome	C1852752
141288	Midline cervical cleft	C1274890
141291	Cleft lip and alveolus	C1298692
1408	Hair defect-photosensitivity-intellectual disability syndrome	C1856241
1409	Woolly hair-hypotrichosis-everted lower lip-outstanding ears syndrome	C0406718
141083	Nasolacrimal duct cyst	C0155241
1410	Uncombable hair syndrome	C0432347
1412	Tarsal-carpal coalition syndrome	C1861305
141103	Nasal dermoid cyst	C1833473
1416	Familial calcium pyrophosphate deposition	C0553730
1416	Familial calcium pyrophosphate deposition	C0856830
141112	Nasal glial heterotopia	C0266490
1394	Cerebrofaciothoracic dysplasia	C1859252
1397	Hydrocephaly-cerebellar agenesis syndrome	C1844005
1398	Isolated cerebellar agenesis	C0266470
1398	Isolated cerebellar agenesis	C0344488
1399	Richards-Rundle syndrome	C0796136
141077	Epignathus	C0266725
1401	CHAND syndrome	C0406733
174	Metaphyseal chondrodysplasia, Schmid type	C0265289
1425	Desbuquois syndrome	C0432242
141179	Non-involuting congenital hemangioma	C1275417
141118	Nasal encephalocele	C0014066
141121	Congenital subglottic stenosis	C0396051
141121	Congenital subglottic stenosis	C0238441
141124	Congenital laryngeal cyst	C0339880
141127	Congenital tracheal stenosis	C0265767
141145	Hemifacial hyperplasia	C1399354
141148	Hemifacial myohyperplasia	C1847521
156728	Spondyloepimetaphyseal dysplasia, matrilin-3 type	C1837481
1375	Cataract-hypertrichosis-intellectual disability syndrome	C0796282
156723	Piepkorn dysplasia	C0432201
163	Hereditary hyperferritinemia-cataract syndrome	C1833213
1373	Cataract-aberrant oral frenula-growth delay syndrome	C1861835
1368	Cataract-ataxia-deafness syndrome	C0796123
1366	Autosomal recessive palmoplantar keratoderma and congenital alopecia	C1859316
1361	Carnosinase deficiency	C0268632
1361	Carnosinase deficiency	C3495555
1361	Carnosinase deficiency	C3495554
1393	Cerebrocostomandibular syndrome	C0265342
157823	Klüver-Bucy syndrome	C0270707
157826	Congenital epulis	C0376319
1389	Cortical blindness-intellectual disability-polydactyly syndrome	C1857568
1388	Catel-Manzke syndrome	C1844887
157801	Mesoaxial synostotic syndactyly with phalangeal reduction	C1836206
1387	Cataract-intellectual disability-hypogonadism syndrome	C0796037
157791	Epithelioid hemangioendothelioma	C0206732
157769	Situs ambiguus	C0266642
157769	Situs ambiguus	C1167664
157788	Hypospadias-hypertelorism-coloboma and deafness syndrome	C1863870
1381	Cataract-intellectual disability-anal atresia-urinary defects syndrome	C2931391
1380	Cataract-nephropathy-encephalopathy syndrome	C0795914
156731	Dyssegmental dysplasia, Rolland-Desbuquois type	C0432209
1377	Cataract-microcornea syndrome	C1861829
157215	Hereditary hypophosphatemic rickets with hypercalciuria	C1853271
1325	Camptodactyly-taurinuria syndrome	C2931681
1326	Camptodactyly syndrome, Guadalajara type 2	C2673861
1326	Camptodactyly syndrome, Guadalajara type 2	C2931680
1327	Camptodactyly syndrome, Guadalajara type 1	C2931679
1327	Camptodactyly syndrome, Guadalajara type 1	C1859359
1328	Camurati-Engelmann disease	C0011989
1321	Camptodactyly-fibrous tissue hyperplasia-skeletal dysplasia syndrome	C1859357
1323	Camptodactyly-joint contractures-facial skeletal defects syndrome	C2931051
156152	Anti-neutrophil cytoplasmic antibody-associated vasculitis	C2717865
1317	CAMFAK syndrome	C1859312
1317	CAMFAK syndrome	C1876169
1318	Campomelia, Cumming type	C1859371
1319	Camptobrachydactyly	C1861963
1305	Feingold syndrome	C0796068
155899	Mandibulofacial dysostosis	C0242387
1313	Infantile choroidocerebral calcification syndrome	C1859092
1350	Heart-hand syndrome type 2	C2931323
1355	Congenital heart defect-round face-developmental delay syndrome	C0796162
1352	Atrioventricular defect-blepharophimosis-radial and anal defect syndrome	C1838606
1342	Heart-hand syndrome type 3	C1841657
1345	Cardiomyopathy-cataract-hip spine disease syndrome	C2931548
1338	Heart defect-tongue hamartoma-polysyndactyly syndrome	C2931046
1340	Cardiofaciocutaneous syndrome	C1275081
156207	Macroglossia	C0009677
156207	Macroglossia	C0024421
2856	Persistent Müllerian duct syndrome	C1849930
1336	Hyperkeratosis-hyperpigmentation syndrome	C1840428
1335	Pentalogy of Cantrell	C0559483
1683	Distichiasis-congenital heart defects-peripheral vascular anomalies syndrome	C1852062
1682	Arterial dissection-lentiginosis syndrome	C1838122
1678	Dincsoy-Salih-Patel syndrome	C1832874
1756	Caudal duplication	C1842884
1756	Caudal duplication	C0266688
1765	Dyschondrosteosis-nephritis syndrome	C1851986
1766	Dysequilibrium syndrome	C0394006
1777	Temtamy syndrome	C1857512
1780	Thakker-Donnai syndrome	C2931219
1784	Acrofrontofacionasal dysostosis	C1860118
1782	Dysosteosclerosis	C0432262
1790	Hypomandibular faciocranial dysostosis	C1855848
1786	Acrofacial dysostosis, Catania type	C2931762
1788	Acrofacial dysostosis, Rodríguez type	C1860119
859	Transcobalamin deficiency	C0342701
3196	Steroid dehydrogenase deficiency-dental anomalies syndrome	C2931508
1573	Hypotrichosis with juvenile macular degeneration	C1832162
726	Alpers-Huttenlocher syndrome	C0205710
139450	Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome	C2678482
1574	Retinal degeneration-nanophthalmos-glaucoma syndrome	C2931831
139466	SERKAL syndrome	C2678492
1596	Distal monosomy 15q	C2675463
139471	Microphthalmia with brain and digit anomalies	C1864689
139474	17q11.2 microduplication syndrome	C3150928
1617	2q24 microdeletion syndrome	C2931816
1606	1p36 deletion syndrome	C1842870
139480	Autosomal recessive spastic paraplegia type 39	C2677586
1647	Oculocerebrocutaneous syndrome	C0796092
1647	Oculocerebrocutaneous syndrome	C2931390
139485	Autosomal recessive ataxia due to ubiquinone deficiency	C2677589
139491	Hemochromatosis type 4	C1853733
1653	Dentin dysplasia	C0011430
139507	African iron overload	C0268063
139515	Charcot-Marie-Tooth disease type 4J	C1970011
1657	Dermatoosteolysis, Kirghizian type	C1857301
139525	Distal hereditary motor neuropathy type 2	C1854023
139525	Distal hereditary motor neuropathy type 2	C3711384
1658	Absence of fingerprints-congenital milia syndrome	C0406707
139518	Distal hereditary motor neuropathy type 1	C1866784
1659	Dermatoleukodystrophy	C1857314
139547	Distal spinal muscular atrophy type 3	C1846823
139536	Distal hereditary motor neuropathy type 5	C1833308
1660	Dermoodontodysplasia	C1852144
139557	X-linked distal spinal muscular atrophy type 3	C1845359
1661	X-linked corneal dermoid	C1844671
1662	Restrictive dermopathy	C0406585
139552	Distal hereditary motor neuropathy, Jerash type	C1854023
139564	Hereditary sensory and autonomic neuropathy type 1B	C1842586
1667	Wolcott-Rallison syndrome	C0432217
139578	Mutilating hereditary sensory neuropathy with spastic paraplegia	C1850395
1671	Diastematomyelia	C0011999
1674	Digitorenocerebral syndrome	C0795934
140917	Stapes ankylosis with broad thumbs and toes	C1866656
1547	Cryptomicrotia-brachydactyly-excess fingertip arch syndrome	C1852454
140922	Autosomal recessive limb-girdle muscular dystrophy type 2J	C1837342
1545	Crisponi syndrome	C1832409
1540	Jackson-Weiss syndrome	C0795998
140908	Brachydactyly type B2	C1969652
1533	Craniosynostosis-fibular aplasia syndrome	C1857492
140896	Acute respiratory coronavirus infection	C1175175
1532	Gómez-López-Hernández syndrome	C0795959
140952	Syndactyly-telecanthus-anogenital and renal malformations syndrome	C2678045
1555	Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome	C1852406
140936	Lelis syndrome	C1842307
140927	Benign familial neonatal-infantile seizures	C0220669
140933	Linear atrophoderma of Moulin	C1274753
140989	Primary angiitis of the central nervous system	C2930862
140989	Primary angiitis of the central nervous system	C0751881
1566	Dandy-Walker malformation-postaxial polydactyly syndrome	C1857351
140976	RHYNS syndrome	C1865794
1563	Dahlberg-Borer-Newcomer syndrome	C1855477
140969	Saldino-Mainzer syndrome	C1849437
1562	Dacryocystitis-osteopoikilosis syndrome	C1833698
140963	Bilateral microtia-deafness-cleft palate syndrome	C2676772
382	Guanidinoacetate methyltransferase deficiency	C0574080
742	Prolidase deficiency	C1534653
742	Prolidase deficiency	C0268532
1979	Lipodystrophy due to peptidic growth factors deficiency	C2931279
1979	Lipodystrophy due to peptidic growth factors deficiency	C1856243
1571	Knobloch syndrome	C1849409
141007	Orofaciodigital syndrome type 9	C0796102
1551	Familial benign copper deficiency	C1852576
1568	X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome	C0796254
141000	Orofaciodigital syndrome type 11	C2752048
140997	Orofaciodigital syndrome	C0029294
1569	De Sanctis-Cacchione syndrome	C0265201
1497	X-linked complicated corpus callosum dysgenesis	C1839909
140436	Primary intraosseous venous malformation	C1847197
1493	Vici syndrome	C1855772
1509	Coxopodopatellar syndrome	C1840061
1509	Coxopodopatellar syndrome	C1868581
140471	Hereditary sensory and autonomic neuropathy	C0027889
1512	Crane-Heise syndrome	C1857532
1506	Thin ribs-tubular bones-dysmorphism syndrome	C2931543
1508	Coxoauricular syndrome	C1852513
1507	Autosomal recessive Robinow syndrome	C1849334
1517	Hypertrichotic osteochondrodysplasia, Cantu type	C0795905
1519	Hypertelorism, Teebi type	C1840378
1520	Craniofrontonasal dysplasia	C0220767
1513	Craniodiaphyseal dysplasia	C0410539
1514	Craniodigital-intellectual disability syndrome	C1839311
140481	Autosomal dominant slowed nerve conduction velocity	C1842357
1515	Cranioectodermal dysplasia	C0432235
1516	Craniofacial dyssynostosis	C1857511
1527	Craniosynostosis, Philadelphia type	C1832590
1528	Craniotelencephalic dysplasia	C1857471
1529	Craniofacial-deafness-hand syndrome	C1852510
1522	Craniometaphyseal dysplasia	C3887594
1525	Cranio-osteoarthropathy	C1531773
1525	Cranio-osteoarthropathy	C2930922
1525	Cranio-osteoarthropathy	C2678439
1969	Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome	C2931183
1968	Flat face-microstomia-ear anomaly syndrome	C1866962
1970	Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome	C1857352
1973	Faciocardiorenal syndrome	C0795936
1972	Lethal faciocardiomelic dysplasia	C1856891
1974	Autosomal recessive faciodigitogenital syndrome	C1856871
1962	Exostoses-anetodermia-brachydactyly type E syndrome	C1851428
1964	Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome	C1851412
1822	Dysplasia epiphysealis hemimelica	C0432282
1824	Lowry-Wood syndrome	C0796021
1952	Pacman dysplasia	C1833676
1954	Congenital lethal erythroderma	C1856898
1955	Spinocerebellar ataxia type 34	C1851481
1955	Spinocerebellar ataxia type 34	C2930921
2209	Maternal phenylketonuria	C0085547
1927	Emery-Nelson syndrome	C1841693
1937	Eng-Strom syndrome	C2931545
1917	Fetal methylmercury syndrome	C0086626
1917	Fetal methylmercury syndrome	C0265376
1912	Fetal hydantoin syndrome	C0265372
1918	Fetal minoxidil syndrome	C0432373
1911	Cocaine embryofetopathy	C0432371
1910	Fetal iodine syndrome	C0342200
1916	Diethylstilbestrol syndrome	C0853695
294	Fetal cytomegalovirus syndrome	C0349499
1914	Vitamin K antagonist embryofetopathy	C0265374
1913	Fetal trimethadione syndrome	C0265373
1896	EEC syndrome	C1851841
1896	EEC syndrome	C0406704
1897	EEM syndrome	C1857041
1908	Aminopterin/methotrexate embryofetopathy	C0432367
1906	Fetal valproate syndrome	C0236026
1888	Ectrodactyly-ectodermal dysplasia without clefting syndrome	C1851849
1889	Ectrodactyly-cleft palate syndrome	C1851848
1895	Edinburgh malformation syndrome	C0795933
1891	Intellectual disability-spasticity-ectrodactyly syndrome	C0796001
1892	Ectrodactyly-polydactyly syndrome	C1857040
1816	Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome	C1855504
1807	Focal facial dermal dysplasia type III	C1744559
1818	Ectodermal dysplasia, trichoodontoonychial type	C1851858
1883	Ectodermal dysplasia-sensorineural deafness syndrome	C1857068
1882	Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome	C1857052
1875	Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	C1850864
1875	Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	C2931578
1873	Jalili syndrome	C2931074
1873	Jalili syndrome	C3495589
1879	Melorheostosis with osteopoikilosis	C2931505
1879	Melorheostosis with osteopoikilosis	C3149695
1867	Hereditary bullous dystrophy, macular type	C0795974
1871	Progressive cone dystrophy	C0271092
1860	Thanatophoric dysplasia type 1	C2931282
1860	Thanatophoric dysplasia type 1	C1868678
1861	Thoracic dysplasia-hydrocephalus syndrome	C1848864
1858	Skeletal dysplasia-epilepsy-short stature syndrome	C0796046
1842	Bone dysplasia, lethal Holmgren type	C1859407
1839	Hereditary mucoepithelial dysplasia	C1274795
1838	Metaphyseal dysplasia without hypotrichosis	C1834821
1837	Ulna metaphyseal dysplasia syndrome	C1860615
1836	Mesomelic dysplasia, Kantaputra type	C1835009
1834	Axial mesodermal dysplasia spectrum	C2931613
1831	De Hauwere syndrome	C2930925
1831	De Hauwere syndrome	C2931078
1830	Schimke immuno-osseous dysplasia	C0877024
251	Multiple epiphyseal dysplasia	C0026760
1811	Odontomicronychial dysplasia	C1832473
1812	Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome	C1857053
1808	Hidrotic ectodermal dysplasia, Christianson-Fourie type	C1832411
1809	Hidrotic ectodermal dysplasia, Halal type	C2930953
1804	Dyssegmental dysplasia-glaucoma syndrome	C1832111
1806	Ectodermal dysplasia-blindness syndrome	C1849332
1802	Ghosal hematodiaphyseal dysplasia	C1856465
1803	Thoracomelic dysplasia	C2931227
1803	Thoracomelic dysplasia	C1848863
1801	Kyphomelic dysplasia	C0432239
1798	Dysostosis, Stanescu type	C0432263
1799	Familial developmental dysphasia	C1838630
1794	Oculomaxillofacial dysostosis	C1838348
2128	Isolated hemihyperplasia	C0332890
2128	Isolated hemihyperplasia	C1856184
2130	Hemimelia	C0018987
2136	Hennekam syndrome	C0340834
2138	46,XX ovotesticular disorder of sex development	C2748895
2138	46,XX ovotesticular disorder of sex development	C0266361
2139	Hernández-Aguirre Negrete syndrome	C2931736
2141	Diaphragmatic defect-limb deficiency-skull defect syndrome	C1832668
2143	Donnai-Barrow syndrome	C1857277
2148	Lissencephaly type 1 due to doublecortin gene mutation	C1848199
158048	Hemophagocytic syndrome associated with an infection	C0019068
2108	Hallermann-Streiff syndrome	C0018522
158061	Macrophage activation syndrome	C1096155
2107	Hall-Riggs syndrome	C1856198
2110	Hallux varus-preaxial polysyndactyly syndrome	C1856197
2109	Hallermann-Streiff-like syndrome	C2931775
2111	Cystic hamartoma of lung and kidney	C2931468
158266	Huntington disease-like syndrome	C3711380
2114	Hip dysplasia, Beukes type	C1840572
2994	Short stature-craniofacial anomalies-genital hypoplasia syndrome	C1867443
2117	Hartsfield syndrome	C1845146
2119	HEC syndrome	C1833607
2124	Cavernous hemangiomas of face-supraumbilical midline raphe syndrome	C0472694
157997	Benign cephalic histiocytosis	C0347403
2090	GMS syndrome	C1841854
2091	Multinodular goiter-cystic kidney-polydactyly syndrome	C1841853
157987	Non-Langerhans cell histiocytosis	C0019624
2087	Glomerulonephritis-sparse hair-telangiectasis syndrome	C1841989
158011	Necrobiotic xanthogranuloma	C1275339
376	Gordon syndrome	C0220666
158003	Xanthoma disseminatum	C0043322
2092	Focal dermal hypoplasia	C0016395
158000	Juvenile xanthogranuloma	C0043324
2098	Acromesomelic dysplasia, Grebe type	C0265260
380	Greig cephalopolysyndactyly syndrome	C0265306
2095	Gorlin-Chaudhry-Moss syndrome	C0345382
2097	Grant syndrome	C1841835
158041	Secondary hemophagocytic lymphohistiocytosis	C0019068
2101	Grubben-de Cock-Borghgraef syndrome	C2931551
158038	Primary hemophagocytic lymphohistiocytosis	C0272199
158032	Hemophagocytic syndrome	C3887558
158032	Hemophagocytic syndrome	C0024291
158029	Sea-blue histiocytosis	C0036489
157843	Trigeminal autonomic cephalalgia	C1565172
2069	Gastrocutaneous syndrome	C1850899
157846	Neuroferritinopathy	C1853578
157832	Craniorhiny	C1852501
2067	GAPO syndrome	C0406723
157835	Paroxysmal hemicrania	C1399352
2065	Galloway-Mowat syndrome	C0795949
2075	Genitopalatocardiac syndrome	C1856466
157941	Huntington disease-like 1	C1864112
2074	Gemignani syndrome	C2931587
157850	Pantothenate kinase-associated neurodegeneration	C0018523
2072	Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome	C2931585
2072	Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome	C1856476
157855	HARP syndrome	C1846582
157954	ANE syndrome	C2677535
157946	Huntington disease-like 3	C1858114
2078	Geroderma osteodysplastica	C0432255
157949	Combined immunodeficiency with granulomatosis	C2673536
2077	German syndrome	C3887495
157973	Congenital muscular dystrophy due to LMNA mutation	C2750785
2085	Glaucoma-sleep apnea syndrome	C1842025
2084	Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome	C1869115
2084	Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome	C2931588
157965	SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome	C2676510
2083	Prominent glabella-microcephaly-hypogenitalism syndrome	C0796024
2051	Fraser-like syndrome	C1856708
2055	Growth deficiency-brachydactyly-dysmorphism syndrome	C1864825
1791	Frontofacionasal dysplasia	C2931720
1826	Frontometaphyseal dysplasia	C0265293
2047	Flynn-Aird syndrome	C0343108
2048	Foix-Chavany-Marie syndrome	C2931412
2050	Cole-Carpenter syndrome	C1862178
2063	Splenogonadal fusion-limb defects-micrognathia syndrome	C1866745
2064	Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome	C1860464
250	Frontonasal dysplasia	C0432106
250	Frontonasal dysplasia	C1876203
2057	Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome	C1859432
2059	Fryns syndrome	C0220730
2025	Gingival fibromatosis-facial dysmorphism syndrome	C1856761
2028	Juvenile hyaline fibromatosis	C0406578
2027	Gingival fibromatosis-progressive deafness syndrome	C1851112
2021	Fibrochondrogenesis	C0265282
2019	Femur-fibula-ulna complex	C2363814
2024	Hereditary gingival fibromatosis	C0399440
2022	Endocardial fibroelastosis	C0014117
2824	Paraplegia-intellectual disability-hyperkeratosis syndrome	C2745996
2045	FLOTCH syndrome	C2931411
2044	Floating-Harbor syndrome	C0729582
2031	Hepatic fibrosis-renal cysts-intellectual disability syndrome	C2931226
2036	Scalp-ear-nipple syndrome	C1867020
2007	Alar cartilages hypoplasia-coloboma-telecanthus syndrome	C1859964
