id	name	missing_vocabulary	resource_id	resource_code	mapping_distance	similarity	score
D008010	Lichen Planus	ORPHANET	ORPHANET	33408	4	0.8164965809277261	0.5332482904638631
D020391	Muscular Dystrophy, Facioscapulohumeral	ORPHANET	ICD10CM	G71.02	3	1.0	0.6666666666666666
D004695	Endocardial Fibroelastosis	ORPHANET	ORPHANET	2022	4	1.0	0.625
D009236	Myxosarcoma	ORPHANET	SNOMEDCT	28351005	2	1.0	0.75
D008457	Measles	ORPHANET	ICD10CM	B05	4	1.0	0.625
D012804	Sick Sinus Syndrome	ORPHANET	ORPHANET	166282	4	0.8164965809277261	0.5332482904638631
D003924	Diabetes Mellitus, Type 2	ORPHANET	SNOMEDCT	164971000119101	4	0.7745966692414834	0.5122983346207417
D006013	Glycogen Storage Disease Type VI	ORPHANET	SNOMEDCT	237971004	2	1.0	0.75
D003966	Camurati-Engelmann Syndrome	ORPHANET	SNOMEDCT	34643004	4	1.0	0.625
D013771	Tetralogy of Fallot	ORPHANET	SNOMEDCT	86299006	2	0.5	0.5
D046152	Gastrointestinal Stromal Tumors	ORPHANET	SNOMEDCT	420120006	2	0.6666666666666666	0.5833333333333333
D017563	Lung Diseases, Interstitial	ORPHANET	ICD10CM	J84.848	3	0.7745966692414834	0.5539650012874083
D000839	Aniseikonia	ORPHANET	ICD10CM	H52.32	2	1.0	0.75
D001024	Aortic Valve Stenosis	ORPHANET	ICD10CM	I35.0	3	0.8660254037844387	0.599679368558886
D018335	Rhabdoid Tumor	ORPHANET	ORPHANET	69077	4	1.0	0.625
D054429	Leukemia, Myelomonocytic, Juvenile	ORPHANET	SNOMEDCT	277587001	2	0.5773502691896258	0.5386751345948129
D055882	Nevus, Halo	ORPHANET	SNOMEDCT	398028009	2	0.5	0.5
D017492	Keratosis, Seborrheic	ORPHANET	ICD10CM	L82.1	4	0.8164965809277261	0.5332482904638631
D065632	Chikungunya Fever	ORPHANET	SNOMEDCT	111864006	3	0.8164965809277261	0.5749149571305298
D065707	Schizencephaly	ORPHANET	SNOMEDCT	253159001	3	1.0	0.6666666666666666
D016778	Malaria, Falciparum	ORPHANET	ICD10CM	B50	4	0.8164965809277261	0.5332482904638631
D007565	Jaundice	ORPHANET	SNOMEDCT	371117009	3	0.7071067811865475	0.5202200572599404
D013322	Strongyloidiasis	ORPHANET	SNOMEDCT	187174008	3	0.7071067811865475	0.5202200572599404
D006955	Hypernatremia	ORPHANET	SNOMEDCT	237841006	3	0.7071067811865475	0.5202200572599404
D014096	Tooth, Supernumerary	ORPHANET	SNOMEDCT	2641000124101	3	0.8164965809277261	0.5749149571305298
D058447	Eye Pain	ORPHANET	SNOMEDCT	86260003	3	0.8164965809277261	0.5749149571305298
D001281	Atrial Fibrillation	ORPHANET	OMIM	607554	3	0.7071067811865475	0.5202200572599404
D001024	Aortic Valve Stenosis	ORPHANET	SNOMEDCT	60573004	2	0.6666666666666666	0.5833333333333333
D015605	Cowpox	ORPHANET	SNOMEDCT	70090004	2	1.0	0.75
D051261	Granulomatosis, Orofacial	ORPHANET	SNOMEDCT	235048000	2	0.8164965809277261	0.6582482904638631
D003414	Crigler-Najjar Syndrome	ORPHANET	ORPHANET	205	4	1.0	0.625
D010003	Osteoarthritis	ORPHANET	ICD10CM	M15-M19	2	1.0	0.75
D014264	Tricuspid Valve Stenosis	ORPHANET	SNOMEDCT	49915006	2	0.6666666666666666	0.5833333333333333
D003483	Cutis Laxa	ORPHANET	SNOMEDCT	403672006	4	0.8164965809277261	0.5332482904638631
D006061	Gonadal Dysgenesis, 46,XY	ORPHANET	ORPHANET	251510	4	0.8660254037844387	0.5580127018922194
D004823	Epididymitis	ORPHANET	ICD10CM	N45.1	3	1.0	0.6666666666666666
D034381	Hearing Loss	ORPHANET	SNOMEDCT	3561000119106	4	0.8164965809277261	0.5332482904638631
D016657	Cerebral Amyloid Angiopathy	ORPHANET	SNOMEDCT	703313007	3	0.7071067811865476	0.5202200572599405
D046589	CADASIL	ORPHANET	ORPHANET	136	4	1.0	0.625
D014012	Tinnitus	ORPHANET	SNOMEDCT	95824009	3	0.7071067811865475	0.5202200572599404
D018442	Lymphoma, B-Cell, Marginal Zone	ORPHANET	SNOMEDCT	726721002	4	0.8944271909999159	0.5722135954999579
D013981	Tic Disorders	ORPHANET	SNOMEDCT	230337001	2	0.5	0.5
D020242	Encephalomyelitis, Eastern Equine	ORPHANET	ICD10CM	A83.2	3	0.6666666666666666	0.5
D053098	Familial Hypophosphatemic Rickets	ORPHANET	SNOMEDCT	66266003	4	0.8164965809277261	0.5332482904638631
D018293	Cystadenoma, Serous	ORPHANET	SNOMEDCT	51608009	2	1.0	0.75
D008260	Macroglossia	ORPHANET	OMIM	153630	3	1.0	0.6666666666666666
D000402	Airway Obstruction	ORPHANET	SNOMEDCT	79688008	2	0.5	0.5
D001006	Anus, Imperforate	ORPHANET	SNOMEDCT	204716002	4	0.8164965809277261	0.5332482904638631
D013832	Thiamine Deficiency	ORPHANET	SNOMEDCT	267412000	3	0.7071067811865475	0.5202200572599404
D003093	Colitis, Ulcerative	ORPHANET	SNOMEDCT	24829000	4	0.8164965809277261	0.5332482904638631
D056889	Barth Syndrome	ORPHANET	ORPHANET	111	4	1.0	0.625
D001847	Bone Diseases	ORPHANET	SNOMEDCT	76069003	2	0.7071067811865475	0.6035533905932737
D000033	Abortion, Threatened	ORPHANET	SNOMEDCT	198885008	2	0.8164965809277261	0.6582482904638631
D018290	Cervical Intraepithelial Neoplasia	ORPHANET	SNOMEDCT	20365006	2	0.5163977794943222	0.5081988897471611
D054747	Histiocytic Sarcoma	ORPHANET	ICD10CM	C96.A	3	1.0	0.6666666666666666
D007952	Leukemia, Plasma Cell	ORPHANET	ICD10CM	C90.1	4	1.0	0.625
D011629	Puberty, Precocious	ORPHANET	ORPHANET	95708	4	0.8164965809277261	0.5332482904638631
D008179	Lupus Erythematosus, Discoid	ORPHANET	ORPHANET	90281	1	1.0	1.0
D011655	Pulmonary Embolism	ORPHANET	SNOMEDCT	133971000119108	4	0.8164965809277261	0.5332482904638631
D007890	Leiomyosarcoma	ORPHANET	ORPHANET	64720	4	1.0	0.625
D013543	Sweat Gland Diseases	ORPHANET	SNOMEDCT	201209003	2	0.6666666666666666	0.5833333333333333
D008415	Mastocytosis	ORPHANET	ORPHANET	66646	3	0.7071067811865475	0.5202200572599404
D051677	Histiocytoma, Malignant Fibrous	ORPHANET	SNOMEDCT	254996003	4	0.8660254037844387	0.5580127018922194
D007691	Medullary Sponge Kidney	ORPHANET	SNOMEDCT	253884000	3	0.8660254037844387	0.599679368558886
D008223	Lymphoma	ORPHANET	SNOMEDCT	115244002	2	0.5773502691896258	0.5386751345948129
D057891	Tetraploidy	ORPHANET	ORPHANET	3305	1	1.0	1.0
D061285	Vestibulocochlear Nerve Injuries	ORPHANET	SNOMEDCT	9441002	2	0.6666666666666666	0.5833333333333333
D044542	LEOPARD Syndrome	ORPHANET	SNOMEDCT	111306001	2	1.0	0.75
D059411	Lower Urinary Tract Symptoms	ORPHANET	SNOMEDCT	307541003	2	0.8944271909999159	0.6972135954999579
D003320	Corneal Ulcer	ORPHANET	SNOMEDCT	231901007	4	0.8164965809277261	0.5332482904638631
D059786	Abnormal Karyotype	ORPHANET	SNOMEDCT	442124003	2	0.8164965809277261	0.6582482904638631
D003394	Craniofacial Dysostosis	ORPHANET	ORPHANET	1794	2	0.5	0.5
D018323	Hemangioendothelioma, Epithelioid	ORPHANET	SNOMEDCT	403981003	3	1.0	0.6666666666666666
D020863	Central Nervous System Cysts	ORPHANET	SNOMEDCT	277333006	2	0.75	0.625
D004169	Diphyllobothriasis	ORPHANET	ORPHANET	128	4	1.0	0.625
D038061	Lower Extremity Deformities, Congenital	ORPHANET	SNOMEDCT	84773003	2	0.5	0.5
D018410	Pneumonia, Bacterial	ORPHANET	SNOMEDCT	195892002	2	0.8164965809277261	0.6582482904638631
D018633	Pulmonary Atresia	ORPHANET	SNOMEDCT	204342004	3	0.7071067811865475	0.5202200572599404
D006319	Hearing Loss, Sensorineural	ORPHANET	ICD10CM	H90.5	4	0.8660254037844387	0.5580127018922194
D006972	Hypertelorism	ORPHANET	ICD10CM	Q75.2	4	1.0	0.625
D006319	Hearing Loss, Sensorineural	ORPHANET	ICD10CM	H90.3	3	0.8660254037844387	0.599679368558886
D061085	Agenesis of Corpus Callosum	ORPHANET	SNOMEDCT	204043002	3	0.6666666666666666	0.5
D055744	Invasive Pulmonary Aspergillosis	ORPHANET	SNOMEDCT	721798004	3	0.8164965809277261	0.5749149571305298
D013530	Surgical Wound Infection	ORPHANET	SNOMEDCT	433202001	2	0.6666666666666666	0.5833333333333333
D051436	Renal Insufficiency, Chronic	ORPHANET	SNOMEDCT	709044004	3	0.8164965809277261	0.5749149571305298
D009896	Optic Atrophy	ORPHANET	SNOMEDCT	717336005	4	0.8164965809277261	0.5332482904638631
D006960	Hyperoxaluria, Primary	ORPHANET	ORPHANET	416	4	1.0	0.625
D020417	Nystagmus, Congenital	ORPHANET	OMIM	300589	3	0.7071067811865475	0.5202200572599404
D003731	Dental Caries	ORPHANET	SNOMEDCT	95254009	4	0.8164965809277261	0.5332482904638631
D055949	Vasa Previa	ORPHANET	SNOMEDCT	79668009	2	0.5	0.5
D006201	Hair Diseases	ORPHANET	SNOMEDCT	279425004	2	0.7071067811865475	0.6035533905932737
D015715	Corneal Edema	ORPHANET	SNOMEDCT	373428006	4	0.8164965809277261	0.5332482904638631
D014923	Wiskott-Aldrich Syndrome	ORPHANET	ORPHANET	906	4	1.0	0.625
D014096	Tooth, Supernumerary	ORPHANET	SNOMEDCT	2301000124109	3	0.8164965809277261	0.5749149571305298
D004660	Encephalitis	ORPHANET	SNOMEDCT	45170000	2	1.0	0.75
D020363	Limbic Encephalitis	ORPHANET	SNOMEDCT	230192003	3	1.0	0.6666666666666666
D001171	Arthritis, Juvenile	ORPHANET	SNOMEDCT	75822003	2	0.7071067811865475	0.6035533905932737
D011693	Purpura	ORPHANET	OMIM	179000	3	0.7071067811865475	0.5202200572599404
D007024	Hypotension, Orthostatic	ORPHANET	SNOMEDCT	230664009	4	0.8164965809277261	0.5332482904638631
D015812	Glaucoma, Angle-Closure	ORPHANET	ICD10CM	H40.22	4	0.8164965809277261	0.5332482904638631
D009224	Myotonia Congenita	ORPHANET	ICD10CM	G71.12	4	1.0	0.625
D012552	Schistosomiasis	ORPHANET	SNOMEDCT	236706006	3	0.7071067811865475	0.5202200572599404
D011371	Progeria	ORPHANET	SNOMEDCT	190590004	2	1.0	0.75
D004678	Encephalomalacia	ORPHANET	OMIM	225700	3	0.7071067811865475	0.5202200572599404
D012541	Scarlet Fever	ORPHANET	ICD10CM	A38	4	1.0	0.625
D004685	Encephalomyelitis, Venezuelan Equine	ORPHANET	SNOMEDCT	89990001	2	0.5773502691896258	0.5386751345948129
D013981	Tic Disorders	ORPHANET	SNOMEDCT	191991002	2	0.5	0.5
D056770	Netherton Syndrome	ORPHANET	OMIM	256500	4	1.0	0.625
D055154	Dysphonia	ORPHANET	SNOMEDCT	13628000	3	0.7071067811865475	0.5202200572599404
D000236	Adenoma	ORPHANET	SNOMEDCT	32048006	2	1.0	0.75
D020206	Subarachnoid Hemorrhage, Traumatic	ORPHANET	SNOMEDCT	262955000	2	0.5773502691896258	0.5386751345948129
D014339	Truncus Arteriosus, Persistent	ORPHANET	ORPHANET	3384	3	0.8164965809277261	0.5749149571305298
D005483	Flushing	ORPHANET	SNOMEDCT	238810007	3	1.0	0.6666666666666666
D002821	Chorioamnionitis	ORPHANET	SNOMEDCT	704175009	3	0.7071067811865475	0.5202200572599404
D011658	Pulmonary Fibrosis	ORPHANET	ICD10CM	J84.10	3	0.8164965809277261	0.5749149571305298
D008180	Lupus Erythematosus, Systemic	ORPHANET	SNOMEDCT	403486000	4	0.8660254037844387	0.5580127018922194
D047688	Breast Cyst	ORPHANET	SNOMEDCT	449838006	4	0.8164965809277261	0.5332482904638631
D003093	Colitis, Ulcerative	ORPHANET	SNOMEDCT	410484008	4	0.8164965809277261	0.5332482904638631
D056729	von Willebrand Disease, Type 3	ORPHANET	SNOMEDCT	87397002	3	0.6666666666666666	0.5
D002280	Carcinoma, Basal Cell	ORPHANET	OMIM	613063	2	0.7745966692414834	0.6372983346207417
D009080	Mucocutaneous Lymph Node Syndrome	ORPHANET	SNOMEDCT	195349001	2	0.7071067811865476	0.6035533905932737
D005175	Factor XII Deficiency	ORPHANET	OMIM	234000	4	1.0	0.625
D000567	Amelogenesis Imperfecta	ORPHANET	ORPHANET	88661	4	1.0	0.625
D012127	Respiratory Distress Syndrome, Newborn	ORPHANET	ICD10CM	P22.0	2	1.0	0.75
D001024	Aortic Valve Stenosis	ORPHANET	SNOMEDCT	427515002	4	0.8660254037844387	0.5580127018922194
D000238	Adenoma, Chromophobe	ORPHANET	SNOMEDCT	37039006	2	1.0	0.75
D000071079	Stenosis, Pulmonary Artery	ORPHANET	SNOMEDCT	253631001	4	0.8660254037844387	0.5580127018922194
D012127	Respiratory Distress Syndrome, Newborn	ORPHANET	ICD10CM	P22.8	4	0.8660254037844387	0.5580127018922194
D012127	Respiratory Distress Syndrome, Newborn	ORPHANET	ICD10CM	P22.9	4	0.8660254037844387	0.5580127018922194
D001289	Attention Deficit Disorder with Hyperactivity	ORPHANET	SNOMEDCT	444613000	3	0.8660254037844387	0.599679368558886
D013589	Syphilis, Cardiovascular	ORPHANET	ICD10CM	A52.00	2	0.8164965809277261	0.6582482904638631
D006828	Hydatidiform Mole	ORPHANET	ORPHANET	99927	4	1.0	0.625
D007637	Keratoconjunctivitis	ORPHANET	ORPHANET	70476	3	0.7071067811865475	0.5202200572599404
D002781	Cholesteatoma	ORPHANET	SNOMEDCT	575006	2	1.0	0.75
D002303	Cardiac Output, Low	ORPHANET	SNOMEDCT	44088000	2	1.0	0.75
D020757	Amaurosis Fugax	ORPHANET	SNOMEDCT	12237951000119105	3	0.7071067811865475	0.5202200572599404
D034062	Insomnia, Fatal Familial	ORPHANET	SNOMEDCT	83157008	2	1.0	0.75
D007762	Labyrinthitis	ORPHANET	ICD10CM	H83.0	4	1.0	0.625
D044342	Malnutrition	ORPHANET	ICD10CM	E40-E46	2	1.0	0.75
D008375	Maple Syrup Urine Disease	ORPHANET	ORPHANET	511	4	1.0	0.625
D020513	Paralysis, Hyperkalemic Periodic	ORPHANET	ORPHANET	206976	4	0.8164965809277261	0.5332482904638631
D014898	Werner Syndrome	ORPHANET	ORPHANET	902	4	1.0	0.625
D000141	Acidosis, Renal Tubular	ORPHANET	SNOMEDCT	236463002	4	0.8660254037844387	0.5580127018922194
D003371	Cough	ORPHANET	SNOMEDCT	111962006	3	0.7071067811865475	0.5202200572599404
D005953	Glycogen Storage Disease Type I	ORPHANET	SNOMEDCT	237966006	3	0.6666666666666666	0.5
D041781	Jaundice, Obstructive	ORPHANET	SNOMEDCT	197452009	2	0.8164965809277261	0.6582482904638631
D001002	Anuria	ORPHANET	ICD10CM	R34	3	0.7071067811865475	0.5202200572599404
D013617	Tachycardia, Supraventricular	ORPHANET	SNOMEDCT	6456007	3	0.8164965809277261	0.5749149571305298
D008199	Lymphadenitis	ORPHANET	ICD10CM	L04	2	0.7071067811865475	0.6035533905932737
D049291	Seroma	ORPHANET	SNOMEDCT	56021002	2	1.0	0.75
D013281	Stomatitis, Aphthous	ORPHANET	SNOMEDCT	322224003	2	1.0	0.75
D014839	Vomiting	ORPHANET	SNOMEDCT	300359004	3	0.7071067811865475	0.5202200572599404
D014983	Xeroderma Pigmentosum	ORPHANET	SNOMEDCT	43477006	4	0.8164965809277261	0.5332482904638631
D052159	Frasier Syndrome	ORPHANET	SNOMEDCT	445431000	2	1.0	0.75
D010382	Peliosis Hepatis	ORPHANET	ICD10CM	K76.4	3	1.0	0.6666666666666666
D000798	Angiomatosis	ORPHANET	SNOMEDCT	205562004	2	1.0	0.75
D006869	Hydronephrosis	ORPHANET	ICD10CM	N13.30	3	0.7071067811865475	0.5202200572599404
D007943	Leukemia, Hairy Cell	ORPHANET	ORPHANET	58017	4	0.8660254037844387	0.5580127018922194
D002280	Carcinoma, Basal Cell	ORPHANET	OMIM	613059	2	0.7745966692414834	0.6372983346207417
D002280	Carcinoma, Basal Cell	ORPHANET	OMIM	613058	2	0.7745966692414834	0.6372983346207417
D010302	Parkinson Disease, Secondary	ORPHANET	SNOMEDCT	230292008	4	1.0	0.625
D010032	Otitis Externa	ORPHANET	ICD10CM	H60.90	3	0.7071067811865475	0.5202200572599404
D007951	Leukemia, Myeloid	ORPHANET	SNOMEDCT	37810007	2	1.0	0.75
D011004	Plummer-Vinson Syndrome	ORPHANET	ORPHANET	54028	1	1.0	1.0
D002114	Calcinosis	ORPHANET	ICD10CM	L94.2	3	0.7071067811865475	0.5202200572599404
D010292	Paresthesia	ORPHANET	SNOMEDCT	135873002	3	0.7071067811865475	0.5202200572599404
D002280	Carcinoma, Basal Cell	ORPHANET	OMIM	613062	2	0.7745966692414834	0.6372983346207417
D020065	Hepatopulmonary Syndrome	ORPHANET	SNOMEDCT	371067004	2	1.0	0.75
D015776	Keratoderma, Palmoplantar, Diffuse	ORPHANET	OMIM	615735	2	0.7745966692414834	0.6372983346207417
D002280	Carcinoma, Basal Cell	ORPHANET	OMIM	613061	2	0.7745966692414834	0.6372983346207417
D008945	Mitral Valve Prolapse	ORPHANET	SNOMEDCT	409712001	4	0.8660254037844387	0.5580127018922194
D000699	Pain Insensitivity, Congenital	ORPHANET	ORPHANET	88642	4	0.8660254037844387	0.5580127018922194
D012465	Salivary Duct Calculi	ORPHANET	SNOMEDCT	80567007	2	0.6666666666666666	0.5833333333333333
D014096	Tooth, Supernumerary	ORPHANET	SNOMEDCT	2481000124109	3	0.8164965809277261	0.5749149571305298
D007662	Ketosis	ORPHANET	SNOMEDCT	2538008	4	1.0	0.625
D014096	Tooth, Supernumerary	ORPHANET	SNOMEDCT	2221000124106	3	0.8164965809277261	0.5749149571305298
D011561	Pseudoxanthoma Elasticum	ORPHANET	SNOMEDCT	403670003	4	0.8164965809277261	0.5332482904638631
D011015	Pneumonia, Aspiration	ORPHANET	SNOMEDCT	438764004	4	0.8164965809277261	0.5332482904638631
D018203	Sarcoma, Endometrial Stromal	ORPHANET	SNOMEDCT	699358009	4	0.7745966692414834	0.5122983346207417
D000142	Acidosis, Respiratory	ORPHANET	SNOMEDCT	237860004	3	0.7071067811865475	0.5202200572599404
D014689	Venous Insufficiency	ORPHANET	SNOMEDCT	20696009	2	0.8164965809277261	0.6582482904638631
D006008	Glycogen Storage Disease	ORPHANET	ORPHANET	79201	4	1.0	0.625
D006333	Heart Failure	ORPHANET	SNOMEDCT	266248006	2	0.8164965809277261	0.6582482904638631
D017789	Granuloma, Pyogenic	ORPHANET	SNOMEDCT	76813008	3	0.7071067811865475	0.5202200572599404
D000073617	Transfusion-Related Acute Lung Injury	ORPHANET	ICD10CM	J95.84	2	0.8944271909999159	0.6972135954999579
D001606	Bernard-Soulier Syndrome	ORPHANET	ORPHANET	274	4	1.0	0.625
D006391	Hemangioma	ORPHANET	SNOMEDCT	189194008	2	0.5773502691896258	0.5386751345948129
D006552	Hernia, Inguinal	ORPHANET	OMIM	142350	3	0.8164965809277261	0.5749149571305298
D008444	Maxillary Sinus Neoplasms	ORPHANET	SNOMEDCT	126676009	2	0.6666666666666666	0.5833333333333333
D006552	Hernia, Inguinal	ORPHANET	SNOMEDCT	196822001	2	0.8164965809277261	0.6582482904638631
D006470	Hemorrhage	ORPHANET	SNOMEDCT	405538007	3	0.7071067811865475	0.5202200572599404
D010149	Pain, Postoperative	ORPHANET	SNOMEDCT	107401000119105	3	0.8164965809277261	0.5749149571305298
D007706	Menkes Kinky Hair Syndrome	ORPHANET	SNOMEDCT	59178007	2	1.0	0.75
D008268	Macular Degeneration	ORPHANET	SNOMEDCT	312898002	4	0.8164965809277261	0.5332482904638631
D016388	Tooth Loss	ORPHANET	SNOMEDCT	25540007	2	0.5	0.5
D026681	Vitamin B 6 Deficiency	ORPHANET	SNOMEDCT	18881008	2	0.5773502691896258	0.5386751345948129
D004677	Encephalocele	ORPHANET	ORPHANET	199647	1	0.7071067811865475	0.8535533905932737
D017824	Bone Cysts, Aneurysmal	ORPHANET	OMIM	606179	2	1.0	0.75
D061220	Oculomotor Nerve Injuries	ORPHANET	SNOMEDCT	53675004	2	0.5773502691896258	0.5386751345948129
D020244	Infarction, Middle Cerebral Artery	ORPHANET	SNOMEDCT	21290001000004104	4	0.75	0.5
D016511	Severe Combined Immunodeficiency	ORPHANET	SNOMEDCT	111587007	3	0.7071067811865476	0.5202200572599405
D009203	Myocardial Infarction	ORPHANET	OMIM	608557	2	0.7071067811865475	0.6035533905932737
D018248	Adenoma, Liver Cell	ORPHANET	ORPHANET	54272	1	0.4082482904638631	0.7041241452319316
D007951	Leukemia, Myeloid	ORPHANET	ICD10CM	C92	4	1.0	0.625
D014839	Vomiting	ORPHANET	SNOMEDCT	249497008	3	0.7071067811865475	0.5202200572599404
D014389	Tuberculosis, Male Genital	ORPHANET	SNOMEDCT	240379005	2	0.8660254037844387	0.6830127018922194
D005889	Gingival Recession	ORPHANET	SNOMEDCT	4356008	2	0.7071067811865475	0.6035533905932737
D008865	Microstomia	ORPHANET	SNOMEDCT	14582003	3	1.0	0.6666666666666666
D055009	Spondylosis	ORPHANET	ICD10CM	M47	4	1.0	0.625
D004487	Edema	ORPHANET	SNOMEDCT	56977002	3	0.7071067811865475	0.5202200572599404
D006986	Hypervitaminosis A	ORPHANET	SNOMEDCT	64559002	2	1.0	0.75
D006215	Hallux Valgus	ORPHANET	SNOMEDCT	53842005	4	0.8164965809277261	0.5332482904638631
D054061	Ischemic Contracture	ORPHANET	SNOMEDCT	111247001	2	0.5	0.5
D013543	Sweat Gland Diseases	ORPHANET	SNOMEDCT	88232005	2	0.8164965809277261	0.6582482904638631
D003100	Colles' Fracture	ORPHANET	SNOMEDCT	123971006	2	1.0	0.75
D019121	Burkholderia Infections	ORPHANET	SNOMEDCT	721736003	2	0.5	0.5
D011695	Purpura, Schoenlein-Henoch	ORPHANET	SNOMEDCT	21148002	2	0.5	0.5
D016110	Epidermolysis Bullosa Simplex	ORPHANET	SNOMEDCT	723163000	4	0.8660254037844387	0.5580127018922194
D004719	Endomyocardial Fibrosis	ORPHANET	SNOMEDCT	123264005	2	0.8164965809277261	0.6582482904638631
D008398	Masochism	ORPHANET	ICD10CM	F65.51	3	0.7071067811865475	0.5202200572599404
D006008	Glycogen Storage Disease	ORPHANET	ORPHANET	308520	3	0.7071067811865475	0.5202200572599404
D008061	Whipple Disease	ORPHANET	ORPHANET	3452	2	1.0	0.75
D012021	Reflex, Abnormal	ORPHANET	SNOMEDCT	46670006	4	1.0	0.625
D015441	Leprosy, Tuberculoid	ORPHANET	ICD10CM	A30.2	4	0.8164965809277261	0.5332482904638631
D000069293	Plasmablastic Lymphoma	ORPHANET	ORPHANET	289666	3	1.0	0.6666666666666666
D015441	Leprosy, Tuberculoid	ORPHANET	ICD10CM	A30.1	3	1.0	0.6666666666666666
D013610	Tachycardia	ORPHANET	ICD10CM	P29.11	3	0.7071067811865475	0.5202200572599404
D004941	Esophagitis	ORPHANET	ORPHANET	73247	3	0.7071067811865475	0.5202200572599404
D055092	Laryngomalacia	ORPHANET	ORPHANET	2373	1	0.7071067811865475	0.8535533905932737
D009058	Mouth Breathing	ORPHANET	ICD10CM	R06.5	2	1.0	0.75
D011547	Pseudohypoparathyroidism	ORPHANET	OMIM	603233	3	0.7071067811865475	0.5202200572599404
D013622	Taeniasis	ORPHANET	ICD10CM	B68	2	1.0	0.75
D015615	Cystic Adenomatoid Malformation of Lung, Congenital	ORPHANET	ICD10CM	Q33.0	3	0.7745966692414834	0.5539650012874083
D012164	Retinal Diseases	ORPHANET	SNOMEDCT	193430004	2	0.5	0.5
D006338	Heart Neoplasms	ORPHANET	SNOMEDCT	126730001	2	0.5	0.5
D012830	Silicotuberculosis	ORPHANET	SNOMEDCT	233763009	3	1.0	0.6666666666666666
D005764	Gastroesophageal Reflux	ORPHANET	SNOMEDCT	698065002	2	0.5	0.5
D009357	Neonatal Abstinence Syndrome	ORPHANET	SNOMEDCT	414819007	2	1.0	0.75
D019522	Vaginal Discharge	ORPHANET	SNOMEDCT	289547007	4	0.8164965809277261	0.5332482904638631
D002385	Cataplexy	ORPHANET	SNOMEDCT	46263000	2	1.0	0.75
D008310	Malocclusion	ORPHANET	ICD10CM	M26.4	2	0.7071067811865475	0.6035533905932737
D000755	Anemia, Sickle Cell	ORPHANET	SNOMEDCT	191195005	2	0.8660254037844387	0.6830127018922194
D044483	Intestinal Polyposis	ORPHANET	SNOMEDCT	254589009	3	1.0	0.6666666666666666
D005099	Exotropia	ORPHANET	ICD10CM	H50.10	3	0.7071067811865475	0.5202200572599404
D007925	Leriche Syndrome	ORPHANET	SNOMEDCT	307816004	3	1.0	0.6666666666666666
D015866	Uveitis, Posterior	ORPHANET	ORPHANET	90061	4	0.8164965809277261	0.5332482904638631
D013118	Spinal Cord Diseases	ORPHANET	SNOMEDCT	48522003	2	0.8164965809277261	0.6582482904638631
D004890	Erythema	ORPHANET	OMIM	106500	3	0.7071067811865475	0.5202200572599404
D009220	Myositis	ORPHANET	ICD10CM	M60.00	2	0.5	0.5
D044148	Lymphatic Abnormalities	ORPHANET	SNOMEDCT	234095009	2	0.5	0.5
D005099	Exotropia	ORPHANET	ICD10CM	H50.15	3	0.7071067811865475	0.5202200572599404
D054517	Orbital Cellulitis	ORPHANET	SNOMEDCT	194005002	2	0.8164965809277261	0.6582482904638631
D006008	Glycogen Storage Disease	ORPHANET	OMIM	240600	3	0.7071067811865475	0.5202200572599404
D000855	Anorexia	ORPHANET	SNOMEDCT	249468005	3	0.7071067811865475	0.5202200572599404
D046628	Sphincter of Oddi Dysfunction	ORPHANET	SNOMEDCT	430887001	4	1.0	0.625
D018813	Multiple Endocrine Neoplasia Type 2a	ORPHANET	ORPHANET	247709	4	0.75	0.5
D006417	Hematuria	ORPHANET	ICD10CM	R31.9	2	0.7071067811865475	0.6035533905932737
D002547	Cerebral Palsy	ORPHANET	SNOMEDCT	192958009	4	0.8164965809277261	0.5332482904638631
D010279	Parathyroid Diseases	ORPHANET	SNOMEDCT	190462000	2	0.5	0.5
D012202	Reye Syndrome	ORPHANET	ORPHANET	3096	4	1.0	0.625
D001164	Arteriovenous Fistula	ORPHANET	SNOMEDCT	234207004	4	0.8164965809277261	0.5332482904638631
D012466	Salivary Gland Diseases	ORPHANET	ICD10CM	K11.9	2	0.6666666666666666	0.5833333333333333
D009212	Myoglobinuria	ORPHANET	SNOMEDCT	33033006	3	0.7071067811865475	0.5202200572599404
D017449	Dermatitis, Allergic Contact	ORPHANET	SNOMEDCT	402252004	4	0.7745966692414834	0.5122983346207417
D016112	Ichthyosis Vulgaris	ORPHANET	OMIM	146700	4	1.0	0.625
D003655	Decerebrate State	ORPHANET	SNOMEDCT	30155000	2	0.5	0.5
D000138	Acidosis	ORPHANET	SNOMEDCT	12326000	3	0.7071067811865475	0.5202200572599404
D011018	Pneumonia, Pneumococcal	ORPHANET	SNOMEDCT	233607000	3	1.0	0.6666666666666666
D001855	Bone Marrow Diseases	ORPHANET	SNOMEDCT	127035006	2	0.8164965809277261	0.6582482904638631
D005357	Fibrous Dysplasia of Bone	ORPHANET	SNOMEDCT	699251001	4	0.7745966692414834	0.5122983346207417
D019585	Intracranial Hypotension	ORPHANET	SNOMEDCT	725000003	4	0.8164965809277261	0.5332482904638631
D007402	Intertrigo	ORPHANET	SNOMEDCT	238411004	3	0.7071067811865475	0.5202200572599404
